C_control_mean,C_control_n,S_same_ct_mean,S_same_ct_n,D_diff_ct_mean,D_diff_ct_n,X_cross_mean,X_cross_n,control_mean,control_median
6.67,6,21.31,4,43.19,3,27.31,2,6.67,6.46
