cell_type,region_a,region_b,kf,kn,omega
Fibroblast,Human CbDN,Human MoAN,0.19583363406632576,0.004010922951309884,48.82508002363161
Fibroblast,Human CbDN,Human MoRF-MoEN,0.1177043700128822,0.0028267315069926656,41.63974177303695
Fibroblast,Human CbDN,Human MoSR,0.26000800953738257,0.00913438163926971,28.464763112105974
Fibroblast,Human CbDN,Human PAG,0.04600382329557128,0.002702921675571664,17.02003565672747
Fibroblast,Human CbDN,Human PAG-DR,0.06384993644555367,0.005112216888011359,12.489676757511585
Fibroblast,Human CbDN,Human PB,0.03389091096569122,0.0026501491434206812,12.788303273357101
Fibroblast,Human CbDN,Human PN,0.10006853985993364,0.0030103852053942246,33.24110804179599
Fibroblast,Human CbDN,Human PTR,0.05011907868974308,0.003379189846854078,14.831684800545434
Fibroblast,Human CbDN,Human Pir,0.1410234338196586,0.005992392193348546,23.533745667747215
Fibroblast,Human CbDN,Human PnAN,0.09127974227449695,0.004707786955188626,19.38909792294109
Fibroblast,Human CbDN,Human PnEN,0.03605530811322906,0.0018558152734423547,19.428285039571858
Fibroblast,Human CbDN,Human PnRF,0.057475066822261195,0.001978149061800387,29.054972616649525
Fibroblast,Human CbDN,Human Pu,0.08996350215302934,0.004680095075100496,19.22258003510699
Fibroblast,Human CbDN,Human Pul,0.055612846515064276,0.0019006757671155596,29.259512578235054
Fibroblast,Human CbDN,Human RN,0.10083025610137702,0.007994532843029922,12.612401259854282
Fibroblast,Human CbDN,Human SC,0.10448862506040932,0.005414682981678048,19.29727472761989
Fibroblast,Human CbDN,Human SEP,0.2782490019777105,0.005758760700225768,48.31751421218144
Fibroblast,Human CbDN,Human SI,0.09910819183007047,0.004997213873235431,19.832689643499922
Fibroblast,Human CbDN,Human SN,0.03740402356492662,0.0021120387897307427,17.70991316390318
Fibroblast,Human CbDN,Human SN-RN,0.03488175464799874,0.0021045650436456453,16.574329576231396
Fibroblast,Human CbDN,Human STG,0.07401863799574619,0.005953822457394253,12.432120461338236
Fibroblast,Human CbDN,Human STH,0.06554342690066722,0.0025838199789865405,25.36687053808428
Fibroblast,Human CbDN,Human SpC,0.19639108625156404,0.00662892278722305,29.626395201057253
Fibroblast,Human CbDN,Human Sub,0.07133118626465594,0.00452532337280855,15.76267161221358
Fibroblast,Human CbDN,Human TH-TL,0.2153864290765042,0.00474867127346686,45.35719924012705
Fibroblast,Human CbDN,Human V2,0.17099958042647972,0.007122313624566515,24.008993346861676
Fibroblast,Human CbDN,Human VA,0.09463645784249285,0.004059331218201854,23.313312650652236
Fibroblast,Human CbDN,Human VLN,0.05797933212700262,0.0021482969313352702,26.988509493874137
Fibroblast,Human CbDN,Human VPL,0.05534130634270244,0.005390293881139866,10.266843990888233
Fibroblast,Human Cla,Human CoA,0.196517729287628,0.007803563072280442,25.183076944132324
Fibroblast,Human Cla,Human DGR-CA4Rpy,0.19382548987295867,0.004717053887825123,41.09037006620358
Fibroblast,Human Cla,Human DGU-CA4Upy,0.09814620774405944,0.005721862098698391,17.15284396077734
Fibroblast,Human Cla,Human DTg,0.09133094604771902,0.005410171560148261,16.881340089188626
Fibroblast,Human Cla,Human ETH,0.08142283167994743,0.005389990055917614,15.106304619347886
Fibroblast,Human Cla,Human FI,0.07851875173104952,0.005116056292353543,15.347515203928392
Fibroblast,Human Cla,Human GPe,0.06523426739406557,0.004201562632743824,15.526191823413193
Fibroblast,Human Cla,Human GPi,0.10165376705026588,0.004178729388046249,24.326477646783864
Fibroblast,Human Cla,Human Gpe,0.09895453528394624,0.0074420479311975846,13.296680725358126
Fibroblast,Human Cla,Human HTHma,0.12855783816955713,0.009948475621148882,12.922365502536241
Fibroblast,Human Cla,Human HTHma-HTHtub,0.18400447795133035,0.013516622336004062,13.613199612835217
Fibroblast,Human Cla,Human HTHpo-HTHso,0.11726205969821492,0.010319908374946944,11.362703566524424
Fibroblast,Human Cla,Human HTHtub,0.10781598832480767,0.004752363107707465,22.686816196756897
Fibroblast,Human Cla,Human IC,0.07446711197513507,0.004250653144590227,17.518981069981866
Fibroblast,Human Cla,Human IO,0.11357797002638503,0.004885203505234149,23.249383552741314
Fibroblast,Human Cla,Human Ig,0.08997674600516997,0.008590855131098779,10.473549446719847
Fibroblast,Human Cla,Human LEC,0.10846777448473896,0.0066073349498683535,16.416266968106424
Fibroblast,Human Cla,Human LG,0.06708097198984554,0.004311422657974072,15.558894896508882
Fibroblast,Human Cla,Human LP,0.062112102062329796,0.0050323138068037645,12.342652792906772
Fibroblast,Human Cla,Human LP-VPL,0.04370252140852924,0.003021066135762921,14.465926743935011
Fibroblast,Human Cla,Human La,0.07920549966832141,0.006865408722577035,11.536895015128893
Fibroblast,Human Cla,Human M1C,0.11450927996310369,0.006877295740027297,16.65033529045956
Fibroblast,Human Cla,Human MD,0.06321024029924749,0.004319012945399709,14.635344023817835
Fibroblast,Human Cla,Human MD-Re,0.04795620278555163,0.0031562941777129234,15.193831780376405
Fibroblast,Human Cla,Human MEC,0.1193678461415938,0.006318740166478352,18.89108319010395
Fibroblast,Human Cla,Human MG,0.16157904514083965,0.012190378328428042,13.254637451574105
Fibroblast,Human Cla,Human MN,0.254770416067594,0.004641301321120532,54.89202239644414
Fibroblast,Human Cla,Human MTG,0.06089893985229337,0.003161841417096081,19.260592742891124
Fibroblast,Human Cla,Human MoAN,0.25508567065949866,0.007200957104385206,35.42385643488388
Fibroblast,Human Cla,Human MoRF-MoEN,0.14824224714047113,0.0051436088216463205,28.820668966234308
Fibroblast,Human Cla,Human MoSR,0.31026818756738694,0.013507686284179421,22.969750780396915
Fibroblast,Human Cla,Human PAG,0.04618981216413812,0.004781073206284615,9.66097153739931
Fibroblast,Human Cla,Human PAG-DR,0.07773086328091304,0.006033722493212729,12.88273754193231
Fibroblast,Human Cla,Human PB,0.12687784813701605,0.006256936869822357,20.277949222878814
Fibroblast,Human Cla,Human PN,0.04979673250967619,0.0027867384249547415,17.869180710954215
Fibroblast,Human Cla,Human PTR,0.0852277612818865,0.004254961175668452,20.030208916888007
Fibroblast,Human Cla,Human Pir,0.15324153359491358,0.006143708321966201,24.942839985911135
Fibroblast,Human Cla,Human PnAN,0.14850443718851947,0.008058223355880724,18.428930377084175
Fibroblast,Human Cla,Human PnEN,0.09929806091241121,0.004725721638848259,21.01225347174953
Fibroblast,Human Cla,Human PnRF,0.07863059527796071,0.003310497729906349,23.751895241500467
Fibroblast,Human Cla,Human Pu,0.07086342985743077,0.00592048296291396,11.9691974964409
Fibroblast,Human Cla,Human Pul,0.08517814086559228,0.003756414381344484,22.675384613745834
Fibroblast,Human Cla,Human RN,0.1418927584718852,0.008468964973124011,16.75443916962431
Fibroblast,Human Cla,Human SC,0.14793671415195347,0.00731676803368519,20.218860768973038
Fibroblast,Human Cla,Human SEP,0.28162862181366216,0.004211240166901574,66.87545963945125
Fibroblast,Human Cla,Human SI,0.05965551626382646,0.0036010271230870134,16.566250190497378
Fibroblast,Human Cla,Human SN,0.05277774512535717,0.0035498393039267266,14.867643464022724
Fibroblast,Human Cla,Human SN-RN,0.09516583300866285,0.0038576753107511953,24.669217946735763
Fibroblast,Human Cla,Human STG,0.08239616423095353,0.006000993878475349,13.73041964373535
Fibroblast,Human Cla,Human STH,0.13181877194190483,0.005374426433588811,24.527039968036537
Fibroblast,Human Cla,Human SpC,0.20777534833979466,0.007005965285329506,29.65691947901545
Fibroblast,Human Cla,Human Sub,0.08760906345655706,0.005326297910621068,16.44839716566689
Fibroblast,Human Cla,Human TH-TL,0.22728552544614183,0.005016852588083381,45.30440579139542
Fibroblast,Human Cla,Human V2,0.14788366529087738,0.00660019751873973,22.405945408602697
Fibroblast,Human Cla,Human VA,0.03832149319953883,0.003602564234990563,10.637282418821107
Fibroblast,Human Cla,Human VLN,0.06792324835018451,0.0033737467559549743,20.132882893564464
Fibroblast,Human Cla,Human VPL,0.09584312920891426,0.00931175144613506,10.292706991088659
Fibroblast,Human CoA,Human DGR-CA4Rpy,0.2602465604837253,0.00929617707899932,27.995008945305003
Fibroblast,Human CoA,Human DGU-CA4Upy,0.21967708046875703,0.010116595267337603,21.714526939513487
Fibroblast,Human CoA,Human DTg,0.22497587019210047,0.011179841716294877,20.123350213822164
Fibroblast,Human CoA,Human ETH,0.18582206314946878,0.010821628503891182,17.171358551317105
Fibroblast,Human CoA,Human FI,0.18265996515547384,0.010026153293161467,18.218349531924733
Fibroblast,Human CoA,Human GPe,0.17163984523507336,0.009582891648030934,17.911070221725968
Fibroblast,Human CoA,Human GPi,0.217781275500184,0.00937090269990886,23.240159723598676
Fibroblast,Human CoA,Human Gpe,0.232187872667664,0.011802097409416281,19.673441475107072
Fibroblast,Human CoA,Human HTHma,0.19303136253053163,0.012875443871569511,14.992210323464459
Fibroblast,Human CoA,Human HTHma-HTHtub,0.29226988686834604,0.020453157957758976,14.28971934172505
Fibroblast,Human CoA,Human HTHpo-HTHso,0.24600231125073008,0.01639137763979034,15.008031457560675
Fibroblast,Human CoA,Human HTHtub,0.1177137820735015,0.007348064493265813,16.01969908965567
Fibroblast,Human CoA,Human IC,0.14203119054724578,0.009170083417219674,15.488538553590274
Fibroblast,Human CoA,Human IO,0.12252013836306856,0.009886447204361081,12.392736827545372
Fibroblast,Human CoA,Human Ig,0.19965480162447966,0.013526833239535942,14.759907074253922
Fibroblast,Human CoA,Human LEC,0.18088879580992728,0.011110423512916863,16.280999153599126
Fibroblast,Human CoA,Human LG,0.19882945538304445,0.00997735650810488,19.92806964665739
Fibroblast,Human CoA,Human LP,0.1795992598844468,0.010980204042088517,16.356641388085325
Fibroblast,Human CoA,Human LP-VPL,0.19231119157432613,0.007184881962019488,26.766089212170208
Fibroblast,Human CoA,Human La,0.19452362379228538,0.010791051084785163,18.02638336746954
Fibroblast,Human CoA,Human M1C,0.21196954781052907,0.012746464670036966,16.629673662282574
Fibroblast,Human CoA,Human MD,0.21629991393036568,0.009530671381754062,22.695139226441047
Fibroblast,Human CoA,Human MD-Re,0.19630080192348554,0.007503124684603485,26.16254029821702
Fibroblast,Human CoA,Human MEC,0.17554729238712408,0.011236723684825048,15.622640309665787
Fibroblast,Human CoA,Human MG,0.2772911609619481,0.01746675541029145,15.87536748803201
Fibroblast,Human CoA,Human MN,0.11784888115751255,0.00798688291090833,14.755303473468581
Fibroblast,Human CoA,Human MTG,0.14742633255122384,0.008029945938060456,18.359567260901514
Fibroblast,Human CoA,Human MoAN,0.21055999303601117,0.012516654014432915,16.8223866213139
Fibroblast,Human CoA,Human MoRF-MoEN,0.15564799988408015,0.00977431521970604,15.924184598658893
Fibroblast,Human CoA,Human MoSR,0.1251872577974554,0.018167980492948335,6.890543384612572
Fibroblast,Human CoA,Human PAG,0.15941366384859357,0.010582811669538431,15.063450888713245
Fibroblast,Human CoA,Human PAG-DR,0.1925425310209909,0.011219835760290616,17.160904592065407
Fibroblast,Human CoA,Human PB,0.23012644272381666,0.012052259326510096,19.09405004401387
Fibroblast,Human CoA,Human PN,0.13972792172441095,0.006812384211058745,20.510869233944042
Fibroblast,Human CoA,Human PTR,0.21393364594268205,0.009829104300697175,21.765324631615496
Fibroblast,Human CoA,Human Pir,0.12072894296217523,0.009850837987738548,12.255702825734009
Fibroblast,Human CoA,Human PnAN,0.18148035801105958,0.014198267803176665,12.781866106966646
Fibroblast,Human CoA,Human PnEN,0.20196256935296358,0.010328413503067707,19.554074717571815
Fibroblast,Human CoA,Human PnRF,0.17080325327460272,0.008402114396122843,20.328603637367745
Fibroblast,Human CoA,Human Pu,0.19454409937257025,0.011392756824256063,17.076121466787633
Fibroblast,Human CoA,Human Pul,0.1697677058362728,0.009409161285947426,18.042809627444765
Fibroblast,Human CoA,Human RN,0.20967655267276103,0.014245880396026997,14.718399063018758
Fibroblast,Human CoA,Human SC,0.19303101538563242,0.012767355143784388,15.119107537288716
Fibroblast,Human CoA,Human SEP,0.1573404640048324,0.006190450304221348,25.416642775977042
Fibroblast,Human CoA,Human SI,0.15170621492079045,0.007869148489051616,19.278606209027576
Fibroblast,Human CoA,Human SN,0.14988539549306423,0.008331149991459157,17.99096110941733
Fibroblast,Human CoA,Human SN-RN,0.21073285831698274,0.00891553753067488,23.636584736695163
Fibroblast,Human CoA,Human STG,0.2182424522119899,0.011095340419319937,19.669739184565422
Fibroblast,Human CoA,Human STH,0.2292732374469184,0.010988305622775515,20.865203910210017
Fibroblast,Human CoA,Human SpC,0.1133811318550864,0.010154121260468267,11.166021061467777
Fibroblast,Human CoA,Human Sub,0.2040774498695393,0.010903609741105456,18.716503498854042
Fibroblast,Human CoA,Human TH-TL,0.13880364073340784,0.008818574996359088,15.739917253152067
Fibroblast,Human CoA,Human V2,0.12218483511807235,0.010876628772184854,11.233704641142069
Fibroblast,Human CoA,Human VA,0.1735381231191394,0.008127112819003936,21.352985615426505
Fibroblast,Human CoA,Human VLN,0.19323048374122087,0.00835517587983814,23.127039636293595
Fibroblast,Human CoA,Human VPL,0.21288124842250372,0.01451895069433666,14.662302593640002
Fibroblast,Human DGR-CA4Rpy,Human DGU-CA4Upy,0.19557947766808254,0.005652579386809372,34.60004084586212
Fibroblast,Human DGR-CA4Rpy,Human DTg,0.12114809660332185,0.00489590796431152,24.744765932371468
Fibroblast,Human DGR-CA4Rpy,Human ETH,0.18936464859422056,0.005676206606961186,33.36112684164589
Fibroblast,Human DGR-CA4Rpy,Human FI,0.20694302421013003,0.00618488771241562,33.4594634264273
Fibroblast,Human DGR-CA4Rpy,Human GPe,0.12035496836423656,0.0036682650333738666,32.80977990119235
Fibroblast,Human DGR-CA4Rpy,Human GPi,0.11492166022665393,0.003955427466717312,29.05416954138454
Fibroblast,Human DGR-CA4Rpy,Human Gpe,0.20913355599021433,0.0079402204841083,26.33850740149823
Fibroblast,Human DGR-CA4Rpy,Human HTHma,0.21268909044154766,0.009416902257478783,22.585887017424728
Fibroblast,Human DGR-CA4Rpy,Human HTHma-HTHtub,0.15235191721133767,0.01144080553128535,13.316537615705915
Fibroblast,Human DGR-CA4Rpy,Human HTHpo-HTHso,0.14269523400994882,0.009335103446762763,15.285876029518754
Fibroblast,Human DGR-CA4Rpy,Human HTHtub,0.1700345139771048,0.005836136387474829,29.13477387917507
Fibroblast,Human DGR-CA4Rpy,Human IC,0.18787621149548217,0.004313993757221043,43.55041339153603
Fibroblast,Human DGR-CA4Rpy,Human IO,0.11621235925468269,0.004186927365174369,27.756000789816163
Fibroblast,Human DGR-CA4Rpy,Human Ig,0.13554343024776472,0.00948126781463796,14.29591831996367
Fibroblast,Human DGR-CA4Rpy,Human LEC,0.22811937747714967,0.006419540375286191,35.53515736973301
Fibroblast,Human DGR-CA4Rpy,Human LG,0.12217289599979192,0.004101050417757775,29.790634972634457
Fibroblast,Human DGR-CA4Rpy,Human LP,0.13179326642852737,0.004230143558125897,31.15574320766467
Fibroblast,Human DGR-CA4Rpy,Human LP-VPL,0.19687183165940658,0.0044340807096399796,44.399695123138926
Fibroblast,Human DGR-CA4Rpy,Human La,0.23028335700730668,0.008377985003840922,27.486723466529522
Fibroblast,Human DGR-CA4Rpy,Human M1C,0.2003678673057831,0.0067160681553862555,29.8341027324282
Fibroblast,Human DGR-CA4Rpy,Human MD,0.18435559151460618,0.004438271631203038,41.53769909405809
Fibroblast,Human DGR-CA4Rpy,Human MD-Re,0.19169982884445408,0.004176413583602472,45.90058551602988
Fibroblast,Human DGR-CA4Rpy,Human MEC,0.1310852467693338,0.006207155934629725,21.118407230275814
Fibroblast,Human DGR-CA4Rpy,Human MG,0.14955412605559387,0.011006966167584316,13.587225015375541
Fibroblast,Human DGR-CA4Rpy,Human MN,0.2588110277331022,0.005056774168320928,51.181053200767884
Fibroblast,Human DGR-CA4Rpy,Human MTG,0.10770692151326094,0.0039688811267056786,27.13785524805117
Fibroblast,Human DGR-CA4Rpy,Human MoAN,0.12365075690755417,0.006022025677635471,20.53308363774783
Fibroblast,Human DGR-CA4Rpy,Human MoRF-MoEN,0.17599063906650278,0.004495167255541914,39.15107693702184
Fibroblast,Human DGR-CA4Rpy,Human MoSR,0.16459083880112652,0.012043543796464988,13.666312970891267
Fibroblast,Human DGR-CA4Rpy,Human PAG,0.13541120434520273,0.004621938505745568,29.29749155616675
Fibroblast,Human DGR-CA4Rpy,Human PAG-DR,0.1318054216354185,0.006498897550705411,20.28119701950247
Fibroblast,Human DGR-CA4Rpy,Human PB,0.12148138794580933,0.005519334311257278,22.010152147884018
Fibroblast,Human DGR-CA4Rpy,Human PN,0.11177597180975112,0.0034857224663533363,32.066801900808805
Fibroblast,Human DGR-CA4Rpy,Human PTR,0.12311698362802503,0.004291175872787151,28.690733560649804
Fibroblast,Human DGR-CA4Rpy,Human Pir,0.1352117976572608,0.006671263451315624,20.267794645494924
Fibroblast,Human DGR-CA4Rpy,Human PnAN,0.16393647801346564,0.007156305022837129,22.907977998466134
Fibroblast,Human DGR-CA4Rpy,Human PnEN,0.108755285363629,0.004101535205672751,26.515750788439348
Fibroblast,Human DGR-CA4Rpy,Human PnRF,0.10967148517567066,0.003518437305943028,31.170509984766092
Fibroblast,Human DGR-CA4Rpy,Human Pu,0.1900826630443368,0.006080892416614053,31.259007728043006
Fibroblast,Human DGR-CA4Rpy,Human Pul,0.10441525841408297,0.00345153882191636,30.251798922577272
Fibroblast,Human DGR-CA4Rpy,Human RN,0.1372856411696683,0.00885163979832847,15.509628079939842
Fibroblast,Human DGR-CA4Rpy,Human SC,0.22242875523458577,0.006531086962080032,34.05692751084519
Fibroblast,Human DGR-CA4Rpy,Human SEP,0.2470821288587965,0.005000845930500925,49.40806661365126
Fibroblast,Human DGR-CA4Rpy,Human SI,0.19808081147678216,0.004587928448793207,43.174346262720086
Fibroblast,Human DGR-CA4Rpy,Human SN,0.1191382659118469,0.0033269381842340575,35.81018321182768
Fibroblast,Human DGR-CA4Rpy,Human SN-RN,0.1210633429338995,0.003783880067908062,31.994497912517087
Fibroblast,Human DGR-CA4Rpy,Human STG,0.1802412907822523,0.006303125744213824,28.595541021486223
Fibroblast,Human DGR-CA4Rpy,Human STH,0.12831883325810045,0.004742299011791516,27.05835986702681
Fibroblast,Human DGR-CA4Rpy,Human SpC,0.1685175155851348,0.007316725934801078,23.03182011828578
Fibroblast,Human DGR-CA4Rpy,Human Sub,0.1215251098563492,0.0057418180116723255,21.164918429895444
Fibroblast,Human DGR-CA4Rpy,Human TH-TL,0.24255104265232813,0.005202771462113925,46.61958427706487
Fibroblast,Human DGR-CA4Rpy,Human V2,0.23139491656007516,0.006845294542833956,33.80350036249536
Fibroblast,Human DGR-CA4Rpy,Human VA,0.1777431950013285,0.004786576575569588,37.133678359711105
Fibroblast,Human DGR-CA4Rpy,Human VLN,0.11854354852734163,0.0033011587475060885,35.909678265820205
Fibroblast,Human DGR-CA4Rpy,Human VPL,0.16096212478104138,0.008237711926931053,19.53966419423064
Fibroblast,Human DGU-CA4Upy,Human DTg,0.08818443009907508,0.006736937252712279,13.089691471235268
Fibroblast,Human DGU-CA4Upy,Human ETH,0.08029256987200781,0.006473207270860868,12.403831132280388
Fibroblast,Human DGU-CA4Upy,Human FI,0.08533433749310097,0.0069085949897661775,12.351909124721917
Fibroblast,Human DGU-CA4Upy,Human GPe,0.06964956147589729,0.005268544108376488,13.21988770392205
Fibroblast,Human DGU-CA4Upy,Human GPi,0.07755323074117984,0.005697710443438517,13.61129729407189
Fibroblast,Human DGU-CA4Upy,Human Gpe,0.1283005526959562,0.00984296249559808,13.034749726348558
Fibroblast,Human DGU-CA4Upy,Human HTHma,0.10955195091083836,0.011304656536958035,9.690869470707302
Fibroblast,Human DGU-CA4Upy,Human HTHma-HTHtub,0.13258740614909012,0.014302723764431443,9.270080883391842
Fibroblast,Human DGU-CA4Upy,Human HTHpo-HTHso,0.10977685812289573,0.011520289503995921,9.529001687398445
Fibroblast,Human DGU-CA4Upy,Human HTHtub,0.1549824370230191,0.006707114395046221,23.107170669026743
Fibroblast,Human DGU-CA4Upy,Human IC,0.09296801430117715,0.006193569421591448,15.01040966410753
Fibroblast,Human DGU-CA4Upy,Human IO,0.10869785309773418,0.006465608631683857,16.81169697854503
Fibroblast,Human DGU-CA4Upy,Human Ig,0.09623479141630378,0.009771688503534043,9.848327787106534
Fibroblast,Human DGU-CA4Upy,Human LEC,0.11920109431899836,0.008413918923296619,14.167131321999324
Fibroblast,Human DGU-CA4Upy,Human LG,0.08291210259309525,0.005721491048213382,14.491345331910598
Fibroblast,Human DGU-CA4Upy,Human LP,0.06449070700365576,0.0059648955716162496,10.811707636682288
Fibroblast,Human DGU-CA4Upy,Human LP-VPL,0.09054231862570652,0.005441600489500555,16.638913275681645
Fibroblast,Human DGU-CA4Upy,Human La,0.10367493484227014,0.00964145311173736,10.753040401768674
Fibroblast,Human DGU-CA4Upy,Human M1C,0.09697616640979492,0.008061469889871813,12.029588615301142
Fibroblast,Human DGU-CA4Upy,Human MD,0.08306347938272918,0.005955935357554672,13.946336619884427
Fibroblast,Human DGU-CA4Upy,Human MD-Re,0.09383667270423043,0.005085702277604431,18.45107471537466
Fibroblast,Human DGU-CA4Upy,Human MEC,0.11806581957991655,0.0074586143484065785,15.829457599606226
Fibroblast,Human DGU-CA4Upy,Human MG,0.11329056034225884,0.013362264357223106,8.478395376231163
Fibroblast,Human DGU-CA4Upy,Human MN,0.25529189961226384,0.007223348283407121,35.3425986946662
Fibroblast,Human DGU-CA4Upy,Human MTG,0.06680668242744614,0.004940546735685963,13.52212336033503
Fibroblast,Human DGU-CA4Upy,Human MoAN,0.22712556059226535,0.008472446149229804,26.807554346381114
Fibroblast,Human DGU-CA4Upy,Human MoRF-MoEN,0.1502595949471256,0.006493526237767803,23.13990726227949
Fibroblast,Human DGU-CA4Upy,Human MoSR,0.28019426540062675,0.014845272878083236,18.874308859238994
Fibroblast,Human DGU-CA4Upy,Human PAG,0.1009507197992118,0.006349212186440133,15.89972375073713
Fibroblast,Human DGU-CA4Upy,Human PAG-DR,0.09446696746935865,0.007868081803436672,12.006352987852356
Fibroblast,Human DGU-CA4Upy,Human PB,0.09370422202922825,0.00763363682046663,12.275174236478843
Fibroblast,Human DGU-CA4Upy,Human PN,0.07870454103838256,0.004675707436693876,16.83264877112016
Fibroblast,Human DGU-CA4Upy,Human PTR,0.06299262114254714,0.005471601385531436,11.512648072119914
Fibroblast,Human DGU-CA4Upy,Human Pir,0.14673429253725226,0.008022032858868381,18.291410060111765
Fibroblast,Human DGU-CA4Upy,Human PnAN,0.12855795659895974,0.009087896191836376,14.146063498661317
Fibroblast,Human DGU-CA4Upy,Human PnEN,0.07602352805871057,0.0058902610758631326,12.906648292761865
Fibroblast,Human DGU-CA4Upy,Human PnRF,0.0653236227517005,0.005107081364163384,12.79079342852833
Fibroblast,Human DGU-CA4Upy,Human Pu,0.07957193747446309,0.007256693395951722,10.965316175388331
Fibroblast,Human DGU-CA4Upy,Human Pul,0.09137948253695868,0.005257415630782016,17.381064947944093
Fibroblast,Human DGU-CA4Upy,Human RN,0.09502748798263838,0.011043068899449986,8.605170251846507
Fibroblast,Human DGU-CA4Upy,Human SC,0.10593496738165471,0.008036379367593306,13.181927151029901
Fibroblast,Human DGU-CA4Upy,Human SEP,0.26519816585206346,0.0068043704250697725,38.97468087201383
Fibroblast,Human DGU-CA4Upy,Human SI,0.09036381090035613,0.0053183282191498855,16.991018074999598
Fibroblast,Human DGU-CA4Upy,Human SN,0.06800015650840018,0.00493966456329188,13.766148619428455
Fibroblast,Human DGU-CA4Upy,Human SN-RN,0.08055772149199752,0.005385093210463078,14.959392222863707
Fibroblast,Human DGU-CA4Upy,Human STG,0.07435392184921458,0.007619246201855455,9.758697892070709
Fibroblast,Human DGU-CA4Upy,Human STH,0.07742276692059896,0.006667487171251443,11.611985884941301
Fibroblast,Human DGU-CA4Upy,Human SpC,0.20846166840873137,0.008962755390673644,23.258658673832592
Fibroblast,Human DGU-CA4Upy,Human Sub,0.06225681726792577,0.0068395177761796065,9.102515602013826
Fibroblast,Human DGU-CA4Upy,Human TH-TL,0.22281352455037876,0.006917110503261848,32.21193653698438
Fibroblast,Human DGU-CA4Upy,Human V2,0.15119029187233657,0.00840177644306507,17.99503865603695
Fibroblast,Human DGU-CA4Upy,Human VA,0.09762828050000513,0.005931189675401557,16.46015147768739
Fibroblast,Human DGU-CA4Upy,Human VLN,0.0798401150303973,0.0049974767058423315,15.976085478709628
Fibroblast,Human DGU-CA4Upy,Human VPL,0.060339092245905994,0.010228492104538654,5.899119012775298
Fibroblast,Human DTg,Human ETH,0.0559335222306363,0.0051577889994367625,10.844476622976302
Fibroblast,Human DTg,Human FI,0.10086026184797614,0.007087726538930637,14.23026993126536
Fibroblast,Human DTg,Human GPe,0.04756416776795157,0.0028757690054342765,16.539634330181116
Fibroblast,Human DTg,Human GPi,0.05517426567058879,0.0038003635801499725,14.51815451520864
Fibroblast,Human DTg,Human Gpe,0.11890455692177028,0.008143486844141956,14.601184872952139
Fibroblast,Human DTg,Human HTHma,0.057672710576494465,0.009634805006922752,5.985872110027733
Fibroblast,Human DTg,Human HTHma-HTHtub,0.10276127180130834,0.008778827673394515,11.705580246522093
Fibroblast,Human DTg,Human HTHpo-HTHso,0.08164028547297905,0.008625798868302545,9.464663704713171
Fibroblast,Human DTg,Human HTHtub,0.15617140857914907,0.007753992057197851,20.140774897258087
Fibroblast,Human DTg,Human IC,0.059439878774415866,0.004045111070577522,14.694251341269009
Fibroblast,Human DTg,Human IO,0.05482400695604715,0.002599733267232185,21.08831996230741
Fibroblast,Human DTg,Human Ig,0.08040848138608447,0.008446498516398181,9.519741373301377
Fibroblast,Human DTg,Human LEC,0.10418055713326309,0.006302200926452785,16.53082127165715
Fibroblast,Human DTg,Human LG,0.032062964206509795,0.0020541088368388107,15.609184689479932
Fibroblast,Human DTg,Human LP,0.050505340464854984,0.003426304860492063,14.740468966209196
Fibroblast,Human DTg,Human LP-VPL,0.08339563691161139,0.004846273299972811,17.208199321338164
Fibroblast,Human DTg,Human La,0.08795257796938022,0.009371749368306075,9.384862368046605
Fibroblast,Human DTg,Human M1C,0.08110961656450774,0.006809268702794564,11.911648681336349
Fibroblast,Human DTg,Human MD,0.06237609833839217,0.0038527246750507086,16.19012610538312
Fibroblast,Human DTg,Human MD-Re,0.08266646795827132,0.0046509690666141626,17.77403091146579
Fibroblast,Human DTg,Human MEC,0.11718550889204793,0.006098653823225318,19.214979614972393
Fibroblast,Human DTg,Human MG,0.09002578040266829,0.009591166899735253,9.386321950580726
Fibroblast,Human DTg,Human MN,0.23940387866157725,0.005091482332628117,47.02046732586852
Fibroblast,Human DTg,Human MTG,0.06773795300912501,0.004401947776386616,15.388177336517245
Fibroblast,Human DTg,Human MoAN,0.20181431964098517,0.004560010951319041,44.25741994821478
Fibroblast,Human DTg,Human MoRF-MoEN,0.10280604404992749,0.0032855321954194977,31.29053009836697
Fibroblast,Human DTg,Human MoSR,0.25912059083132544,0.00996302914149387,26.008213681935747
Fibroblast,Human DTg,Human PAG,0.035891577652131204,0.0031338928744934595,11.452713634295003
Fibroblast,Human DTg,Human PAG-DR,0.05113880759040431,0.006095375838317605,8.3897710242785
Fibroblast,Human DTg,Human PB,0.03192842924859969,0.003020947387019853,10.569012021125234
Fibroblast,Human DTg,Human PN,0.056569156667475494,0.0036110960308437592,15.66537034304726
Fibroblast,Human DTg,Human PTR,0.05126128281064268,0.003773343731842952,13.585108183506511
Fibroblast,Human DTg,Human Pir,0.12896672899787318,0.006805836929572658,18.94942978099992
Fibroblast,Human DTg,Human PnAN,0.0900717704117279,0.005408707240993983,16.653105150349198
Fibroblast,Human DTg,Human PnEN,0.02088813262526308,0.0023602947283068603,8.849798448792463
Fibroblast,Human DTg,Human PnRF,0.025844305648661074,0.0023776798553959734,10.869548139548426
