pair_type,cancer,omega,kn,kf
TT,TCGA-BRCA,64.05179717183243,0.0075475310142611805,0.4834329256735719
TT,TCGA-BRCA,144.56080272457106,0.003561170420592632,0.5148056546398693
TT,TCGA-BRCA,127.50966307442364,0.005323213669991145,0.6787611815337371
TT,TCGA-BRCA,137.94038542565798,0.003234830783541576,0.44621380506850816
TT,TCGA-BRCA,96.76962236041986,0.004780313973635335,0.4625891779929294
TT,TCGA-BRCA,91.54030600864078,0.006219380475104621,0.5693239918752426
TT,TCGA-BRCA,32.844084669192526,0.014755076142303907,0.4846169701182122
TT,TCGA-BRCA,84.65313692251628,0.0058091372479767926,0.49176169085466886
TT,TCGA-BRCA,109.90039080889794,0.005269359820979602,0.5791047036383627
TT,TCGA-BRCA,110.66432328669507,0.005174070411726172,0.5725850007513885
TT,TCGA-BRCA,175.02092726036474,0.002393484757695027,0.41890992167533303
TT,TCGA-BRCA,144.10274843810416,0.004381256268075437,0.6313510698413417
TT,TCGA-BRCA,96.32889600331654,0.004937966126462967,0.47566882546395095
TT,TCGA-BRCA,170.9449237638435,0.0031956075145562523,0.5462728829549839
TT,TCGA-BRCA,110.99352171652255,0.004313411233775705,0.47876070344837607
TT,TCGA-BRCA,138.01477009559875,0.003879350222241698,0.5354076290429979
TT,TCGA-BRCA,122.42958182415893,0.004328198909474336,0.5298995825387237
TT,TCGA-BRCA,93.04442206321139,0.005697381477645373,0.5301095668611591
TT,TCGA-BRCA,123.03175618898516,0.004486152600542335,0.5519392329765063
TT,TCGA-BRCA,121.476766749052,0.004805814260654774,0.5837947779808278
TT,TCGA-BRCA,144.88579034516763,0.0031505604463431007,0.4564714402986443
TT,TCGA-BRCA,124.4043588552849,0.003279075648605068,0.40793130370269093
TT,TCGA-BRCA,74.716104067679,0.004742205153325685,0.3543190937461655
TT,TCGA-BRCA,54.17533582786706,0.005028773101023365,0.27243547155008524
TT,TCGA-BRCA,147.80377431158274,0.0030483084583612925,0.4505514954117212
TT,TCGA-BRCA,115.62147478732619,0.003621833502981937,0.41876173104891934
TT,TCGA-BRCA,78.83736620209318,0.007355394634872033,0.5798799403903179
TT,TCGA-BRCA,108.97415074434487,0.005407048246333984,0.5892284906779451
TT,TCGA-BRCA,172.85155187101435,0.0021962688247523982,0.3796284746843809
TT,TCGA-BRCA,165.88027441712111,0.0030379163635263534,0.5039304000380141
TT,TCGA-BRCA,57.3172057499622,0.00877640332155929,0.5030389149264655
TT,TCGA-BRCA,63.87343034057391,0.006241738395168065,0.398681242587853
TT,TCGA-BRCA,73.30711336840982,0.005750610716307589,0.4215606717179528
TT,TCGA-BRCA,171.0350321881868,0.003074750337528546,0.5258900229498331
TT,TCGA-BRCA,21.796543542610852,0.014193468741314868,0.3093685594407556
TT,TCGA-BRCA,36.24082801208222,0.01150139137452355,0.4168199467037539
TT,TCGA-BRCA,15.495892403577908,0.033865695170152504,0.5247791685290513
TT,TCGA-BRCA,105.5826006751175,0.0062626231124678165,0.661224035262451
TT,TCGA-BRCA,63.45884373918072,0.006437806792532199,0.408535775270337
TT,TCGA-BRCA,100.50272841739464,0.003105898718375042,0.3121512953847809
TT,TCGA-BRCA,145.48569834501285,0.002760186153818171,0.40156761015047165
TT,TCGA-BRCA,158.4616516801753,0.0031809568395056703,0.5040596747114188
TT,TCGA-BRCA,160.1594357506622,0.002896699440387198,0.4639337479116726
TT,TCGA-BRCA,96.45546751832744,0.005682625363432609,0.5481202861613976
TT,TCGA-BRCA,163.0271909829569,0.0030465378560836946,0.4966685089005646
TT,TCGA-BRCA,102.76026434167369,0.0043507312616542955,0.4470822945271789
TT,TCGA-BRCA,7.707462522770872,0.019533888077406303,0.15055671028060985
TT,TCGA-BRCA,62.71458989671279,0.004675663294447147,0.2932323060063659
TT,TCGA-BRCA,131.20054213394639,0.004384947833431595,0.5753075329752989
TT,TCGA-BRCA,171.92443440700688,0.0025782448487992526,0.4432632873925905
TT,TCGA-BRCA,101.04902767585209,0.0038961163608819353,0.3936987699790988
TT,TCGA-BRCA,104.69235481405958,0.00540215735876561,0.5655645749652722
TT,TCGA-BRCA,15.518254538635329,0.014585747141682603,0.22634533678080332
TT,TCGA-BRCA,126.57545962672448,0.0035845141342992215,0.4537115240874144
TT,TCGA-BRCA,116.35651244033869,0.004685766183914886,0.5452194112712108
TT,TCGA-BRCA,36.936413128011196,0.0069443933206028655,0.25650098061318893
TT,TCGA-BRCA,50.29166229037075,0.010873845271342915,0.5468637541841228
TT,TCGA-BRCA,83.65077357166935,0.0075602080508714855,0.6324172518181623
TT,TCGA-BRCA,180.88337445580333,0.0021167650204593404,0.3828875998306931
TT,TCGA-BRCA,95.24342027410086,0.00567722201175415,0.5407180420548768
TT,TCGA-BRCA,22.725272614243803,0.012705716104176193,0.2887408622265917
TT,TCGA-BRCA,124.96572596224956,0.003512747742229886,0.4389730717300108
TT,TCGA-BRCA,74.57241797818163,0.00856163598733068,0.6384618974242653
TT,TCGA-BRCA,148.31236226440026,0.003228540888695877,0.4788325258696917
TT,TCGA-BRCA,203.6798174025005,0.002496748757725816,0.5085373310735142
TT,TCGA-BRCA,57.84759869896598,0.008083717024414315,0.4676236184243187
TT,TCGA-BRCA,88.84485518362897,0.004695666147091089,0.4171857788289768
TT,TCGA-BRCA,96.51536270220133,0.0050198083687904484,0.4844886254093557
TT,TCGA-BRCA,65.73641380119103,0.009731152671839582,0.6396910787986125
TT,TCGA-BRCA,162.8285421400468,0.0034117041916858757,0.5555228197452979
TT,TCGA-BRCA,156.9657853839721,0.0033277652622803293,0.5223452879673318
TT,TCGA-BRCA,141.96807138294687,0.0032754139187090004,0.4650041970199771
TT,TCGA-BRCA,96.250077735083,0.005682808035458165,0.5469707151664027
TT,TCGA-BRCA,101.64336173230919,0.005842270864639677,0.5938280508327014
TT,TCGA-BRCA,127.21402978021044,0.0038716170571164304,0.49252400760158027
TT,TCGA-BRCA,122.76684950070353,0.00419048962029989,0.5144532085496168
TT,TCGA-BRCA,165.76157409157193,0.002646884561567416,0.43875175136409506
TT,TCGA-BRCA,204.70928524759637,0.002215032061213059,0.45343763005143545
TT,TCGA-BRCA,93.38809410138444,0.005810466141494866,0.5426283587948307
TT,TCGA-BRCA,185.63653103792439,0.002436259367856813,0.4522587377575853
TT,TCGA-BRCA,81.39075691744063,0.006689440683249437,0.5444586405639928
TT,TCGA-BRCA,84.90396038167752,0.003665971634886656,0.3112555104487702
TT,TCGA-BRCA,155.78500310601584,0.0032435080631579853,0.5052899136934541
TT,TCGA-BRCA,96.42863347961116,0.005809210516730601,0.5601742317237177
TT,TCGA-BRCA,172.08607070222968,0.003193982890422601,0.5496399655029756
TT,TCGA-BRCA,27.7622015902261,0.014242975346356986,0.39541635281018306
TT,TCGA-BRCA,127.3103737085891,0.005076494593619619,0.6462904238433458
TT,TCGA-BRCA,126.2834470222931,0.004217965205760718,0.5326591856035593
TT,TCGA-BRCA,213.72481037335947,0.0022555686970373275,0.4820709920583883
TT,TCGA-BRCA,169.5863172520321,0.002401808052126805,0.40731378230646165
TT,TCGA-BRCA,183.829714103665,0.0024922095891981902,0.4581421762687157
TT,TCGA-BRCA,70.46741716629748,0.008573747840717499,0.6041698657704823
TT,TCGA-BRCA,154.03149951826978,0.004067474472321222,0.6265191922239209
TT,TCGA-BRCA,134.22804737164668,0.004583058350740169,0.6151749734101722
TT,TCGA-BRCA,182.82425759001075,0.002890901612805999,0.5285269411270215
TT,TCGA-BRCA,150.27904848788498,0.0019978151634678252,0.3002297618206132
TT,TCGA-BRCA,139.24310654081083,0.003286708276125967,0.45765147066117273
TT,TCGA-BRCA,100.6326315717435,0.004778487877396514,0.480871810036086
TT,TCGA-BRCA,173.04168117493884,0.003495126852173301,0.6048026264197399
TT,TCGA-BRCA,109.70428461989628,0.0035247945881282513,0.38668506872269176
TT,TCGA-BRCA,76.66614508617202,0.0056011249045722755,0.42941665457970946
TT,TCGA-BRCA,126.58229187117941,0.00393159991375778,0.49767092780399114
TT,TCGA-BRCA,137.07444403908016,0.004301965526740176,0.5896895328531984
TT,TCGA-BRCA,69.05006071126915,0.0050723183644730985,0.3502438910137529
TT,TCGA-BRCA,135.74959310290973,0.003492148209123011,0.47405769844350365
TT,TCGA-BRCA,226.87428488426397,0.0021049206461835,0.4775523663410044
TT,TCGA-BRCA,142.73935012214852,0.0034409435579815656,0.49115804727328216
TT,TCGA-BRCA,181.65784963186093,0.0026388513504289612,0.4793680618170574
TT,TCGA-BRCA,99.66233292037174,0.004515687672855169,0.4500439682165106
TT,TCGA-BRCA,78.58024104990231,0.007115255525592704,0.5591184943327241
TT,TCGA-BRCA,110.49009284362748,0.004863169341496198,0.5373320320561976
TT,TCGA-BRCA,128.91999465413986,0.003758162808857834,0.48450232922733916
TT,TCGA-BRCA,74.85153680207098,0.005515530914084242,0.41284596519853684
TT,TCGA-BRCA,177.78552808208818,0.002229954637770642,0.39645366287515527
TT,TCGA-BRCA,196.21428657008124,0.002107439762021994,0.4135097893945674
TT,TCGA-BRCA,82.64376060775629,0.0062131943671808005,0.51348174789075
TT,TCGA-BRCA,74.17499663860065,0.008941265964902575,0.6632183728914829
