cell_type,comparison,donor,n_cells_a,n_cells_b,k_n,k_f,omega,raw_js,perm_P,null_mean,null_sd
CD4 T cells,split_half,1016|ctrl,211,211,,,29.86343880684413,,,,
CD4 T cells,split_half,1016|ctrl,211,211,,,7.336729621566641,,,,
CD4 T cells,split_half,1016|ctrl,211,211,,,28.824984310761877,,,,
CD4 T cells,split_half,1016|ctrl,211,211,,,6.779922369813412,,,,
CD4 T cells,split_half,1016|ctrl,211,211,,,39.411700616726534,,,,
CD4 T cells,split_half,1016|stim,176,176,,,27.931581693747283,,,,
CD4 T cells,split_half,1016|stim,176,176,,,30.91771709773595,,,,
CD4 T cells,split_half,1016|stim,176,176,,,29.265762400131887,,,,
CD4 T cells,split_half,1016|stim,176,176,,,33.095041214763505,,,,
CD4 T cells,split_half,1016|stim,176,176,,,29.718829348248878,,,,
CD4 T cells,split_half,1016|stim,176,176,,,29.58563667458874,,,,
CD4 T cells,split_half,1039|ctrl,94,94,,,27.27162995718349,,,,
CD4 T cells,split_half,1039|ctrl,94,94,,,6.0111075369419495,,,,
CD4 T cells,split_half,1039|ctrl,94,94,,,7.209074123026035,,,,
CD4 T cells,split_half,1039|ctrl,94,94,,,6.701040540317615,,,,
CD4 T cells,split_half,1039|ctrl,94,94,,,14.412259755081385,,,,
CD4 T cells,split_half,1039|ctrl,94,94,,,7.525195413743744,,,,
CD4 T cells,split_half,1039|stim,140,140,,,8.122004226994083,,,,
CD4 T cells,split_half,1039|stim,140,140,,,8.677380323332308,,,,
CD4 T cells,split_half,1039|stim,140,140,,,12.144800760271501,,,,
CD4 T cells,split_half,1039|stim,140,140,,,5.262449840401449,,,,
CD4 T cells,split_half,1039|stim,140,140,,,7.2615283141582685,,,,
CD4 T cells,split_half,1039|stim,140,140,,,9.215990944524426,,,,
CD4 T cells,split_half,107|ctrl,79,79,,,7.116549450325793,,,,
CD4 T cells,split_half,107|ctrl,79,79,,,6.405834776319428,,,,
CD4 T cells,split_half,107|ctrl,79,79,,,7.131742968216559,,,,
CD4 T cells,split_half,107|ctrl,79,79,,,5.857385115970169,,,,
CD4 T cells,split_half,107|ctrl,79,79,,,7.006569939213935,,,,
CD4 T cells,split_half,107|ctrl,79,79,,,6.338808117287968,,,,
CD4 T cells,split_half,107|stim,93,93,,,47.33274865751978,,,,
CD4 T cells,split_half,107|stim,93,93,,,49.73546083241537,,,,
CD4 T cells,split_half,107|stim,93,93,,,47.149276744799074,,,,
CD4 T cells,split_half,107|stim,93,93,,,45.31855897268682,,,,
CD4 T cells,split_half,107|stim,93,93,,,54.12500952906192,,,,
CD4 T cells,split_half,107|stim,93,93,,,48.64723532239639,,,,
CD4 T cells,split_half,1244|ctrl,534,534,,,31.473819552332973,,,,
CD4 T cells,split_half,1244|ctrl,534,534,,,37.19078710134125,,,,
CD4 T cells,split_half,1244|ctrl,534,534,,,37.957357735307006,,,,
CD4 T cells,split_half,1244|ctrl,534,534,,,42.29257760974505,,,,
CD4 T cells,split_half,1244|ctrl,534,534,,,40.208824795302114,,,,
CD4 T cells,split_half,1244|ctrl,534,534,,,34.074203993555564,,,,
CD4 T cells,split_half,1244|stim,427,427,,,16.550267256263172,,,,
CD4 T cells,split_half,1244|stim,427,427,,,9.003880507694785,,,,
CD4 T cells,split_half,1244|stim,427,427,,,10.200700312279597,,,,
CD4 T cells,split_half,1244|stim,427,427,,,7.530672513796833,,,,
CD4 T cells,split_half,1244|stim,427,427,,,7.712579129878147,,,,
CD4 T cells,split_half,1244|stim,427,427,,,7.365261508669247,,,,
CD4 T cells,split_half,1256|ctrl,500,500,,,8.379754211582103,,,,
CD4 T cells,split_half,1256|ctrl,500,500,,,67.05767451375225,,,,
CD4 T cells,split_half,1256|ctrl,500,500,,,7.661261704964567,,,,
CD4 T cells,split_half,1256|ctrl,500,500,,,61.51588406200213,,,,
CD4 T cells,split_half,1256|ctrl,500,500,,,68.58066541259491,,,,
CD4 T cells,split_half,1256|ctrl,500,500,,,9.75774945441777,,,,
CD4 T cells,split_half,1256|stim,477,477,,,91.47750854984274,,,,
CD4 T cells,split_half,1256|stim,477,477,,,74.45341791050562,,,,
CD4 T cells,split_half,1256|stim,477,477,,,89.29916493822698,,,,
CD4 T cells,split_half,1256|stim,477,477,,,19.325309345739907,,,,
CD4 T cells,split_half,1256|stim,477,477,,,8.55673505457849,,,,
CD4 T cells,split_half,1256|stim,477,477,,,9.2187823067505,,,,
CD4 T cells,split_half,1488|ctrl,591,591,,,42.70954629265429,,,,
CD4 T cells,split_half,1488|ctrl,591,591,,,36.48495877548177,,,,
CD4 T cells,split_half,1488|ctrl,591,591,,,96.50248903214295,,,,
CD4 T cells,split_half,1488|ctrl,591,591,,,30.422882554495583,,,,
CD4 T cells,split_half,1488|ctrl,591,591,,,166.73618181872322,,,,
CD4 T cells,split_half,1488|ctrl,591,591,,,35.124251138037934,,,,
CD4 T cells,split_half,1488|stim,742,742,,,19.55730625661277,,,,
CD4 T cells,split_half,1488|stim,742,742,,,49.07455171258833,,,,
CD4 T cells,split_half,1488|stim,742,742,,,6.494679497032686,,,,
CD4 T cells,split_half,1488|stim,742,742,,,8.528711257623474,,,,
CD4 T cells,split_half,1488|stim,742,742,,,22.787649261997664,,,,
CD4 T cells,split_half,1488|stim,742,742,,,62.141013005364606,,,,
CD8 T cells,stim_vs_ctrl,101,74,105,0.010453925303086975,0.36005659411394275,34.44223903222461,0.013397430387775938,0.3886113886113886,32.69967002045417,4.408047865107478
CD8 T cells,stim_vs_ctrl,1015,179,133,0.0060577372536243426,0.15913096054445924,26.269043024150847,0.00791703652436268,0.5124875124875125,31.367605781943222,23.722315336396502
CD8 T cells,stim_vs_ctrl,1016,536,489,0.0038920897099145317,0.12281887091693955,31.55602261789505,0.00704017007371791,0.000999000999000999,11.114285770193497,0.9289101584922668
CD8 T cells,stim_vs_ctrl,1256,131,112,0.00803845180603241,0.16740633297753477,20.82569343165131,0.008990953935978,0.000999000999000999,7.03010976623034,0.49444499489086136
CD8 T cells,donor_vs_donor_ctrl,101|1015,74,179,0.008333556083141555,0.07888835635120824,9.466349726834643,0.004898369037787254,,,
CD8 T cells,donor_vs_donor_ctrl,101|1016,74,536,0.007141543721684655,0.23002344749769021,32.20920524497311,0.011225223759171978,,,
CD8 T cells,donor_vs_donor_ctrl,101|1256,74,131,0.00879307108293799,0.21026670171634188,23.91277174187092,0.010570780131473712,,,
CD8 T cells,donor_vs_donor_ctrl,1015|1016,179,536,0.003506097035874188,0.11390015552412419,32.48631009316177,0.004902881935366603,,,
CD8 T cells,donor_vs_donor_ctrl,1015|1256,179,131,0.0054937787129797555,0.1298877912466332,23.642705327711262,0.0047085112595768065,,,
CD8 T cells,donor_vs_donor_ctrl,1016|1256,536,131,0.004174038332080625,0.02685186775754281,6.433066881817066,0.002240122740500167,,,
CD8 T cells,donor_vs_donor_stim,101|1015,105,133,0.006100361736839726,0.09488531000544442,15.554046480954993,0.005472838672480461,,,
CD8 T cells,donor_vs_donor_stim,101|1016,105,489,0.00539654509836229,0.09658251769384003,17.897101929742107,0.0059943077963086466,,,
CD8 T cells,donor_vs_donor_stim,101|1256,105,112,0.008441598205404202,0.11270797181399017,13.351496845921426,0.006983131412035487,,,
CD8 T cells,donor_vs_donor_stim,1015|1016,133,489,0.0034608970980868157,0.09913633220389068,28.64469222696429,0.004708199064680103,,,
CD8 T cells,donor_vs_donor_stim,1015|1256,133,112,0.006049355340688133,0.1086258357633848,17.956596967079186,0.0053865646853412386,,,
CD8 T cells,donor_vs_donor_stim,1016|1256,489,112,0.004716788712525276,0.03350314414545256,7.10295630933946,0.0020281075514052725,,,
CD8 T cells,split_half,101|ctrl,37,37,,,22.130134187134612,,,,
CD8 T cells,split_half,101|ctrl,37,37,,,25.971515511640096,,,,
CD8 T cells,split_half,101|ctrl,37,37,,,25.84064748672074,,,,
CD8 T cells,split_half,101|ctrl,37,37,,,24.094512019448562,,,,
CD8 T cells,split_half,101|ctrl,37,37,,,22.29407592863164,,,,
CD8 T cells,split_half,101|ctrl,37,37,,,23.30363320365324,,,,
CD8 T cells,split_half,101|stim,52,52,,,5.898258021334077,,,,
CD8 T cells,split_half,101|stim,52,52,,,6.239599864430025,,,,
CD8 T cells,split_half,101|stim,52,52,,,6.847197507368332,,,,
CD8 T cells,split_half,101|stim,52,52,,,7.287753920877335,,,,
CD8 T cells,split_half,101|stim,52,52,,,6.131602586997466,,,,
CD8 T cells,split_half,101|stim,52,52,,,5.840186143110401,,,,
CD8 T cells,split_half,1015|ctrl,89,89,,,30.055475865786402,,,,
CD8 T cells,split_half,1015|ctrl,89,89,,,35.63634017673476,,,,
CD8 T cells,split_half,1015|ctrl,89,89,,,32.041810956707124,,,,
CD8 T cells,split_half,1015|ctrl,89,89,,,32.218169055412666,,,,
CD8 T cells,split_half,1015|ctrl,89,89,,,35.409739477572735,,,,
CD8 T cells,split_half,1015|ctrl,89,89,,,33.803269654545616,,,,
CD8 T cells,split_half,1015|stim,66,66,,,26.93581032163104,,,,
CD8 T cells,split_half,1015|stim,66,66,,,25.102604095939693,,,,
CD8 T cells,split_half,1015|stim,66,66,,,28.631430306242127,,,,
CD8 T cells,split_half,1015|stim,66,66,,,27.34671907200802,,,,
CD8 T cells,split_half,1015|stim,66,66,,,29.732978426232847,,,,
CD8 T cells,split_half,1015|stim,66,66,,,27.665049138581086,,,,
CD8 T cells,split_half,1016|ctrl,268,268,,,6.568731865510349,,,,
CD8 T cells,split_half,1016|ctrl,268,268,,,6.264120319901551,,,,
CD8 T cells,split_half,1016|ctrl,268,268,,,6.528525065020664,,,,
CD8 T cells,split_half,1016|ctrl,268,268,,,7.379012577754759,,,,
CD8 T cells,split_half,1016|ctrl,268,268,,,6.689388989170338,,,,
CD8 T cells,split_half,1016|ctrl,268,268,,,6.4428095981932145,,,,
CD8 T cells,split_half,1016|stim,244,244,,,12.33432533760248,,,,
CD8 T cells,split_half,1016|stim,244,244,,,10.525290521162011,,,,
CD8 T cells,split_half,1016|stim,244,244,,,13.886714509432931,,,,
CD8 T cells,split_half,1016|stim,244,244,,,11.387991164780898,,,,
CD8 T cells,split_half,1016|stim,244,244,,,13.411110825697742,,,,
CD8 T cells,split_half,1016|stim,244,244,,,11.41083940218955,,,,
CD8 T cells,split_half,1244|ctrl,29,29,,,25.35555487315071,,,,
CD8 T cells,split_half,1244|ctrl,29,29,,,23.53881560243329,,,,
CD8 T cells,split_half,1244|ctrl,29,29,,,25.727772086240336,,,,
CD8 T cells,split_half,1244|ctrl,29,29,,,25.27010124665559,,,,
CD8 T cells,split_half,1244|ctrl,29,29,,,22.928257664275375,,,,
CD8 T cells,split_half,1244|ctrl,29,29,,,24.882214589551,,,,
CD8 T cells,split_half,1256|ctrl,65,65,,,6.5521421251877765,,,,
CD8 T cells,split_half,1256|ctrl,65,65,,,6.2544903123062925,,,,
CD8 T cells,split_half,1256|ctrl,65,65,,,5.906888964084809,,,,
CD8 T cells,split_half,1256|ctrl,65,65,,,5.8964327625150235,,,,
CD8 T cells,split_half,1256|ctrl,65,65,,,7.188371481586363,,,,
CD8 T cells,split_half,1256|ctrl,65,65,,,6.925040440270592,,,,
CD8 T cells,split_half,1256|stim,56,56,,,6.904204770171922,,,,
CD8 T cells,split_half,1256|stim,56,56,,,6.252230810361959,,,,
CD8 T cells,split_half,1256|stim,56,56,,,7.247523644882967,,,,
CD8 T cells,split_half,1256|stim,56,56,,,5.671732560475238,,,,
CD8 T cells,split_half,1256|stim,56,56,,,6.649055391450624,,,,
CD8 T cells,split_half,1256|stim,56,56,,,6.703647776324265,,,,
CD8 T cells,split_half,1488|ctrl,29,29,,,6.9335466876603435,,,,
CD8 T cells,split_half,1488|ctrl,29,29,,,5.839055465908474,,,,
CD8 T cells,split_half,1488|ctrl,29,29,,,6.859940598399046,,,,
CD8 T cells,split_half,1488|ctrl,29,29,,,6.417990710781393,,,,
CD8 T cells,split_half,1488|ctrl,29,29,,,6.292408387774417,,,,
CD8 T cells,split_half,1488|ctrl,29,29,,,5.532819170098512,,,,
FCGR3A+ Monocytes,stim_vs_ctrl,101,80,144,0.008785072902598876,0.23496295513083296,26.745703505923576,0.025709326132273523,0.000999000999000999,8.74205242319038,1.6530326804229787
FCGR3A+ Monocytes,stim_vs_ctrl,1015,252,228,0.009617738005344007,0.2531529330550655,26.321462792436577,0.03037686154771893,0.5004995004995005,37.42505830103948,32.948456142412795
FCGR3A+ Monocytes,stim_vs_ctrl,1016,115,128,0.00806829256722102,0.22412136600544735,27.778041529627128,0.022326121534186314,0.9660339660339661,42.283803614393506,7.16082794002804
FCGR3A+ Monocytes,stim_vs_ctrl,1256,69,97,0.009501133756713732,0.29915039053449854,31.485757194304483,0.03129877880532113,0.6693306693306693,35.59759691540733,8.070881932872496
FCGR3A+ Monocytes,stim_vs_ctrl,1488,101,144,0.009462374100168681,0.26401447911911613,27.901505089976276,0.027920287369313294,0.000999000999000999,8.495071294692513,1.3965074256059842
FCGR3A+ Monocytes,donor_vs_donor_ctrl,101|1015,80,252,0.0028510758876413647,0.05591713686495378,19.61264416262622,0.003931998403402699,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,101|1016,80,115,0.0036208574682458153,0.09353574848514667,25.832485621275126,0.005192218829265417,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,101|1256,80,69,0.004208407334788379,0.11065232205269238,26.293158729668583,0.006387388047319592,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,101|1488,80,101,0.0036405583152507755,0.05145626015387681,14.13416726174109,0.0027881554189695514,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,1015|1016,252,115,0.0031653157687348797,0.064248110049523,20.297535773248246,0.004314346920411982,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,1015|1256,252,69,0.0032355406340404003,0.09275629500703475,28.66794316571595,0.0035815524794997225,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,1015|1488,252,101,0.002692745530601881,0.04580343892340889,17.009939633312076,0.00386161635412282,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,1016|1256,115,69,0.004172431448300122,0.0558921461548154,13.395581652416665,0.004175574650425264,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,1016|1488,115,101,0.0039463878845571974,0.09539353330643185,24.17236624907575,0.0055750085123250515,,,
FCGR3A+ Monocytes,donor_vs_donor_ctrl,1256|1488,69,101,0.003963748544334841,0.1269489841810636,32.02750698262747,0.005444906922995667,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,101|1015,144,228,0.0026867624780909137,0.07090284938501576,26.38969762425593,0.0049204713763355504,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,101|1016,144,128,0.0028258701139897346,0.03518867596655711,12.45233310347573,0.0024484388767671045,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,101|1256,144,97,0.0025933088872762524,0.06575701602048378,25.35641486562299,0.004251259432307275,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,101|1488,144,144,0.002884402128023494,0.025615460387299935,8.880682807169006,0.0021510659145062925,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,1015|1016,228,128,0.0031504526683894347,0.07820351341276187,24.82294503181374,0.0057767065079272865,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,1015|1256,228,97,0.003170885998256113,0.10553180622026873,33.28148860549003,0.0059082342388917675,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,1015|1488,228,144,0.002500275817853986,0.08946089271764239,35.78040953674769,0.005309227502954533,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,1016|1256,128,97,0.0035614892567205703,0.07661606199470522,21.512366448987553,0.005018101923265633,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,1016|1488,128,144,0.0031810854072148744,0.04093244504814486,12.86744610984284,0.002724052007911048,,,
FCGR3A+ Monocytes,donor_vs_donor_stim,1256|1488,97,144,0.0031549862146793284,0.07573262626331329,24.004106867709634,0.004776808056175518,,,
FCGR3A+ Monocytes,split_half,101|ctrl,40,40,,,7.626978324326942,,,,
FCGR3A+ Monocytes,split_half,101|ctrl,40,40,,,4.726117756358681,,,,
FCGR3A+ Monocytes,split_half,101|ctrl,40,40,,,7.812653349511803,,,,
FCGR3A+ Monocytes,split_half,101|ctrl,40,40,,,6.825299696289975,,,,
FCGR3A+ Monocytes,split_half,101|ctrl,40,40,,,6.243294403918815,,,,
FCGR3A+ Monocytes,split_half,101|ctrl,40,40,,,6.7424551231381065,,,,
FCGR3A+ Monocytes,split_half,101|stim,72,72,,,8.231493496944363,,,,
FCGR3A+ Monocytes,split_half,101|stim,72,72,,,7.8498254336759,,,,
FCGR3A+ Monocytes,split_half,101|stim,72,72,,,8.026420350580505,,,,
FCGR3A+ Monocytes,split_half,101|stim,72,72,,,10.289181755625167,,,,
FCGR3A+ Monocytes,split_half,101|stim,72,72,,,9.623297573400146,,,,
FCGR3A+ Monocytes,split_half,101|stim,72,72,,,9.57622101634658,,,,
FCGR3A+ Monocytes,split_half,1015|ctrl,126,126,,,22.34592288391158,,,,
FCGR3A+ Monocytes,split_half,1015|ctrl,126,126,,,21.438214485851237,,,,
FCGR3A+ Monocytes,split_half,1015|ctrl,126,126,,,23.03607798164066,,,,
FCGR3A+ Monocytes,split_half,1015|ctrl,126,126,,,20.335830634046836,,,,
FCGR3A+ Monocytes,split_half,1015|ctrl,126,126,,,20.74128915296441,,,,
FCGR3A+ Monocytes,split_half,1015|ctrl,126,126,,,22.055260392026163,,,,
FCGR3A+ Monocytes,split_half,1015|stim,114,114,,,9.163163906678276,,,,
FCGR3A+ Monocytes,split_half,1015|stim,114,114,,,59.19388887468975,,,,
FCGR3A+ Monocytes,split_half,1015|stim,114,114,,,10.480854007570565,,,,
FCGR3A+ Monocytes,split_half,1015|stim,114,114,,,58.8254868907005,,,,
FCGR3A+ Monocytes,split_half,1015|stim,114,114,,,62.31355944169113,,,,
FCGR3A+ Monocytes,split_half,1015|stim,114,114,,,78.50810466756059,,,,
FCGR3A+ Monocytes,split_half,1016|ctrl,57,57,,,38.67764267982765,,,,
FCGR3A+ Monocytes,split_half,1016|ctrl,57,57,,,43.911922141287135,,,,
FCGR3A+ Monocytes,split_half,1016|ctrl,57,57,,,35.51350721985229,,,,
FCGR3A+ Monocytes,split_half,1016|ctrl,57,57,,,44.62499172955947,,,,
FCGR3A+ Monocytes,split_half,1016|ctrl,57,57,,,44.514635130102945,,,,
FCGR3A+ Monocytes,split_half,1016|ctrl,57,57,,,43.424865430739395,,,,
FCGR3A+ Monocytes,split_half,1016|stim,64,64,,,6.1405586435577275,,,,
FCGR3A+ Monocytes,split_half,1016|stim,64,64,,,8.559253338846444,,,,
FCGR3A+ Monocytes,split_half,1016|stim,64,64,,,9.13857817083122,,,,
FCGR3A+ Monocytes,split_half,1016|stim,64,64,,,6.745302979693873,,,,
FCGR3A+ Monocytes,split_half,1016|stim,64,64,,,7.301151138629138,,,,
FCGR3A+ Monocytes,split_half,1016|stim,64,64,,,7.612909301661545,,,,
FCGR3A+ Monocytes,split_half,1244|ctrl,28,28,,,9.565598020395553,,,,
FCGR3A+ Monocytes,split_half,1244|ctrl,28,28,,,7.9745570717261955,,,,
FCGR3A+ Monocytes,split_half,1244|ctrl,28,28,,,8.67262481032011,,,,
FCGR3A+ Monocytes,split_half,1244|ctrl,28,28,,,7.461371936511158,,,,
FCGR3A+ Monocytes,split_half,1244|ctrl,28,28,,,9.623367518979354,,,,
FCGR3A+ Monocytes,split_half,1244|ctrl,28,28,,,11.857103615486066,,,,
FCGR3A+ Monocytes,split_half,1256|ctrl,34,34,,,39.582901265401844,,,,
FCGR3A+ Monocytes,split_half,1256|ctrl,34,34,,,41.19288427567109,,,,
FCGR3A+ Monocytes,split_half,1256|ctrl,34,34,,,40.52985073051403,,,,
FCGR3A+ Monocytes,split_half,1256|ctrl,34,34,,,38.17657659458378,,,,
FCGR3A+ Monocytes,split_half,1256|ctrl,34,34,,,44.57435042712024,,,,
FCGR3A+ Monocytes,split_half,1256|ctrl,34,34,,,41.049104724484124,,,,
FCGR3A+ Monocytes,split_half,1256|stim,48,48,,,11.00924322340573,,,,
FCGR3A+ Monocytes,split_half,1256|stim,48,48,,,8.813889581885563,,,,
FCGR3A+ Monocytes,split_half,1256|stim,48,48,,,7.27120412434474,,,,
FCGR3A+ Monocytes,split_half,1256|stim,48,48,,,7.788470995708083,,,,
FCGR3A+ Monocytes,split_half,1256|stim,48,48,,,6.745870956537425,,,,
FCGR3A+ Monocytes,split_half,1256|stim,48,48,,,8.04581551975486,,,,
FCGR3A+ Monocytes,split_half,1488|ctrl,50,50,,,7.280570267745585,,,,
FCGR3A+ Monocytes,split_half,1488|ctrl,50,50,,,8.184274725453406,,,,
FCGR3A+ Monocytes,split_half,1488|ctrl,50,50,,,7.432963551730128,,,,
FCGR3A+ Monocytes,split_half,1488|ctrl,50,50,,,6.72082856642245,,,,
FCGR3A+ Monocytes,split_half,1488|ctrl,50,50,,,7.203805013434601,,,,
FCGR3A+ Monocytes,split_half,1488|ctrl,50,50,,,7.34705884523555,,,,
FCGR3A+ Monocytes,split_half,1488|stim,72,72,,,8.29051864629187,,,,
FCGR3A+ Monocytes,split_half,1488|stim,72,72,,,8.860626637635763,,,,
FCGR3A+ Monocytes,split_half,1488|stim,72,72,,,7.638929710754235,,,,
FCGR3A+ Monocytes,split_half,1488|stim,72,72,,,8.080841631005974,,,,
FCGR3A+ Monocytes,split_half,1488|stim,72,72,,,10.524878306595323,,,,
FCGR3A+ Monocytes,split_half,1488|stim,72,72,,,8.19444990366071,,,,
NK cells,stim_vs_ctrl,101,70,104,0.011610059143029983,0.1873604277440931,16.13776686543183,0.01210859438845013,0.000999000999000999,6.569635837286303,0.40805712512924314
NK cells,stim_vs_ctrl,1015,177,195,0.006724550041208956,0.2344617504519068,34.8665336736426,0.012321125849614652,0.22477522477522477,32.53076464415284,3.2376206202254845
NK cells,stim_vs_ctrl,1016,128,195,0.00820162472997837,0.16321445791366887,19.900259190973653,0.010002146163800211,0.000999000999000999,7.354392537151572,0.4911235313386162
NK cells,stim_vs_ctrl,1244,105,114,0.01096151078036196,0.20463914345894252,18.668881284645796,0.012704805322041633,0.000999000999000999,6.621479686222185,0.41892532616970624
NK cells,stim_vs_ctrl,1256,261,231,0.007333559504515275,0.20633099562201937,28.135177125784733,0.012971793127985881,0.4805194805194805,35.001541123205286,24.75100113713371
NK cells,stim_vs_ctrl,1488,116,168,0.010733157561341796,0.1873688814301129,17.45701396436867,0.013022065389047493,0.000999000999000999,6.8345637691940615,0.4552797141166759
NK cells,donor_vs_donor_ctrl,101|1015,70,177,0.008744846690533565,0.1361235653413045,15.566146572776445,0.006940978494757548,,,
NK cells,donor_vs_donor_ctrl,101|1016,70,128,0.009266166835371148,0.06729504800428404,7.262447266479484,0.004888261089245538,,,
NK cells,donor_vs_donor_ctrl,101|1244,70,105,0.009999377189802292,0.06857165579686755,6.857592677551886,0.005136755948056741,,,
NK cells,donor_vs_donor_ctrl,101|1256,70,261,0.007903855196495021,0.06656551190788236,8.42190428000262,0.0044616783977468695,,,
NK cells,donor_vs_donor_ctrl,101|1488,70,116,0.009875124425761567,0.06168402206599243,6.246404542010151,0.004858620193735168,,,
NK cells,donor_vs_donor_ctrl,1015|1016,177,128,0.007152757880556256,0.09347886474464584,13.06892618283008,0.006651039256891779,,,
NK cells,donor_vs_donor_ctrl,1015|1244,177,105,0.008019162048360335,0.13730895356097944,17.12260616918881,0.007743164113389468,,,
NK cells,donor_vs_donor_ctrl,1015|1256,177,261,0.004602657848585703,0.09194584243622211,19.976684224849578,0.004169150572656295,,,
NK cells,donor_vs_donor_ctrl,1015|1488,177,116,0.006687794564389926,0.11597847085379806,17.341811225981917,0.005243611833252301,,,
NK cells,donor_vs_donor_ctrl,1016|1244,128,105,0.008363419367628737,0.07296973671287635,8.724868801307677,0.004805620625679397,,,
NK cells,donor_vs_donor_ctrl,1016|1256,128,261,0.006805031784458484,0.04381536989518521,6.438672335851824,0.004040323451102808,,,
NK cells,donor_vs_donor_ctrl,1016|1488,128,116,0.007637869566021209,0.05255967733090762,6.881457830169192,0.0047305030795427,,,
NK cells,donor_vs_donor_ctrl,1244|1256,105,261,0.006169762050318718,0.048620348036992826,7.88042515099609,0.005087961357725341,,,
NK cells,donor_vs_donor_ctrl,1244|1488,105,116,0.007906006428736082,0.07896847514625993,9.988415245810074,0.005251285667192119,,,
NK cells,donor_vs_donor_ctrl,1256|1488,261,116,0.0063537985619017325,0.043757355571667,6.886802460821192,0.003394290639712602,,,
NK cells,donor_vs_donor_stim,101|1015,104,195,0.006610987941486958,0.07568931335628162,11.449017004144983,0.004069588080657165,,,
NK cells,donor_vs_donor_stim,101|1016,104,195,0.006542892336624863,0.05430135039526732,8.299288388302985,0.0036685044523758203,,,
NK cells,donor_vs_donor_stim,101|1244,104,114,0.008024394335689395,0.0611609076407655,7.62187214164507,0.004054411729863988,,,
NK cells,donor_vs_donor_stim,101|1256,104,231,0.006603002520031848,0.16608641430824667,25.15316536747976,0.006712766914048948,,,
NK cells,donor_vs_donor_stim,101|1488,104,168,0.006775930011821211,0.0470984170780014,6.950841728859955,0.0035564209207595704,,,
NK cells,donor_vs_donor_stim,1015|1016,195,195,0.00504358742343232,0.05206892562445028,10.323787664022632,0.004253834726746564,,,
NK cells,donor_vs_donor_stim,1015|1244,195,114,0.005694602552364857,0.05468927211702061,9.603703087989736,0.0040475050057591,,,
NK cells,donor_vs_donor_stim,1015|1256,195,231,0.004197638695981892,0.15290224346400783,36.425775188886675,0.005942141725611779,,,
NK cells,donor_vs_donor_stim,1015|1488,195,168,0.004092725710447423,0.04976823022036597,12.160167512160308,0.003246494147367633,,,
NK cells,donor_vs_donor_stim,1016|1244,195,114,0.005904463687951552,0.052977325612446786,8.972419581570215,0.004645021047422338,,,
NK cells,donor_vs_donor_stim,1016|1256,195,231,0.005183229530183959,0.11271098690249495,21.745320411942995,0.006302179487385544,,,
NK cells,donor_vs_donor_stim,1016|1488,195,168,0.005158638170987811,0.05047834968978096,9.785208424516238,0.004274071532329303,,,
NK cells,donor_vs_donor_stim,1244|1256,114,231,0.005999480441308648,0.15912821145312991,26.523665342330837,0.007666236952245342,,,
NK cells,donor_vs_donor_stim,1244|1488,114,168,0.005955807389157927,0.05986738986843698,10.05193518806884,0.003955152257027818,,,
NK cells,donor_vs_donor_stim,1256|1488,231,168,0.004231856856131367,0.13090729246976449,30.933771372748154,0.006117803427094302,,,
NK cells,split_half,101|ctrl,35,35,,,5.786184859698545,,,,
NK cells,split_half,101|ctrl,35,35,,,6.149293343081716,,,,
NK cells,split_half,101|ctrl,35,35,,,6.055649249560959,,,,
NK cells,split_half,101|ctrl,35,35,,,5.762413410070315,,,,
NK cells,split_half,101|ctrl,35,35,,,6.27114556223317,,,,
NK cells,split_half,101|ctrl,35,35,,,6.32858531276011,,,,
NK cells,split_half,101|stim,52,52,,,6.263937338538635,,,,
NK cells,split_half,101|stim,52,52,,,6.602718581341637,,,,
NK cells,split_half,101|stim,52,52,,,6.293368936293811,,,,
NK cells,split_half,101|stim,52,52,,,6.518897106269404,,,,
NK cells,split_half,101|stim,52,52,,,6.961223465588587,,,,
NK cells,split_half,101|stim,52,52,,,6.279220781154332,,,,
NK cells,split_half,1015|ctrl,88,88,,,28.548703816728963,,,,
NK cells,split_half,1015|ctrl,88,88,,,25.80804985499257,,,,
NK cells,split_half,1015|ctrl,88,88,,,30.15441152693336,,,,
NK cells,split_half,1015|ctrl,88,88,,,28.680394304551207,,,,
NK cells,split_half,1015|ctrl,88,88,,,30.430228708648727,,,,
NK cells,split_half,1015|ctrl,88,88,,,29.766627060161696,,,,
NK cells,split_half,1015|stim,97,97,,,7.020700955937123,,,,
