C_control_mean,C_control_n,S_same_ct_mean,S_same_ct_n,D_diff_ct_mean,D_diff_ct_n,X_cross_mean,X_cross_n,control_mean,control_median,control_min,control_max
1.54,6,4.03,4,13.18,3,7.07,2,1.54,1.42,1.09,2.1
