cell_type,region_a,region_b,pair_idx,omega,mu_ct,mu_pair,expected_omega,residual,lowest_in_pair,tier
Fibroblast,Human LG,Human PnAN,2642,13.14967894941258,13.991146217836357,25.671812470460868,11.029620804048648,1.1922149621486282,True,None
Fibroblast,Human LG,Human PnEN,2643,14.694418399881938,13.991146217836357,32.48328060891261,13.956095542535747,1.0529032532842664,False,None
Fibroblast,Human LG,Human PnRF,2644,29.863625063156295,13.991146217836357,48.970815525565214,21.03978931497337,1.419388027897374,False,None
Fibroblast,Human LG,Human Pu,2645,15.530813075560939,13.991146217836357,35.209211179546124,15.127262579021655,1.0266770338936884,False,None
Fibroblast,Human LG,Human Pul,2646,38.567950399159635,13.991146217836357,47.47194507195433,20.395815588663904,1.8909736770024481,False,None
Fibroblast,Human LG,Human RN,2647,9.586820821125622,13.991146217836357,32.90208191405447,14.13602906274475,0.6781834402414689,True,Weak
Fibroblast,Human LG,Human SC,2648,15.573331548776755,13.991146217836357,26.78262953645117,11.506871525423952,1.3533940580085673,False,None
Fibroblast,Human LG,Human SEP,2649,36.439777041226144,13.991146217836357,53.8455980077761,23.134187688398374,1.575148327317342,False,None
Fibroblast,Human LG,Human SI,2650,27.51896166842938,13.991146217836357,47.75581636464742,20.517777866129222,1.3412252461246168,False,None
Fibroblast,Human LG,Human SN,2651,47.61092113810292,13.991146217836357,41.73722437277536,17.93195391929977,2.6550883050653127,False,None
Fibroblast,Human LG,Human SN-RN,2652,14.159921245578666,13.991146217836357,27.611040604415077,11.862789517581003,1.193641784218901,True,None
Fibroblast,Human LG,Human STG,2653,17.240468100395024,13.991146217836357,25.08513264504114,10.777560065633287,1.5996633742149298,False,None
Fibroblast,Human LG,Human STH,2654,14.534471105386539,13.991146217836357,19.2209038127615,8.258056606240329,1.7600352962467392,False,None
Fibroblast,Human LG,Human SpC,2655,13.682778105843983,13.991146217836357,29.31139299918552,12.593327813977236,1.0865101193234703,True,None
Fibroblast,Human LG,Human Sub,2656,19.861285194220027,13.991146217836357,36.011416564893786,15.47192157875264,1.2836986726648896,False,None
Fibroblast,Human LG,Human TH-TL,2657,12.979126188993918,13.991146217836357,31.527991138940827,13.5456655963053,0.9581755947477465,False,None
Fibroblast,Human LG,Human V2,2658,12.775384821649666,13.991146217836357,16.76488714517711,7.202855203415781,1.7736556491641324,False,None
Fibroblast,Human LG,Human VA,2659,20.95330585157434,13.991146217836357,21.2799971075956,9.14272410949167,2.2918011744247337,False,None
Fibroblast,Human LG,Human VLN,2660,26.38680874692056,13.991146217836357,34.03995909088318,14.62490587253148,1.8042378512999735,False,None
Fibroblast,Human LG,Human VPL,2661,10.953225992038343,13.991146217836357,18.33405600980227,7.8770318932871985,1.3905270589767036,False,None
Fibroblast,Human LP,Human LP-VPL,2662,10.916536045890538,13.991146217836357,21.75511959045979,9.346855423846662,1.167936760639214,False,None
Fibroblast,Human LP,Human La,2663,14.564764144823272,13.991146217836357,31.48765098484665,13.528333878751363,1.0766118189690606,False,None
Fibroblast,Human LP,Human M1C,2664,17.38842841261477,13.991146217836357,35.70371178526235,15.339719497468614,1.1335558264598147,False,None
Fibroblast,Human LP,Human MD,2665,8.901034481326205,13.991146217836357,18.327757695976214,7.874325889833556,1.1303868554409489,True,None
Fibroblast,Human LP,Human MD-Re,2666,17.80465575026858,13.991146217836357,23.750370395144213,10.204093681175172,1.744854203280705,False,None
Fibroblast,Human LP,Human MEC,2667,12.899300865980818,13.991146217836357,18.243628069726327,7.838180491958347,1.6457009224545127,False,None
Fibroblast,Human LP,Human MG,2668,11.768420200835335,13.991146217836357,17.88788810063574,7.685340603133671,1.5312815408645393,False,None
Fibroblast,Human LP,Human MN,2669,13.239793266254622,13.991146217836357,27.637632697728332,11.874214527247483,1.1150037112664233,False,None
Fibroblast,Human LP,Human MTG,2670,11.396489453461115,13.991146217836357,42.28812117333848,18.1686408622013,0.6272615293514213,False,Weak
Fibroblast,Human LP,Human MoAN,2671,14.485751441882773,13.991146217836357,27.6782876633013,11.891681500200308,1.218141559008183,False,None
Fibroblast,Human LP,Human MoRF-MoEN,2672,13.841727845797493,13.991146217836357,29.02504586296065,12.470301816708066,1.1099753678176378,False,None
Fibroblast,Human LP,Human MoSR,2673,11.891872552231312,13.991146217836357,22.070773448791083,9.482472742130486,1.2540898218874807,False,None
Fibroblast,Human LP,Human PAG,2674,15.980274011263395,13.991146217836357,29.33838316210569,12.60492385001059,1.267780289783343,False,None
Fibroblast,Human LP,Human PAG-DR,2675,16.105966805194893,13.991146217836357,27.984118091179123,12.02307828621663,1.339587618227432,False,None
Fibroblast,Human LP,Human PB,2676,16.895534516979733,13.991146217836357,47.83675210208602,20.55255104369395,0.8220650799533578,False,None
Fibroblast,Human LP,Human PN,2677,18.33044880398707,13.991146217836357,38.57361818113486,16.5727442138189,1.1060599601062169,False,None
Fibroblast,Human LP,Human PTR,2678,18.84571953933358,13.991146217836357,26.730229927559595,11.484358591558468,1.6409901684179429,False,None
Fibroblast,Human LP,Human Pir,2679,18.230113964766417,13.991146217836357,29.620695896193826,12.726216509371095,1.4324849770819523,False,None
Fibroblast,Human LP,Human PnAN,2680,11.503050568560713,13.991146217836357,44.005150155022356,18.90634407654684,0.6084227877154816,False,Weak
Fibroblast,Human LP,Human PnEN,2681,10.429165268875877,13.991146217836357,30.12196901529661,12.941583166062287,0.8058647180219096,True,None
Fibroblast,Human LP,Human PnRF,2682,15.493634918047453,13.991146217836357,28.4820049399791,12.23699006793852,1.266131199913408,False,None
Fibroblast,Human LP,Human Pu,2683,11.664205169004383,13.991146217836357,23.486361012671193,10.090664861891803,1.155940201032261,False,None
Fibroblast,Human LP,Human Pul,2684,19.918640248931002,13.991146217836357,37.32864449637014,16.03785453005488,1.2419766129941847,False,None
Fibroblast,Human LP,Human RN,2685,9.669185725387228,13.991146217836357,21.40428493909754,9.196123052538688,1.0514415335838667,False,None
Fibroblast,Human LP,Human SC,2686,13.322755066123095,13.991146217836357,27.320899648024376,11.73813354588459,1.134997741680497,False,None
Fibroblast,Human LP,Human SEP,2687,16.030573793368557,13.991146217836357,30.545423771353605,13.123515991894266,1.2215151643256148,False,None
Fibroblast,Human LP,Human SI,2688,21.915202861084218,13.991146217836357,31.53869409124797,13.550264005769668,1.617326633027429,False,None
Fibroblast,Human LP,Human SN,2689,25.563410321782854,13.991146217836357,45.53361551734544,19.563032940176726,1.3067202002856682,False,None
Fibroblast,Human LP,Human SN-RN,2690,10.13222670182671,13.991146217836357,54.957687103136855,23.611984923644634,0.4291137206207714,True,Moderate
Fibroblast,Human LP,Human STG,2691,14.827992102544497,13.991146217836357,45.82085640043605,19.686442926267695,0.7532082945649593,False,None
Fibroblast,Human LP,Human STH,2692,11.154038245653702,13.991146217836357,39.02651520677772,16.767326597196387,0.6652246069757318,False,Weak
Fibroblast,Human LP,Human SpC,2693,10.903557765400405,13.991146217836357,38.4929543911111,16.538087875564514,0.6592997840766535,True,Weak
Fibroblast,Human LP,Human Sub,2694,13.083466205956922,13.991146217836357,51.950213785988076,22.31985604475797,0.5861805819769029,False,Weak
Fibroblast,Human LP,Human TH-TL,2695,12.610712352009836,13.991146217836357,51.87025890058051,22.285504279821566,0.5658706302386982,False,Weak
Fibroblast,Human LP,Human V2,2696,12.194882809397056,13.991146217836357,37.42950598168747,16.08118859297168,0.7583321804164933,False,None
Fibroblast,Human LP,Human VA,2697,13.588482699081357,13.991146217836357,33.65173768881987,14.458110681981479,0.9398518933747062,False,None
Fibroblast,Human LP,Human VLN,2698,14.631752627288527,13.991146217836357,41.89838491408694,18.00119482939473,0.81282119136869,False,None
Fibroblast,Human LP,Human VPL,2699,12.351385652155958,13.991146217836357,29.863813408107962,12.83066935898279,0.9626454635048884,False,None
Fibroblast,Human LP-VPL,Human La,2700,13.492826320731263,13.991146217836357,37.59270628684712,16.151305865878964,0.8354015726515359,False,None
Fibroblast,Human LP-VPL,Human M1C,2701,11.276445451099082,13.991146217836357,39.524062038633325,16.98109229425956,0.6640588989031684,False,Weak
Fibroblast,Human LP-VPL,Human MD,2702,11.586126385004865,13.991146217836357,25.698355757691086,11.041024844701374,1.0493705564447748,True,None
Fibroblast,Human LP-VPL,Human MD-Re,2703,23.96847542093953,13.991146217836357,28.667177346761463,12.316547420288789,1.9460384962637147,False,None
Fibroblast,Human LP-VPL,Human MEC,2704,11.05264577022379,13.991146217836357,20.413241890212987,8.770331961930562,1.2602311769041448,False,None
Fibroblast,Human LP-VPL,Human MG,2705,13.329824470584171,13.991146217836357,21.42837406867215,9.206472690493284,1.4478753067229224,False,None
Fibroblast,Human LP-VPL,Human MN,2706,10.923988570665081,13.991146217836357,30.46455315918674,13.088770794708903,0.8346076756941202,True,None
Fibroblast,Human LP-VPL,Human MTG,2707,13.244958254111333,13.991146217836357,49.115949454391405,21.10214456170932,0.6276593459673685,True,Weak
Fibroblast,Human LP-VPL,Human MoAN,2708,11.92244042139941,13.991146217836357,33.0798081238952,14.212387235886581,0.8388766942188989,True,None
Fibroblast,Human LP-VPL,Human MoRF-MoEN,2709,9.805900221893882,13.991146217836357,26.681102222537646,11.463251396342363,0.8554204983258676,True,None
Fibroblast,Human LP-VPL,Human MoSR,2710,14.10009081041915,13.991146217836357,16.631612866964833,7.145595329252003,1.9732562733712966,True,None
Fibroblast,Human LP-VPL,Human PAG,2711,20.67496257380689,13.991146217836357,24.103033903822453,10.355611801550273,1.9964984174775433,False,None
Fibroblast,Human LP-VPL,Human PAG-DR,2712,20.706108041942237,13.991146217836357,33.175673019084904,14.253574567072446,1.4526958093569002,False,None
Fibroblast,Human LP-VPL,Human PB,2713,18.49087930713664,13.991146217836357,46.153938732422425,19.82954820263122,0.9324912054568673,False,None
Fibroblast,Human LP-VPL,Human PN,2714,13.820146579423392,13.991146217836357,42.32565121131377,18.18476524329458,0.7599848771498113,True,None
Fibroblast,Human LP-VPL,Human PTR,2715,22.201135123314106,13.991146217836357,22.447215047543732,9.644206865651723,2.302017722409548,False,None
Fibroblast,Human LP-VPL,Human Pir,2716,19.250166628869106,13.991146217836357,27.53678091989327,11.830884635047049,1.6271113465043565,False,None
Fibroblast,Human LP-VPL,Human PnAN,2717,15.192371337476716,13.991146217836357,37.440988421278696,16.086121900845534,0.9444396499741905,True,None
Fibroblast,Human LP-VPL,Human PnEN,2718,14.8985963630842,13.991146217836357,37.47008615088926,16.09862343046026,0.9254577838558864,True,None
Fibroblast,Human LP-VPL,Human PnRF,2719,22.37794057703679,13.991146217836357,32.45008797221403,13.941834679704456,1.605092951619418,False,None
Fibroblast,Human LP-VPL,Human Pu,2720,15.430603977916375,13.991146217836357,26.56555759591848,11.413608878151598,1.3519478495057138,False,None
Fibroblast,Human LP-VPL,Human Pul,2721,26.463183358818068,13.991146217836357,40.82560710616378,17.540287270101604,1.5087086631657416,False,None
Fibroblast,Human LP-VPL,Human RN,2722,9.430090221209818,13.991146217836357,26.015016903854733,11.177074933474001,0.8436992931816022,True,None
Fibroblast,Human LP-VPL,Human SC,2723,17.016786853350798,13.991146217836357,32.39921349443764,13.919977002178834,1.2224723396229198,False,None
Fibroblast,Human LP-VPL,Human SEP,2724,22.09497967637943,13.991146217836357,34.793682931782485,14.948735293054712,1.4780500987695537,False,None
Fibroblast,Human LP-VPL,Human SI,2725,25.816762324920386,13.991146217836357,34.75575542195025,14.932440142411462,1.7289044575906265,False,None
Fibroblast,Human LP-VPL,Human SN,2726,30.867361789844523,13.991146217836357,42.12834962558035,18.09999671839276,1.705379413603865,False,None
Fibroblast,Human LP-VPL,Human SN-RN,2727,14.107811906053417,13.991146217836357,41.24869852242129,17.722063990858572,0.7960591900204477,False,None
Fibroblast,Human LP-VPL,Human STG,2728,17.155540307528913,13.991146217836357,41.05583240605704,17.63920111813017,0.9725803449168605,True,None
Fibroblast,Human LP-VPL,Human STH,2729,11.506259238363368,13.991146217836357,31.088503649621885,13.356844477387854,0.8614504165143654,True,None
Fibroblast,Human LP-VPL,Human SpC,2730,11.849332813639856,13.991146217836357,39.36925996399632,16.914583231648933,0.7005394487916515,True,Weak
Fibroblast,Human LP-VPL,Human Sub,2731,20.979860775501436,13.991146217836357,41.44622526160125,17.806929250540644,1.178185215447209,False,None
Fibroblast,Human LP-VPL,Human TH-TL,2732,11.228044002789142,13.991146217836357,37.867524108335,16.26937841586716,0.6901335573975391,False,Weak
Fibroblast,Human LP-VPL,Human V2,2733,12.948490458461208,13.991146217836357,29.936782972237967,12.862019955031151,1.0067229333908965,False,None
Fibroblast,Human LP-VPL,Human VA,2734,19.848436029676694,13.991146217836357,26.59864002262627,11.427822390434166,1.7368519873297237,False,None
Fibroblast,Human LP-VPL,Human VLN,2735,20.51045937766534,13.991146217836357,42.10340691125048,18.089280346839384,1.1338460670851946,False,None
Fibroblast,Human LP-VPL,Human VPL,2736,11.000805334018041,13.991146217836357,21.932624122271633,9.423118355384418,1.167427269735196,False,None
Fibroblast,Human La,Human M1C,2737,13.891876457313938,13.991146217836357,15.314097981981233,6.579539091431643,2.1113753204088344,False,None
Fibroblast,Human La,Human MD,2738,15.85620977303504,13.991146217836357,21.715371944817345,9.329778271238359,1.699526967528931,False,None
Fibroblast,Human La,Human MD-Re,2739,15.661188892714414,13.991146217836357,31.644287132426903,13.59563093126782,1.1519280695312297,False,None
Fibroblast,Human La,Human MEC,2740,10.944577975910367,13.991146217836357,25.52296191752509,10.965668749348822,0.9980766541539285,False,None
Fibroblast,Human La,Human MG,2741,14.505332597515464,13.991146217836357,29.29116533036909,12.584637211509966,1.152622229288328,False,None
Fibroblast,Human La,Human MN,2742,15.580826173817156,13.991146217836357,31.999172684222476,13.748103728801873,1.1333072895846563,False,None
Fibroblast,Human La,Human MTG,2743,16.90433279501695,13.991146217836357,23.828986589288633,10.237870291668418,1.6511571560711897,False,None
Fibroblast,Human La,Human MoAN,2744,16.330904749672186,13.991146217836357,27.695498406745298,11.89907591281381,1.3724515138260318,False,None
Fibroblast,Human La,Human MoRF-MoEN,2745,16.071264211423074,13.991146217836357,41.77137750282588,17.94662744786975,0.8955033060170154,False,None
Fibroblast,Human La,Human MoSR,2746,12.292994060358872,13.991146217836357,32.96613738751494,14.163549814678637,0.8679317135326355,True,None
Fibroblast,Human La,Human PAG,2747,20.813841234109553,13.991146217836357,33.55588408299924,14.416928201152798,1.4437084615879026,False,None
Fibroblast,Human La,Human PAG-DR,2748,19.687854214953664,13.991146217836357,21.245178441228546,9.127764640331742,2.1569195734913387,False,None
Fibroblast,Human La,Human PB,2749,15.793194000255795,13.991146217836357,22.93494812932473,9.853756189519073,1.602758754783703,True,None
Fibroblast,Human La,Human PN,2750,14.658758728023251,13.991146217836357,19.30253391689064,8.293128111058127,1.7675789559402968,True,None
Fibroblast,Human La,Human PTR,2751,13.86507152612886,13.991146217836357,25.572225611948603,10.98683437096292,1.26197147039668,True,None
Fibroblast,Human La,Human Pir,2752,14.492489330819536,13.991146217836357,25.297373427277236,10.868747057198934,1.3334093851434705,False,None
Fibroblast,Human La,Human PnAN,2753,14.614000528378119,13.991146217836357,30.535222467168477,13.119133110202597,1.1139455942415113,True,None
Fibroblast,Human La,Human PnEN,2754,13.943427132211054,13.991146217836357,23.237528484391287,9.983756616367726,1.3966112825057957,False,None
Fibroblast,Human La,Human PnRF,2755,19.63862960509365,13.991146217836357,31.609851359040263,13.580835967998832,1.4460545471110238,False,None
Fibroblast,Human La,Human Pu,2756,15.670094926399118,13.991146217836357,33.380794950231774,14.341703020088662,1.092624418763222,False,None
Fibroblast,Human La,Human Pul,2757,20.609301315104055,13.991146217836357,37.64458955077851,16.173596957631762,1.274255897997955,False,None
Fibroblast,Human La,Human RN,2758,10.398197796230704,13.991146217836357,28.118949899135192,12.08100733644598,0.8607061900261763,True,None
Fibroblast,Human La,Human SC,2759,13.059308316298456,13.991146217836357,27.21911124237305,11.694401241518678,1.1167145753417407,True,None
Fibroblast,Human La,Human SEP,2760,18.289944227008313,13.991146217836357,34.45072404665531,14.801386660826871,1.235691266373995,False,None
Fibroblast,Human La,Human SI,2761,24.201511311024078,13.991146217836357,39.92769307174664,17.15450806866617,1.4107959968394383,False,None
Fibroblast,Human La,Human SN,2762,25.52199905327684,13.991146217836357,42.44382834836038,18.235538791552305,1.3995747175345332,False,None
Fibroblast,Human La,Human SN-RN,2763,15.479722069064128,13.991146217836357,37.3248172958479,16.03621021411303,0.9652980263030505,False,None
Fibroblast,Human La,Human STG,2764,16.784130252972815,13.991146217836357,33.904202761281894,14.566579611424107,1.152235507627992,False,None
Fibroblast,Human La,Human STH,2765,14.305273701454745,13.991146217836357,32.89947402983656,14.134908613066433,1.0120527902268024,False,None
Fibroblast,Human La,Human SpC,2766,15.084760441546388,13.991146217836357,28.936247704471736,12.432150633679695,1.2133669295061917,True,None
Fibroblast,Human La,Human Sub,2767,17.191002883904776,13.991146217836357,39.72884289715147,17.069074209053525,1.0071432506155829,False,None
Fibroblast,Human La,Human TH-TL,2768,14.136025984441163,13.991146217836357,35.38409154814468,15.20239806678411,0.9298550085546783,False,None
Fibroblast,Human La,Human V2,2769,11.830733263712494,13.991146217836357,23.79990210506752,10.225374452794194,1.1569975572366076,True,None
Fibroblast,Human La,Human VA,2770,16.58332087286375,13.991146217836357,36.26813684069966,15.582218710990874,1.0642464452874578,False,None
Fibroblast,Human La,Human VLN,2771,16.798369816193233,13.991146217836357,30.893957556684352,13.27325982061774,1.2655798231343167,False,None
Fibroblast,Human La,Human VPL,2772,15.25300160766737,13.991146217836357,29.83080751122582,12.816488726924712,1.190107675562033,False,None
Fibroblast,Human M1C,Human MD,2773,16.8561724592749,13.991146217836357,25.714391655447724,11.047914497378281,1.525733428084997,False,None
Fibroblast,Human M1C,Human MD-Re,2774,23.041996084308362,13.991146217836357,34.590580103709996,14.861474326169454,1.5504515621127772,False,None
Fibroblast,Human M1C,Human MEC,2775,14.888930025256585,13.991146217836357,28.51708565537111,12.252062123671001,1.215218293456997,False,None
Fibroblast,Human M1C,Human MG,2776,15.181766160435014,13.991146217836357,31.080226125375805,13.353288127257311,1.1369309203659983,False,None
Fibroblast,Human M1C,Human MN,2777,16.136314143924,13.991146217836357,33.86389376445389,14.549261280257733,1.1090813363713372,False,None
Fibroblast,Human M1C,Human MTG,2778,17.493707562767053,13.991146217836357,36.739691903303424,15.784817321226654,1.10826164197937,False,None
Fibroblast,Human M1C,Human MoAN,2779,13.427730314837664,13.991146217836357,32.053477571141876,13.771435245079381,0.975042185209815,False,None
Fibroblast,Human M1C,Human MoRF-MoEN,2780,13.283750051854831,13.991146217836357,40.89831839077362,17.57152689910499,0.7559815449237619,False,None
Fibroblast,Human M1C,Human MoSR,2781,12.728095068157872,13.991146217836357,31.41892721990528,13.498807445103484,0.9429051506897983,True,None
Fibroblast,Human M1C,Human PAG,2782,21.877402410864306,13.991146217836357,36.10704753223816,15.513008405331265,1.4102617518949985,False,None
Fibroblast,Human M1C,Human PAG-DR,2783,20.67362913385851,13.991146217836357,26.20187984746669,11.257358606967632,1.836454700933376,False,None
Fibroblast,Human M1C,Human PB,2784,18.71795926425687,13.991146217836357,29.632120875667137,12.73112513011728,1.4702517705977838,False,None
Fibroblast,Human M1C,Human PN,2785,13.783667201914799,13.991146217836357,21.742283006812443,9.34134032240174,1.4755556190218,False,None
Fibroblast,Human M1C,Human PTR,2786,19.37458452482557,13.991146217836357,26.92150094436745,11.56653614675146,1.6750550276252802,False,None
Fibroblast,Human M1C,Human Pir,2787,16.969569655420962,13.991146217836357,27.459724670861192,11.797778238356745,1.438369946660785,False,None
Fibroblast,Human M1C,Human PnAN,2788,16.612557409212688,13.991146217836357,30.135950611030182,12.947590209754829,1.2830617234623816,False,None
Fibroblast,Human M1C,Human PnEN,2789,16.90772661154475,13.991146217836357,29.15081461143036,12.52433701995742,1.349989750723127,False,None
Fibroblast,Human M1C,Human PnRF,2790,24.06880473005513,13.991146217836357,39.199278114720336,16.841552340540552,1.429132198943284,False,None
Fibroblast,Human M1C,Human Pu,2791,19.750673057140567,13.991146217836357,34.956875525648684,15.018849252886897,1.3150590118177081,False,None
Fibroblast,Human M1C,Human Pul,2792,24.946777084135434,13.991146217836357,41.29733701621148,17.742961001679415,1.4060098019588816,False,None
Fibroblast,Human M1C,Human RN,2793,10.817111887134823,13.991146217836357,31.17790601028739,13.395255249446194,0.8075330918074174,False,None
Fibroblast,Human M1C,Human SC,2794,16.62663905142239,13.991146217836357,27.32139436737633,11.738346096785028,1.416437964457037,False,None
Fibroblast,Human M1C,Human SEP,2795,24.24008177663944,13.991146217836357,41.23374116689412,17.71563772236328,1.368287281357083,False,None
Fibroblast,Human M1C,Human SI,2796,25.25403902240772,13.991146217836357,39.09709077443581,16.797648638158435,1.5034270311524018,False,None
Fibroblast,Human M1C,Human SN,2797,33.528230896037755,13.991146217836357,41.520018709969136,17.838633819676833,1.8795290735243735,False,None
Fibroblast,Human M1C,Human SN-RN,2798,16.670353541623367,13.991146217836357,37.356078466028556,16.049641242926448,1.0386745279412701,False,None
Fibroblast,Human M1C,Human STG,2799,20.398639864157833,13.991146217836357,37.679394088080414,16.18855035638933,1.2600658746511453,False,None
Fibroblast,Human M1C,Human STH,2800,15.04690131690234,13.991146217836357,33.3626273804946,14.33389751724921,1.0497424931910606,False,None
Fibroblast,Human M1C,Human SpC,2801,15.493783797303395,13.991146217836357,30.048421509168286,12.90998426338986,1.2001396346578574,False,None
Fibroblast,Human M1C,Human Sub,2802,22.060979579995823,13.991146217836357,38.7926905754219,16.66686633474049,1.323642917445844,False,None
Fibroblast,Human M1C,Human TH-TL,2803,12.149722328428618,13.991146217836357,30.954302376391816,13.299186329687867,0.9135688475396956,False,None
Fibroblast,Human M1C,Human V2,2804,11.675108853349045,13.991146217836357,24.92178060495075,10.707377601429098,1.090379856575786,False,None
Fibroblast,Human M1C,Human VA,2805,19.612486350432743,13.991146217836357,33.7667039387329,14.507504706780596,1.3518855755577424,False,None
Fibroblast,Human M1C,Human VLN,2806,23.553556795073273,13.991146217836357,27.605853254964465,11.860560828138677,1.985872096300325,False,None
Fibroblast,Human M1C,Human VPL,2807,13.511115929566781,13.991146217836357,28.96876419559337,12.446120997765306,1.0855684218394386,False,None
Fibroblast,Human MD,Human MD-Re,2808,12.507864163081345,13.991146217836357,13.378029071354193,5.7477277045537285,2.1761406952475832,False,None
Fibroblast,Human MD,Human MEC,2809,13.806977260216955,13.991146217836357,13.816802500227405,5.936242035005943,2.325878422543654,False,None
Fibroblast,Human MD,Human MG,2810,10.969392402653442,13.991146217836357,16.52848781644355,7.1012887496539765,1.5447044599035558,False,None
Fibroblast,Human MD,Human MN,2811,12.19474432941003,13.991146217836357,15.10918050205696,6.491498478705657,1.8785715454471685,False,None
Fibroblast,Human MD,Human MTG,2812,9.783760073051205,13.991146217836357,24.83268937317831,10.669100502585911,0.9170182688484261,False,None
Fibroblast,Human MD,Human MoAN,2813,14.438986344590717,13.991146217836357,15.946480664519658,6.851235575638653,2.107501075562528,False,None
Fibroblast,Human MD,Human MoRF-MoEN,2814,13.886838652230622,13.991146217836357,20.533786367246638,8.822122612599788,1.574092682910277,False,None
Fibroblast,Human MD,Human MoSR,2815,11.364384470499166,13.991146217836357,20.179798661263003,8.670035564956109,1.3107656116698636,False,None
Fibroblast,Human MD,Human PAG,2816,11.173768380598297,13.991146217836357,21.402921917588866,9.19553744486468,1.2151294524757088,False,None
Fibroblast,Human MD,Human PAG-DR,2817,14.73262429189173,13.991146217836357,16.60641180027471,7.134767959358684,2.064905877221547,False,None
Fibroblast,Human MD,Human PB,2818,11.541097787114264,13.991146217836357,27.075717714188187,11.632793739381711,0.992117460833418,True,None
Fibroblast,Human MD,Human PN,2819,13.89151275890775,13.991146217836357,23.849091556015484,10.24650817648977,1.3557313886482134,False,None
Fibroblast,Human MD,Human PTR,2820,15.351738327283837,13.991146217836357,23.091829501591263,9.921158600210163,1.547373542335936,False,None
Fibroblast,Human MD,Human Pir,2821,15.500431531598831,13.991146217836357,22.935533479751655,9.854007679095583,1.573007859987936,False,None
Fibroblast,Human MD,Human PnAN,2822,10.657153688220069,13.991146217836357,30.417075284581397,13.068372431559373,0.8154920395812757,False,None
Fibroblast,Human MD,Human PnEN,2823,9.307151189091336,13.991146217836357,16.01709634182747,6.881574849284503,1.3524740183650008,False,None
Fibroblast,Human MD,Human PnRF,2824,11.614268772131734,13.991146217836357,16.468243574651297,7.0754054528138886,1.641498688603455,False,None
Fibroblast,Human MD,Human Pu,2825,12.11637651016781,13.991146217836357,15.768945005312517,6.77495927054704,1.788405808259491,False,None
Fibroblast,Human MD,Human Pul,2826,12.514805656363167,13.991146217836357,17.772853937599702,7.635917400184579,1.6389393704102475,False,None
Fibroblast,Human MD,Human RN,2827,9.002824125615284,13.991146217836357,16.460144955850385,7.071925967502388,1.273037100075135,False,None
Fibroblast,Human MD,Human SC,2828,11.209541564008113,13.991146217836357,19.197281537673938,8.247907547343745,1.3590770143414335,False,None
Fibroblast,Human MD,Human SEP,2829,10.672074744192011,13.991146217836357,17.209559820700022,7.393904082359677,1.4433612642681382,False,None
Fibroblast,Human MD,Human SI,2830,16.60241687308353,13.991146217836357,23.51402626106365,10.102550941208163,1.6433885827155303,False,None
Fibroblast,Human MD,Human SN,2831,16.93761190844503,13.991146217836357,26.91264271982259,11.562730304922438,1.464845366257001,False,None
Fibroblast,Human MD,Human SN-RN,2832,9.808776421973715,13.991146217836357,36.41549977627187,15.645531626734675,0.6269378795165218,True,Weak
Fibroblast,Human MD,Human STG,2833,12.92401852822617,13.991146217836357,28.702784047416127,12.331845459987235,1.048019825593853,True,None
Fibroblast,Human MD,Human STH,2834,9.779220535353394,13.991146217836357,28.65657162618849,12.311990785403419,0.7942842636746633,False,None
Fibroblast,Human MD,Human SpC,2835,11.073490081637305,13.991146217836357,25.09634524622548,10.7823774403096,1.0269989288484178,False,None
Fibroblast,Human MD,Human Sub,2836,10.013511440203265,13.991146217836357,34.69868741536816,14.90792148120016,0.671690648010921,False,Weak
Fibroblast,Human MD,Human TH-TL,2837,11.078396102331352,13.991146217836357,35.5503853924938,15.27384444585566,0.7253181176227912,False,Weak
Fibroblast,Human MD,Human V2,2838,10.03651774891649,13.991146217836357,26.802765629547988,11.515522783358639,0.8715642301034309,False,None
Fibroblast,Human MD,Human VA,2839,10.815465280870509,13.991146217836357,26.992280078673428,11.596945647955634,0.9326132594901927,True,None
Fibroblast,Human MD,Human VLN,2840,9.504277768223837,13.991146217836357,25.760082896646313,11.067545252513574,0.858752103684898,True,None
Fibroblast,Human MD,Human VPL,2841,11.421530082673973,13.991146217836357,26.986357119472043,11.594400911618678,0.9850901456433621,False,None
Fibroblast,Human MD-Re,Human MEC,2842,14.689561766154803,13.991146217836357,15.319210103446515,6.581735459971308,2.2318675454967067,False,None
Fibroblast,Human MD-Re,Human MG,2843,12.116980310630337,13.991146217836357,17.74655132790506,7.624616764071621,1.5891920453926853,False,None
Fibroblast,Human MD-Re,Human MN,2844,22.456908499465456,13.991146217836357,17.223796873256397,7.400020880355332,3.0347088018469384,False,None
Fibroblast,Human MD-Re,Human MTG,2845,16.915853542585044,13.991146217836357,36.42154061495077,15.648127008733642,1.081014586163817,False,None
Fibroblast,Human MD-Re,Human MoAN,2846,29.37400962942561,13.991146217836357,26.65353593056534,11.451407832597962,2.56510029673457,False,None
Fibroblast,Human MD-Re,Human MoRF-MoEN,2847,22.8171645216282,13.991146217836357,25.609541460788954,11.00286672797565,2.0737472411270574,False,None
Fibroblast,Human MD-Re,Human MoSR,2848,17.83416382717172,13.991146217836357,24.483824468978355,10.519214412166942,1.6953893255131312,False,None
Fibroblast,Human MD-Re,Human PAG,2849,13.365145628392451,13.991146217836357,28.022643310928967,12.039630236559926,1.1100960217040075,False,None
