pair,omega,kn,kf,same_tissue,same_ct
Live|Kupffer cell vs Kidn|kidney tubule cell,7.330879961811919,0.013499059550368002,0.09895998516109861,False,False
Kidn|fibroblast vs Hear|cardiac muscle,7.327028837096954,0.02319936914693438,0.16998244674204555,False,False
Live|liver sinusoid EC vs Hear|endocardial cell,7.282933070748844,0.01580867793074217,0.11513354330661955,False,False
Live|liver sinusoid EC vs Marr|Fraction A pre-p..,7.202132960034748,0.01635039535545338,0.11775772129910984,False,False
Kidn|kidney collectin.. vs Marr|neutrophil,7.189967177339393,0.031602263386483684,0.22721923647845216,False,False
Live|NK cell vs Live|liver sinusoid EC,7.1728385145261955,0.01631627446988528,0.11703400193117361,True,False
Lung|stromal cell vs Hear|endothelial cell,7.144614486719557,0.014146687717089004,0.10107263000261171,False,False
Live|Kupffer cell vs Marr|Fraction A pre-p..,7.144519445632547,0.009763646277324001,0.06975656068861916,False,False
Kidn|leukocyte vs Hear|smooth muscle cell,7.131501490190989,0.014842626578969776,0.10585021356627135,False,False
Live|hepatocyte vs Kidn|endothelial cell,7.117103338544795,0.030863989592026624,0.2196622033662245,False,False
Kidn|kidney collectin.. vs Hear|cardiac muscle,7.058894883898962,0.026318924758408153,0.18578252332684903,False,False
Hear|smooth muscle cell vs Hear|cardiac muscle,7.049519136981683,0.026679731215201487,0.18807927577109046,True,False
Lung|NK cell vs Hear|leukocyte,7.036988199427138,0.017373727609777217,0.12225871617006373,False,False
Live|liver sinusoid EC vs Lung|macrophage,7.035446148152325,0.01751943985217789,0.12325707562579127,False,False
Live|NK cell vs Live|Kupffer cell,6.999607245632334,0.011126147876474007,0.07787866529214427,True,False
Live|liver sinusoid EC vs Marr|granulocyte,6.874373419478724,0.032130432234263706,0.2208765893075848,False,False
Kidn|leukocyte vs Marr|granulocyte,6.843751278266744,0.025627923746785245,0.17539113590138417,False,False
Live|Kupffer cell vs Sple|B cell,6.798596222996754,0.010595970320864987,0.07203772380241841,False,False
Kidn|fenestrated cell vs Lung|macrophage,6.760676726794674,0.015426903324592305,0.10429630627308259,False,False
Live|liver sinusoid EC vs Hear|cardiac muscle,6.7225655216617595,0.03587650996438417,0.24118218892412358,False,False
Lung|stromal cell vs Hear|leukocyte,6.713877035130529,0.012936877831927669,0.0868566069820684,False,False
Hear|endothelial cell vs Marr|NK cell,6.701614597863526,0.01303148207745562,0.08733197052207349,False,False
Kidn|leukocyte vs Hear|fibroblast,6.690101115016507,0.015213227190230758,0.10177802818836224,False,False
Hear|leukocyte vs Marr|granulocyte,6.6812247202331685,0.023883992735887427,0.1595743226848805,False,False
Hear|endocardial cell vs Marr|neutrophil,6.656615592307313,0.03275962553812549,0.21806823415523496,False,False
Marr|monocyte vs Marr|neutrophil,6.646586193164635,0.026620842845413176,0.17693772650672876,True,False
Kidn|fenestrated cell vs Hear|cardiac muscle,6.641134811682037,0.03334202195262198,0.22142886268142453,False,False
Live|NK cell vs Hear|endothelial cell,6.613928769339035,0.012981678948266264,0.08585989987026114,False,False
Hear|endothelial cell vs Hear|cardiac muscle,6.607264695060378,0.030153933521794712,0.19923502037575186,True,False
Lung|NK cell vs Hear|endothelial cell,6.593524465514447,0.02142578810017569,0.1412714580314367,False,False
Hear|endothelial cell vs Marr|granulocyte,6.542959450871314,0.02898711684373452,0.18966153010622383,False,False
Hear|fibroblast vs Hear|cardiac muscle,6.514182839368468,0.028989684454029357,0.1888441049891449,True,False
Lung|monocyte vs Lung|NK cell,6.507589736309701,0.01680930328456049,0.10938804952912279,True,False
Lung|endothelial cell vs Marr|neutrophil,6.4999493901878544,0.034061617511884634,0.22139878997518647,False,False
Kidn|fenestrated cell vs Marr|granulocyte,6.473501339815569,0.031293400338380545,0.20257786901789143,False,False
Hear|leukocyte vs Marr|NK cell,6.442365271521965,0.010164956914830301,0.06548636541461979,False,False
Lung|endothelial cell vs Lung|NK cell,6.431041649927676,0.019927360963040368,0.1281536883264555,True,False
Live|liver sinusoid EC vs Sple|B cell,6.367952401636507,0.018838998020253232,0.11996584268749697,False,False
Sple|B cell vs Marr|granulocyte,6.312636318230023,0.024246818650182737,0.15306134801268062,False,False
Kidn|endothelial cell vs Marr|neutrophil,6.307353500918251,0.03313244591253007,0.20897804872038112,False,False
Live|Kupffer cell vs Kidn|leukocyte,6.286686439783216,0.009073199437469539,0.05704035986898845,False,False
Sple|myeloid cell vs Marr|granulocyte,6.282361404831303,0.02178740081933072,0.13687632601895322,False,False
Live|NK cell vs Hear|leukocyte,6.259706103551435,0.010028031496252057,0.06277252996369503,False,False
Live|Kupffer cell vs Marr|NK cell,6.255679068613636,0.013362084364360207,0.0835889114711777,False,False
