pair_type,cancer,sample_a,sample_b,omega,kn,kf
TT,TCGA-LIHC,TCGA-DD-A3A7-01,TCGA-DD-AADJ-01,34.45230577142412,0.0160706085589137,0.5536695200045604
TT,TCGA-LIHC,TCGA-DD-AAVZ-01,TCGA-G3-A5SK-01,60.13717618352158,0.008449950961793561,0.508156189731497
TT,TCGA-LIHC,TCGA-DD-AADY-01,TCGA-DD-AAVR-01,66.50742263000642,0.008339280872197697,0.5546240773975808
TT,TCGA-LIHC,TCGA-BC-A110-01,TCGA-DD-A4NP-01,93.59302224960562,0.004226314765020483,0.39555357183639883
TT,TCGA-LIHC,TCGA-HP-A5MZ-01,TCGA-HU-A4GP-01,38.233873345915406,0.010847454698527603,0.4147402090690594
TT,TCGA-LIHC,TCGA-BC-A10U-01,TCGA-RG-A7D4-01,97.24864458996109,0.0064608136908281995,0.6283053743813063
TT,TCGA-LIHC,TCGA-CC-A3MC-01,TCGA-HU-8244-01,36.691377869375444,0.008620595970202424,0.31630154420191237
TT,TCGA-LIHC,TCGA-DD-A39Z-01,TCGA-G3-A5SM-01,32.81957309634931,0.011152655057908098,0.3660253778913847
TT,TCGA-LIHC,TCGA-DD-A73F-01,TCGA-DD-AACY-01,93.2765833345,0.004694945081352982,0.4379284361317224
TT,TCGA-LIHC,TCGA-DD-AACQ-01,TCGA-UB-AA0U-01,44.91946650882455,0.005812656565354503,0.2611014319147407
TT,TCGA-LIHC,TCGA-DD-AAD5-01,TCGA-HU-A4GJ-01,56.31670538372381,0.012661312969719318,0.713043432286804
TT,TCGA-LIHC,TCGA-DD-A73G-01,TCGA-FY-A4B3-01,17.73952363031567,0.04214442879423566,0.7476220904814996
TT,TCGA-LIHC,TCGA-DD-A39W-01,TCGA-HU-A4H0-01,70.36702798437518,0.009994156695118366,0.7032591038456246
TT,TCGA-LIHC,TCGA-CC-A9FS-01,TCGA-HP-A5N0-01,90.12430713745525,0.005497820018836363,0.4954872199640583
TT,TCGA-LIHC,TCGA-DD-A39V-01,TCGA-GJ-A9DB-01,11.400460012636055,0.019520722528055905,0.22254521659886514
TT,TCGA-LIHC,TCGA-DD-A3A8-01,TCGA-FY-A3I5-01,46.471691725852416,0.012332705572564334,0.5731216915139119
TT,TCGA-LIHC,TCGA-DD-AAD8-01,TCGA-G3-A7M7-01,66.59210593605418,0.008078167337603342,0.5379421751148545
TT,TCGA-LIHC,TCGA-DD-A4NI-01,TCGA-FY-A3W9-01,49.57884819482351,0.008128230466306483,0.40298830438154865
TT,TCGA-LIHC,TCGA-G3-A3CG-01,TCGA-HU-A4HD-01,61.73995070344879,0.010403049638693998,0.6422837718584982
TT,TCGA-LIHC,TCGA-DD-A11B-01,TCGA-RG-A7D4-01,82.64311338499064,0.007736776189119271,0.6393912718316798
TT,TCGA-LIHC,TCGA-F5-6811-01,TCGA-F5-6861-01,127.16183648471747,0.0027449147910675945,0.3490484058262199
TT,TCGA-LIHC,TCGA-EP-A12J-01,TCGA-G3-A7M5-01,53.8667734689732,0.011273126150253174,0.6072469326228457
TT,TCGA-LIHC,TCGA-DD-A115-01,TCGA-ED-A8O5-01,72.99325005019465,0.007487378309026163,0.5465280771311503
TT,TCGA-LIHC,TCGA-BC-A110-01,TCGA-DD-AAE1-01,49.475624880462235,0.007808291121721888,0.38632008249575583
TT,TCGA-LIHC,TCGA-G3-AAV4-01,TCGA-RC-A6M4-01,118.5435482295116,0.004549362593628495,0.5392975840313354
TT,TCGA-LIHC,TCGA-CC-A7IF-01,TCGA-DD-AADQ-01,73.94537903815322,0.007831181439333245,0.5790796798480471
TT,TCGA-LIHC,TCGA-CC-A8HT-01,TCGA-G3-A25S-01,51.16577613194573,0.009000819603695464,0.4605339208467105
TT,TCGA-LIHC,TCGA-DD-AADN-01,TCGA-RG-A7D4-01,17.703217650054242,0.023171213504736922,0.4102050358902339
TT,TCGA-LIHC,TCGA-CC-A3MC-01,TCGA-DD-AADC-01,82.51397699865645,0.006104332343135359,0.5036927385536256
TT,TCGA-LIHC,TCGA-DD-A114-01,TCGA-ZP-A9D4-01,75.35864145249272,0.005957600806169232,0.4489567030691887
TT,TCGA-LIHC,TCGA-DD-AACE-01,TCGA-HU-A4H5-01,56.24829864783959,0.012575067561265984,0.707326155702849
TT,TCGA-LIHC,TCGA-FY-A3NN-01,TCGA-KR-A7K7-01,24.95262813225074,0.022302287254674966,0.5565006803645397
TT,TCGA-LIHC,TCGA-ES-A2HT-01,TCGA-RC-A7SB-01,37.70925907723009,0.013783646527323959,0.519771097927822
TT,TCGA-LIHC,TCGA-ED-A7PZ-01,TCGA-HU-8244-01,40.042798629452626,0.015133062076811615,0.6059701573887737
TT,TCGA-LIHC,TCGA-CC-A8HT-01,TCGA-DD-A4NJ-01,75.40371781936882,0.00673107431314275,0.5075480281294177
TT,TCGA-LIHC,TCGA-DD-A1ED-01,TCGA-EP-A12J-01,115.59838916731263,0.004453626567031308,0.5148320571015677
TT,TCGA-LIHC,TCGA-ED-A82E-01,TCGA-FY-A3W9-01,131.84327330777222,0.004706576598525098,0.6205304648233094
TT,TCGA-LIHC,TCGA-BC-4073-01,TCGA-DD-A11A-01,103.4482906253849,0.00588667795046104,0.6089667714373388
TT,TCGA-LIHC,TCGA-FY-A3NP-01,TCGA-HU-A4H6-01,74.03086673129653,0.008593298334590535,0.6361693237903443
TT,TCGA-LIHC,TCGA-G3-A6UC-01,TCGA-HU-A4G9-01,54.74710267182485,0.010560312652565356,0.5781465210365666
TT,TCGA-LIHC,TCGA-CC-A9FS-01,TCGA-G3-A6UC-01,98.44826481023041,0.005872995629998398,0.5781862290114083
TT,TCGA-LIHC,TCGA-FY-A3TY-01,TCGA-RC-A6M6-01,76.92448680313156,0.008560682856799475,0.6585261354436658
TT,TCGA-LIHC,TCGA-FV-A2QR-01,TCGA-HP-A5MZ-01,101.81776047410168,0.0042697220662141246,0.43473353862877623
TT,TCGA-LIHC,TCGA-F5-6812-01,TCGA-HU-A4H2-01,104.13199797152882,0.004649408853689521,0.4841522333212053
TT,TCGA-LIHC,TCGA-CC-A7IJ-01,TCGA-FY-A3YR-01,111.81132528774639,0.005511363155310349,0.6162328185373057
TT,TCGA-LIHC,TCGA-CC-5261-01,TCGA-DD-AADV-01,105.23327409096737,0.005054716167499191,0.5319243319064865
TT,TCGA-LIHC,TCGA-DD-A1EG-01,TCGA-RC-A6M6-01,111.52325786215624,0.0047780071038665065,0.5328589183117187
TT,TCGA-LIHC,TCGA-ED-A7PX-01,TCGA-G3-A3CJ-01,39.18292151134909,0.017534255882227803,0.6870433719932432
TT,TCGA-LIHC,TCGA-BC-A10Q-01,TCGA-CC-A7II-01,43.809860481519145,0.012601012747906044,0.552048610411608
TT,TCGA-LIHC,TCGA-CC-A7IF-01,TCGA-HU-8610-01,41.643635625567114,0.01628167784861559,0.6780282597006151
TT,TCGA-LIHC,TCGA-DD-A39W-01,TCGA-FV-A2QQ-01,64.40964212304256,0.007100863764851167,0.45736409385854426
TT,TCGA-LIHC,TCGA-DD-AACT-01,TCGA-ED-A7PX-01,84.28814522466307,0.007216825564279036,0.6082928412230124
TT,TCGA-LIHC,TCGA-BC-A217-01,TCGA-CC-A8HS-01,65.79435739347808,0.008846512617310206,0.5820506128292209
TT,TCGA-LIHC,TCGA-CC-A7IJ-01,TCGA-G3-A5SK-01,45.85202036519826,0.014303077520597065,0.655825001759426
TT,TCGA-LIHC,TCGA-DD-A39Z-01,TCGA-HU-8604-01,30.99572548212189,0.024066515109001502,0.7459590956299493
TT,TCGA-LIHC,TCGA-FV-A495-01,TCGA-ZS-A9CD-01,45.779676018657426,0.010077831258473863,0.4613598499836321
TT,TCGA-LIHC,TCGA-DD-AACW-01,TCGA-RC-A7S9-01,85.30760597750539,0.0063424619372687095,0.5410602438718446
TT,TCGA-LIHC,TCGA-BC-A10R-01,TCGA-EP-A3RK-01,78.96369362044418,0.005777480497552438,0.4562111999068221
TT,TCGA-LIHC,TCGA-FY-A4B4-01,TCGA-HU-A4H5-01,97.41093036901678,0.006267994784186546,0.610571203475756
TT,TCGA-LIHC,TCGA-BC-A69I-01,TCGA-ES-A2HT-01,51.16945281004271,0.009682127026496404,0.4954291419831469
TT,TCGA-LIHC,TCGA-DD-A39Z-01,TCGA-LG-A6GG-01,35.23703571057276,0.014870655961700913,0.5239978351620969
TT,TCGA-LIHC,TCGA-DD-AACI-01,TCGA-EP-A2KB-01,43.0894747348571,0.013897494666469636,0.5988357453086547
TT,TCGA-LIHC,TCGA-CC-A3M9-01,TCGA-DD-AAC8-01,85.26477884735903,0.0067489386975093935,0.5754467654975217
TT,TCGA-LIHC,TCGA-CC-A5UD-01,TCGA-RC-A6M3-01,73.5139742510887,0.00842248517597824,0.6191703583570405
TT,TCGA-LIHC,TCGA-CC-A7IG-01,TCGA-DD-AAE7-01,65.41385443758728,0.009253377385824678,0.6052990813723973
TT,TCGA-LIHC,TCGA-FY-A3ON-01,TCGA-G3-AAV0-01,28.123556185495552,0.02313976141954233,0.650772380401461
TT,TCGA-LIHC,TCGA-DD-A3A1-01,TCGA-XR-A8TF-01,61.70557736268449,0.01006986039001139,0.62136654932728
TT,TCGA-LIHC,TCGA-DD-AAEH-01,TCGA-XR-A8TD-01,77.3015447587951,0.005942467402561419,0.45936190989678244
TT,TCGA-LIHC,TCGA-BC-A3KG-01,TCGA-DD-AADL-01,89.43018191202678,0.006030168150310641,0.5392790346423907
TT,TCGA-LIHC,TCGA-ED-A82E-01,TCGA-G3-A7M5-01,53.40296033030226,0.012555962002575609,0.6705255407323277
TT,TCGA-LIHC,TCGA-DD-A3A4-01,TCGA-F5-6702-01,71.65692752294211,0.010472323417740194,0.7504145201418184
TT,TCGA-LIHC,TCGA-F5-6465-01,TCGA-G3-A3CJ-01,29.14097957756718,0.02596000486268201,0.7564999715369611
TT,TCGA-LIHC,TCGA-DD-A73C-01,TCGA-K7-AAU7-01,40.133601294445405,0.005976818264991543,0.23987124125652953
TT,TCGA-LIHC,TCGA-DD-AAE2-01,TCGA-ED-A7XP-01,104.36009004506815,0.005028015090884102,0.5247241076326263
TT,TCGA-LIHC,TCGA-DD-A4NJ-01,TCGA-ED-A7XP-01,112.23844888584216,0.004463444228463416,0.5009700568911983
TT,TCGA-LIHC,TCGA-DD-AACP-01,TCGA-DD-AACS-01,78.3794280069158,0.007434335123745419,0.5826989346108895
TT,TCGA-LIHC,TCGA-CC-A1HT-01,TCGA-LG-A6GG-01,101.69674323784317,0.00686711711079729,0.6983634456009513
TT,TCGA-LIHC,TCGA-DD-A3A4-01,TCGA-DD-AADU-01,50.725949118120084,0.012302174765019835,0.624039491172617
TT,TCGA-LIHC,TCGA-DD-A114-01,TCGA-ZP-A9CY-01,82.1538754728579,0.005767016183213117,0.47378272936564675
TT,TCGA-LIHC,TCGA-G3-AAV1-01,TCGA-RC-A7SF-01,55.07614256181927,0.009862888356860602,0.5432098452137619
TT,TCGA-LIHC,TCGA-DD-A11B-01,TCGA-G3-A7M8-01,80.22417354177884,0.00592525975498679,0.47534906686417816
TT,TCGA-LIHC,TCGA-DD-A3A7-01,TCGA-G3-A25U-01,19.721970202180763,0.030227385181640462,0.5961435898421535
TT,TCGA-LIHC,TCGA-CC-A5UC-01,TCGA-DD-AACW-01,104.49367875929927,0.004543698541794266,0.4747877758053466
TT,TCGA-LIHC,TCGA-BC-A10R-01,TCGA-HU-8243-01,46.6739282580393,0.01157873291219773,0.5404249492629153
TT,TCGA-LIHC,TCGA-CC-A9FU-01,TCGA-EP-A2KC-01,106.40429256179885,0.005141648706539197,0.5470934932205914
TT,TCGA-LIHC,TCGA-DD-A4NL-01,TCGA-HU-A4GT-01,54.484848800797764,0.009341306171226749,0.5089596543412485
TT,TCGA-LIHC,TCGA-FV-A23B-01,TCGA-FY-A3RA-01,87.24974619492278,0.00649930293662033,0.5670625316640401
TT,TCGA-LIHC,TCGA-DD-AAVR-01,TCGA-K7-AAU7-01,32.939037375098444,0.007834642300897147,0.2580655755697784
TT,TCGA-LIHC,TCGA-DD-A1EG-01,TCGA-HU-A4G2-01,56.10134980297255,0.008717990635773354,0.48909104223655997
TT,TCGA-LIHC,TCGA-DD-AAVS-01,TCGA-HU-A4HB-01,81.15097135781424,0.006850703336304426,0.5559412302253229
TT,TCGA-LIHC,TCGA-DD-A4NJ-01,TCGA-FY-A3YR-01,50.24156540005728,0.0058093356325746685,0.29187011611488334
TT,TCGA-LIHC,TCGA-DD-A11A-01,TCGA-DD-AAD3-01,108.49210341736551,0.004003292244385739,0.43432559618783495
TT,TCGA-LIHC,TCGA-FY-A3R8-01,TCGA-UB-AA0U-01,26.146545723202365,0.005145544995479068,0.13453822749508856
TT,TCGA-LIHC,TCGA-DD-A115-01,TCGA-ZP-A9D2-01,66.35643295615311,0.006845233728938548,0.45422529300350867
TT,TCGA-LIHC,TCGA-DD-AAD1-01,TCGA-ED-A5KG-01,195.63673268893598,0.002230364628851482,0.4363412486934753
TT,TCGA-LIHC,TCGA-DD-A1EI-01,TCGA-DD-AAVP-01,46.28346480358995,0.00854572317191261,0.3955256776484404
TT,TCGA-LIHC,TCGA-DD-AAD3-01,TCGA-DD-AAD5-01,68.90401255704779,0.008214519434961147,0.566013350296676
TT,TCGA-LIHC,TCGA-FY-A40M-01,TCGA-UB-A7MA-01,67.90024537780499,0.00620119229333557,0.4210624783524385
TT,TCGA-LIHC,TCGA-DD-A73E-01,TCGA-RC-A6M5-01,112.85288506123878,0.0054660236965758825,0.6168565439716855
TT,TCGA-LIHC,TCGA-DD-A116-01,TCGA-HU-8238-01,30.881588395216284,0.01894353321224154,0.5850063954115525
TT,TCGA-LIHC,TCGA-DD-A4NQ-01,TCGA-WQ-AB4B-01,38.75081973528355,0.012730256661047181,0.493307881056132
TT,TCGA-LIHC,TCGA-DD-A11C-01,TCGA-DD-AADP-01,116.13585135234192,0.004062773104014296,0.471833613286097
TT,TCGA-LIHC,TCGA-CC-5263-01,TCGA-HU-A4GC-01,78.96445057128771,0.006684520780647319,0.5278395107761708
TT,TCGA-LIHC,TCGA-DD-A119-01,TCGA-K7-A5RF-01,32.033648249836055,0.010274733397043337,0.3291371955017294
TT,TCGA-LIHC,TCGA-BC-A3KF-01,TCGA-HU-A4G8-01,53.405242443599626,0.011767121512267676,0.628425977225952
TT,TCGA-LIHC,TCGA-DD-AAW3-01,TCGA-HU-A4H8-01,60.79161248257261,0.010288395080262625,0.6254481267869321
TT,TCGA-LIHC,TCGA-G3-AAV1-01,TCGA-YA-A8S7-01,79.5460344576547,0.006702913953393645,0.5331902243033454
TT,TCGA-LIHC,TCGA-DD-A1EF-01,TCGA-HU-8610-01,82.32434337065288,0.007325004158947885,0.6030261575726861
TT,TCGA-LIHC,TCGA-DD-A73G-01,TCGA-ZS-A9CG-01,16.57599750956033,0.026585895935736202,0.4406877448201934
TT,TCGA-LIHC,TCGA-BC-A69I-01,TCGA-DD-A39Z-01,59.34564918412858,0.0072544101808255275,0.4305176816290425
TT,TCGA-LIHC,TCGA-DD-AAD0-01,TCGA-DD-AAEG-01,61.96030474119308,0.006384401187405685,0.3955794431616912
TT,TCGA-LIHC,TCGA-ED-A4XI-01,TCGA-G3-A25U-01,68.80593659336958,0.004891088995115185,0.3365359592704231
TT,TCGA-LIHC,TCGA-HU-A4GY-01,TCGA-XR-A8TE-01,78.84814021847053,0.00845107027393141,0.666351173955092
TT,TCGA-LIHC,TCGA-FY-A3WA-01,TCGA-KR-A7K8-01,29.612109355748697,0.018579681294456495,0.5501835542864042
TT,TCGA-LIHC,TCGA-DD-AAE1-01,TCGA-RC-A7SH-01,77.6687583612423,0.007515496818205318,0.5837193063378742
TT,TCGA-LIHC,TCGA-DD-AADQ-01,TCGA-G3-AAV4-01,72.4323037762951,0.00879004388100872,0.6366831285961876
TT,TCGA-LIHC,TCGA-CC-A5UE-01,TCGA-DD-AAD1-01,70.01850334653906,0.005804689975407895,0.40643570446871946
TT,TCGA-LIHC,TCGA-ED-A7XO-01,TCGA-HU-A4GQ-01,26.516828276096803,0.012180626859851718,0.32299159073790024
TT,TCGA-LIHC,TCGA-G3-A3CI-01,TCGA-HU-A4HB-01,57.26621710445124,0.011318044840872454,0.6481416130553163
TT,TCGA-LIHC,TCGA-BC-4073-01,TCGA-DD-AADC-01,69.84233350737392,0.007984708452123838,0.5576706706723805
TT,TCGA-LIHC,TCGA-DD-A4NB-01,TCGA-ED-A8O6-01,98.30358853111288,0.0057678312004123145,0.566998505042247
TT,TCGA-LIHC,TCGA-CC-A7IK-01,TCGA-HU-A4GY-01,85.08274948485364,0.008384284551166849,0.7133579820766575
TT,TCGA-LIHC,TCGA-EP-A12J-01,TCGA-ZS-A9CE-01,89.62605217587202,0.00639978765069917,0.5735877018960652
TT,TCGA-LIHC,TCGA-CC-5263-01,TCGA-DD-A4NG-01,65.1373453466733,0.008452585497218433,0.5505789806045993
TT,TCGA-LIHC,TCGA-CC-A3MA-01,TCGA-UB-A7MF-01,85.98382218326353,0.007090126675623447,0.6096361913336199
TT,TCGA-LIHC,TCGA-CC-A1HT-01,TCGA-ES-A2HS-01,23.75037405146064,0.02898402020648993,0.6883813214192293
TT,TCGA-LIHC,TCGA-FY-A3BL-01,TCGA-KR-A7K8-01,36.17786996170416,0.011256748717629654,0.4072451912979857
TT,TCGA-LIHC,TCGA-CC-A5UD-01,TCGA-G3-A7M5-01,67.01679090665235,0.010262838157959855,0.6877824789408087
TT,TCGA-LIHC,TCGA-DD-A39X-01,TCGA-DD-AAD6-01,36.869785991293085,0.013241747024623747,0.4882203789487195
TT,TCGA-LIHC,TCGA-DD-AAEG-01,TCGA-FY-A3I4-01,48.41408099158763,0.010118741190822463,0.4898895555453926
TT,TCGA-LIHC,TCGA-F5-6813-01,TCGA-XR-A8TC-01,94.07098364502255,0.007078668153979348,0.6658972761415333
TT,TCGA-LIHC,TCGA-CC-A7IJ-01,TCGA-UB-A7MA-01,69.85559258119203,0.006553187566149346,0.4577768007290621
TT,TCGA-LIHC,TCGA-DD-A1EI-01,TCGA-HU-A4H5-01,45.903513926674044,0.008379441898365272,0.3846458278793663
TT,TCGA-LIHC,TCGA-BC-A10R-01,TCGA-DD-A3A9-01,46.99244165778428,0.00983758303746914,0.4622920469418768
TT,TCGA-LIHC,TCGA-DD-AAD1-01,TCGA-XR-A8TD-01,93.41821284299533,0.005097332936428178,0.47618373318685786
TT,TCGA-LIHC,TCGA-CC-5263-01,TCGA-DD-AADC-01,67.81835755790893,0.00803297037336298,0.5447828570328197
TT,TCGA-LIHC,TCGA-CC-A5UE-01,TCGA-DD-A1EH-01,77.56468078648273,0.007655092513593732,0.5937648072078915
TT,TCGA-LIHC,TCGA-DD-AAW1-01,TCGA-FY-A3R8-01,78.4411678937971,0.007932128616280489,0.6222054325448503
TT,TCGA-LIHC,TCGA-ED-A459-01,TCGA-EP-A2KA-01,73.92904280371604,0.008105398257084194,0.5992243346891428
TT,TCGA-LIHC,TCGA-F5-6864-01,TCGA-KR-A7K0-01,83.26993339612996,0.00706576165592503,0.5883655024818062
TT,TCGA-LIHC,TCGA-DD-AADG-01,TCGA-G3-AAV4-01,181.34228457704495,0.0029833308805548176,0.5410040375290578
TT,TCGA-LIHC,TCGA-DD-A39V-01,TCGA-DD-AAVP-01,47.19546230037695,0.009388487159959324,0.4430939918154334
TT,TCGA-LIHC,TCGA-BC-A10X-01,TCGA-DD-AAE2-01,134.72615331343863,0.00324942055184607,0.43778193144785194
TT,TCGA-LIHC,TCGA-F5-6814-01,TCGA-FY-A76V-01,118.07005421978997,0.005341159827188939,0.630631030392762
TT,TCGA-LIHC,TCGA-CC-A5UE-01,TCGA-KR-A7K0-01,114.93466962587308,0.004969985098494451,0.571223595340972
TT,TCGA-LIHC,TCGA-DD-AACZ-01,TCGA-FY-A3NP-01,85.18013119695843,0.007794944349401481,0.6639743823550078
TT,TCGA-LIHC,TCGA-BC-4073-01,TCGA-CC-A5UD-01,70.39449825952201,0.008456864783292151,0.5953167532684723
TT,TCGA-LIHC,TCGA-DD-AAC8-01,TCGA-G3-AAUZ-01,45.45243159104436,0.01333345656667858,0.6060380224691193
TT,TCGA-LIHC,TCGA-BC-A10R-01,TCGA-FY-A40M-01,40.24076807792223,0.009806496910550872,0.39462096783433853
TT,TCGA-LIHC,TCGA-DD-AADQ-01,TCGA-G3-AAV6-01,66.4819626690333,0.009273740378643881,0.6165364616553092
TT,TCGA-LIHC,TCGA-DD-AADJ-01,TCGA-PD-A5DF-01,51.71331342258541,0.009285117637428189,0.48016419854989967
TT,TCGA-LIHC,TCGA-DD-A115-01,TCGA-G3-A25T-01,75.13953435776767,0.00796625713384961,0.5985808516117046
TT,TCGA-LIHC,TCGA-DD-AACG-01,TCGA-RC-A7SB-01,40.64971147047638,0.012658849721741791,0.5145785887369241
TT,TCGA-LIHC,TCGA-G3-A7M9-01,TCGA-YA-A8S7-01,99.83511738436853,0.004460898989078062,0.44535437421441926
TT,TCGA-LIHC,TCGA-BC-A3KF-01,TCGA-DD-AADQ-01,54.80944751380967,0.008086959327320363,0.443241772797079
TT,TCGA-LIHC,TCGA-FY-A3YR-01,TCGA-UB-AA0U-01,18.365803377415144,0.0053985098530584695,0.09914797049231017
TT,TCGA-LIHC,TCGA-HU-A4G3-01,TCGA-HU-A4G6-01,98.15505677953364,0.0044888330938432225,0.44060166720003113
TT,TCGA-LIHC,TCGA-G3-AAV1-01,TCGA-ZP-A9CY-01,116.5898825413967,0.0035878831164550306,0.41831087111975235
TT,TCGA-LIHC,TCGA-BC-A10X-01,TCGA-EP-A2KB-01,54.060708295534184,0.007561893183957099,0.4088013015798929
TT,TCGA-LIHC,TCGA-DD-A1EI-01,TCGA-DD-AAEK-01,117.22065264849502,0.0037120412834501094,0.43512790190417894
TT,TCGA-LIHC,TCGA-FY-A3WA-01,TCGA-ZP-A9D1-01,38.03336980116255,0.010207229576174757,0.3882153371160182
TT,TCGA-LIHC,TCGA-CC-5261-01,TCGA-DD-AAEG-01,47.938109449030705,0.009022301947067522,0.43251209822072567
TT,TCGA-LIHC,TCGA-DD-AADP-01,TCGA-RC-A6M3-01,65.4490065732995,0.008603345559110834,0.563080420050612
TT,TCGA-LIHC,TCGA-BC-A10T-01,TCGA-QN-A5NN-01,28.83193489323157,0.008270056019864202,0.23844171672810247
TT,TCGA-LIHC,TCGA-DD-A4NV-01,TCGA-DD-AADR-01,42.49634119875742,0.009002611673606137,0.382578057361483
TT,TCGA-LIHC,TCGA-DD-AACG-01,TCGA-ZS-A9CG-01,39.181395871639104,0.01420432037511257,0.5565450997048749
TT,TCGA-LIHC,TCGA-F5-6864-01,TCGA-FV-A4ZP-01,13.107989328056249,0.0538866905583683,0.7063461647633611
TT,TCGA-LIHC,TCGA-DD-AA3A-01,TCGA-FY-A76V-01,87.15653607748425,0.007387029744525247,0.6438279244341639
TT,TCGA-LIHC,TCGA-BC-A69I-01,TCGA-ED-A7XO-01,79.69788629857581,0.0042629098680385434,0.33974490596401263
TT,TCGA-LIHC,TCGA-CC-A1HT-01,TCGA-DD-A1EH-01,114.65226123201651,0.005261999381817657,0.6033001277268675
TT,TCGA-LIHC,TCGA-BC-A110-01,TCGA-RC-A6M6-01,78.17639995736018,0.00767028823691283,0.5996355209971325
TT,TCGA-LIHC,TCGA-DD-A1EJ-01,TCGA-G3-A5SJ-01,120.56698319625164,0.004771805268302702,0.5753221655992369
TT,TCGA-LIHC,TCGA-DD-A1EE-01,TCGA-DD-AACT-01,76.28436214792545,0.007100060178004887,0.5416235618909888
TT,TCGA-LIHC,TCGA-DD-A3A1-01,TCGA-ED-A7XP-01,49.336073952426574,0.01040801529963926,0.5134906125209897
TT,TCGA-LIHC,TCGA-DD-A11D-01,TCGA-DD-AADV-01,119.34910442657826,0.003389020892028632,0.4044766083465806
TT,TCGA-LIHC,TCGA-DD-AACC-01,TCGA-ES-A2HT-01,33.20354465712179,0.010661065852765411,0.3539851761348125
TT,TCGA-LIHC,TCGA-DD-A73C-01,TCGA-DD-AAD2-01,79.79349131607145,0.005215012696022354,0.4161240702732621
TT,TCGA-LIHC,TCGA-DD-AADQ-01,TCGA-HU-A4GX-01,50.05465201262612,0.014005247267347112,0.7010277783178426
TT,TCGA-LIHC,TCGA-DD-AACE-01,TCGA-DD-AACW-01,65.35529553467298,0.008004525090029743,0.5231381028735986
TT,TCGA-LIHC,TCGA-DD-AACK-01,TCGA-DD-AAW1-01,84.30328282402435,0.0043373762772956894,0.36565505901907236
TT,TCGA-LIHC,TCGA-FY-A4B3-01,TCGA-K7-AAU7-01,50.707962196264354,0.0038234552252911736,0.19387962302317424
TT,TCGA-LIHC,TCGA-DD-AAEB-01,TCGA-EP-A2KC-01,13.431187728435798,0.016067667752871634,0.2158078619469531
TT,TCGA-LIHC,TCGA-BC-A8YO-01,TCGA-HU-A4H4-01,96.14229483481365,0.005351400578477987,0.5144959321952229
TT,TCGA-LIHC,TCGA-CC-A5UD-01,TCGA-DD-AAW2-01,83.71999267896761,0.007563643965847137,0.6332282174470398
TT,TCGA-LIHC,TCGA-DD-AAEB-01,TCGA-F5-6863-01,27.23615781108542,0.025976368126532035,0.7074964616530758
TT,TCGA-LIHC,TCGA-DD-A118-01,TCGA-ZP-A9CY-01,99.3207437261696,0.004744864420819901,0.4712634631556735
TT,TCGA-LIHC,TCGA-BC-A5W4-01,TCGA-DD-AADR-01,73.05186553025183,0.007424521928126538,0.5423751775199059
TT,TCGA-LIHC,TCGA-RC-A7S9-01,TCGA-RC-A7SH-01,66.99873377051634,0.0087435034257934,0.5858036582463296
TT,TCGA-LIHC,TCGA-DD-A113-01,TCGA-RC-A7SF-01,57.38400483457741,0.010109497102348094,0.5801234305962893
TT,TCGA-LIHC,TCGA-G3-A25Z-01,TCGA-G3-A7M7-01,105.74982641308742,0.004226510296031491,0.44695273013845693
TT,TCGA-LIHC,TCGA-CC-5261-01,TCGA-G3-A7M9-01,97.56919319766207,0.004876661476365427,0.4758119257470943
TT,TCGA-LIHC,TCGA-DD-AACI-01,TCGA-G3-AAV3-01,50.529607421149215,0.011637096430219204,0.5880179141410333
TT,TCGA-LIHC,TCGA-DD-AAC9-01,TCGA-EP-A26S-01,79.80627848646746,0.007267827838743102,0.5800182924904329
TT,TCGA-LIHC,TCGA-DD-AACS-01,TCGA-K7-A5RF-01,89.44986687555006,0.006030991618511797,0.5394713974034384
TT,TCGA-LIHC,TCGA-DD-AADK-01,TCGA-FY-A3ON-01,32.18041511039416,0.013991722773399877,0.4502594469575634
TT,TCGA-LIHC,TCGA-CC-A7IH-01,TCGA-DD-AACF-01,90.25080276084734,0.006483730624628083,0.5851618937577746
TT,TCGA-LIHC,TCGA-DD-A39V-01,TCGA-HU-A4H8-01,21.26766708404922,0.03316070382222483,0.7052508091638361
TT,TCGA-LIHC,TCGA-BC-A10S-01,TCGA-FY-A4B0-01,44.695058367032466,0.009729301682554994,0.43485170657226263
TT,TCGA-LIHC,TCGA-HU-8610-01,TCGA-RC-A6M3-01,47.924104467812754,0.014185542763038,0.6798294333084582
TT,TCGA-LIHC,TCGA-DD-AAVU-01,TCGA-UB-AA0V-01,21.334484971004734,0.015371866102455035,0.3279508463391241
TT,TCGA-LIHC,TCGA-CC-A7IJ-01,TCGA-KR-A7K8-01,39.23950566767414,0.009248385756185312,0.36290208529667034
TT,TCGA-LIHC,TCGA-G3-A5SK-01,TCGA-K7-A5RF-01,45.77297037594748,0.0055846618315524635,0.2556265605753355
TT,TCGA-LIHC,TCGA-DD-AADK-01,TCGA-G3-AAUZ-01,60.77066464964858,0.008196870397238733,0.4981292620872268
TT,TCGA-LIHC,TCGA-FV-A2QR-01,TCGA-UB-A7MA-01,74.40924979601179,0.00842183651773322,0.6266625371891852
