pair_type,cancer,sample_a,sample_b,omega,kn,kf
TN,TCGA-LUAD,TCGA-05-4424-01,TCGA-44-6145-11,112.75022581268101,0.0038016050317860053,0.42863182578449643
TN,TCGA-LUAD,TCGA-64-1677-01,TCGA-91-6829-11,56.3423794080988,0.008515483519691983,0.47978260330989825
TN,TCGA-LUAD,TCGA-73-A9RS-01,TCGA-KN-8433-11,130.40184710463836,0.005156269872576172,0.672387115553931
TN,TCGA-LUAD,TCGA-KN-8423-01,TCGA-55-6983-11,83.30530254112765,0.0055604740931126054,0.463216976598848
TN,TCGA-LUAD,TCGA-MP-A4TC-01,TCGA-55-6985-11,178.8037919384992,0.003193828209444763,0.5710685946488708
TN,TCGA-LUAD,TCGA-86-A4P8-01,TCGA-49-6761-11,157.61816768810593,0.0018822396997755508,0.2966751726284329
TN,TCGA-LUAD,TCGA-75-5122-01,TCGA-38-4632-11,184.8184066688281,0.0029888033162916187,0.5523858667635264
TN,TCGA-LUAD,TCGA-44-3398-01,TCGA-55-6979-11,64.11029637080189,0.00754184542842344,0.48350994559900407
TN,TCGA-LUAD,TCGA-N6-A4V9-01,TCGA-49-4512-11,67.74685810361966,0.009249381447360214,0.6266165324605646
TN,TCGA-LUAD,TCGA-78-7152-01,TCGA-49-4512-11,73.1426392999313,0.007275530863787677,0.5321515296855397
TN,TCGA-LUAD,TCGA-J2-A4AE-01,TCGA-44-6148-11,189.49425704856563,0.0026361026217947463,0.49952630782077145
TN,TCGA-LUAD,TCGA-55-A48X-01,TCGA-44-2657-11,189.90247540391178,0.002177856219946839,0.4135802872417109
TN,TCGA-LUAD,TCGA-97-A4M6-01,TCGA-KN-8432-11,36.64755738199686,0.00916732191606633,0.3359599559582782
TN,TCGA-LUAD,TCGA-44-7671-01,TCGA-50-5936-11,178.06897421966553,0.0031646984424476736,0.5635346053612305
TN,TCGA-LUAD,TCGA-91-6835-01,TCGA-55-6982-11,193.88401766435666,0.0019833752599080906,0.3845447639270682
TN,TCGA-LUAD,TCGA-MP-A4T7-01,TCGA-50-5936-11,103.08754201449617,0.0044802862233274685,0.46186169428423873
TN,TCGA-LUAD,TCGA-78-8640-01,TCGA-55-6978-11,120.39591233577256,0.004793946664393043,0.5771715823486341
TN,TCGA-LUAD,TCGA-44-7669-01,TCGA-91-6849-11,117.96007419432745,0.004100191549800059,0.48365889942536944
TN,TCGA-LUAD,TCGA-67-6215-01,TCGA-55-6978-11,202.6890668405411,0.0027609559235876715,0.5596155797398494
TN,TCGA-LUAD,TCGA-44-6777-01,TCGA-44-2655-11,242.05030833677108,0.002328357478037846,0.5635796454772873
TN,TCGA-LUAD,TCGA-KN-8424-01,TCGA-KN-8419-11,88.91592177347468,0.0049036633006388705,0.43601374244306446
TN,TCGA-LUAD,TCGA-44-3917-01,TCGA-55-6978-11,23.98808961518212,0.019929110661380478,0.47806129249607626
TN,TCGA-LUAD,TCGA-78-8640-01,TCGA-50-5932-11,102.25948664038795,0.005718980936293199,0.5848200546515077
TN,TCGA-LUAD,TCGA-50-5946-01,TCGA-50-5931-11,122.00449710665357,0.005331777744684212,0.6505008624246449
TN,TCGA-LUAD,TCGA-KN-8433-01,TCGA-49-4490-11,30.10102946022736,0.017615006755100193,0.5302298372773748
TN,TCGA-LUAD,TCGA-75-5147-01,TCGA-KN-8435-11,96.94784688742925,0.005432280711321009,0.5266479186506845
TN,TCGA-LUAD,TCGA-78-7146-01,TCGA-91-6829-11,108.69889459479992,0.0057828605921901935,0.6285905539669041
TN,TCGA-LUAD,TCGA-05-4417-01,TCGA-55-6985-11,231.22520217049075,0.0022393257991780297,0.5177885606405357
TN,TCGA-LUAD,TCGA-44-5643-01,TCGA-KN-8429-11,91.06772204578236,0.007460997977969936,0.6794560900419104
TN,TCGA-LUAD,TCGA-97-A4M1-01,TCGA-44-2668-11,120.14724914372958,0.003975141204178775,0.4776022806399725
TN,TCGA-LUAD,TCGA-49-4506-01,TCGA-KN-8422-11,35.456715239125955,0.016240823115945893,0.5758462404711079
TN,TCGA-LUAD,TCGA-KN-8427-01,TCGA-KN-8434-11,98.55396167321464,0.005639359468248721,0.5557812168952646
TN,TCGA-LUAD,TCGA-MP-A4TE-01,TCGA-KN-8429-11,111.3925676150454,0.0061277730342874075,0.6825883720515119
TN,TCGA-LUAD,TCGA-05-4389-01,TCGA-55-6972-11,114.45873963629914,0.005047298801407642,0.577707459376922
TN,TCGA-LUAD,TCGA-86-8074-01,TCGA-73-4676-11,82.96942712310383,0.006160343052410003,0.5111201339402507
TN,TCGA-LUAD,TCGA-55-8094-01,TCGA-91-6828-11,57.39109954781932,0.007586363283974479,0.4353897304365008
TN,TCGA-LUAD,TCGA-55-6982-01,TCGA-KN-8419-11,96.18734453242122,0.0056461369137342145,0.5430869165985743
TN,TCGA-LUAD,TCGA-05-4402-01,TCGA-55-6985-11,190.33677225152627,0.002573733828348553,0.4898761895224273
TN,TCGA-LUAD,TCGA-N6-A4VE-01,TCGA-44-2657-11,95.00196117383894,0.004959489015635285,0.471161182905464
TN,TCGA-LUAD,TCGA-55-6986-01,TCGA-KN-8429-11,116.80995136143761,0.004816191853047769,0.5625791361018619
TN,TCGA-LUAD,TCGA-MP-A4SY-01,TCGA-73-4676-11,94.44285625382913,0.006395455393856183,0.6040050744397357
TN,TCGA-LUAD,TCGA-55-7903-01,TCGA-38-4626-11,118.80723190349019,0.00498723164998832,0.5925191871965884
TN,TCGA-LUAD,TCGA-55-1592-01,TCGA-KN-8432-11,44.95312061204564,0.008390671068178535,0.37718684854383144
TN,TCGA-LUAD,TCGA-05-4398-01,TCGA-38-4632-11,91.54970986881797,0.005126525900806057,0.4693319588537752
TN,TCGA-LUAD,TCGA-05-4397-01,TCGA-55-6984-11,125.65270291318878,0.0053091537547474525,0.6671095194657224
TN,TCGA-LUAD,TCGA-55-7570-01,TCGA-38-4625-11,86.41631123276515,0.007213180439533739,0.6233364458408414
TN,TCGA-LUAD,TCGA-75-7025-01,TCGA-50-5935-11,147.9635720234084,0.0029661265829867994,0.4388786842923136
TN,TCGA-LUAD,TCGA-55-A48X-01,TCGA-55-6971-11,150.6345292907566,0.002278524335134657,0.3432244407005432
TN,TCGA-LUAD,TCGA-KN-8432-01,TCGA-91-6835-11,45.31559898387815,0.005196774025226501,0.23549492773699837
TN,TCGA-LUAD,TCGA-86-8054-01,TCGA-50-5939-11,125.53996476291235,0.004728314444214621,0.593592428714673
TN,TCGA-LUAD,TCGA-44-2661-01,TCGA-KN-8428-11,131.17668689179436,0.004725508315315886,0.6198765246827627
TN,TCGA-LUAD,TCGA-64-5779-01,TCGA-91-6835-11,149.6599636738764,0.0032588397286384893,0.48771783540702157
TN,TCGA-LUAD,TCGA-55-7903-01,TCGA-73-4676-11,98.2422773497966,0.005844490648972566,0.5741760713046555
TN,TCGA-LUAD,TCGA-05-5429-01,TCGA-50-5933-11,72.69156401685518,0.00849638134465705,0.6176152484267521
TN,TCGA-LUAD,TCGA-78-7540-01,TCGA-38-4625-11,138.63724397791512,0.0038234273525434527,0.5300694307064008
TN,TCGA-LUAD,TCGA-MT-A67A-01,TCGA-73-4676-11,48.664236644344314,0.010155194159651344,0.4941947717545363
TN,TCGA-LUAD,TCGA-44-2666-01,TCGA-KN-8424-11,131.47069430373713,0.005017860509953707,0.6597016051629183
TN,TCGA-LUAD,TCGA-05-5423-01,TCGA-44-5645-11,69.5833179643429,0.007904312388103758,0.5500082821909182
TN,TCGA-LUAD,TCGA-93-A4JQ-01,TCGA-KN-8429-11,39.578467206856466,0.005629037417583742,0.22278867283800613
TN,TCGA-LUAD,TCGA-55-6712-01,TCGA-49-4512-11,58.12698501547277,0.008734370661811638,0.5077026325787101
TN,TCGA-LUAD,TCGA-78-7220-01,TCGA-55-6986-11,133.0550907794386,0.004664727614964278,0.6206657562704261
TN,TCGA-LUAD,TCGA-97-8177-01,TCGA-55-6968-11,153.66541458893803,0.0025421749769269373,0.39064437178710176
TN,TCGA-LUAD,TCGA-KN-8427-01,TCGA-50-6595-11,75.07228851261361,0.005247438253936344,0.39393719855163467
TN,TCGA-LUAD,TCGA-55-6981-01,TCGA-44-6147-11,101.69818234579344,0.005225627673801461,0.5314368360414854
TN,TCGA-LUAD,TCGA-49-4486-01,TCGA-55-6983-11,29.605424206557448,0.008536776098139454,0.25273487774181885
TN,TCGA-LUAD,TCGA-38-4629-01,TCGA-55-6969-11,80.34028432671566,0.006851132490530159,0.5504219322491926
TN,TCGA-LUAD,TCGA-91-6848-01,TCGA-50-5933-11,131.40910993448094,0.004832895104555508,0.6350864440963495
TN,TCGA-LUAD,TCGA-97-8171-01,TCGA-KN-8423-11,90.67790693698629,0.006500847696509806,0.5894832624356379
TN,TCGA-LUAD,TCGA-78-7633-01,TCGA-49-6761-11,153.99882619676646,0.0034009776253798515,0.5237465622299633
TN,TCGA-LUAD,TCGA-78-7162-01,TCGA-44-3398-11,280.1168557014382,0.0016896692806043232,0.4733048460581942
TN,TCGA-LUAD,TCGA-TQ-A7RV-01,TCGA-55-6978-11,105.21150410390949,0.0037800331686603083,0.39770297523741804
TN,TCGA-LUAD,TCGA-55-7907-01,TCGA-50-5930-11,176.00074092052844,0.0034549876714913604,0.6080803900537708
TN,TCGA-LUAD,TCGA-91-6829-01,TCGA-44-6778-11,179.47981401386858,0.003183913912262781,0.5714482768090926
TN,TCGA-LUAD,TCGA-44-6145-01,TCGA-91-6835-11,210.77095045657592,0.0025001796095780173,0.5269652326229096
TN,TCGA-LUAD,TCGA-05-4415-01,TCGA-55-6985-11,102.2628584565527,0.005289244807079117,0.5408932930483882
TN,TCGA-LUAD,TCGA-86-6851-01,TCGA-55-6979-11,192.20579266346314,0.0027661638022504205,0.5316727062485211
TN,TCGA-LUAD,TCGA-MP-A4SV-01,TCGA-91-6849-11,180.97422171825812,0.0029173434860041893,0.5279639668644382
TN,TCGA-LUAD,TCGA-49-4507-01,TCGA-KN-8436-11,56.354664164472226,0.012125167235810877,0.683309727512184
TN,TCGA-LUAD,TCGA-NJ-A4YI-01,TCGA-55-6975-11,145.8379992510836,0.0039467659006159166,0.5755884424582264
TN,TCGA-LUAD,TCGA-97-A4M6-01,TCGA-50-5935-11,110.34988979703252,0.003720773157342244,0.4105869078724734
TN,TCGA-LUAD,TCGA-50-5931-01,TCGA-44-3396-11,119.14119850947876,0.004811510132146642,0.5732490837844515
TN,TCGA-LUAD,TCGA-91-6828-01,TCGA-50-5930-11,120.705814134208,0.0031863805519160306,0.3846146586604315
TN,TCGA-LUAD,TCGA-78-7542-01,TCGA-50-5939-11,126.44051307717221,0.00524018359868956,0.6625715028368907
TN,TCGA-LUAD,TCGA-44-6779-01,TCGA-KN-8427-11,143.85088330350177,0.004607315729374591,0.6627664373286525
TN,TCGA-LUAD,TCGA-44-A47B-01,TCGA-49-6761-11,167.7257368385368,0.0034457355946121504,0.5779385415570967
TN,TCGA-LUAD,TCGA-38-4627-01,TCGA-44-6144-11,170.7531282724145,0.0032766016891523134,0.559489988525435
TN,TCGA-LUAD,TCGA-55-8090-01,TCGA-44-2665-11,192.92536512862048,0.002177445328261517,0.42008443500246206
TN,TCGA-LUAD,TCGA-49-4507-01,TCGA-55-6980-11,45.59509829659847,0.012623964841860423,0.5755909178574292
TN,TCGA-LUAD,TCGA-05-4397-01,TCGA-KN-8432-11,76.0055984708215,0.007893241568807581,0.5999305493119862
TN,TCGA-LUAD,TCGA-05-5425-01,TCGA-55-6983-11,115.33365379091272,0.004516860200663253,0.5209459906052482
TN,TCGA-LUAD,TCGA-86-A4P8-01,TCGA-KN-8427-11,159.46487861735997,0.0031373652374675895,0.5002995667710939
TN,TCGA-LUAD,TCGA-73-4668-01,TCGA-55-6980-11,131.19636810119115,0.00446650305976882,0.5859889795545268
TN,TCGA-LUAD,TCGA-97-7547-01,TCGA-44-2655-11,192.26172757559308,0.002971538213237917,0.571313070434013
TN,TCGA-LUAD,TCGA-44-6779-01,TCGA-55-6972-11,130.60507374739774,0.004471701624744737,0.5840269204761446
TN,TCGA-LUAD,TCGA-67-3772-01,TCGA-KN-8423-11,87.76431881923402,0.0065750783673591984,0.5770572740943614
TN,TCGA-LUAD,TCGA-TQ-A7RW-01,TCGA-49-6743-11,109.39220305274898,0.004891182305800535,0.5350572079641451
TN,TCGA-LUAD,TCGA-KN-8433-01,TCGA-55-6983-11,23.222363943774063,0.01494411284440434,0.3470376272895862
TN,TCGA-LUAD,TCGA-44-2666-01,TCGA-55-6982-11,118.32856549615123,0.003300570074068697,0.3905517221840745
TN,TCGA-LUAD,TCGA-NJ-A55R-01,TCGA-49-6742-11,173.02964968540516,0.003331287134066961,0.5764114458091036
TN,TCGA-LUAD,TCGA-TQ-A7RK-01,TCGA-91-6831-11,67.19512804100269,0.007518575486048465,0.5052116424709706
TN,TCGA-LUAD,TCGA-91-8497-01,TCGA-44-6148-11,217.54322760835674,0.0019450449935902172,0.4231313657490914
TN,TCGA-LUAD,TCGA-44-2668-01,TCGA-KN-8434-11,79.04564346118596,0.007735379473433998,0.6114480478940403
TN,TCGA-LUAD,TCGA-L3-A524-01,TCGA-KN-8422-11,114.21351054926684,0.0058209126977141375,0.664826873806735
TN,TCGA-LUAD,TCGA-MT-A51X-01,TCGA-55-6971-11,94.12959059165469,0.00644578672633815,0.6067392655913322
TN,TCGA-LUAD,TCGA-93-7348-01,TCGA-91-6836-11,189.9527864114235,0.0026592748035923486,0.5051366587760575
TN,TCGA-LUAD,TCGA-75-7025-01,TCGA-50-5936-11,155.65070925690384,0.002903764525891125,0.45197300796999074
TN,TCGA-LUAD,TCGA-NJ-A4YI-01,TCGA-73-4676-11,85.06498594699436,0.006278250917114304,0.5340593260360327
TN,TCGA-LUAD,TCGA-78-7540-01,TCGA-44-2668-11,158.68797978016207,0.003634856255706982,0.5768079960094252
TN,TCGA-LUAD,TCGA-KN-8418-01,TCGA-50-5932-11,48.82545321788982,0.00696147901243209,0.33989736784882485
TN,TCGA-LUAD,TCGA-44-7669-01,TCGA-44-2655-11,93.80602649867781,0.004415444501231423,0.41419530388595605
TN,TCGA-LUAD,TCGA-55-A57B-01,TCGA-44-6148-11,196.16164980563238,0.002483308982201642,0.4871299869258199
TN,TCGA-LUAD,TCGA-64-1678-01,TCGA-44-2661-11,16.806751813819645,0.02241701444607564,0.37675719820200293
TN,TCGA-LUAD,TCGA-NJ-A4YI-01,TCGA-55-6981-11,162.19400138914312,0.003311488471993354,0.5371035658266216
TN,TCGA-LUAD,TCGA-38-7271-01,TCGA-50-5933-11,166.29254719429076,0.0030443885294706933,0.5062591232147627
TN,TCGA-LUAD,TCGA-55-8301-01,TCGA-44-2668-11,180.0437867618401,0.0030501197259143243,0.5491551055306008
TN,TCGA-LUAD,TCGA-MT-A51W-01,TCGA-44-2665-11,118.24216499199619,0.004898205920046964,0.5791744725629656
TN,TCGA-LUAD,TCGA-50-6593-01,TCGA-91-6836-11,104.96380004484367,0.0030752692783297714,0.3227919496146568
TN,TCGA-LUAD,TCGA-86-8278-01,TCGA-55-6978-11,210.02558963449675,0.002835096196955448,0.5954427504360873
TN,TCGA-LUAD,TCGA-86-8669-01,TCGA-44-6145-11,174.5123875973722,0.0032070563727252905,0.5596710647636585
TN,TCGA-LUAD,TCGA-N6-A4V9-01,TCGA-50-5930-11,128.97950978892862,0.004917092870548907,0.6342042280300338
TN,TCGA-LUAD,TCGA-05-4403-01,TCGA-44-3396-11,146.47851485833783,0.003578877015458214,0.5242285900849597
TN,TCGA-LUAD,TCGA-55-7994-01,TCGA-55-6978-11,178.95721171967293,0.0033828134027300482,0.6053788543205084
TN,TCGA-LUAD,TCGA-55-8090-01,TCGA-91-6831-11,91.7191571628762,0.0040966375385873294,0.3757401422410296
TN,TCGA-LUAD,TCGA-NJ-A4YF-01,TCGA-50-5932-11,62.73100788069236,0.008329198454825871,0.5224990139095324
TN,TCGA-LUAD,TCGA-55-8511-01,TCGA-91-6847-11,138.09806695375036,0.004410008215179147,0.609013609766399
TN,TCGA-LUAD,TCGA-44-3918-01,TCGA-KN-8437-11,67.31481788433585,0.007933110199940108,0.5340158683653355
TN,TCGA-LUAD,TCGA-73-4675-01,TCGA-55-6985-11,138.64858336948717,0.003743660233338821,0.5190531879691114
TN,TCGA-LUAD,TCGA-55-8085-01,TCGA-73-4676-11,114.13139696692494,0.005062220600515457,0.5777583088915748
TN,TCGA-LUAD,TCGA-55-A48Y-01,TCGA-38-4626-11,125.09358602965798,0.004824864743939301,0.6035596329274346
TN,TCGA-LUAD,TCGA-86-A4JF-01,TCGA-91-6836-11,128.96508726716402,0.004195228829187263,0.5410380520618577
TN,TCGA-LUAD,TCGA-50-5941-01,TCGA-55-6981-11,187.50249003602406,0.0028853190252804807,0.541004501788404
TN,TCGA-LUAD,TCGA-05-4424-01,TCGA-50-5931-11,88.82567920712141,0.004138441097924314,0.36759984138179247
TN,TCGA-LUAD,TCGA-55-A493-01,TCGA-KN-8422-11,113.53562359170591,0.005294489358779942,0.6011131509487319
TN,TCGA-LUAD,TCGA-05-4395-01,TCGA-49-6745-11,96.51430679544058,0.0060251271376744065,0.5815109690470424
TN,TCGA-LUAD,TCGA-91-7771-01,TCGA-44-6148-11,168.2075119130574,0.0031716803487073244,0.5335004600395973
TN,TCGA-LUAD,TCGA-64-1679-01,TCGA-91-6847-11,176.91981491075427,0.00352223737666644,0.6231535847515672
TN,TCGA-LUAD,TCGA-55-7816-01,TCGA-KN-8428-11,237.60922513194427,0.002607417893967958,0.6195465453808926
TN,TCGA-LUAD,TCGA-78-7150-01,TCGA-KN-8426-11,136.7950815407452,0.0046983149102971765,0.6427063712582013
TN,TCGA-LUAD,TCGA-78-7542-01,TCGA-38-4632-11,98.35585325719765,0.0061196972188219435,0.6019080416329317
TN,TCGA-LUAD,TCGA-50-5045-01,TCGA-55-6979-11,80.54025668933853,0.006371477282964442,0.5131604158602454
TN,TCGA-LUAD,TCGA-49-AAR2-01,TCGA-KN-8434-11,53.61741516106093,0.01259045004601276,0.6750673871816648
TN,TCGA-LUAD,TCGA-MP-A4T9-01,TCGA-KN-8429-11,32.145309672114635,0.004897165063906642,0.1574208874947401
TN,TCGA-LUAD,TCGA-78-7160-01,TCGA-44-2655-11,119.20417217169307,0.00303212981945437,0.36144252504516333
TN,TCGA-LUAD,TCGA-55-7815-01,TCGA-91-6847-11,50.96401130971847,0.012341979478526627,0.6289967817279444
TN,TCGA-LUAD,TCGA-55-7727-01,TCGA-38-4626-11,69.54112086119758,0.008251032741970355,0.5737860651390589
TN,TCGA-LUAD,TCGA-50-5049-01,TCGA-55-6971-11,120.69040543611244,0.004840835833870296,0.5842424394394674
TN,TCGA-LUAD,TCGA-91-6829-01,TCGA-44-6777-11,175.45955407356632,0.0032005672846725916,0.5615701085510979
TN,TCGA-LUAD,TCGA-MP-A4T8-01,TCGA-50-5932-11,132.8113538735181,0.00466514622526,0.6195843861947131
TN,TCGA-LUAD,TCGA-75-7025-01,TCGA-49-6745-11,61.62024898255344,0.005974458335740812,0.3681476101842407
TN,TCGA-LUAD,TCGA-MP-A5C7-01,TCGA-44-2665-11,158.23637636730956,0.0036555097078203665,0.5784346099410174
TN,TCGA-LUAD,TCGA-50-5939-01,TCGA-44-3398-11,226.97502950086778,0.002404797219895104,0.545828919929296
TN,TCGA-LUAD,TCGA-91-8499-01,TCGA-91-6836-11,91.2168088946619,0.006881434638636784,0.6277025083536383
TN,TCGA-LUAD,TCGA-TQ-A7RR-01,TCGA-44-2662-11,116.95364560276661,0.004284279121552388,0.5010620620453703
TN,TCGA-LUAD,TCGA-91-8499-01,TCGA-KN-8426-11,88.11966709641247,0.007520461320199956,0.6627005479474668
TN,TCGA-LUAD,TCGA-NJ-A55R-01,TCGA-KN-8436-11,147.64130339743235,0.003411112660436623,0.5036211192223461
TN,TCGA-LUAD,TCGA-78-7148-01,TCGA-91-6829-11,188.4873070779975,0.00294781149137969,0.5556250497837334
TN,TCGA-LUAD,TCGA-44-2657-01,TCGA-91-6836-11,165.2272745873993,0.002762231023481284,0.45639590379057515
TN,TCGA-LUAD,TCGA-78-7154-01,TCGA-38-4632-11,91.95503371862678,0.005338194629237387,0.4908738671281163
TN,TCGA-LUAD,TCGA-05-4395-01,TCGA-44-6778-11,60.666676240758804,0.00856314162958714,0.5194973408459267
TN,TCGA-LUAD,TCGA-93-A4JQ-01,TCGA-KN-8428-11,114.84300741147226,0.003650246056734077,0.41920523494720896
TN,TCGA-LUAD,TCGA-50-5055-01,TCGA-55-6980-11,102.50574651830865,0.0051423301875278046,0.5271183947161717
TN,TCGA-LUAD,TCGA-55-6981-01,TCGA-KN-8427-11,126.05525799252011,0.004162718805961788,0.5247325930358284
TN,TCGA-LUAD,TCGA-MT-A7BN-01,TCGA-KN-8423-11,31.68976138524533,0.020578934746685158,0.6521415316849867
TN,TCGA-LUAD,TCGA-44-2666-01,TCGA-44-6778-11,160.21524093979002,0.003284208498569593,0.5261802558948334
TN,TCGA-LUAD,TCGA-97-A4M6-01,TCGA-44-3398-11,156.7065179618067,0.002811300685130577,0.4405491413104542
TN,TCGA-LUAD,TCGA-75-6203-01,TCGA-44-5645-11,332.1076405474367,0.0012663657894903125,0.42056975441761957
TN,TCGA-LUAD,TCGA-KN-8421-01,TCGA-91-6847-11,47.89542176342365,0.007373441883303985,0.35315410884893716
TN,TCGA-LUAD,TCGA-KN-8425-01,TCGA-49-4490-11,53.7033391969067,0.01090189619832595,0.5854682294281661
TN,TCGA-LUAD,TCGA-05-4390-01,TCGA-KN-8436-11,127.31302202089445,0.005028210466346486,0.6401566698276621
TN,TCGA-LUAD,TCGA-97-A4LX-01,TCGA-55-6975-11,182.1854360279589,0.0024670251898636373,0.44945605990726484
TN,TCGA-LUAD,TCGA-44-6779-01,TCGA-44-6148-11,131.84570857254022,0.004070445023581821,0.5366707083397154
TN,TCGA-LUAD,TCGA-78-7145-01,TCGA-50-5931-11,108.71783034538996,0.0050147155237152,0.5451889915376624
TN,TCGA-LUAD,TCGA-N6-A4VD-01,TCGA-38-4626-11,142.389606130516,0.004240759557625831,0.6038400831045634
TN,TCGA-LUAD,TCGA-73-4658-01,TCGA-44-2657-11,222.07342122658594,0.0024040297607867064,0.5338711137084349
TN,TCGA-LUAD,TCGA-55-7284-01,TCGA-KN-8436-11,140.55608252472138,0.002760304066207214,0.3879775261231452
TN,TCGA-LUAD,TCGA-44-6775-01,TCGA-38-4626-11,71.03112126906845,0.006733003026237619,0.4782527544616892
TN,TCGA-LUAD,TCGA-75-5147-01,TCGA-55-6975-11,95.54759488350435,0.005935448525372674,0.5671178311542014
TN,TCGA-LUAD,TCGA-55-8615-01,TCGA-44-6144-11,155.44254961425833,0.003965289039523589,0.6163746382610202
TN,TCGA-LUAD,TCGA-97-7937-01,TCGA-38-4627-11,82.29459186720037,0.007516761621925676,0.6185888298394085
TN,TCGA-LUAD,TCGA-38-7271-01,TCGA-55-6982-11,182.9587823436557,0.002357551271674598,0.4313347099783215
TN,TCGA-LUAD,TCGA-97-8176-01,TCGA-49-4512-11,38.987329360981555,0.008608326444054628,0.33561565832120493
TN,TCGA-LUAD,TCGA-91-6835-01,TCGA-38-4626-11,47.369427995867476,0.005911580449447993,0.2800281844419046
TN,TCGA-LUAD,TCGA-75-5146-01,TCGA-44-6146-11,77.56474731592807,0.006773748160129875,0.5254040644222064
TN,TCGA-LUAD,TCGA-91-8497-01,TCGA-KN-8422-11,160.23749523712894,0.002236640514939174,0.35839367385973553
TN,TCGA-LUAD,TCGA-55-8514-01,TCGA-55-6970-11,69.33133732432569,0.008021201015753685,0.5561205933694426
TN,TCGA-LUAD,TCGA-97-A4LX-01,TCGA-38-4632-11,62.1647624659993,0.005021151916164456,0.31213871617406064
TN,TCGA-LUAD,TCGA-05-4390-01,TCGA-55-6968-11,174.32030599345183,0.003619344318941761,0.6309252091735893
TN,TCGA-LUAD,TCGA-55-6970-01,TCGA-55-6979-11,146.5961543226392,0.003248691569620853,0.47624569068679545
TN,TCGA-LUAD,TCGA-55-A494-01,TCGA-50-5936-11,131.79823351483643,0.004887848887984949,0.6442098491238738
TN,TCGA-LUAD,TCGA-50-5932-01,TCGA-38-4625-11,102.47982946744631,0.005504268458084065,0.5640764929274986
TN,TCGA-LUAD,TCGA-93-A4JQ-01,TCGA-KN-8433-11,83.21788609003212,0.004290184776742423,0.3570201080561408
TN,TCGA-LUAD,TCGA-55-6971-01,TCGA-50-5936-11,131.87342310413374,0.00260384091748309,0.3433774150071033
TN,TCGA-LUAD,TCGA-55-6984-01,TCGA-49-4490-11,74.47157018357963,0.008008147753008212,0.5963793374286266
TN,TCGA-LUAD,TCGA-44-3917-01,TCGA-73-4676-11,7.58527262117744,0.023112069985332863,0.17531135167848225
TN,TCGA-LUAD,TCGA-55-8620-01,TCGA-55-6986-11,153.4858083342305,0.004023394660771644,0.6175339817561629
TN,TCGA-LUAD,TCGA-KN-8437-01,TCGA-49-6744-11,49.67179540076247,0.004212675641006523,0.2092511625298519
TN,TCGA-LUAD,TCGA-KN-8431-01,TCGA-91-6836-11,25.282992885665646,0.009434821363758584,0.2385405214174345
TN,TCGA-LUAD,TCGA-67-6216-01,TCGA-KN-8433-11,196.53123080095935,0.0031464690032099486,0.6183794258779189
TN,TCGA-LUAD,TCGA-73-4668-01,TCGA-50-5930-11,149.27889827818163,0.003960832006784543,0.5912686382377558
TN,TCGA-LUAD,TCGA-44-6774-01,TCGA-44-5645-11,231.36177085791434,0.002549455084808119,0.5898464431439205
TN,TCGA-LUAD,TCGA-64-5774-01,TCGA-73-4676-11,108.43827931777463,0.005895569024479633,0.6393053606137425
TN,TCGA-LUAD,TCGA-KN-8434-01,TCGA-91-6849-11,50.792742338213294,0.005534494718195195,0.28111216419349094
TN,TCGA-LUAD,TCGA-KN-8430-01,TCGA-44-5645-11,73.47873131241123,0.005737255486923323,0.4215662543942959
TN,TCGA-LUAD,TCGA-86-6851-01,TCGA-KN-8435-11,182.09744673832776,0.0035185778271551406,0.6407240384750442
TN,TCGA-LUAD,TCGA-05-4424-01,TCGA-49-6744-11,85.63024826516566,0.0035859548429389852,0.30706620346853847
TN,TCGA-LUAD,TCGA-67-3771-01,TCGA-50-5933-11,134.13620958208935,0.004532922701303566,0.6080290694814658
TN,TCGA-LUAD,TCGA-97-7552-01,TCGA-50-5939-11,356.6124706997473,0.001259845567137137,0.4492766403968988
TN,TCGA-LUAD,TCGA-49-4490-01,TCGA-KN-8432-11,53.04087483499549,0.009802524105183329,0.5199344541300551
TN,TCGA-LUAD,TCGA-78-7153-01,TCGA-KN-8437-11,107.10257781846896,0.005884019882821778,0.6301936973853381
TN,TCGA-LUAD,TCGA-49-4506-01,TCGA-44-3396-11,14.910772274911729,0.01649825902931869,0.24600178331867723
TN,TCGA-LUAD,TCGA-49-4506-01,TCGA-55-6972-11,22.27238958840277,0.016752418153665637,0.3731163836662721
TN,TCGA-LUAD,TCGA-44-A47B-01,TCGA-50-5939-11,185.53155447366254,0.003319497928129304,0.615871610677932
TN,TCGA-LUAD,TCGA-55-A48Z-01,TCGA-KN-8423-11,119.03688455440854,0.004882303712564552,0.5811742233921068
TN,TCGA-LUAD,TCGA-55-7281-01,TCGA-KN-8437-11,125.65257922927496,0.004991407552574289,0.6271832329654423
TN,TCGA-LUAD,TCGA-05-4434-01,TCGA-KN-8432-11,27.7874468916362,0.007258321033812021,0.2016902102494975
TN,TCGA-LUAD,TCGA-TQ-A7RF-01,TCGA-55-6975-11,115.06177474785154,0.004612653548390914,0.5307401035748335
TN,TCGA-LUAD,TCGA-NJ-A55A-01,TCGA-55-6970-11,209.918149870379,0.0017202978113999377,0.3611217337951371
TN,TCGA-LUAD,TCGA-44-A47B-01,TCGA-50-5935-11,180.60666231481105,0.003289843283856416,0.5941676150361048
