cell_type,region_a,region_b,omega,kn,kf
Astrocyte,Human A5-A7,Human SN-RN,34.44414362804332,0.004238161017503747,0.14597982680567329
Astrocyte,Human A5-A7,Human STG,5.445251586141784,0.003306275218081971,0.018003500375482123
Astrocyte,Human A5-A7,Human STH,23.28430380810413,0.00627399968951496,0.14608571486261732
Astrocyte,Human A5-A7,Human SpC,17.915788033438183,0.010384227359989784,0.18604161627260635
Astrocyte,Human A5-A7,Human Sub,14.086575497649445,0.0028897080820209572,0.04070609106355599
Astrocyte,Human A5-A7,Human TF,3.715079670604075,0.002987101816959598,0.011097321234211097
Astrocyte,Human A5-A7,Human TH-TL,6.2789491568921445,0.0026591047682495705,0.016696383642688523
Astrocyte,Human A5-A7,Human V1C,5.3285355063029165,0.003691405978126936,0.019669787822628224
Astrocyte,Human A5-A7,Human V2,4.385304044092876,0.0021885781971510455,0.009597580818779976
Astrocyte,Human A5-A7,Human VA,22.30647497140302,0.0032522560004616605,0.07254636707489331
Astrocyte,Human A5-A7,Human VLN,25.221134209208397,0.005169017979446624,0.13036849618943452
Astrocyte,Human A5-A7,Human VPL,8.58235005141307,0.015634388306915326,0.13417979328966664
Astrocyte,Human A13,Human A14,4.19288171842235,0.0035792782110490367,0.015007490176254959
Astrocyte,Human A13,Human A19,3.4751609157257337,0.003391720731514103,0.011786775323214507
Astrocyte,Human A13,Human A23,3.0555785997838196,0.002492020279175268,0.007614563835275249
Astrocyte,Human A13,Human A24,7.239756909373325,0.002070637937299912,0.014990915313377567
Astrocyte,Human A13,Human A25,4.768481300709308,0.0025172214398269397,0.01200332336555932
Astrocyte,Human A13,Human A29-A30,2.732258486311813,0.006021110342976062,0.016451229831616176
Astrocyte,Human A13,Human A32,3.7308188121706363,0.002832184913149996,0.010566368753525865
Astrocyte,Human A13,Human A35-36,2.426124092673146,0.024097426323350407,0.0584633465744965
Astrocyte,Human A13,Human A35-A36,6.614384408378459,0.003987093717554283,0.02637217052013476
Astrocyte,Human A13,Human A35r,6.348739674489216,0.006218462776197582,0.03947940134157994
Astrocyte,Human A13,Human A38,6.105212873729405,0.002521315260588109,0.015393166387672933
Astrocyte,Human A13,Human A40,3.415926162269169,0.0037796399809925767,0.012910971095031087
Astrocyte,Human A13,Human A43,3.204934131273066,0.002152682417470958,0.006899205353544088
Astrocyte,Human A13,Human A44-A45,4.5941406625984325,0.002329480364026465,0.010701960463098582
Astrocyte,Human A13,Human A46,2.5479956251163025,0.0034223611838922,0.008720161324125175
Astrocyte,Human A13,Human ANC,20.075171691007466,0.006352060780223604,0.1275187107547037
Astrocyte,Human A13,Human AON,6.245507784097965,0.0021178424651540602,0.013227001601612907
Astrocyte,Human A13,Human BL,6.276243132394972,0.00876732565970998,0.05502586746122499
Astrocyte,Human A13,Human BM,6.368162589022633,0.00686717979194398,0.043731317443149884
