cell_type,region_a,region_b,omega,expected_omega,residual,tier
Microglia,Human AON,Human CoA,6.703957426978111,5.4,1.2422,None
Microglia,Human AON,Human DGR-CA4Rpy,5.278935487447095,7.38,0.7152,Weak
Microglia,Human AON,Human DGU-CA4Upy,5.240940390023032,8.6,0.6091,Weak
Microglia,Human AON,Human DTg,4.249792320673754,13.07,0.3252,Moderate
Microglia,Human AON,Human ETH,4.491290203532986,9.19,0.4889,Moderate
Microglia,Human AON,Human FI,4.373561251709244,3.83,1.1417,None
Microglia,Human AON,Human GPe,12.493606483678855,9.65,1.2947,None
Microglia,Human AON,Human GPi,10.400004080029253,13.84,0.7512,None
Microglia,Human AON,Human Gpe,7.608180088368929,8.56,0.8887,None
Microglia,Human AON,Human HTHma,3.5135322146370105,6.19,0.5676,Weak
Microglia,Human AON,Human HTHma-HTHtub,4.169147958778072,5.72,0.7291,Weak
Microglia,Human AON,Human HTHpo,4.514363364768396,8.65,0.5219,Weak
Microglia,Human AON,Human HTHpo-HTHso,4.555259192019826,8.63,0.5281,Weak
Microglia,Human AON,Human HTHso,8.018455910232221,6.17,1.3006,None
Microglia,Human AON,Human HTHso-HTHtub,4.140056413838391,9.23,0.4485,Moderate
Microglia,Human AON,Human HTHtub,6.9715766807474235,6.3,1.1063,None
Microglia,Human AON,Human IC,4.279817408007919,12.47,0.3433,Moderate
Microglia,Human AON,Human IO,8.626729722476838,10.95,0.7877,None
Microglia,Human AON,Human ITG,3.3100861971693227,6.29,0.526,Weak
Microglia,Human AON,Human Idg,3.618537520630073,4.93,0.7337,Weak
Microglia,Human AON,Human Ig,5.770647595656234,5.93,0.9737,None
Microglia,Human AON,Human LEC,6.001249151115231,6.62,0.9065,None
Microglia,Human AON,Human LG,5.874203289761865,11.16,0.5265,Weak
Microglia,Human AON,Human LP,5.317941210082815,9.23,0.576,Weak
Microglia,Human AON,Human LP-VPL,7.652839503881471,11.48,0.6664,Weak
Microglia,Human AON,Human La,3.075913553419722,4.09,0.7528,None
Microglia,Human AON,Human M1C,3.9362155169008166,6.2,0.6347,Weak
Microglia,Human AON,Human MD,6.710615271270161,14.03,0.4784,Moderate
Microglia,Human AON,Human MD-Re,5.2255714052925155,9.76,0.5354,Weak
Microglia,Human AON,Human MEC,5.439607584361463,5.69,0.9554,None
Microglia,Human AON,Human MG,4.420719396651053,6.41,0.6893,Weak
Microglia,Human AON,Human MN,5.331043380781751,5.36,0.995,None
Microglia,Human AON,Human MTG,6.409693723754268,5.93,1.0805,None
Microglia,Human AON,Human MoAN,8.33910321096722,10.69,0.78,None
Microglia,Human AON,Human MoRF-MoEN,11.108496244265229,15.02,0.7396,Weak
Microglia,Human AON,Human MoSR,3.757476760731774,6.17,0.6086,Weak
Microglia,Human AON,Human NAC,4.985498943981443,5.97,0.8346,None
Microglia,Human AON,Human PAG,11.307121154110714,16.58,0.682,Weak
Microglia,Human AON,Human PAG-DR,4.398481510677967,11.63,0.3782,Moderate
Microglia,Human AON,Human PB,6.486934686250526,14.83,0.4374,Moderate
Microglia,Human AON,Human PN,10.735079483268258,18.09,0.5934,Weak
Microglia,Human AON,Human PTR,4.328016042702266,9.54,0.4539,Moderate
Microglia,Human AON,Human Pir,2.8368050397560225,4.17,0.68,Weak
Microglia,Human AON,Human PnAN,8.252363918232312,14.14,0.5836,Weak
Microglia,Human AON,Human PnEN,7.40120119115324,9.85,0.7514,None
Microglia,Human AON,Human PnRF,10.52457955689991,15.5,0.6789,Weak
Microglia,Human AON,Human Pro,3.7182864269544935,5.75,0.6466,Weak
Microglia,Human AON,Human Pu,7.084178456968694,10.03,0.7065,Weak
Microglia,Human AON,Human Pul,8.536029078496187,13.77,0.62,Weak
Microglia,Human AON,Human RN,4.594911326595208,8.14,0.5647,Weak
Microglia,Human AON,Human S1C,6.282124254999967,6.12,1.026,None
Microglia,Human AON,Human SC,4.280726101934458,10.72,0.3992,Moderate
Microglia,Human AON,Human SEP,12.26467658597513,7.79,1.5738,None
Microglia,Human AON,Human SI,3.363514989224771,4.44,0.758,None
Microglia,Human AON,Human SN,12.142686446575985,15.83,0.7672,None
Microglia,Human AON,Human SN-RN,13.164615164143608,14.44,0.9115,None
Microglia,Human AON,Human STG,11.238839979711933,8.6,1.3061,None
Microglia,Human AON,Human STH,10.367076537883971,10.41,0.9958,None
Microglia,Human AON,Human SpC,10.410027012719185,11.67,0.8922,None
Microglia,Human AON,Human Sub,7.457075742692264,7.67,0.9722,None
Microglia,Human AON,Human TF,3.025730624766883,4.81,0.6286,Weak
Microglia,Human AON,Human TH-TL,6.101759738859011,5.8,1.0512,None
Microglia,Human AON,Human V1C,4.9311284303623015,7.16,0.6889,Weak
Microglia,Human AON,Human V2,4.155215748264613,6.41,0.6479,Weak
Microglia,Human AON,Human VA,5.682839761517319,9.73,0.5838,Weak
Microglia,Human AON,Human VLN,8.554371715162588,10.99,0.7782,None
Microglia,Human AON,Human VPL,9.253388391208393,6.74,1.372,None
Microglia,Human BL,Human BM,3.732959496248893,4.53,0.8248,None
Microglia,Human BL,Human BNST,4.335562527779059,5.26,0.8242,None
Microglia,Human BL,Human CA1-3,3.749828685793081,4.55,0.8247,None
Microglia,Human BL,Human CA1C-CA3C,5.424049986205282,4.38,1.2396,None
Microglia,Human BL,Human CA1R-CA2R,3.5067057469399017,5.01,0.7006,Weak
Microglia,Human BL,Human CA1R-CA2R-CA3R,3.8468926719097727,3.56,1.0796,None
Microglia,Human BL,Human CA1U,8.750444572895052,6.68,1.3095,None
Microglia,Human BL,Human CA1U-CA2U-CA3U,2.6198028830006037,2.87,0.9114,None
Microglia,Human BL,Human CA2U-CA3U,4.832229533026102,6.17,0.7836,None
Microglia,Human BL,Human CA3R,6.027167780112429,7.15,0.8427,None
Microglia,Human BL,Human CA4C-DGC,8.01690566698349,5.85,1.3702,None
Microglia,Human BL,Human CBL,9.913872520736607,11.14,0.89,None
Microglia,Human BL,Human CBV,8.611887597180203,8.38,1.0271,None
Microglia,Human BL,Human CEN,6.707279969595627,4.68,1.4329,None
Microglia,Human BL,Human CM,6.964816141321657,9.25,0.7529,None
Microglia,Human BL,Human CM-Pf,7.009239053600664,7.01,1.0,None
Microglia,Human BL,Human CMN,3.07770601702393,3.91,0.7862,None
Microglia,Human BL,Human CaB,4.884950172800061,5.15,0.9478,None
Microglia,Human BL,Human CbDN,14.81126614063449,8.11,1.8255,None
Microglia,Human BL,Human Cla,13.641497302574262,13.09,1.042,None
Microglia,Human BL,Human CoA,7.22972604203709,5.72,1.2649,None
Microglia,Human BL,Human DGR-CA4Rpy,9.790022736228703,9.5,1.031,None
Microglia,Human BL,Human DGU-CA4Upy,10.845304793020793,10.49,1.0342,None
Microglia,Human BL,Human DTg,3.643469738765433,5.27,0.6907,Weak
Microglia,Human BL,Human ETH,4.020065458104445,4.44,0.9063,None
Microglia,Human BL,Human FI,4.144379746148412,4.35,0.9522,None
Microglia,Human BL,Human GPe,13.312975421541635,6.05,2.2,None
Microglia,Human BL,Human GPi,10.895624096481866,8.52,1.2784,None
Microglia,Human BL,Human Gpe,12.205922294125813,11.34,1.0763,None
Microglia,Human BL,Human HTHma,4.287662869820563,4.51,0.9517,None
Microglia,Human BL,Human HTHma-HTHtub,3.565206728807582,3.7,0.9637,None
Microglia,Human BL,Human HTHpo,4.420463156697931,5.29,0.8357,None
Microglia,Human BL,Human HTHpo-HTHso,4.061299960033519,4.78,0.8488,None
Microglia,Human BL,Human HTHso,7.425716586049954,5.84,1.2725,None
Microglia,Human BL,Human HTHso-HTHtub,3.2178777312428797,6.69,0.4808,Moderate
Microglia,Human BL,Human HTHtub,8.90074698575637,5.62,1.5846,None
Microglia,Human BL,Human IC,4.986558827957385,8.05,0.6196,Weak
Microglia,Human BL,Human IO,8.361413537189351,6.8,1.2304,None
Microglia,Human BL,Human ITG,3.8165862159821833,6.04,0.6318,Weak
Microglia,Human BL,Human Idg,3.8445122326009242,6.36,0.6042,Weak
Microglia,Human BL,Human Ig,2.9496156092044874,4.27,0.6911,Weak
Microglia,Human BL,Human LEC,2.458730121597699,3.34,0.736,Weak
Microglia,Human BL,Human LG,4.525411003310976,5.32,0.85,None
Microglia,Human BL,Human LP,6.580848111400654,5.36,1.2274,None
Microglia,Human BL,Human LP-VPL,13.65813379343459,11.58,1.1795,None
Microglia,Human BL,Human La,2.9967905950717233,3.07,0.9775,None
Microglia,Human BL,Human M1C,3.3689173756194792,4.18,0.8066,None
Microglia,Human BL,Human MD,5.2995588551783825,5.99,0.8847,None
Microglia,Human BL,Human MD-Re,8.392239037429022,9.35,0.8976,None
Microglia,Human BL,Human MEC,2.8310770806809016,3.19,0.8869,None
Microglia,Human BL,Human MG,3.619771077774567,4.13,0.877,None
Microglia,Human BL,Human MN,9.212962283569363,7.84,1.1745,None
Microglia,Human BL,Human MTG,3.6026338354412126,4.16,0.8656,None
Microglia,Human BL,Human MoAN,5.427553742997212,5.62,0.966,None
Microglia,Human BL,Human MoRF-MoEN,7.601362847828486,6.17,1.2328,None
Microglia,Human BL,Human MoSR,3.6676567248438268,4.8,0.7637,None
Microglia,Human BL,Human NAC,4.333966695914452,4.36,0.993,None
Microglia,Human BL,Human PAG,12.949786549759711,7.93,1.6331,None
Microglia,Human BL,Human PAG-DR,5.985457314840809,9.35,0.6402,Weak
Microglia,Human BL,Human PB,9.498469800953615,9.25,1.027,None
Microglia,Human BL,Human PN,10.604019821445469,12.0,0.8838,None
Microglia,Human BL,Human PTR,6.025043946333256,6.41,0.9406,None
Microglia,Human BL,Human Pir,4.023715577746268,4.9,0.8212,None
Microglia,Human BL,Human PnAN,5.5954959784989295,5.86,0.9548,None
Microglia,Human BL,Human PnEN,5.769980651478803,4.58,1.2592,None
Microglia,Human BL,Human PnRF,8.860513473209515,7.61,1.164,None
Microglia,Human BL,Human Pro,4.311522721232103,5.06,0.8515,None
Microglia,Human BL,Human Pu,4.956088600917276,4.74,1.045,None
Microglia,Human BL,Human Pul,6.1629694079984665,4.99,1.2339,None
Microglia,Human BL,Human RN,5.5780542219103575,5.77,0.9667,None
Microglia,Human BL,Human S1C,3.7086484938570092,4.66,0.7959,None
Microglia,Human BL,Human SC,4.983688732261772,5.43,0.9176,None
Microglia,Human BL,Human SEP,14.03968092361808,10.95,1.2826,None
Microglia,Human BL,Human SI,5.202779787941639,7.53,0.691,Weak
Microglia,Human BL,Human SN,16.036722071049883,9.29,1.726,None
Microglia,Human BL,Human SN-RN,11.557686847151274,8.44,1.3687,None
Microglia,Human BL,Human STG,6.75360759775105,4.79,1.4108,None
Microglia,Human BL,Human STH,11.089479462865688,6.43,1.7253,None
Microglia,Human BL,Human SpC,8.295124689075507,7.12,1.1658,None
Microglia,Human BL,Human Sub,6.872638025544727,4.56,1.5077,None
Microglia,Human BL,Human TF,3.3768362361106345,4.87,0.6932,Weak
Microglia,Human BL,Human TH-TL,5.093720453922849,5.4,0.9439,None
Microglia,Human BL,Human V1C,3.692425192192694,4.93,0.7484,Weak
Microglia,Human BL,Human V2,3.2672241556314887,5.31,0.6151,Weak
Microglia,Human BL,Human VA,7.44639307745072,8.38,0.8887,None
Microglia,Human BL,Human VLN,7.70067834612228,6.26,1.231,None
Microglia,Human BL,Human VPL,7.735057441982971,4.69,1.6503,None
Microglia,Human BM,Human BNST,4.155319559565883,6.05,0.6863,Weak
Microglia,Human BM,Human CA1-3,4.579834191881354,5.05,0.9075,None
Microglia,Human BM,Human CA1C-CA3C,7.993290274647948,6.09,1.3123,None
Microglia,Human BM,Human CA1R-CA2R,4.589224376112855,5.74,0.7999,None
Microglia,Human BM,Human CA1R-CA2R-CA3R,4.78613923159402,4.53,1.0565,None
Microglia,Human BM,Human CA1U,12.690898002149572,8.08,1.5706,None
Microglia,Human BM,Human CA1U-CA2U-CA3U,2.712359762718603,3.47,0.7808,None
Microglia,Human BM,Human CA2U-CA3U,9.202254728822789,7.85,1.1724,None
Microglia,Human BM,Human CA3R,7.2068873467957095,7.71,0.9353,None
Microglia,Human BM,Human CA4C-DGC,11.579372452581552,7.69,1.5061,None
Microglia,Human BM,Human CBL,11.018666679415361,12.22,0.9019,None
Microglia,Human BM,Human CBV,12.193748399682448,10.09,1.2082,None
Microglia,Human BM,Human CEN,5.658830556604145,4.29,1.3187,None
Microglia,Human BM,Human CM,7.348838644979618,9.78,0.7514,None
Microglia,Human BM,Human CM-Pf,8.308644390550405,8.76,0.948,None
Microglia,Human BM,Human CMN,4.68057701859458,4.92,0.9519,None
Microglia,Human BM,Human CaB,6.961589413686663,7.77,0.896,None
Microglia,Human BM,Human CbDN,20.42623498719985,10.48,1.9486,None
Microglia,Human BM,Human Cla,13.308730827226707,11.45,1.1619,None
Microglia,Human BM,Human CoA,8.768520745807983,5.64,1.5538,None
Microglia,Human BM,Human DGR-CA4Rpy,13.833441844266677,10.11,1.3682,None
Microglia,Human BM,Human DGU-CA4Upy,14.712661319776924,11.73,1.2545,None
Microglia,Human BM,Human DTg,3.7815742206625855,7.21,0.5242,Weak
Microglia,Human BM,Human ETH,4.045202022354848,5.51,0.7341,Weak
Microglia,Human BM,Human FI,5.981044982311281,5.67,1.0551,None
Microglia,Human BM,Human GPe,16.156460154353596,7.65,2.112,None
Microglia,Human BM,Human GPi,14.026684374576272,10.86,1.2913,None
Microglia,Human BM,Human Gpe,14.323897318851445,11.27,1.2712,None
Microglia,Human BM,Human HTHma,5.093038092806562,5.26,0.9687,None
Microglia,Human BM,Human HTHma-HTHtub,3.4354301598509136,4.08,0.8423,None
Microglia,Human BM,Human HTHpo,4.632464750749485,7.64,0.6061,Weak
Microglia,Human BM,Human HTHpo-HTHso,4.510689496504752,5.88,0.7675,None
Microglia,Human BM,Human HTHso,9.575734377596362,6.42,1.4906,None
Microglia,Human BM,Human HTHso-HTHtub,3.6090352440966713,6.42,0.5619,Weak
Microglia,Human BM,Human HTHtub,9.996404683488409,6.27,1.5931,None
Microglia,Human BM,Human IC,6.976671542788388,11.67,0.5979,Weak
Microglia,Human BM,Human IO,9.027571881896009,7.74,1.166,None
Microglia,Human BM,Human ITG,3.5085409320749177,6.09,0.5762,Weak
Microglia,Human BM,Human Idg,3.798860926137195,5.67,0.6704,Weak
Microglia,Human BM,Human Ig,4.076848896566684,5.09,0.8007,None
Microglia,Human BM,Human LEC,3.903076463683241,3.94,0.9911,None
Microglia,Human BM,Human LG,4.574513731269741,6.78,0.6747,Weak
Microglia,Human BM,Human LP,7.194562609493796,6.87,1.0468,None
Microglia,Human BM,Human LP-VPL,17.15339731715592,12.4,1.3828,None
Microglia,Human BM,Human La,4.600102148431978,5.03,0.9141,None
Microglia,Human BM,Human M1C,3.9126579325882567,5.29,0.7395,Weak
Microglia,Human BM,Human MD,6.059997572108275,7.29,0.8313,None
Microglia,Human BM,Human MD-Re,9.130097342965836,11.21,0.8147,None
Microglia,Human BM,Human MEC,4.42273309424769,4.11,1.076,None
Microglia,Human BM,Human MG,3.3938082138441583,4.49,0.7558,None
Microglia,Human BM,Human MN,9.880256308084698,7.43,1.3306,None
Microglia,Human BM,Human MTG,3.812507815725968,4.4,0.8662,None
Microglia,Human BM,Human MoAN,5.767552127580428,6.35,0.9077,None
Microglia,Human BM,Human MoRF-MoEN,9.275682216393157,7.39,1.2547,None
Microglia,Human BM,Human MoSR,3.9867290483631472,5.28,0.7547,None
Microglia,Human BM,Human NAC,5.155091493621129,5.79,0.8902,None
Microglia,Human BM,Human PAG,14.86270668832029,10.48,1.4185,None
Microglia,Human BM,Human PAG-DR,6.02847421180054,11.93,0.5051,Weak
Microglia,Human BM,Human PB,8.866908706072829,10.86,0.8163,None
Microglia,Human BM,Human PN,13.280283887551409,14.16,0.9381,None
Microglia,Human BM,Human PTR,6.261603203299591,7.7,0.8132,None
Microglia,Human BM,Human Pir,5.308283201172202,5.1,1.0413,None
Microglia,Human BM,Human PnAN,5.52843067818034,7.14,0.7738,None
Microglia,Human BM,Human PnEN,6.497752340125149,5.75,1.1307,None
Microglia,Human BM,Human PnRF,10.923240610249207,9.61,1.1372,None
Microglia,Human BM,Human Pro,4.92664574173762,5.31,0.9271,None
Microglia,Human BM,Human Pu,6.906386862909623,7.07,0.9773,None
Microglia,Human BM,Human Pul,6.179480268962828,6.02,1.0273,None
Microglia,Human BM,Human RN,5.61316560590014,6.56,0.8562,None
Microglia,Human BM,Human S1C,4.524737051140032,5.02,0.902,None
Microglia,Human BM,Human SC,6.248974390002847,7.5,0.8333,None
Microglia,Human BM,Human SEP,17.252904534524173,9.76,1.7671,None
Microglia,Human BM,Human SI,6.384403445756279,6.91,0.9239,None
Microglia,Human BM,Human SN,25.62037378829301,11.93,2.1473,None
Microglia,Human BM,Human SN-RN,14.771493484106461,10.06,1.4684,None
Microglia,Human BM,Human STG,7.432118989073475,5.35,1.3887,None
Microglia,Human BM,Human STH,11.972401531643886,7.42,1.6131,None
Microglia,Human BM,Human SpC,9.83321802506953,8.81,1.1159,None
Microglia,Human BM,Human Sub,8.837674425909215,5.14,1.7193,None
Microglia,Human BM,Human TF,2.6941432072492533,4.67,0.5767,Weak
Microglia,Human BM,Human TH-TL,4.271169497498431,4.49,0.952,None
Microglia,Human BM,Human V1C,4.342638336099927,5.95,0.7301,Weak
Microglia,Human BM,Human V2,3.8813118453062736,6.17,0.6289,Weak
Microglia,Human BM,Human VA,8.053506071573588,9.46,0.8513,None
Microglia,Human BM,Human VLN,11.541820754559229,8.32,1.3868,None
Microglia,Human BM,Human VPL,8.131691476135096,5.12,1.5888,None
Microglia,Human BNST,Human CA1-3,3.6792989755682988,5.19,0.7087,Weak
Microglia,Human BNST,Human CA1C-CA3C,8.645366475072517,6.11,1.4142,None
Microglia,Human BNST,Human CA1R-CA2R,3.656182290325789,6.09,0.6001,Weak
Microglia,Human BNST,Human CA1R-CA2R-CA3R,4.842911204503466,4.03,1.2015,None
Microglia,Human BNST,Human CA1U,9.107204537959797,6.39,1.425,None
Microglia,Human BNST,Human CA1U-CA2U-CA3U,3.0233007635323474,3.6,0.8391,None
Microglia,Human BNST,Human CA2U-CA3U,7.357413949153138,8.03,0.9166,None
Microglia,Human BNST,Human CA3R,5.049703815563819,4.89,1.0336,None
Microglia,Human BNST,Human CA4C-DGC,10.131675535199884,7.01,1.4457,None
Microglia,Human BNST,Human CBL,5.70626924797624,7.4,0.7706,None
Microglia,Human BNST,Human CBV,5.300482626272666,6.14,0.8639,None
Microglia,Human BNST,Human CEN,4.259101335537261,3.91,1.0886,None
Microglia,Human BNST,Human CM,5.310743500753578,5.02,1.0586,None
Microglia,Human BNST,Human CM-Pf,8.177521640595138,6.76,1.21,None
Microglia,Human BNST,Human CMN,4.32473017983686,4.7,0.9201,None
Microglia,Human BNST,Human CaB,5.717416408438499,7.95,0.7195,Weak
Microglia,Human BNST,Human CbDN,11.034233611550384,6.82,1.619,None
Microglia,Human BNST,Human Cla,6.186687901428923,9.1,0.6795,Weak
Microglia,Human BNST,Human CoA,6.255031660723773,4.87,1.2843,None
Microglia,Human BNST,Human DGR-CA4Rpy,8.080312337800756,8.38,0.9645,None
Microglia,Human BNST,Human DGU-CA4Upy,8.632572301942893,8.73,0.9886,None
Microglia,Human BNST,Human DTg,3.520768017567287,5.31,0.6627,Weak
Microglia,Human BNST,Human ETH,3.8122451530173533,4.02,0.9493,None
Microglia,Human BNST,Human FI,6.527859330810332,6.89,0.9472,None
Microglia,Human BNST,Human GPe,12.22641349582256,6.12,1.9993,None
Microglia,Human BNST,Human GPi,12.04789943609019,7.96,1.5141,None
Microglia,Human BNST,Human Gpe,12.281050032783767,11.11,1.1056,None
Microglia,Human BNST,Human HTHma,4.446108400448711,4.27,1.0415,None
Microglia,Human BNST,Human HTHma-HTHtub,3.7181688208490304,3.83,0.9708,None
Microglia,Human BNST,Human HTHpo,3.3210983323368106,3.24,1.0255,None
Microglia,Human BNST,Human HTHpo-HTHso,3.5868407223003893,3.66,0.9806,None
Microglia,Human BNST,Human HTHso,9.673923394212709,5.12,1.8901,None
Microglia,Human BNST,Human HTHso-HTHtub,2.538719293529711,3.75,0.6776,Weak
Microglia,Human BNST,Human HTHtub,7.71362563938031,3.89,1.9834,None
Microglia,Human BNST,Human IC,3.6955992068801637,6.21,0.5949,Weak
Microglia,Human BNST,Human IO,8.262586866688379,6.53,1.265,None
Microglia,Human BNST,Human ITG,4.284959373270035,9.59,0.4467,Moderate
Microglia,Human BNST,Human Idg,4.516777917711268,10.88,0.4152,Moderate
Microglia,Human BNST,Human Ig,4.276822368262074,6.74,0.6343,Weak
Microglia,Human BNST,Human LEC,4.539609942452466,7.36,0.6169,Weak
Microglia,Human BNST,Human LG,4.544026653605943,4.95,0.9182,None
Microglia,Human BNST,Human LP,6.996433513186863,6.08,1.1505,None
Microglia,Human BNST,Human LP-VPL,10.249690909340329,7.08,1.4487,None
Microglia,Human BNST,Human La,6.129324912874896,6.5,0.9426,None
Microglia,Human BNST,Human M1C,4.399340875334405,5.55,0.7933,None
Microglia,Human BNST,Human MD,4.613809127536055,4.98,0.926,None
Microglia,Human BNST,Human MD-Re,6.207215766367036,5.36,1.1586,None
Microglia,Human BNST,Human MEC,7.389697888990878,6.97,1.0607,None
Microglia,Human BNST,Human MG,3.1260905365833023,3.44,0.9092,None
Microglia,Human BNST,Human MN,10.373378417020948,7.82,1.3271,None
Microglia,Human BNST,Human MTG,3.951836209004048,6.43,0.6141,Weak
Microglia,Human BNST,Human MoAN,5.2149944325653985,5.7,0.9155,None
Microglia,Human BNST,Human MoRF-MoEN,6.0476347703965585,5.24,1.1535,None
Microglia,Human BNST,Human MoSR,3.3471410733756697,4.34,0.7709,None
Microglia,Human BNST,Human NAC,3.7052137352875523,5.2,0.7124,Weak
Microglia,Human BNST,Human PAG,9.287185675598778,5.92,1.5675,None
Microglia,Human BNST,Human PAG-DR,3.5930672993368318,5.12,0.7017,Weak
Microglia,Human BNST,Human PB,6.599028323296471,7.56,0.8725,None
Microglia,Human BNST,Human PN,7.970024000982679,8.09,0.9853,None
Microglia,Human BNST,Human PTR,4.931678664802624,5.12,0.964,None
Microglia,Human BNST,Human Pir,5.595435152382574,5.91,0.9467,None
Microglia,Human BNST,Human PnAN,4.697901827581813,5.42,0.8675,None
Microglia,Human BNST,Human PnEN,5.548650228565935,4.56,1.216,None
Microglia,Human BNST,Human PnRF,7.226260831521094,6.04,1.1969,None
Microglia,Human BNST,Human Pro,4.365049796226604,7.34,0.5945,Weak
Microglia,Human BNST,Human Pu,4.856704426848079,7.67,0.6336,Weak
Microglia,Human BNST,Human Pul,5.343250965094587,4.29,1.2468,None
Microglia,Human BNST,Human RN,4.85472102926407,5.72,0.8483,None
Microglia,Human BNST,Human S1C,4.936871361484246,6.46,0.7641,None
Microglia,Human BNST,Human SC,3.8039464283415807,4.81,0.7912,None
Microglia,Human BNST,Human SEP,12.486362576327899,6.67,1.8731,None
Microglia,Human BNST,Human SI,2.9858654395729856,3.93,0.7589,None
Microglia,Human BNST,Human SN,10.725229434662431,6.81,1.5757,None
Microglia,Human BNST,Human SN-RN,9.823504952105,6.34,1.5489,None
Microglia,Human BNST,Human STG,4.339019499503632,5.57,0.7796,None
Microglia,Human BNST,Human STH,10.085623915119376,6.57,1.5354,None
Microglia,Human BNST,Human SpC,8.650474046516113,6.8,1.272,None
Microglia,Human BNST,Human Sub,7.440019831199432,6.24,1.1931,None
Microglia,Human BNST,Human TF,3.1875453237743065,8.85,0.3602,Moderate
Microglia,Human BNST,Human TH-TL,6.312332346954528,9.26,0.6818,Weak
Microglia,Human BNST,Human V1C,3.8282762048165266,6.33,0.6046,Weak
Microglia,Human BNST,Human V2,3.998479354229529,7.7,0.5194,Weak
Microglia,Human BNST,Human VA,3.5763037459571145,4.92,0.7268,Weak
Microglia,Human BNST,Human VLN,9.756902775291996,5.06,1.9265,None
Microglia,Human BNST,Human VPL,7.622083871560776,4.22,1.8083,None
Microglia,Human CA1-3,Human CA1C-CA3C,4.2576932175325215,4.88,0.8723,None
Microglia,Human CA1-3,Human CA1R-CA2R,5.39427070634459,5.37,1.0052,None
Microglia,Human CA1-3,Human CA1R-CA2R-CA3R,3.4942720514417074,3.72,0.9399,None
Microglia,Human CA1-3,Human CA1U,6.348146757141286,6.56,0.9684,None
Microglia,Human CA1-3,Human CA1U-CA2U-CA3U,3.0039706510840474,3.57,0.8423,None
Microglia,Human CA1-3,Human CA2U-CA3U,3.910568905432502,4.83,0.8103,None
Microglia,Human CA1-3,Human CA3R,4.549947522273716,5.11,0.8909,None
Microglia,Human CA1-3,Human CA4C-DGC,5.684111002887074,6.23,0.9121,None
Microglia,Human CA1-3,Human CBL,5.056534180001136,7.49,0.6752,Weak
Microglia,Human CA1-3,Human CBV,4.902246902200871,7.59,0.6462,Weak
Microglia,Human CA1-3,Human CEN,3.9984424113225128,4.11,0.9724,None
Microglia,Human CA1-3,Human CM,5.869310326898189,6.76,0.8676,None
Microglia,Human CA1-3,Human CM-Pf,3.938055701867106,6.15,0.6408,Weak
Microglia,Human CA1-3,Human CMN,3.626329475637001,4.78,0.7594,None
Microglia,Human CA1-3,Human CaB,5.708317286551097,6.72,0.8496,None
Microglia,Human CA1-3,Human CbDN,6.401690024231823,8.75,0.732,Weak
Microglia,Human CA1-3,Human Cla,5.458459274560576,6.23,0.8766,None
Microglia,Human CA1-3,Human CoA,6.591620757427738,5.88,1.1216,None
Microglia,Human CA1-3,Human DGR-CA4Rpy,4.846231228695746,5.52,0.8779,None
Microglia,Human CA1-3,Human DGU-CA4Upy,4.296799245096651,4.76,0.9022,None
Microglia,Human CA1-3,Human DTg,3.577305622207086,7.26,0.493,Moderate
Microglia,Human CA1-3,Human ETH,3.233604134782626,5.81,0.5565,Weak
Microglia,Human CA1-3,Human FI,4.534891067816275,4.73,0.9592,None
Microglia,Human CA1-3,Human GPe,6.5790706131408605,6.54,1.0056,None
Microglia,Human CA1-3,Human GPi,6.233844263095456,8.93,0.6978,Weak
Microglia,Human CA1-3,Human Gpe,5.880851436737007,5.68,1.0352,None
Microglia,Human CA1-3,Human HTHma,3.1329817335585357,4.25,0.7372,Weak
Microglia,Human CA1-3,Human HTHma-HTHtub,3.3441947855088596,5.26,0.6362,Weak
Microglia,Human CA1-3,Human HTHpo,5.205933999947772,6.99,0.7446,Weak
Microglia,Human CA1-3,Human HTHpo-HTHso,3.850918132553408,6.14,0.6268,Weak
Microglia,Human CA1-3,Human HTHso,6.890775899856098,6.49,1.0612,None
Microglia,Human CA1-3,Human HTHso-HTHtub,2.967943523280295,5.81,0.5113,Weak
Microglia,Human CA1-3,Human HTHtub,6.542752025588549,5.83,1.1215,None
Microglia,Human CA1-3,Human IC,4.123973459168572,7.42,0.5557,Weak
Microglia,Human CA1-3,Human IO,4.6912314706092495,7.81,0.6008,Weak
Microglia,Human CA1-3,Human ITG,3.955396195700185,6.48,0.6107,Weak
Microglia,Human CA1-3,Human Idg,4.541736695212396,6.02,0.7541,None
Microglia,Human CA1-3,Human Ig,4.298994540575219,5.6,0.7684,None
Microglia,Human CA1-3,Human LEC,4.48515407121817,5.93,0.7562,None
Microglia,Human CA1-3,Human LG,3.7725599096084936,7.85,0.4807,Moderate
Microglia,Human CA1-3,Human LP,4.674895611154138,8.03,0.5821,Weak
Microglia,Human CA1-3,Human LP-VPL,7.782529066726955,7.39,1.0528,None
Microglia,Human CA1-3,Human La,4.22295994754481,4.44,0.951,None
Microglia,Human CA1-3,Human M1C,4.07107972612456,6.33,0.6435,Weak
Microglia,Human CA1-3,Human MD,4.045231026941838,7.14,0.5663,Weak
Microglia,Human CA1-3,Human MD-Re,5.5411981946136635,5.9,0.9386,None
Microglia,Human CA1-3,Human MEC,4.56706415196314,6.28,0.7276,Weak
Microglia,Human CA1-3,Human MG,3.19566936451717,4.35,0.7348,Weak
