pair,omega,kn,kf,same_organ,same_ct
"Sple|naive b cell vs Lung|cd4-positive, ..",30.17817916454524,0.012801639185632544,0.38633016094388195,False,False
Hear|fibroblast of .. vs Lung|capillary EC,30.173408431896846,0.016215794442793516,0.4892857887700919,False,False
Sple|macrophage vs Lung|club cell,30.162167649182987,0.01935243585999922,0.5837114148293572,False,False
Sple|plasma cell vs Lung|bronchial vess..,30.027497249766572,0.01978892289735067,0.59421182787604,False,False
Hear|cardiac EC vs Bone|monocyte,29.998974344477887,0.019829611376730023,0.5948680029514908,False,False
Lung|lung ciliated .. vs Lung|vein EC,29.99605174951426,0.018748271525133066,0.5623741228818361,True,False
Lung|macrophage vs Lung|bronchial vess..,29.885457660707868,0.01894260271329947,0.5661083513719213,True,False
Lung|club cell vs Lung|lung ciliated ..,29.877187898003974,0.013316078046753973,0.3978469658673542,True,False
Hear|cardiac EC vs Lung|lung ciliated ..,29.86752840826086,0.019678121411944513,0.587736850292459,False,False
Bone|memory b cell vs Sple|nk cell,29.86562775714514,0.014623787338767257,0.43674858905927505,False,False
Live|EC vs Lung|club cell,29.846485644746505,0.01986194022184269,0.5928091137080411,False,False
Live|fibroblast vs Kidn|macrophage,29.84007291025549,0.019866556675683444,0.5928194996781169,False,False
Bone|monocyte vs Lung|type ii pneumo..,29.81528480677779,0.018955077748943297,0.5651510416193608,False,False
Lung|lung microvasc.. vs Lung|pericyte cell,29.806271875315264,0.015140531736657617,0.45128280527965614,True,False
"Kidn|cd8-positive, .. vs Bone|memory b cell",29.79388406301475,0.015413004056324717,0.4592132559169147,False,False
Live|EC vs Hear|cardiac EC,29.765763381101383,0.019163140290744205,0.5704054995331423,False,False
Lung|lung ciliated .. vs Lung|lung microvasc..,29.7639617023307,0.01956793606289084,0.5824192995695388,True,False
Sple|classical mono.. vs Lung|club cell,29.74881276481076,0.019114206320136523,0.5686249449657039,False,False
Lung|non-classical .. vs Lung|EC of artery,29.732959345630693,0.016525436679828115,0.4913501369701236,True,False
Lung|classical mono.. vs Lung|lung microvasc..,29.70513607548862,0.01727332549799637,0.5131064843941894,True,False
Sple|macrophage vs Lung|type ii pneumo..,29.693773737260837,0.018920797410096647,0.5618298772239607,False,False
Sple|plasma cell vs Lung|respiratory go..,29.65241233684173,0.019329101174079908,0.573154478114349,False,False
Sple|classical mono.. vs Lung|vein EC,29.626001167674172,0.018885171726051156,0.5594921196077188,False,False
"Lung|respiratory go.. vs Lung|cd8-positive, ..",29.611356574219805,0.018181893414836597,0.5383905291011855,True,False
Lung|classical mono.. vs Lung|vein EC,29.57652549912241,0.016396002308092503,0.4849367803489678,True,False
Lung|respiratory go.. vs Lung|EC of artery,29.560331860005505,0.014925041513911087,0.4411891801755707,True,False
"Lung|club cell vs Lung|cd8-positive, ..",29.335424144558093,0.01753824471892283,0.5144918475806572,True,False
Sple|nk cell vs Sple|naive thymus-d..,29.273494253763527,0.009564529247063294,0.2799871919538605,True,False
Sple|classical mono.. vs Sple|regulatory t c..,29.221047204165597,0.015666833135352012,0.45780127058790687,True,False
Sple|classical mono.. vs Lung|bronchial vess..,29.129930920776157,0.020782993846506996,0.6054071750756648,False,False
Live|EC vs Lung|non-classical ..,29.10550414942204,0.00860739665907867,0.2505226191765356,False,False
Lung|basal cell vs Lung|bronchial vess..,29.08976341306265,0.01486039576000074,0.43228539688290085,True,False
Live|nk cell vs Live|fibroblast,29.087089988575627,0.020563029900188948,0.5981187011445672,True,False
Lung|club cell vs Lung|EC of artery,29.047680751397646,0.014804122374591746,0.43002542054176385,True,False
"Live|t cell vs Sple|cd4-positive, ..",29.040867190022684,0.014581688340541101,0.42346487450395637,False,False
Sple|mature nk t cell vs Lung|vein EC,29.035729388028074,0.019588588141042144,0.5687689443568356,False,False
Live|monocyte vs Live|livEC,29.027884459045595,0.020031724177332965,0.5814785749350915,True,False
Hear|cardiac EC vs Lung|type i pneumoc..,29.022514213498,0.020005553766142308,0.5806114685267636,False,False
Hear|cardiac EC vs Lung|macrophage,29.001109444371192,0.020209515732323165,0.5860983775708455,False,False
Lung|type ii pneumo.. vs Lung|capillary EC,28.958864589514135,0.018033250905656023,0.5222224710856259,True,False
"Lung|cd4-positive, .. vs Lung|lung microvasc..",28.90350108914779,0.018108230129278598,0.5233912492641428,True,False
Sple|type i nk t cell vs Lung|vein EC,28.88259775340789,0.020109323642425042,0.5808095058572577,False,False
Kidn|macrophage vs Lung|lung microvasc..,28.79396488891526,0.018798776832355618,0.5412913200654013,False,False
Live|EC vs Lung|respiratory go..,28.75471030002039,0.019794172001675873,0.5691756815369644,False,False
Kidn|kidney epi vs Hear|cardio,28.741443621518314,0.02007264748940692,0.5769168661514001,False,False
Lung|pericyte cell vs Lung|EC of artery,28.692605918224213,0.013200713762223567,0.3787628778187597,True,False
