sample,cancer,type,stromal_score,immune_score,admix
TCGA-BH-A1EV-01,TCGA-BRCA,Tumor,11352.745318262463,9011.778766179763,20364.524084442226
TCGA-KN-8434-11,TCGA-LUAD,Normal,7044.516283539728,10043.429369047128,17087.945652586855
TCGA-AO-A03V-01,TCGA-BRCA,Tumor,10068.393247660362,12155.000713394216,22223.39396105458
TCGA-75-6211-01,TCGA-LUAD,Tumor,10206.302847807823,13928.638401996937,24134.94124980476
TCGA-B6-A0IK-01,TCGA-BRCA,Tumor,10311.792842700092,13941.586324218672,24253.379166918763
TCGA-L5-A8NH-01,TCGA-LUSC,Tumor,6614.278882264622,14437.900814282515,21052.179696547137
TCGA-91-6828-11,TCGA-LUAD,Normal,10058.917076012363,17385.822563238104,27444.739639250467
TCGA-BP-4973-01,TCGA-KIRC,Tumor,10478.860167696886,16754.06000109753,27232.920168794415
TCGA-A3-3326-01,TCGA-KIRC,Tumor,10018.75717439604,18033.051489614973,28051.808664011012
TCGA-AK-3445-01,TCGA-KIRC,Tumor,11081.877631080908,17372.447786437628,28454.325417518536
TCGA-UB-A7MB-01,TCGA-LIHC,Tumor,-297.7239544271979,3972.073939723112,3674.349985295914
TCGA-52-7810-01,TCGA-LUSC,Tumor,2645.057753976078,5852.186945870682,8497.24469984676
TCGA-05-5420-01,TCGA-LUAD,Tumor,10171.64937025723,18936.31490656224,29107.964276819468
TCGA-CJ-4636-01,TCGA-KIRC,Tumor,12744.888841360542,17929.635296551078,30674.52413791162
TCGA-90-6837-01,TCGA-LUSC,Tumor,12802.727636779618,16178.20471740724,28980.932354186858
TCGA-E9-A1R7-11,TCGA-BRCA,Normal,15117.129605578823,15011.728538723797,30128.85814430262
TCGA-V5-AASW-01,TCGA-KIRC,Tumor,810.6466447254534,10893.620533371224,11704.267178096678
TCGA-E2-A15E-01,TCGA-BRCA,Tumor,11854.007764318183,10823.957866121087,22677.96563043927
TCGA-ZS-A9CD-01,TCGA-LIHC,Tumor,2977.666398850688,10859.105783558723,13836.772182409411
TCGA-FY-A3NP-01,TCGA-LIHC,Tumor,3356.353995500125,7121.670248646729,10478.024244146854
TCGA-CW-5583-01,TCGA-KIRC,Tumor,12179.121554214438,15121.62936426303,27300.750918477468
TCGA-E2-A15D-01,TCGA-BRCA,Tumor,12440.03641546841,13778.986743812671,26219.02315928108
TCGA-E9-A1RB-01,TCGA-BRCA,Tumor,9711.027037218912,12280.929928365087,21991.956965584
TCGA-BP-5185-01,TCGA-KIRC,Tumor,4244.151048211093,11133.189108566778,15377.340156777871
TCGA-AO-A1KR-01,TCGA-BRCA,Tumor,871.2884518782521,9808.132896760457,10679.421348638709
TCGA-IG-A3QL-01,TCGA-LUSC,Tumor,5578.43443316115,4028.6819711068274,9607.116404267977
TCGA-CJ-4897-01,TCGA-KIRC,Tumor,11427.651182588113,15264.181007954274,26691.832190542387
TCGA-B2-5636-11,TCGA-KIRC,Normal,10639.919514497942,13219.5048903385,23859.42440483644
TCGA-55-1594-01,TCGA-LUAD,Tumor,9131.959672823617,15460.068131258904,24592.02780408252
TCGA-85-8071-01,TCGA-LUSC,Tumor,5419.900642617635,12103.006268582369,17522.906911200003
TCGA-BH-A18H-01,TCGA-BRCA,Tumor,12294.994786734522,16667.23066553912,28962.22545227364
TCGA-BH-A0HF-01,TCGA-BRCA,Tumor,13880.421620206926,14749.710969808086,28630.13259001501
TCGA-DX-A23R-01,TCGA-KIRC,Tumor,11365.234371812057,11180.918564712734,22546.15293652479
TCGA-BP-5198-01,TCGA-KIRC,Tumor,13406.86203631134,17328.026453276896,30734.888489588237
TCGA-C8-A12M-01,TCGA-BRCA,Tumor,9507.275118301022,12410.715063030559,21917.99018133158
TCGA-56-7823-11,TCGA-LUSC,Normal,13439.715610388255,18498.817420327086,31938.53303071534
TCGA-BP-4962-01,TCGA-KIRC,Tumor,13233.818747212204,17644.055354889,30877.874102101203
TCGA-21-1076-01,TCGA-LUSC,Tumor,14788.245266903712,18436.670950784235,33224.91621768795
TCGA-A3-3358-11,TCGA-KIRC,Normal,6990.572536151638,10294.782687737355,17285.355223888993
TCGA-BP-4342-01,TCGA-KIRC,Tumor,12474.36975208495,16069.815668501036,28544.185420585985
TCGA-C8-A26V-01,TCGA-BRCA,Tumor,10226.265413606834,12726.502080381371,22952.767493988205
TCGA-G3-A3CK-01,TCGA-LIHC,Tumor,1899.3036765833604,11934.516094989773,13833.819771573133
TCGA-56-1622-01,TCGA-LUSC,Tumor,6262.522252412098,11026.137537340623,17288.65978975272
TCGA-CZ-5464-01,TCGA-KIRC,Tumor,12584.55514734334,18051.448921958607,30636.004069301947
TCGA-IG-A3YB-01,TCGA-LUSC,Tumor,9838.54628549558,14434.030666101953,24272.576951597533
TCGA-33-4566-01,TCGA-LUSC,Tumor,6546.2240339277305,16340.11065912279,22886.33469305052
TCGA-L5-A4OG-11,TCGA-LUSC,Normal,9427.74855316053,14083.494128920323,23511.242682080854
TCGA-FY-A76V-01,TCGA-LIHC,Tumor,9242.098825502646,12316.945783446154,21559.0446089488
TCGA-B6-A1KN-01,TCGA-BRCA,Tumor,12018.094221506795,13058.413529444038,25076.507750950834
TCGA-A7-A4SA-01,TCGA-BRCA,Tumor,13465.020972664472,16660.137765289077,30125.15873795355
TCGA-E2-A15S-01,TCGA-BRCA,Tumor,6047.860641885945,8295.80490989704,14343.665551782986
TCGA-DD-A1EC-11,TCGA-LIHC,Normal,1673.5367327670247,8993.612546732948,10667.149279499972
TCGA-E9-A1RI-01,TCGA-BRCA,Tumor,14337.536631456602,13433.807231594215,27771.343863050817
TCGA-GM-A2DI-01,TCGA-BRCA,Tumor,14712.539050242933,18659.81985318431,33372.358903427245
TCGA-64-5774-01,TCGA-LUAD,Tumor,8026.100401442545,12499.877870286069,20525.978271728614
TCGA-CJ-4886-01,TCGA-KIRC,Tumor,13539.73830955118,17169.77011820956,30709.50842776074
TCGA-A8-A09T-01,TCGA-BRCA,Tumor,10918.740925329996,11625.729492730268,22544.470418060264
TCGA-A3-3346-01,TCGA-KIRC,Tumor,6281.012169914458,16924.937003209565,23205.949173124023
TCGA-D8-A27T-01,TCGA-BRCA,Tumor,14997.603209289035,15682.331310408092,30679.934519697126
TCGA-34-5232-01,TCGA-LUSC,Tumor,8875.722426328324,17434.41284278451,26310.135269112834
TCGA-50-5941-01,TCGA-LUAD,Tumor,12854.188513368044,18586.745906425753,31440.934419793797
TCGA-C8-A278-01,TCGA-BRCA,Tumor,14021.319202405557,16287.237605303035,30308.55680770859
TCGA-BC-A10U-11,TCGA-LIHC,Normal,2082.1503925075303,9052.354851010357,11134.505243517888
TCGA-BC-A217-01,TCGA-LIHC,Tumor,390.89563760135934,12164.821925826694,12555.717563428054
TCGA-CZ-5452-11,TCGA-KIRC,Normal,7144.037428572632,4880.868680586529,12024.906109159161
TCGA-A8-A09C-01,TCGA-BRCA,Tumor,10393.492809070656,9739.174539565236,20132.667348635892
TCGA-BH-A18L-01,TCGA-BRCA,Tumor,7036.555445646252,10639.279232629833,17675.834678276085
TCGA-60-2723-01,TCGA-LUSC,Tumor,9848.321255348696,16291.7160212583,26140.037276606996
TCGA-44-2662-01,TCGA-LUAD,Tumor,12227.491292228504,16829.510105011064,29057.001397239568
TCGA-21-1072-01,TCGA-LUSC,Tumor,8852.949734552622,12212.49091090733,21065.440645459952
TCGA-GM-A2DK-01,TCGA-BRCA,Tumor,11857.490186256397,14236.621094799815,26094.11128105621
TCGA-E9-A22A-01,TCGA-BRCA,Tumor,15567.12325960655,16507.298926250227,32074.422185856776
TCGA-DD-A3A9-01,TCGA-LIHC,Tumor,2582.4951012189595,11727.103898059202,14309.598999278162
TCGA-21-5782-01,TCGA-LUSC,Tumor,11812.994153544383,14600.297638763612,26413.291792307995
TCGA-CZ-5460-01,TCGA-KIRC,Tumor,8725.042760033597,17033.62485032088,25758.667610354478
TCGA-B0-4816-01,TCGA-KIRC,Tumor,11707.404559250415,17613.09416944449,29320.498728694904
TCGA-AR-A2LO-01,TCGA-BRCA,Tumor,13822.728666768915,16121.941726808003,29944.67039357692
TCGA-BH-A1FD-11,TCGA-BRCA,Normal,12546.380119518155,13417.85354171386,25964.233661232014
TCGA-D8-A1XM-01,TCGA-BRCA,Tumor,14634.17210670801,16033.750013719113,30667.922120427123
TCGA-DD-A119-01,TCGA-LIHC,Tumor,-449.7019700655874,4670.454273118823,4220.752303053236
TCGA-G3-A25V-01,TCGA-LIHC,Tumor,6002.251230147729,14565.60147575515,20567.85270590288
TCGA-60-2720-01,TCGA-LUSC,Tumor,8427.699417605778,16107.6954552426,24535.394872848377
TCGA-BH-A1EU-01,TCGA-BRCA,Tumor,15527.247927709384,17131.698246907563,32658.946174616947
TCGA-PE-A5DD-01,TCGA-BRCA,Tumor,12646.616245970446,14292.738243417985,26939.354489388432
TCGA-A3-3387-11,TCGA-KIRC,Normal,6823.583467827608,7703.341425972332,14526.92489379994
TCGA-55-6986-11,TCGA-LUAD,Normal,11144.820895837405,17000.052737703092,28144.873633540497
TCGA-WT-AB44-01,TCGA-BRCA,Tumor,9098.35554611242,10688.552479502225,19786.908025614644
TCGA-DX-A8BX-01,TCGA-KIRC,Tumor,13055.528703916065,13284.529071166344,26340.05777508241
TCGA-C8-A8HR-01,TCGA-BRCA,Tumor,14933.880934926343,16563.96387157778,31497.844806504123
TCGA-BP-4994-01,TCGA-KIRC,Tumor,8323.26588779589,14190.958326239252,22514.22421403514
TCGA-BP-4970-01,TCGA-KIRC,Tumor,14383.537326558664,17692.891075818185,32076.42840237685
TCGA-DD-AACI-01,TCGA-LIHC,Tumor,3107.316362899557,14286.264282307118,17393.580645206675
TCGA-L5-A43E-01,TCGA-LUSC,Tumor,2574.5911772693144,13341.233144830283,15915.824322099597
TCGA-97-A4M2-01,TCGA-LUAD,Tumor,11141.985870010281,18255.84823698759,29397.83410699787
TCGA-A2-A0YG-01,TCGA-BRCA,Tumor,10232.397891054712,12359.439156759585,22591.837047814297
TCGA-55-7995-01,TCGA-LUAD,Tumor,10999.608525272026,18316.15923184186,29315.767757113885
TCGA-A8-A09G-01,TCGA-BRCA,Tumor,11355.445173472992,15395.91544519598,26751.360618668972
TCGA-DX-A2J1-01,TCGA-KIRC,Tumor,13456.430524267362,17752.472860767117,31208.90338503448
TCGA-NK-A7XE-01,TCGA-LUSC,Tumor,-169.9557076462661,11600.93635594854,11430.980648302273
TCGA-EW-A6SA-01,TCGA-BRCA,Tumor,3931.807324462101,3522.044714480493,7453.852038942594
TCGA-B0-4703-01,TCGA-KIRC,Tumor,14641.165407556346,17419.2239340244,32060.389341580747
TCGA-UB-A7ME-01,TCGA-LIHC,Tumor,5736.697882471464,14660.498362851718,20397.196245323183
TCGA-56-5897-01,TCGA-LUSC,Tumor,14721.392725630267,16931.980103758757,31653.372829389024
TCGA-CZ-4856-01,TCGA-KIRC,Tumor,10947.43978150719,16908.154504022164,27855.594285529354
TCGA-A1-A0SO-01,TCGA-BRCA,Tumor,5297.734862182646,9910.211612144303,15207.94647432695
TCGA-43-A475-01,TCGA-LUSC,Tumor,11157.331292115934,18467.31555241618,29624.646844532115
TCGA-NJ-A4YP-01,TCGA-LUAD,Tumor,12692.293243016964,14951.47801493484,27643.771257951805
TCGA-BP-4165-01,TCGA-KIRC,Tumor,9823.876716472932,16519.691937519605,26343.568653992537
TCGA-77-A5G1-01,TCGA-LUSC,Tumor,10886.424476597993,15766.930330792598,26653.35480739059
TCGA-E2-A10B-01,TCGA-BRCA,Tumor,12758.313417861867,13940.231060931179,26698.544478793046
TCGA-97-A4M1-01,TCGA-LUAD,Tumor,9747.537332187021,16225.080464395713,25972.617796582734
TCGA-D8-A1XA-01,TCGA-BRCA,Tumor,11425.406638928242,12723.083686629976,24148.490325558218
TCGA-AO-A1KQ-01,TCGA-BRCA,Tumor,10369.211897783407,14985.804237308406,25355.016135091813
TCGA-56-7582-11,TCGA-LUSC,Normal,14387.631573393064,17776.326917475624,32163.95849086869
TCGA-A8-A0A6-01,TCGA-BRCA,Tumor,13035.800908135363,17009.080712043415,30044.881620178778
TCGA-56-A4ZK-01,TCGA-LUSC,Tumor,9209.629420546593,16060.346611096018,25269.97603164261
TCGA-L5-A43J-01,TCGA-LUSC,Tumor,9203.041631548062,11951.71122026996,21154.752851818022
TCGA-78-7149-01,TCGA-LUAD,Tumor,6642.077786704973,12205.675466133467,18847.75325283844
TCGA-AQ-A04J-01,TCGA-BRCA,Tumor,13652.523960618386,17173.24542590479,30825.769386523178
TCGA-37-3789-01,TCGA-LUSC,Tumor,8833.47805151916,15725.013211160465,24558.491262679625
TCGA-BH-A0W4-01,TCGA-BRCA,Tumor,11899.478448318314,10812.824075858993,22712.302524177307
TCGA-BH-A0DD-11,TCGA-BRCA,Normal,13959.186961348667,13800.998211589631,27760.185172938298
TCGA-L5-A4OX-01,TCGA-LUSC,Tumor,5718.400049529537,13197.938062747733,18916.33811227727
TCGA-37-A5EM-01,TCGA-LUSC,Tumor,13317.848628158386,15892.144564344078,29209.993192502465
TCGA-B0-5084-01,TCGA-KIRC,Tumor,6347.089258703196,12708.214918803915,19055.30417750711
TCGA-BP-4965-01,TCGA-KIRC,Tumor,11399.560594185623,15824.890068342316,27224.45066252794
TCGA-D8-A1X5-01,TCGA-BRCA,Tumor,11786.842196353664,13908.52999421686,25695.372190570524
TCGA-66-2792-01,TCGA-LUSC,Tumor,10096.071209970065,13570.269083295458,23666.340293265523
TCGA-DD-A3A2-11,TCGA-LIHC,Normal,668.7921968461487,9471.732360378053,10140.524557224202
TCGA-GM-A3XG-01,TCGA-BRCA,Tumor,6640.032441848518,10477.465776073008,17117.498217921526
TCGA-B0-4707-01,TCGA-KIRC,Tumor,7781.608770105544,14033.633957002163,21815.242727107707
TCGA-85-7699-01,TCGA-LUSC,Tumor,12764.81583594465,17307.50541940404,30072.32125534869
TCGA-A2-A4RW-01,TCGA-BRCA,Tumor,13325.47865375334,14666.083043590213,27991.561697343554
TCGA-51-4081-11,TCGA-LUSC,Normal,13879.265555722839,19267.116533720186,33146.382089443025
TCGA-D8-A1XV-01,TCGA-BRCA,Tumor,6505.413179078831,6949.509125676981,13454.922304755812
TCGA-D8-A13Y-01,TCGA-BRCA,Tumor,6904.874365226882,5801.722063299312,12706.596428526194
TCGA-CJ-6031-01,TCGA-KIRC,Tumor,14025.086194062922,18037.647290579396,32062.73348464232
TCGA-B1-7332-01,TCGA-KIRC,Tumor,4116.3081018788835,13106.196342412335,17222.50444429122
TCGA-FV-A4ZQ-01,TCGA-LIHC,Tumor,1001.5075553654387,16347.989683222007,17349.497238587446
TCGA-AR-A0TU-01,TCGA-BRCA,Tumor,5430.525764506736,14740.49091090733,20171.016675414066
TCGA-BH-A0B0-01,TCGA-BRCA,Tumor,14511.657728367052,15794.38419444847,30306.041922815522
TCGA-E2-A15P-01,TCGA-BRCA,Tumor,12386.750735555874,11860.712938325869,24247.463673881743
TCGA-D8-A1JN-01,TCGA-BRCA,Tumor,4908.592885475598,12239.208450414877,17147.801335890475
TCGA-EP-A26S-01,TCGA-LIHC,Tumor,501.6430580550914,6302.6714826639545,6804.314540719046
TCGA-MP-A4TC-01,TCGA-LUAD,Tumor,13475.998249581036,16437.24141851476,29913.239668095797
TCGA-BH-A0B8-01,TCGA-BRCA,Tumor,11569.324217271456,11490.18537837332,23059.509595644777
TCGA-V5-A7RE-01,TCGA-KIRC,Tumor,-2044.071406962561,6887.231042639021,4843.15963567646
TCGA-E9-A1RD-01,TCGA-BRCA,Tumor,11946.930448988085,11209.233251769063,23156.163700757148
TCGA-A2-A0ET-01,TCGA-BRCA,Tumor,7856.535977160125,13475.919992908264,21332.45597006839
TCGA-60-2724-01,TCGA-LUSC,Tumor,11003.7098863494,12411.59722915995,23415.30711550935
TCGA-E2-A15R-01,TCGA-BRCA,Tumor,9626.755272011444,6505.0254528364785,16131.780724847922
TCGA-A3-3325-01,TCGA-KIRC,Tumor,11867.617311136968,16369.76282385916,28237.38013499613
TCGA-85-7696-01,TCGA-LUSC,Tumor,9530.005124618852,13724.875811714574,23254.880936333426
TCGA-DX-A7EO-01,TCGA-KIRC,Tumor,-2825.2473001476064,-2660.2893481940737,-5485.53664834168
TCGA-BP-4974-01,TCGA-KIRC,Tumor,12360.011853319393,15638.084276200349,27998.09612951974
TCGA-34-5928-01,TCGA-LUSC,Tumor,14177.772076877725,15061.613610492383,29239.385687370108
TCGA-A2-A3KD-01,TCGA-BRCA,Tumor,11804.90525927729,13537.61826514344,25342.52352442073
TCGA-KL-8335-01,TCGA-KIRC,Tumor,2552.2239973434116,3580.54157737513,6132.765574718542
TCGA-E9-A1NG-01,TCGA-BRCA,Tumor,15589.938636840121,15065.743428541678,30655.6820653818
TCGA-68-8250-01,TCGA-LUSC,Tumor,9538.037104942116,15975.096637478946,25513.13374242106
TCGA-A3-3308-01,TCGA-KIRC,Tumor,13340.290507635564,15992.90358765532,29333.194095290884
TCGA-A8-A08J-01,TCGA-BRCA,Tumor,12047.059861795697,13256.630567324293,25303.69042911999
TCGA-A2-A0CO-01,TCGA-BRCA,Tumor,14414.615897012325,17158.063631387657,31572.67952839998
TCGA-66-2780-01,TCGA-LUSC,Tumor,10757.375666080847,14312.672352245081,25070.048018325928
TCGA-BP-4349-01,TCGA-KIRC,Tumor,10344.89541528127,15516.153265783669,25861.048681064938
TCGA-DD-AAVR-01,TCGA-LIHC,Tumor,6618.582999266902,15581.031604630447,22199.61460389735
TCGA-AN-A0FZ-01,TCGA-BRCA,Tumor,10143.20662682728,8165.969975530716,18309.176602357995
TCGA-97-A4M5-01,TCGA-LUAD,Tumor,12565.225749169465,16890.080769734068,29455.306518903533
TCGA-A2-A0YD-01,TCGA-BRCA,Tumor,15478.817718629998,15742.386192515125,31221.203911145123
TCGA-EW-A1J2-01,TCGA-BRCA,Tumor,14040.036775683246,15238.93611674337,29278.972892426616
TCGA-C8-A12N-01,TCGA-BRCA,Tumor,13232.08998616831,12548.905675775688,25780.995661943998
TCGA-B0-4827-01,TCGA-KIRC,Tumor,13753.802323667096,17346.157101508816,31099.95942517591
TCGA-67-6217-01,TCGA-LUAD,Tumor,11060.65228715313,16924.79471834999,27985.44700550312
TCGA-XM-AAZ3-01,TCGA-KIRC,Tumor,3476.1614043875816,13929.95097982656,17406.112384214142
TCGA-HP-A5MZ-01,TCGA-LIHC,Tumor,9327.761425212502,15943.6410121474,25271.402437359902
TCGA-A2-A25F-01,TCGA-BRCA,Tumor,16511.258002468032,19872.225584540025,36383.48358700806
TCGA-A8-A0A1-01,TCGA-BRCA,Tumor,14399.47678795306,17054.718580753546,31454.195368706605
TCGA-BC-A10Y-11,TCGA-LIHC,Normal,4425.382830979037,14669.953191770775,19095.336022749812
TCGA-D8-A27E-01,TCGA-BRCA,Tumor,9431.664943920456,12630.000931493047,22061.665875413502
TCGA-BP-4969-01,TCGA-KIRC,Tumor,7894.365964200835,11981.093043773133,19875.45900797397
TCGA-HU-A4H0-01,TCGA-LIHC,Tumor,7478.919074079022,16622.64570478987,24101.56477886889
TCGA-44-A47B-01,TCGA-LUAD,Tumor,9901.429079186757,15946.870878459853,25848.29995764661
TCGA-DV-5568-01,TCGA-KIRC,Tumor,11879.345140687812,16659.728696317787,28539.0738370056
TCGA-EW-A1IZ-01,TCGA-BRCA,Tumor,10724.262422135198,17902.75057233353,28627.01299446873
TCGA-KL-8331-01,TCGA-KIRC,Tumor,-2757.5268212307274,436.80029042320893,-2320.7265308075184
TCGA-B6-A0IB-01,TCGA-BRCA,Tumor,4687.179858362397,5258.14765712613,9945.327515488527
TCGA-A8-A08Z-01,TCGA-BRCA,Tumor,15225.219856279906,15047.712379711458,30272.932235991364
TCGA-BH-A208-11,TCGA-BRCA,Normal,10699.9992964554,12476.927322435895,23176.926618891295
TCGA-18-3412-01,TCGA-LUSC,Tumor,7015.85655569892,13691.012015134645,20706.868570833565
TCGA-66-2759-01,TCGA-LUSC,Tumor,9691.366826746511,15912.242300759684,25603.609127506195
TCGA-DD-AADQ-01,TCGA-LIHC,Tumor,-2687.849925494629,5429.1029159109385,2741.2529904163093
TCGA-B1-A47O-01,TCGA-KIRC,Tumor,1365.6500822443595,12473.885983562377,13839.536065806737
TCGA-E2-A15T-01,TCGA-BRCA,Tumor,8169.210513207639,9972.368753051622,18141.57926625926
TCGA-BH-A0BC-01,TCGA-BRCA,Tumor,14095.019202546264,16170.019780859922,30265.038983406186
TCGA-HU-A4HD-01,TCGA-LIHC,Tumor,9104.011369280706,12513.355803609742,21617.36717289045
TCGA-51-4079-01,TCGA-LUSC,Tumor,9357.168148566103,14409.283771899583,23766.451920465686
TCGA-38-4628-01,TCGA-LUAD,Tumor,10016.167589951689,12977.809156492232,22993.97674644392
TCGA-AR-A0TV-01,TCGA-BRCA,Tumor,8867.61574645378,15525.284396647181,24392.90014310096
TCGA-22-1016-01,TCGA-LUSC,Tumor,13552.977915735053,16599.89079862161,30152.868714356664
TCGA-B0-5707-01,TCGA-KIRC,Tumor,8281.487495901849,14126.798525933355,22408.286021835203
TCGA-05-4250-01,TCGA-LUAD,Tumor,12159.258587817134,16843.475363978792,29002.733951795926
TCGA-E2-A154-01,TCGA-BRCA,Tumor,10719.221980984596,8455.057238981433,19174.27921996603
TCGA-BP-4993-01,TCGA-KIRC,Tumor,12618.682170913493,16517.45450810272,29136.136679016214
TCGA-85-A4CN-01,TCGA-LUSC,Tumor,11093.566332295366,13733.942914391282,24827.509246686648
TCGA-56-A5DS-01,TCGA-LUSC,Tumor,10254.90735584019,15453.718669400168,25708.62602524036
TCGA-BC-A69I-01,TCGA-LIHC,Tumor,1935.3693313652802,8608.593273832219,10543.9626051975
TCGA-BH-A0BA-11,TCGA-BRCA,Normal,14162.494240080367,15466.261079772103,29628.75531985247
TCGA-B0-5694-01,TCGA-KIRC,Tumor,9758.923678074872,15828.41873285989,25587.34241093476
TCGA-DV-5575-01,TCGA-KIRC,Tumor,12298.54835110252,16673.292000557205,28971.840351659725
TCGA-67-3774-01,TCGA-LUAD,Tumor,11365.61142668995,16800.45553668492,28166.06696337487
TCGA-BP-4173-01,TCGA-KIRC,Tumor,14237.382318798565,19950.457357458345,34187.83967625691
TCGA-ED-A7XP-01,TCGA-LIHC,Tumor,4990.780177490229,13057.762576211466,18048.542753701695
TCGA-CW-5591-11,TCGA-KIRC,Normal,11633.736573203107,17015.36970283683,28649.106276039936
TCGA-IG-A4QS-01,TCGA-LUSC,Tumor,2221.3761276061014,12384.50619189601,14605.88231950211
TCGA-GM-A4E0-01,TCGA-BRCA,Tumor,14751.382816908143,17030.2349135414,31781.617730449543
TCGA-AO-A124-01,TCGA-BRCA,Tumor,5632.741006941167,12458.633046615458,18091.374053556625
TCGA-S3-A6ZF-01,TCGA-BRCA,Tumor,12071.372787176351,14908.451073397988,26979.82386057434
TCGA-A8-A09D-01,TCGA-BRCA,Tumor,14227.027538142665,15311.24883950318,29538.276377645845
TCGA-60-2707-01,TCGA-LUSC,Tumor,12335.055088949139,14898.213677751246,27233.268766700385
TCGA-CZ-5988-11,TCGA-KIRC,Normal,6575.1007461794,5829.054984824539,12404.155731003939
TCGA-05-4389-01,TCGA-LUAD,Tumor,8979.825143839691,17268.14231300136,26247.967456841052
TCGA-22-1012-01,TCGA-LUSC,Tumor,8778.83355119764,14062.827253066393,22841.660804264033
TCGA-77-7338-11,TCGA-LUSC,Normal,12972.82562928546,17769.091732366,30741.91736165146
TCGA-B8-4154-01,TCGA-KIRC,Tumor,9192.516109060667,17023.462154225414,26215.97826328608
TCGA-AN-A0XO-01,TCGA-BRCA,Tumor,10009.963970074026,7035.349581461316,17045.313551535342
TCGA-BH-A0DQ-01,TCGA-BRCA,Tumor,14235.48637304467,13871.375860259152,28106.862233303822
TCGA-DD-A4NQ-01,TCGA-LIHC,Tumor,1678.7230158986968,10631.578064605088,12310.301080503785
TCGA-A2-A4S3-01,TCGA-BRCA,Tumor,10509.920952543096,14942.378898164727,25452.299850707823
TCGA-KL-8336-11,TCGA-KIRC,Normal,13826.933184369485,15824.968325015088,29651.901509384574
TCGA-BP-4797-01,TCGA-KIRC,Tumor,12203.811534472978,17365.73194106547,29569.54347553845
TCGA-A2-A0D1-01,TCGA-BRCA,Tumor,6599.605756120483,8167.741422032483,14767.347178152966
TCGA-AK-3461-01,TCGA-KIRC,Tumor,11887.554977085547,16456.456988800976,28344.011965886522
TCGA-AO-A0J3-01,TCGA-BRCA,Tumor,3913.274721501868,8602.59596700094,12515.870688502808
TCGA-A2-A0ST-01,TCGA-BRCA,Tumor,11990.597672393047,19357.755546393837,31348.353218786884
TCGA-KN-8431-11,TCGA-LUAD,Normal,3790.468659198774,3562.05165987277,7352.520319071544
TCGA-DX-A8BL-01,TCGA-KIRC,Tumor,11796.52823816954,16752.01109911958,28548.53933728912
TCGA-E9-A1RE-01,TCGA-BRCA,Tumor,9452.968544521002,11023.569295625213,20476.537840146215
TCGA-B0-4693-01,TCGA-KIRC,Tumor,9275.930607989168,17517.813113227054,26793.743721216222
TCGA-A2-A25A-01,TCGA-BRCA,Tumor,15330.624480256422,15518.116796845865,30848.741277102286
TCGA-DX-A3UC-01,TCGA-KIRC,Tumor,7804.915030104672,13264.200121853919,21069.11515195859
TCGA-C8-A1HK-01,TCGA-BRCA,Tumor,9573.597648472532,12432.104034546854,22005.701683019386
TCGA-75-6203-01,TCGA-LUAD,Tumor,11782.303309333078,18353.235109126796,30135.538418459873
TCGA-63-A5MG-01,TCGA-LUSC,Tumor,9333.39590565185,15427.456441443279,24760.85234709513
TCGA-77-8133-01,TCGA-LUSC,Tumor,10338.28984067529,16763.95591308128,27102.24575375657
TCGA-43-7657-01,TCGA-LUSC,Tumor,9046.798627243777,9953.217210952218,19000.015838195995
TCGA-39-5035-01,TCGA-LUSC,Tumor,8409.522526794492,16659.177342486913,25068.699869281405
TCGA-DX-AB30-01,TCGA-KIRC,Tumor,10454.376500484741,5891.927107151245,16346.303607635986
TCGA-94-A4VJ-01,TCGA-LUSC,Tumor,8756.893225850476,13716.413419691085,22473.30664554156
TCGA-RC-A6M3-01,TCGA-LIHC,Tumor,-1870.8609331534171,8420.065834889338,6549.20490173592
TCGA-HU-A4H8-01,TCGA-LIHC,Tumor,2278.0197302047163,11756.176251992783,14034.1959821975
TCGA-DV-5567-01,TCGA-KIRC,Tumor,7700.762512892452,10901.478214741506,18602.240727633958
TCGA-AR-A0TR-01,TCGA-BRCA,Tumor,4066.0566465968805,12063.141608049675,16129.198254646555
TCGA-P4-A5EA-01,TCGA-KIRC,Tumor,10239.412534631982,18057.926440190964,28297.338974822946
TCGA-21-A5DI-01,TCGA-LUSC,Tumor,4816.438539047427,11465.762182226488,16282.200721273915
TCGA-G3-A25S-01,TCGA-LIHC,Tumor,-617.0005079592011,8711.383413513962,8094.382905554761
TCGA-85-6175-01,TCGA-LUSC,Tumor,16292.103747500656,17259.99294766894,33552.096695169595
TCGA-B0-5080-01,TCGA-KIRC,Tumor,14753.659374661413,17313.77662459001,32067.435999251422
TCGA-DX-A1KZ-01,TCGA-KIRC,Tumor,12862.135122775562,15701.272982339618,28563.40810511518
TCGA-BP-4787-01,TCGA-KIRC,Tumor,14421.242814347239,17373.180553464463,31794.4233678117
TCGA-55-6981-01,TCGA-LUAD,Tumor,10686.941103467489,14392.554629534516,25079.495733002004
TCGA-55-7903-01,TCGA-LUAD,Tumor,8319.267683241706,15763.647107657798,24082.914790899504
TCGA-55-6975-11,TCGA-LUAD,Normal,11539.9708507402,18047.61078787145,29587.58163861165
TCGA-E9-A1N6-11,TCGA-BRCA,Normal,13539.667167121388,15465.467841679947,29005.135008801335
TCGA-DV-5576-01,TCGA-KIRC,Tumor,7520.242154422409,9762.100187564985,17282.342341987394
