sample,cancer,type,stromal_score,immune_score,admix
TCGA-BH-A208-01,TCGA-BRCA,Tumor,15935.356476198376,13927.354281139229,29862.710757337605
TCGA-BH-A1F6-01,TCGA-BRCA,Tumor,11228.569764185919,15949.926445819325,27178.496210005243
TCGA-DX-A8BP-01,TCGA-KIRC,Tumor,12131.342298367632,17862.515971165925,29993.858269533557
TCGA-DX-AB2V-01,TCGA-KIRC,Tumor,10772.938072597357,14782.564543885,25555.502616482358
TCGA-CZ-5453-01,TCGA-KIRC,Tumor,8384.021522836352,11904.938629804677,20288.96015264103
TCGA-AR-A1AU-01,TCGA-BRCA,Tumor,12694.310130901507,12712.092181227457,25406.402312128965
TCGA-ZP-A9D1-01,TCGA-LIHC,Tumor,5412.028732761395,14247.882941435539,19659.911674196934
TCGA-22-5481-01,TCGA-LUSC,Tumor,5793.3983990139095,15091.646387228127,20885.044786242037
TCGA-DX-A3UE-01,TCGA-KIRC,Tumor,8179.6969073586515,5345.7666736552055,13525.463581013857
TCGA-DD-AADU-01,TCGA-LIHC,Tumor,-4078.4496578662656,2488.2989670558163,-1590.1506908104493
TCGA-AR-A24X-01,TCGA-BRCA,Tumor,12306.356232771952,13074.434804632696,25380.791037404648
TCGA-B6-A0IO-01,TCGA-BRCA,Tumor,6996.555614496956,11943.57252630201,18940.128140798966
TCGA-E2-A1IE-01,TCGA-BRCA,Tumor,7902.959969719439,8178.715141827553,16081.675111546992
TCGA-66-2769-01,TCGA-LUSC,Tumor,13202.459164160875,17342.585751533374,30545.04491569425
TCGA-56-8082-11,TCGA-LUSC,Normal,12798.455533870747,18634.037836628497,31432.493370499244
TCGA-78-7167-01,TCGA-LUAD,Tumor,7054.810593130307,12393.10731165759,19447.917904787897
TCGA-78-8662-01,TCGA-LUAD,Tumor,3481.7923277054433,10982.64817001014,14464.440497715583
TCGA-B0-5694-11,TCGA-KIRC,Normal,12129.126211679682,14591.1665079001,26720.292719579782
TCGA-86-8585-01,TCGA-LUAD,Tumor,9709.597074380137,17341.38700159141,27050.984075971548
TCGA-50-6591-01,TCGA-LUAD,Tumor,4231.971464231086,4267.105153182762,8499.076617413848
TCGA-BP-4985-01,TCGA-KIRC,Tumor,11780.474948887484,16135.341403458904,27915.816352346388
TCGA-AN-A0AJ-01,TCGA-BRCA,Tumor,11045.989832373463,16051.603206474862,27097.593038848325
TCGA-AO-A128-01,TCGA-BRCA,Tumor,11146.940940245138,19308.43961406357,30455.380554308707
TCGA-AR-A24T-01,TCGA-BRCA,Tumor,14890.84687914651,14287.374104211838,29178.220983358347
TCGA-A2-A0CT-01,TCGA-BRCA,Tumor,9660.64041132031,10999.946451813525,20660.586863133834
TCGA-BH-A1F2-01,TCGA-BRCA,Tumor,13437.197168373696,11332.89658035112,24770.093748724816
TCGA-BH-A0DZ-11,TCGA-BRCA,Normal,9046.08364582439,12697.07401429884,21743.15766012323
TCGA-DX-A7EF-01,TCGA-KIRC,Tumor,10203.193923626011,9345.888516322935,19549.082439948947
TCGA-E9-A1N5-11,TCGA-BRCA,Normal,13175.460612055653,12346.398749379117,25521.85936143477
TCGA-D8-A1J9-01,TCGA-BRCA,Tumor,12780.783754310967,12641.72876104389,25422.512515354858
TCGA-Q1-A5R2-01,TCGA-LUSC,Tumor,3257.1601056442523,14319.089399412118,17576.24950505637
TCGA-DD-AADY-01,TCGA-LIHC,Tumor,704.555496301462,4981.9549590748065,5686.5104553762685
TCGA-HU-A4GT-01,TCGA-LIHC,Tumor,4347.254214583914,12923.2713698154,17270.525584399315
TCGA-MP-A4TK-01,TCGA-LUAD,Tumor,14598.60444893462,17244.999680590747,31843.604129525367
TCGA-B0-5099-01,TCGA-KIRC,Tumor,7702.935914122529,11254.462051507904,18957.397965630433
TCGA-77-7338-01,TCGA-LUSC,Tumor,12673.94916749567,14949.567840694985,27623.517008190654
TCGA-E2-A150-01,TCGA-BRCA,Tumor,12245.088372237002,14866.69402423289,27111.78239646989
TCGA-AR-A251-01,TCGA-BRCA,Tumor,12072.155353904036,13874.694654608847,25946.850008512884
TCGA-BH-A0B1-01,TCGA-BRCA,Tumor,13010.669844812128,12602.397668734618,25613.067513546746
TCGA-51-6867-01,TCGA-LUSC,Tumor,10298.880491693246,14621.683053158416,24920.563544851662
TCGA-TQ-A7RM-01,TCGA-LUAD,Tumor,3473.1769794579013,5392.781148381775,8865.958127839676
TCGA-FY-A40L-01,TCGA-LIHC,Tumor,8128.7980559655625,12927.824485321948,21056.62254128751
TCGA-55-7570-01,TCGA-LUAD,Tumor,7605.420985609697,12215.084052473165,19820.50503808286
TCGA-78-7163-01,TCGA-LUAD,Tumor,-2446.4174186385862,11571.45137592217,9125.033957283584
TCGA-D8-A1JE-01,TCGA-BRCA,Tumor,13367.907998879953,13010.524002831062,26378.432001711015
TCGA-05-4417-01,TCGA-LUAD,Tumor,14879.33247688504,17472.666127282468,32351.998604167507
TCGA-78-8655-01,TCGA-LUAD,Tumor,11019.891232005084,16645.500210359834,27665.39144236492
TCGA-A2-A0CP-01,TCGA-BRCA,Tumor,12544.93592819342,13006.138072034522,25551.07400022794
TCGA-97-7554-01,TCGA-LUAD,Tumor,13836.928695754952,16169.902395850771,30006.831091605723
TCGA-B8-4622-11,TCGA-KIRC,Normal,11357.465618479018,15731.828655934321,27089.29427441334
TCGA-DD-AADN-01,TCGA-LIHC,Tumor,-2563.421815792328,12637.798141798,10074.376326005673
TCGA-56-8083-11,TCGA-LUSC,Normal,11089.79222639502,17875.097509874246,28964.889736269266
TCGA-KN-8431-01,TCGA-LUAD,Tumor,-135.19551645098545,3831.7099257478985,3696.514409296913
TCGA-KL-8336-01,TCGA-KIRC,Tumor,4525.679428496649,11716.215549179873,16241.894977676522
TCGA-RC-A7SK-01,TCGA-LIHC,Tumor,-2215.6776189799457,1398.6743981527688,-817.0032208271768
TCGA-AL-3472-01,TCGA-KIRC,Tumor,2288.388739346574,10113.824803324107,12402.21354267068
TCGA-C8-A274-01,TCGA-BRCA,Tumor,8598.348763942493,10428.021787369118,19026.37055131161
TCGA-BH-A5IZ-01,TCGA-BRCA,Tumor,8163.213206376364,11728.270633907752,19891.483840284116
TCGA-49-4505-01,TCGA-LUAD,Tumor,11659.120192152095,17096.319116573115,28755.43930872521
TCGA-AK-3431-01,TCGA-KIRC,Tumor,13029.800044182597,16298.047697509592,29327.84774169219
TCGA-B8-A54I-01,TCGA-KIRC,Tumor,8741.000007035444,17310.0238614186,26051.02386845404
TCGA-43-7657-11,TCGA-LUSC,Normal,14039.222194862148,18153.10433988521,32192.326534747357
TCGA-DX-A8BT-01,TCGA-KIRC,Tumor,13402.159521702237,14994.686369667656,28396.845891369892
TCGA-A8-A076-01,TCGA-BRCA,Tumor,12706.276287592143,13746.524453099602,26452.800740691746
TCGA-IG-A51D-01,TCGA-LUSC,Tumor,10843.155650799858,14107.675440805866,24950.831091605723
TCGA-B2-3924-01,TCGA-KIRC,Tumor,9889.007610945464,17915.986621395914,27804.994232341378
TCGA-DX-A6YZ-01,TCGA-KIRC,Tumor,12140.957197753716,15578.442020186096,27719.399217939812
TCGA-CZ-5455-11,TCGA-KIRC,Normal,7336.96146967652,4929.455403011449,12266.416872687969
TCGA-22-5489-01,TCGA-LUSC,Tumor,13680.810190702792,17396.0421732774,31076.852363980193
TCGA-B6-A40B-01,TCGA-BRCA,Tumor,10872.640630826227,11327.041558379427,22199.682189205654
TCGA-AR-A0U2-01,TCGA-BRCA,Tumor,10720.908056570614,14340.293400610954,25061.201457181567
TCGA-33-AASJ-01,TCGA-LUSC,Tumor,-1692.6100181936672,10115.99464743269,8423.384629239023
TCGA-B0-5712-11,TCGA-KIRC,Normal,13305.487630982414,14737.833741154685,28043.3213721371
TCGA-FV-A23B-11,TCGA-LIHC,Normal,7450.223775023318,16629.176579844567,24079.400354867885
TCGA-P4-A5E7-01,TCGA-KIRC,Tumor,7577.775037393392,13960.776994654461,21538.552032047854
TCGA-TQ-A7RV-01,TCGA-LUAD,Tumor,3776.065874287833,6760.199120006415,10536.264994294248
TCGA-B6-A0IH-01,TCGA-BRCA,Tumor,14175.787203086587,15410.930055003115,29586.717258089702
TCGA-D8-A27K-01,TCGA-BRCA,Tumor,13375.150298232551,14897.697895135268,28272.84819336782
TCGA-DX-A8BO-01,TCGA-KIRC,Tumor,12236.679337035854,16913.646699601934,29150.326036637787
TCGA-E9-A5FK-01,TCGA-BRCA,Tumor,11882.806219897084,17591.160958340308,29473.96717823739
TCGA-EW-A1PB-01,TCGA-BRCA,Tumor,7466.625662211351,17938.915826517154,25405.541488728504
TCGA-22-0944-01,TCGA-LUSC,Tumor,4299.891141951375,10291.101066995736,14590.992208947111
TCGA-BH-A0E9-01,TCGA-BRCA,Tumor,12708.716472933931,14320.401977241734,27029.118450175665
TCGA-86-8669-01,TCGA-LUAD,Tumor,9532.217654185315,15984.604823220343,25516.822477405658
TCGA-A1-A0SE-01,TCGA-BRCA,Tumor,11495.891001242457,12388.145127179752,23884.03612842221
TCGA-55-6981-11,TCGA-LUAD,Normal,12129.382324426926,17717.701998207365,29847.08432263429
TCGA-E9-A1NH-01,TCGA-BRCA,Tumor,13627.3751116877,14267.777921926248,27895.153033613948
TCGA-EW-A2FW-01,TCGA-BRCA,Tumor,10233.112872474096,11065.596686023524,21298.70955849762
TCGA-CJ-4902-01,TCGA-KIRC,Tumor,14164.539584936825,17549.236724465194,31713.77630940202
TCGA-AO-A0JD-01,TCGA-BRCA,Tumor,7701.534408255669,13795.676757841353,21497.211166097022
TCGA-A7-A3IY-01,TCGA-BRCA,Tumor,11279.130689037509,14158.460464311287,25437.591153348796
TCGA-CC-A1HT-01,TCGA-LIHC,Tumor,9768.904960974378,17292.35563898031,27061.260599954687
TCGA-77-8156-01,TCGA-LUSC,Tumor,12175.767188649854,17458.75778225857,29634.524970908424
TCGA-G3-AAUZ-01,TCGA-LIHC,Tumor,432.49261629943794,11262.74303033543,11695.235646634868
TCGA-77-8153-01,TCGA-LUSC,Tumor,3342.050809990895,9580.2743655083,12922.325175499194
TCGA-AO-A0J8-01,TCGA-BRCA,Tumor,11841.781937758813,14636.583835077883,26478.365772836696
TCGA-B0-5117-01,TCGA-KIRC,Tumor,2834.8764280196447,2792.560910780692,5627.437338800337
TCGA-IF-A3RQ-01,TCGA-LUSC,Tumor,9569.357559657063,12546.69670333072,22116.054262987782
TCGA-CZ-5467-01,TCGA-KIRC,Tumor,10169.77476723227,15158.60208502477,25328.37685225704
TCGA-B0-4694-01,TCGA-KIRC,Tumor,13131.804060015162,18372.191009544284,31503.995069559445
TCGA-BH-A0DQ-11,TCGA-BRCA,Normal,12307.45182619071,13470.936465701492,25778.388291892203
TCGA-B1-5398-01,TCGA-KIRC,Tumor,5293.000333480137,17484.21965788033,22777.219991360467
TCGA-B8-A54F-01,TCGA-KIRC,Tumor,12383.446169692139,16253.018096574157,28636.464266266295
TCGA-A7-A3IZ-01,TCGA-BRCA,Tumor,9131.50791839445,10300.65193819501,19432.15985658946
TCGA-G3-AAV6-01,TCGA-LIHC,Tumor,-1389.5183674388318,4757.087966995314,3367.569599556482
TCGA-55-8208-01,TCGA-LUAD,Tumor,14243.447210938142,18999.57119800981,33243.01840894795
TCGA-DX-AB2H-01,TCGA-KIRC,Tumor,6282.445689874723,3411.4822643442167,9693.92795421894
TCGA-A2-A1G0-01,TCGA-BRCA,Tumor,13586.279687119644,14978.010584124935,28564.29027124458
TCGA-B8-5546-01,TCGA-KIRC,Tumor,5196.2964286669085,11292.5339228099,16488.83035147681
TCGA-22-5482-11,TCGA-LUSC,Normal,15083.991461782749,18703.51553356118,33787.50699534393
TCGA-DD-A73F-01,TCGA-LIHC,Tumor,4792.648510525727,16313.59587554014,21106.244386065868
TCGA-UZ-A9PN-01,TCGA-KIRC,Tumor,11426.032692310397,15031.6911045228,26457.723796833197
TCGA-75-6206-01,TCGA-LUAD,Tumor,11341.291387066314,14987.22352878271,26328.514915849024
TCGA-D8-A1XZ-01,TCGA-BRCA,Tumor,12171.865026375886,14295.829381992353,26467.69440836824
TCGA-A3-3370-01,TCGA-KIRC,Tumor,12978.581051855454,17523.223495012568,30501.80454686802
TCGA-55-6971-01,TCGA-LUAD,Tumor,13142.727980109386,18733.18192678352,31875.909906892906
TCGA-05-4410-01,TCGA-LUAD,Tumor,10535.745654556787,17510.168859146146,28045.914513702934
TCGA-AR-A0TY-01,TCGA-BRCA,Tumor,7367.221902187597,10578.82239579449,17946.044297982087
TCGA-A2-A0SW-01,TCGA-BRCA,Tumor,11618.953176292798,16331.185841305665,27950.139017598463
TCGA-BH-A18U-11,TCGA-BRCA,Normal,12659.322283930898,14136.751351860945,26796.073635791843
TCGA-EU-5904-01,TCGA-KIRC,Tumor,11720.889606817062,16172.588022575339,27893.4776293924
TCGA-55-8207-01,TCGA-LUAD,Tumor,14159.0651749645,16509.38339944307,30668.448574407572
TCGA-38-4625-01,TCGA-LUAD,Tumor,7346.441198446009,15494.326768324168,22840.767966770178
TCGA-OL-A5DA-01,TCGA-BRCA,Tumor,10217.440195191408,13098.488060144617,23315.928255336024
TCGA-A7-A5ZV-01,TCGA-BRCA,Tumor,5752.672915080759,10719.449636759924,16472.122551840683
TCGA-LL-A50Y-01,TCGA-BRCA,Tumor,8131.722009829922,13743.938425776741,21875.660435606664
TCGA-50-5930-11,TCGA-LUAD,Normal,10619.256195765502,17409.79044783427,28029.046643599773
TCGA-BP-5007-01,TCGA-KIRC,Tumor,9887.28596414455,16249.64950252361,26136.93546666816
TCGA-A3-3374-01,TCGA-KIRC,Tumor,6563.5934581609035,15081.633090235217,21645.22654839612
TCGA-BP-5180-01,TCGA-KIRC,Tumor,6017.340539506138,16764.286725379807,22781.627264885945
TCGA-CZ-5984-01,TCGA-KIRC,Tumor,10415.386891838458,16990.370253008707,27405.757144847164
TCGA-55-6968-01,TCGA-LUAD,Tumor,9643.587570899705,16386.97929186829,26030.566862767995
TCGA-BH-A0BP-01,TCGA-BRCA,Tumor,13544.575994776878,12603.671118227849,26148.247113004727
TCGA-B3-4103-01,TCGA-KIRC,Tumor,8115.352136735295,13118.422168971712,21233.774305707007
TCGA-FY-A3ON-01,TCGA-LIHC,Tumor,8303.043652128148,13777.304225348144,22080.34787747629
TCGA-B0-5083-01,TCGA-KIRC,Tumor,12424.99334868936,16767.416992290553,29192.410340979914
TCGA-CJ-4634-01,TCGA-KIRC,Tumor,12352.652168957637,15139.81692643878,27492.469095396416
TCGA-CW-5581-01,TCGA-KIRC,Tumor,9342.761806533676,15561.947647839337,24904.709454373013
TCGA-66-2727-01,TCGA-LUSC,Tumor,9277.5099699305,14978.79670797411,24256.30667790461
TCGA-AR-A1AK-01,TCGA-BRCA,Tumor,14490.432384439282,16579.57963491663,31070.012019355912
TCGA-HU-A4GX-01,TCGA-LIHC,Tumor,6047.551172316362,16329.958634391787,22377.50980670815
TCGA-DD-AACF-01,TCGA-LIHC,Tumor,645.877220210863,10989.21105915825,11635.088279369113
TCGA-98-A53C-01,TCGA-LUSC,Tumor,14782.112789455834,19153.98228474701,33936.09507420284
TCGA-22-0940-01,TCGA-LUSC,Tumor,11900.773240540486,17691.784811034955,29592.55805157544
TCGA-DD-AAE7-01,TCGA-LIHC,Tumor,3520.4582382961817,12596.930373005274,16117.388611301456
TCGA-E9-A22G-01,TCGA-BRCA,Tumor,4763.579713713629,11854.036221290098,16617.615935003727
TCGA-TQ-A7RQ-01,TCGA-LUAD,Tumor,1763.859161628112,4507.972077721977,6271.831239350089
TCGA-90-7964-01,TCGA-LUSC,Tumor,10906.29811435976,14510.41985008871,25416.71796444847
TCGA-L4-A4E5-01,TCGA-LUAD,Tumor,7377.8683668056365,13622.868238760519,21000.736605566155
TCGA-L5-A4OE-01,TCGA-LUSC,Tumor,6596.397232536965,15387.246740126098,21983.643972663063
TCGA-L5-A8NM-01,TCGA-LUSC,Tumor,8452.84470941497,15718.873619469607,24171.718328884577
TCGA-63-A5MS-01,TCGA-LUSC,Tumor,6866.055498412097,15603.658454425084,22469.71395283718
TCGA-E2-A15M-11,TCGA-BRCA,Normal,13933.98119847415,14693.544021489066,28627.525219963216
TCGA-A3-3378-01,TCGA-KIRC,Tumor,11672.01475755149,18607.782722914588,30279.797480466077
TCGA-TQ-A7RW-01,TCGA-LUAD,Tumor,5920.853619103767,11713.842949146387,17634.696568250154
TCGA-CJ-5683-01,TCGA-KIRC,Tumor,10473.90865458352,15044.735069024759,25518.64372360828
TCGA-DX-A48L-01,TCGA-KIRC,Tumor,9913.953703951243,6112.970193629542,16026.923897580786
TCGA-CW-6090-11,TCGA-KIRC,Normal,6055.917522059637,5942.182119554738,11998.099641614375
TCGA-HU-8604-01,TCGA-LIHC,Tumor,12211.000477003236,17808.19872602144,30019.199203024677
TCGA-LL-A441-01,TCGA-BRCA,Tumor,12971.153782185404,17707.624673027643,30678.778455213047
TCGA-77-A5GF-01,TCGA-LUSC,Tumor,9255.975156433138,13792.137421959309,23048.112578392447
TCGA-A8-A0A2-01,TCGA-BRCA,Tumor,12864.770949799273,13977.114853655683,26841.885803454956
TCGA-BP-5202-01,TCGA-KIRC,Tumor,10390.390999131825,15153.753728434593,25544.144727566418
TCGA-E2-A576-01,TCGA-BRCA,Tumor,7193.356918024387,10575.1976889967,17768.554607021088
TCGA-DD-AAE4-01,TCGA-LIHC,Tumor,2871.440079810098,13852.323917561454,16723.763997371552
TCGA-21-1080-01,TCGA-LUSC,Tumor,7144.659924833293,13799.973760600657,20944.63368543395
TCGA-93-7347-01,TCGA-LUAD,Tumor,14077.425679659256,18343.584638525816,32421.01031818507
TCGA-CW-5585-01,TCGA-KIRC,Tumor,9629.159886138339,13616.251992790068,23245.411878928408
TCGA-97-8177-01,TCGA-LUAD,Tumor,13489.728738530463,17344.66311048323,30834.391849013693
TCGA-B6-A1KC-01,TCGA-BRCA,Tumor,8691.893944873056,7656.4087650400215,16348.302709913078
TCGA-OL-A66N-01,TCGA-BRCA,Tumor,10733.916449857668,14340.577970330112,25074.49442018778
TCGA-KR-A7K2-01,TCGA-LIHC,Tumor,1809.4223307869688,8915.263388805477,10724.685719592446
TCGA-55-6968-11,TCGA-LUAD,Normal,11409.797989832372,18467.984291256205,29877.782281088577
TCGA-78-7160-01,TCGA-LUAD,Tumor,13043.491404795637,17697.60070467027,30741.092109465906
TCGA-A2-A1FV-01,TCGA-BRCA,Tumor,10540.995965875267,7303.812654515979,17844.808620391246
TCGA-B8-4619-01,TCGA-KIRC,Tumor,6563.68594331963,10119.786538940487,16683.472482260117
TCGA-LG-A9QC-01,TCGA-LIHC,Tumor,-1733.132746201918,3797.554445205835,2064.4216990039167
TCGA-43-7658-01,TCGA-LUSC,Tumor,6136.536123497401,15394.912336935948,21531.44846043335
TCGA-B3-3925-01,TCGA-KIRC,Tumor,8667.673504651131,15468.672808141975,24136.346312793106
TCGA-97-7938-01,TCGA-LUAD,Tumor,10992.522739264965,15127.744056103456,26120.26679536842
TCGA-C8-A1HM-01,TCGA-BRCA,Tumor,10091.027211697972,17559.552376784715,27650.579588482688
TCGA-21-1083-01,TCGA-LUSC,Tumor,9860.817423141267,14817.342520687725,24678.159943828992
TCGA-DD-AAD2-01,TCGA-LIHC,Tumor,8947.483795257263,14070.973061277324,23018.456856534587
TCGA-DD-A39W-01,TCGA-LIHC,Tumor,-1402.0856776611945,7450.785800218659,6048.700122557464
TCGA-D8-A1JT-01,TCGA-BRCA,Tumor,7693.299672007506,9937.669032921662,17630.968704929168
TCGA-A2-A04P-01,TCGA-BRCA,Tumor,9269.709202504051,14161.772144418002,23431.481346922053
TCGA-66-2755-01,TCGA-LUSC,Tumor,11343.08061917553,17860.744524664162,29203.82514383969
TCGA-DX-AB2O-01,TCGA-KIRC,Tumor,11716.300920095626,13952.143860799475,25668.4447808951
TCGA-DX-A7EQ-01,TCGA-KIRC,Tumor,-930.3757969401449,1129.8342702202208,199.45847328007585
TCGA-L5-A4OJ-11,TCGA-LUSC,Normal,1992.7634865981745,6754.717595791113,8747.481082389288
TCGA-BH-A0GY-01,TCGA-BRCA,Tumor,12179.1357827004,14428.524242036223,26607.660024736622
TCGA-GJ-A6C0-01,TCGA-LIHC,Tumor,3467.304171878757,13547.702704566142,17015.0068764449
TCGA-E2-A56Z-01,TCGA-BRCA,Tumor,7467.216144378606,10663.873170608156,18131.089314986762
TCGA-BH-A18Q-11,TCGA-BRCA,Normal,11761.245150115308,13725.462736760343,25486.70788687565
TCGA-A7-A13E-01,TCGA-BRCA,Tumor,10600.887220393783,11761.696904544475,22362.584124938257
TCGA-64-1677-01,TCGA-LUAD,Tumor,3275.831436342578,15627.654795993167,18903.486232335745
TCGA-E2-A1LS-01,TCGA-BRCA,Tumor,3449.390508057695,3257.0889632144645,6706.47947127216
TCGA-CJ-5681-01,TCGA-KIRC,Tumor,7506.988319752574,12511.29267314584,20018.280992898413
TCGA-22-4607-01,TCGA-LUSC,Tumor,9130.017484490356,13973.031278185754,23103.04876267611
TCGA-DD-A39X-01,TCGA-LIHC,Tumor,1281.4387881022121,7599.092866479896,8880.531654582108
TCGA-DX-A6YQ-01,TCGA-KIRC,Tumor,10814.236253090316,16627.668360333028,27441.904613423343
TCGA-B8-4622-01,TCGA-KIRC,Tumor,11046.08943177517,17254.251753584907,28300.341185360077
TCGA-DX-A1L4-01,TCGA-KIRC,Tumor,16363.199934711058,16464.417826694447,32827.617761405505
TCGA-A2-A0CX-01,TCGA-BRCA,Tumor,12897.830836922582,14848.040479142011,27745.871316064593
TCGA-A8-A07S-01,TCGA-BRCA,Tumor,10596.504846718733,10970.052402815865,21566.5572495346
TCGA-FY-A3W9-01,TCGA-LIHC,Tumor,1635.7245313337626,4869.987445950184,6505.711977283947
TCGA-BH-A1FM-01,TCGA-BRCA,Tumor,12014.89281216625,9496.817181121925,21511.709993288176
TCGA-78-7159-01,TCGA-LUAD,Tumor,10795.906406054983,14544.059548014808,25339.96595406979
TCGA-A3-3351-01,TCGA-KIRC,Tumor,11798.740767736006,18300.18775635406,30098.928524090064
TCGA-A3-3311-01,TCGA-KIRC,Tumor,11928.113276308697,16827.486102883548,28755.599379192245
TCGA-A1-A0SM-01,TCGA-BRCA,Tumor,12641.052907960886,12014.999525810937,24656.052433771823
TCGA-L5-A4OF-11,TCGA-LUSC,Normal,2858.8941123166696,4725.0525308609795,7583.946643177649
TCGA-CC-A8HT-01,TCGA-LIHC,Tumor,1869.6764116974118,12806.387914792303,14676.064326489715
TCGA-DX-A6BH-01,TCGA-KIRC,Tumor,13842.207464045347,14399.327388850503,28241.53485289585
TCGA-DX-A23T-01,TCGA-KIRC,Tumor,14097.021861944846,17686.797726706693,31783.81958865154
TCGA-43-2578-01,TCGA-LUSC,Tumor,8671.476067523392,14684.25637728001,23355.7324448034
TCGA-33-6738-01,TCGA-LUSC,Tumor,5139.635040460846,12982.01367409281,18121.648714553656
TCGA-AQ-A04H-01,TCGA-BRCA,Tumor,9910.627795358574,12396.724904212399,22307.352699570973
TCGA-MT-A67F-01,TCGA-LUAD,Tumor,8069.749839240056,18051.808191229047,26121.558030469103
TCGA-97-7937-01,TCGA-LUAD,Tumor,8388.706251838008,12499.632428903296,20888.338680741304
TCGA-CJ-4901-01,TCGA-KIRC,Tumor,11714.269803725121,19188.518377288452,30902.788181013573
TCGA-LL-A6FP-01,TCGA-BRCA,Tumor,-313.10139062625603,4612.298893887179,4299.1975032609225
TCGA-A2-A0T5-01,TCGA-BRCA,Tumor,10670.813114634144,11236.850743013445,21907.66385764759
TCGA-FY-A3TY-11,TCGA-LIHC,Normal,6817.326491127595,10679.325306358489,17496.651797486084
TCGA-63-A5MP-01,TCGA-LUSC,Tumor,9621.487175085513,16812.93036174856,26434.417536834073
TCGA-K6-A3WQ-01,TCGA-KIRC,Tumor,3457.984513576299,6498.53726323965,9956.52177681595
TCGA-DD-A1EE-11,TCGA-LIHC,Normal,4040.3528867138375,15032.238901232184,19072.59178794602
TCGA-CC-A5UE-01,TCGA-LIHC,Tumor,-2470.445774300082,8429.403278799244,5958.957504499162
TCGA-CZ-5458-11,TCGA-KIRC,Normal,5536.10113031475,4403.2753209218645,9939.376451236614
TCGA-DD-A1EB-11,TCGA-LIHC,Normal,3862.3723129872888,13856.773876544805,17719.146189532094
TCGA-TQ-A7RI-01,TCGA-LUAD,Tumor,4517.000052062296,7506.134610595098,12023.134662657394
TCGA-A7-A4SF-01,TCGA-BRCA,Tumor,8950.902189008659,13108.415986221782,22059.31817523044
TCGA-33-4589-01,TCGA-LUSC,Tumor,456.02653207389085,13656.51860805108,14112.54514012497
TCGA-44-2656-01,TCGA-LUAD,Tumor,12286.32963878613,18006.47623496701,30292.80587375314
TCGA-J2-A4AD-01,TCGA-LUAD,Tumor,9515.488511820251,12004.310375735022,21519.798887555273
TCGA-A2-A25B-01,TCGA-BRCA,Tumor,11959.750314836205,14057.207001113002,26016.957315949207
TCGA-34-8454-11,TCGA-LUSC,Normal,15047.14324027314,18887.255086979214,33934.398327252355
TCGA-97-A4LX-01,TCGA-LUAD,Tumor,14147.002975993648,18820.932556807707,32967.935532801355
TCGA-E2-A1IO-01,TCGA-BRCA,Tumor,14892.518726246573,15126.804976030235,30019.323702276808
TCGA-A2-A3XW-01,TCGA-BRCA,Tumor,10836.813303184095,14560.998560547745,25397.81186373184
TCGA-BC-A110-01,TCGA-LIHC,Tumor,8868.03548678954,14805.746304631994,23673.781791421534
TCGA-KL-8328-01,TCGA-KIRC,Tumor,-4736.125850057764,-1527.7943510997138,-6263.920201157478
TCGA-BH-A1FE-11,TCGA-BRCA,Normal,11251.232185195451,13582.32416802333,24833.55635321878
TCGA-A1-A0SI-01,TCGA-BRCA,Tumor,14621.028542804353,15512.446745191624,30133.475287995978
TCGA-CJ-4643-01,TCGA-KIRC,Tumor,12515.429605438116,17015.412388294706,29530.84199373282
TCGA-64-1678-01,TCGA-LUAD,Tumor,-585.8543521972424,6425.150289790017,5839.295937592775
TCGA-B8-A54E-01,TCGA-KIRC,Tumor,4195.6710394308575,13339.351427562342,17535.0224669932
TCGA-B6-A0RP-01,TCGA-BRCA,Tumor,13194.633496883998,14568.0523324614,27762.6858293454
TCGA-AQ-A04L-01,TCGA-BRCA,Tumor,9199.196383217924,10250.318669118747,19449.515052336672
TCGA-91-6836-11,TCGA-LUAD,Normal,11602.451689703059,18709.334984317986,30311.786674021045
TCGA-DV-A4VX-01,TCGA-KIRC,Tumor,4350.5907945410545,13808.71360810033,18159.304402641385
TCGA-LG-A9QD-01,TCGA-LIHC,Tumor,-805.2149202110086,8239.239563971198,7434.024643760189
TCGA-CC-A7IK-01,TCGA-LIHC,Tumor,74.05571228965346,5424.588928740777,5498.644641030431
TCGA-P4-A5EB-01,TCGA-KIRC,Tumor,245.37379746639272,9002.54803591454,9247.921833380933
TCGA-DX-A3LY-01,TCGA-KIRC,Tumor,12334.734948015084,16433.389055941643,28768.124003956727
TCGA-E2-A14N-01,TCGA-BRCA,Tumor,6716.69196706848,14213.933773939858,20930.625741008338
TCGA-85-7844-01,TCGA-LUSC,Tumor,13130.313626111067,14993.701047015067,28124.014673126134
TCGA-BH-A18V-11,TCGA-BRCA,Normal,10733.002269634871,12995.669463490955,23728.671733125826
TCGA-AN-A049-01,TCGA-BRCA,Tumor,12396.120193559185,14502.309613092682,26898.429806651868
TCGA-UZ-A9PU-01,TCGA-KIRC,Tumor,1861.776044869257,12599.174916665139,14460.950961534396
TCGA-55-7728-01,TCGA-LUAD,Tumor,7937.535190597264,18329.39528090425,26266.930471501513
TCGA-A1-A0SB-01,TCGA-BRCA,Tumor,7455.840469855222,4726.902234035515,12182.742703890737
TCGA-BH-A0GZ-01,TCGA-BRCA,Tumor,11530.572935764965,11192.628608656127,22723.201544421092
