cell_type,region_a,region_b,omega,omega_cal,kn,kf
Astrocyte,Human A1C,Human A5-A7,3.2394297774387697,0.48567163080041525,0.0033282871304184,0.0107817524381437
Astrocyte,Human A1C,Human A13,3.470446807279192,0.5203068676580498,0.0028530609611056,0.0099013963034421
Astrocyte,Human A1C,Human A14,5.054379920088379,0.7577780989637749,0.0045022737763206,0.0227562021697755
Astrocyte,Human A1C,Human A19,3.643571442549054,0.5462625850898132,0.0036192552099031,0.0131870149260999
Astrocyte,Human A1C,Human A23,4.609059798660232,0.6910134630675011,0.0032206542859119,0.0148441881945795
Astrocyte,Human A1C,Human A24,6.799968372668818,1.0194855131437508,0.0027843145790173,0.0189332510768787
Astrocyte,Human A1C,Human A25,5.90455131707839,0.8852400775229969,0.0032969656816205,0.0194671030577748
Astrocyte,Human A1C,Human A29-A30,2.3626330240928963,0.3542178446915887,0.0062551029915597,0.0147785128969613
Astrocyte,Human A1C,Human A32,7.677778157173635,1.1510911779870516,0.0032899660132197,0.0252596291941425
Astrocyte,Human A1C,Human A35-36,2.3727920938331084,0.35574094360316466,0.0241166809375172,0.0572238698580365
Astrocyte,Human A1C,Human A35-A36,5.248779383745946,0.7869234458389724,0.0048090877058111,0.0252418404048874
Astrocyte,Human A1C,Human A35r,5.582010150511895,0.8368830810362661,0.008062338925479,0.0450040577188912
Astrocyte,Human A1C,Human A38,5.187435636305563,0.7777264822047321,0.0042300106447537,0.0219429079605473
Astrocyte,Human A1C,Human A40,4.9671346967031775,0.7446978555776878,0.0041867628105214,0.0207962148230077
Astrocyte,Human A1C,Human A43,6.75527065273486,1.0127842058073253,0.0019254868743062,0.0130071849742272
Astrocyte,Human A1C,Human A44-A45,4.923909106808127,0.7382172573925228,0.0021718519332666,0.0106940015128503
Astrocyte,Human A1C,Human A46,4.399949178563577,0.6596625455117806,0.0033100112693811,0.0145638813657498
Astrocyte,Human A1C,Human ANC,18.103987823670387,2.714241053024046,0.0064340891051114,0.1164826708153475
Astrocyte,Human A1C,Human AON,7.058958689083035,1.0583146460394355,0.002628485787857,0.018554372591325
Astrocyte,Human A1C,Human BL,5.7022171806668895,0.8549051245377646,0.0085492966764692,0.048749946391181
Astrocyte,Human A1C,Human BM,5.593749900708356,0.8386431635244911,0.0074919932255994,0.0419083363618048
Astrocyte,Human A1C,Human BNST,12.660245815066236,1.8980878283457625,0.0062990412485888,0.0797474106063767
Astrocyte,Human A1C,Human CA1-3,6.4647943467183575,0.9692345347403835,0.0067683714582611,0.0437561295398566
Astrocyte,Human A1C,Human CA1C-CA3C,13.956027170987207,2.092357896699731,0.0032154537397109,0.0448749597584578
Astrocyte,Human A1C,Human CA1R-CA2R,7.530985267660069,1.129083248524748,0.0046871232859143,0.035298656413927
Astrocyte,Human A1C,Human CA1R-CA2R-CA3R,6.280334574347092,0.9415793964538369,0.0055756244719418,0.035016787144712
Astrocyte,Human A1C,Human CA1U,9.573302518603771,1.435277738921105,0.0053618713786556,0.0513308167737132
Astrocyte,Human A1C,Human CA1U-CA2U-CA3U,5.697051323414798,0.8541306331956219,0.0070111716962283,0.0399430049906863
Astrocyte,Human A1C,Human CA2U-CA3U,8.79939836762536,1.3192501300787645,0.0049208432769603,0.0433004602986247
Astrocyte,Human A1C,Human CA3R,9.277842934190428,1.3909809496537373,0.0089810741235128,0.083324995098274
Astrocyte,Human A1C,Human CA4C-DGC,14.482499818953324,2.171289328178909,0.0030932513603092,0.044798012265656
Astrocyte,Human A1C,Human CBL,18.597031056874386,2.788160578242037,0.0105393574492577,0.1960007578033459
Astrocyte,Human A1C,Human CBV,18.94311221435153,2.8400468087483555,0.0098067154887721,0.1857697119580303
Astrocyte,Human A1C,Human CEN,4.34379462033809,0.651243571265081,0.0180118683449192,0.0782398568188979
Astrocyte,Human A1C,Human CM,11.99912034724438,1.7989685678027556,0.0108326420759041,0.1299821759473967
Astrocyte,Human A1C,Human CM-Pf,19.095846839786876,2.8629455531914356,0.0063556848992105,0.1213671853972718
Astrocyte,Human A1C,Human CMN,8.34728958752834,1.2514677042771125,0.0061770198143308,0.0515613731781198
Astrocyte,Human A1C,Human CaB,11.767057814472086,1.7641765838788734,0.0046032997531697,0.054167294332894
Astrocyte,Human A1C,Human CbDN,28.88660053577596,4.330824668032378,0.0053295393749202,0.1539522749630114
Astrocyte,Human A1C,Human Cla,7.790042076011412,1.1679223502265985,0.0047632432575346,0.0371058653944727
Astrocyte,Human A1C,Human CoA,6.479395394638933,0.9714235973971415,0.0096384083061474,0.0624510583905011
Astrocyte,Human A1C,Human DGR-CA4Rpy,8.197920421125614,1.2290735264056394,0.0062015978878104,0.0508402059680908
Astrocyte,Human A1C,Human DGU-CA4Upy,9.74228028759154,1.4606117372700962,0.0050413878181104,0.0491146131624814
Astrocyte,Human A1C,Human DTg,24.70932683106486,3.704546751284087,0.005864586692945,0.1449099893250924
Astrocyte,Human A1C,Human ETH,17.729858312920072,2.6581496721019597,0.0076265819475216,0.1352182173414326
Astrocyte,Human A1C,Human FI,4.387077329257036,0.6577327330220445,0.005201906210066,0.0228211648031023
Astrocyte,Human A1C,Human GPe,15.687466861705484,2.3519440572272092,0.0049536607017426,0.0777103881027209
Astrocyte,Human A1C,Human GPi,15.947268485463884,2.390894825406879,0.0073328280676636,0.1169385779527773
Astrocyte,Human A1C,Human Gpe,6.979034903486805,1.0463320694882765,0.0131557955477224,0.091814756310691
Astrocyte,Human A1C,Human HTHma,9.651103932243249,1.4469421187770988,0.014250212248378,0.1375302794656219
Astrocyte,Human A1C,Human HTHma-HTHtub,10.875908124630596,1.6305709332279754,0.0111847884891815,0.1216447320017648
Astrocyte,Human A1C,Human HTHpo,13.11205956071196,1.965826021096246,0.0062545784320974,0.0820104049288057
Astrocyte,Human A1C,Human HTHpo-HTHso,16.678860331876624,2.500578760401293,0.0067054747772935,0.1118396772694004
Astrocyte,Human A1C,Human HTHso,7.528306242320153,1.1286815955502478,0.0142585424649074,0.1073426742449496
Astrocyte,Human A1C,Human HTHso-HTHtub,23.8048148850284,3.5689377638723236,0.0047758322338999,0.1136878022499406
