k_n,k_f,omega,raw_js,cosine,null_med_k_n,null_p95_k_n,exceed_k_n,cal_k_n,null_med_k_f,null_p95_k_f,exceed_k_f,cal_k_f,null_med_omega,null_p95_omega,exceed_omega,cal_omega,null_med_raw_js,null_p95_raw_js,exceed_raw_js,cal_raw_js,null_med_cosine,null_p95_cosine,exceed_cosine,cal_cosine,cell_type,comparison,donor,lane_a,lane_b,n_cells_a,n_cells_b
0.003540691774862914,0.04953979067051694,13.991556966981399,0.001525515575378149,0.02108935641801979,0.0037344827248441963,0.0042349614708242925,0,0.9481076860546015,0.05228339111449032,0.05635571394729758,0,0.9475244358583124,14.085602826505328,16.138212324548924,0,0.993323263428459,0.0015183258815765488,0.0015802655106922495,0,1.0047352771159608,0.021262540698817556,0.02195618770622241,0,0.9918549582925714,CD4 T cells,techrep_crosslane,1043,B,C,462,323
0.005856602535016003,0.06756550222092407,11.536637806126867,0.0026289000463262774,0.030423875985293836,0.005604914945524006,0.006185940601728431,0,1.0449048008646393,0.07753890196265636,0.08195519810783908,0,0.871375535514604,13.811874653276163,15.591290416235246,0,0.8352695123388184,0.002424149404483298,0.0025388334742455156,1,1.0844628806559147,0.030002110481973765,0.030751744743410084,0,1.0140578611485842,CD4 T cells,techrep_crosslane,1079,A,C,325,269
0.0038308417174055653,0.03788611885703784,9.88976356942677,0.0012786032649384337,0.01785353424344094,0.00425996178222365,0.004624072220892052,0,0.8992666867086095,0.04192346032490964,0.043852094313262376,0,0.9036973227738806,9.895754603487646,11.098088155080966,0,0.9993945854256768,0.0013161373966279915,0.0013689842656103483,0,0.9714816007920434,0.018465221967644274,0.018979363518038205,0,0.9668735244409644,CD4 T cells,techrep_crosslane,1085,B,C,596,410
0.010238739777206537,0.09164785469070998,8.951087407723385,0.003915737806688917,0.04129074561306634,0.01014528318496893,0.011076513901910024,0,1.0092118268690686,0.09809333411675639,0.10385931858281768,0,0.9342923809850868,9.679074919991816,10.726247760769686,0,0.9247874907172382,0.0035485149303893116,0.003683693927761753,1,1.1034863551382372,0.04023265665917053,0.04124165484543104,1,1.0262992564189675,CD4 T cells,techrep_crosslane,1154,A,C,192,148
0.006059646604668875,0.09284676281753296,15.322141516634947,0.003149696307453679,0.0356426988349009,0.005997454868048654,0.006584769258208439,0,1.0103696881408055,0.08927766532019821,0.09375157416112494,0,1.0399774958779895,14.914003604318903,16.445387034626574,0,1.0273660864744496,0.002677127788885204,0.0027962691826225,1,1.1765207176625885,0.033433217487669475,0.034261591962303384,1,1.0660864108590895,CD4 T cells,techrep_crosslane,1249,A,C,291,216
0.008075366638023029,0.08273089357926913,10.244846740422785,0.003168033981412527,0.037164321066343486,0.007953047835598226,0.008913546218292592,0,1.015380116523039,0.08948602935766828,0.0950615439188677,0,0.9245118391453103,11.171025059065027,12.62515301207916,0,0.9170910177226154,0.003170105997377331,0.0033109894534252044,0,0.9993463890587512,0.037691938379929735,0.038522340361204256,0,0.9860018524845303,CD4 T cells,techrep_crosslane,1493,B,C,240,157
0.0056393890250992125,0.050352827191800356,8.928773483740024,0.0017445647665084525,0.02369651534989259,0.005400642511881108,0.00603667010893916,0,1.0442070573441726,0.05578118094289823,0.059371245963215885,0,0.9026848542942334,10.344558401392828,11.744278794429782,0,0.8631372299602293,0.001782748623412144,0.0018604628818004207,0,0.9785814688609276,0.024240520697391466,0.025004787020835518,0,0.9775580172435232,CD4 T cells,techrep_crosslane,1511,B,C,453,303
0.004819311643819187,0.0551988267439458,11.453674471278243,0.0021551476569469353,0.025281700525687123,0.005366891049778353,0.005887333777983509,0,0.8979708362103269,0.06071141475910741,0.06426551563918483,0,0.9092001391001244,11.300583632380878,12.664487385675754,0,1.0135471621535277,0.0018394852560875917,0.001909046851451409,1,1.1716036591294714,0.02511079536638816,0.025931375722716875,0,1.006806043249738,CD4 T cells,techrep_crosslane,1598,A,C,386,276
0.009905896626262962,0.08883739339642696,8.968132492004534,0.0035780198882552775,0.0372819275637114,0.009062785953857316,0.010218607742572878,0,1.093029966358943,0.08836853294356647,0.09448794169318002,0,1.0053057399194338,9.73830381217785,11.268565499270947,0,0.9209131964839493,0.0032212035805710927,0.0033802735740898473,1,1.1107711135788954,0.03613108688744948,0.03703106096978337,1,1.0318518144734161,CD8 T cells,techrep_crosslane,1154,A,C,325,184
0.022176144961013618,0.16317431131441182,7.3581008602386735,0.007911933671279308,0.08164465841672508,0.021799458364960587,0.02415008306514215,0,1.0172796309773686,0.16342898108415035,0.17511034727957292,0,0.9984417098604598,7.54530656455237,8.635578215277263,0,0.9751891188632171,0.007224425442626482,0.007573775442837247,1,1.0951644160650205,0.07701047373042647,0.07912419402613337,1,1.0601760314125646,CD8 T cells,techrep_crosslane,1249,A,C,97,66
0.024813798271620058,0.1297031348274233,5.227056874068605,0.006458462190404685,0.07256718463569589,0.026050425787939,0.02849685469403332,0,0.9525294700982782,0.14287656692277947,0.1530767534261437,0,0.9077985118268133,5.51204233285409,6.236455099537341,0,0.9482976650801733,0.006674872375015024,0.006964832467427336,0,0.9675783786637789,0.07423498401160517,0.07598981049962719,0,0.9775335120211174,CD8 T cells,techrep_crosslane,1511,B,C,114,77
0.02725104578174247,0.18815247912410005,6.904413160178886,0.008830411208775672,0.09126754515733426,0.028498938155007175,0.031083953220105275,0,0.9562126712764751,0.19237087235576988,0.20980151096959745,0,0.9780715594829328,6.763347881940624,7.70610791215671,0,1.0208573151493407,0.008913345003555175,0.009271907474625928,0,0.9906955475473659,0.09160333008020105,0.09360393878486328,0,0.9963343589957614,CD8 T cells,techrep_crosslane,1598,A,C,72,50
0.012362937485995915,0.10722233644741694,8.672885110749187,0.005315420380395617,0.048823441676071444,0.013854664077683097,0.01514387281859938,0,0.8923303673533279,0.11877420097248122,0.12713488103007078,0,0.9027409620062127,8.517603532728973,9.637405219851606,0,1.0182306651657995,0.005077231509802596,0.0052801448694171586,1,1.0469131395984506,0.04789839254954098,0.048993679709998426,0,1.0193127384300775,FCGR3A+ Monocytes,techrep_crosslane,1079,A,C,92,69
0.02520695957517944,0.17765360086884008,7.047799649893929,0.009864100538043003,0.09171939277227781,0.02437582494412415,0.0275595960425359,0,1.0340966770544369,0.2004717186935674,0.21333492253105976,0,0.8861778710063033,8.217576290483638,9.36548780167126,0,0.8576494334534662,0.009628226997587641,0.010114287534932903,0,1.0244981283173382,0.08833938227472621,0.0912994780549178,1,1.0382616496800954,NK cells,techrep_crosslane,1079,A,C,95,62
0.023259500113074774,0.1777463357398531,7.6418811614931155,0.009244055385515025,0.087275019914269,0.02285921190471441,0.024862829888233257,0,1.0175110240033172,0.17771199006343846,0.1880326540866462,0,1.0001932659490358,7.789614563686888,8.58415098529199,0,0.9810345684005386,0.008758274193483259,0.009099716505475478,1,1.0554654012080622,0.08471608975597761,0.08703496951362115,1,1.030205952206509,NK cells,techrep_crosslane,1154,A,C,85,69
0.021437841585082128,0.15621635057523053,7.286943974991225,0.008104697571423071,0.07377259321333884,0.02191201258053548,0.02346335540150489,0,0.9783602262133347,0.1636370319522113,0.171420994258418,0,0.9546515767949891,7.4360994411780625,8.140659766470225,0,0.9799417063520054,0.007821187210929045,0.008076797278182595,1,1.036249018575832,0.07382196679283448,0.07557057490684817,0,0.9993311803838254,NK cells,techrep_crosslane,1249,A,C,121,90
0.016289685710473845,0.1649094292832892,10.123548864865866,0.007894108630084487,0.07552156307947733,0.01664538318058515,0.018244954829164904,0,0.9786308632097948,0.16395775019431397,0.1747786703320644,0,1.0058044166124953,9.831103875664503,10.787070491868183,0,1.0297469127475367,0.00810802786448303,0.008451586627383852,0,0.9736163666462457,0.07480039598087446,0.07680851298602363,0,1.0096412203324066,NK cells,techrep_crosslane,1493,B,C,97,69
0.014182047914092898,0.11281911411554746,7.9550650793837425,0.005115762756022282,0.052643118619739915,0.014363835816277712,0.015855022395142953,0,0.9873440559673619,0.11858977895225362,0.12666137192386492,0,0.9513392731844998,8.32198474301315,9.296161482536252,0,0.9559095966935699,0.00528213523766647,0.005546423719157095,0,0.968502797797035,0.05262077899300255,0.054015540335285495,0,1.0004245400232545,NK cells,techrep_crosslane,1511,B,C,224,133
