pair_type,cancer,organ,sample_a,sample_b,kn,kf,omega_floor,omega_raw
TT,TCGA-LUAD,Lung,TCGA-05-4420-01,TCGA-49-6742-01,0.0024581172952022937,0.380930095990686,154.96823391388932,154.96823391388932
TT,TCGA-LUAD,Lung,TCGA-86-7713-01,TCGA-TQ-A7RH-01,0.003215768131395695,0.3364341241081158,104.62014372973401,104.62014372973401
TT,TCGA-LUAD,Lung,TCGA-55-8512-01,TCGA-97-8547-01,0.0014193070331887108,0.29378311920779593,206.99053294181385,206.99053294181385
TT,TCGA-LUAD,Lung,TCGA-44-8119-01,TCGA-55-1595-01,0.0016738795412266708,0.2872293103109781,171.59497038866223,171.59497038866223
TT,TCGA-LUAD,Lung,TCGA-49-AAR3-01,TCGA-97-8172-01,0.0025568798847543537,0.2504146065933021,97.93757152474141,97.93757152474141
TT,TCGA-LUAD,Lung,TCGA-KN-8437-01,TCGA-MT-A7BN-01,0.012274215796438592,0.42069967319220647,34.27507550537558,34.27507550537558
TT,TCGA-LUAD,Lung,TCGA-05-4382-01,TCGA-55-8208-01,0.0007432795837468628,0.23720636526915995,319.13477842806566,319.13477842806566
TT,TCGA-LUAD,Lung,TCGA-44-A479-01,TCGA-97-8172-01,0.0016062939232839388,0.22933832331601553,142.77481847603067,142.77481847603067
TT,TCGA-LUAD,Lung,TCGA-49-AARQ-01,TCGA-78-7536-01,0.006112208795232885,0.39217336142863013,64.16229788067764,64.16229788067764
TT,TCGA-LUAD,Lung,TCGA-05-4424-01,TCGA-75-6211-01,0.0019584910093675776,0.25851240497207784,131.9957067638288,131.9957067638288
TT,TCGA-LUAD,Lung,TCGA-38-6178-01,TCGA-55-7227-01,0.0013412858106790942,0.24410431070415256,181.99276303427257,181.99276303427257
TT,TCGA-LUAD,Lung,TCGA-55-6642-01,TCGA-67-3773-01,0.004330442138147971,0.3410426679033882,78.75469917934159,78.75469917934159
TT,TCGA-LUAD,Lung,TCGA-44-3918-01,TCGA-75-5126-01,0.0028610831170029537,0.2367037582756446,82.73222014032116,82.73222014032116
TT,TCGA-LUAD,Lung,TCGA-44-6776-01,TCGA-64-5778-01,0.0037114590083366763,0.33977277739221423,91.5469567706438,91.5469567706438
TT,TCGA-LUAD,Lung,TCGA-55-7227-01,TCGA-N6-A4VG-01,0.002790610866188518,0.26043840990523137,93.32666659502559,93.32666659502559
TT,TCGA-LUAD,Lung,TCGA-50-5931-01,TCGA-55-6979-01,0.0022414651182900884,0.3201005004125654,142.80860219531564,142.80860219531564
TT,TCGA-LUAD,Lung,TCGA-49-AAR4-01,TCGA-86-7713-01,0.003131281077743202,0.34608004651056834,110.52346880338109,110.52346880338109
TT,TCGA-LUAD,Lung,TCGA-49-AARR-01,TCGA-55-8085-01,0.0019166563519832478,0.14183051481030784,73.99892769694976,73.99892769694976
TT,TCGA-LUAD,Lung,TCGA-55-6985-01,TCGA-67-3770-01,0.004672621222544204,0.17136882701782952,36.67509495334625,36.67509495334625
TT,TCGA-LUAD,Lung,TCGA-55-7727-01,TCGA-N6-A4VF-01,0.004199371202045244,0.42452739656224936,101.09308659246159,101.09308659246159
TT,TCGA-LUAD,Lung,TCGA-44-A47A-01,TCGA-55-8204-01,0.002187624029791296,0.3766948462258557,172.19359501266456,172.19359501266456
TT,TCGA-LUAD,Lung,TCGA-55-6981-01,TCGA-NJ-A4YI-01,0.0018983865178026102,0.31902504387812675,168.05062661707032,168.05062661707032
TT,TCGA-LUAD,Lung,TCGA-64-5778-01,TCGA-KN-8429-01,0.006650929798945297,0.3591173855100429,53.99506480537378,53.99506480537378
TT,TCGA-LUAD,Lung,TCGA-86-8359-01,TCGA-86-A4P8-01,0.002491728030591666,0.35120144252792596,140.94694052325303,140.94694052325303
TT,TCGA-LUAD,Lung,TCGA-05-4415-01,TCGA-97-8171-01,0.003717611065287496,0.3948061432594885,106.19888318762489,106.19888318762489
TT,TCGA-LUAD,Lung,TCGA-78-7166-01,TCGA-78-8648-01,0.0036815377848600666,0.2202707391316808,59.83117707973033,59.83117707973033
TT,TCGA-LUAD,Lung,TCGA-50-5045-01,TCGA-86-A4P8-01,0.004355727074617108,0.2833656421269714,65.05587638359567,65.05587638359567
TT,TCGA-LUAD,Lung,TCGA-44-A479-01,TCGA-55-7284-01,0.001491384349798971,0.3027505834582471,202.9997052731953,202.9997052731953
TT,TCGA-LUAD,Lung,TCGA-38-4628-01,TCGA-TQ-A7RU-01,0.006602909035720394,0.44466728751340706,67.34414863325354,67.34414863325354
TT,TCGA-LUAD,Lung,TCGA-05-5425-01,TCGA-49-AAR2-01,0.006235152050594285,0.3303139950611127,52.97609302561111,52.97609302561111
TT,TCGA-LUAD,Lung,TCGA-05-4420-01,TCGA-73-4676-01,0.0023799170403330174,0.37966776510840716,159.5298317857672,159.5298317857672
TT,TCGA-LUAD,Lung,TCGA-75-7027-01,TCGA-97-A4M5-01,0.0014563124619292175,0.17687681463941896,121.45526407506348,121.45526407506348
TT,TCGA-LUAD,Lung,TCGA-44-3918-01,TCGA-55-6968-01,0.0035308020207768563,0.3368003171832828,95.38918217487003,95.38918217487003
TT,TCGA-LUAD,Lung,TCGA-50-6593-01,TCGA-55-7576-01,0.0012142049143202898,0.20641407549581375,169.99937412653617,169.99937412653617
TT,TCGA-LUAD,Lung,TCGA-78-8662-01,TCGA-TQ-A7RH-01,0.00470479185054113,0.4707073662781949,100.04849974904961,100.04849974904961
TT,TCGA-LUAD,Lung,TCGA-50-5066-01,TCGA-50-5946-01,0.010652172883343457,0.24756776269052896,23.241057519601906,23.241057519601906
TT,TCGA-LUAD,Lung,TCGA-50-5051-01,TCGA-50-6594-01,0.0030570303461119512,0.374755367176002,122.58804288699008,122.58804288699008
TT,TCGA-LUAD,Lung,TCGA-55-A4DF-01,TCGA-MT-A67F-01,0.0031836754841897017,0.2503550460623264,78.63711213834532,78.63711213834532
TT,TCGA-LUAD,Lung,TCGA-91-6829-01,TCGA-97-A4M6-01,0.0022109075352221884,0.30966724018878744,140.06340620557293,140.06340620557293
TT,TCGA-LUAD,Lung,TCGA-44-7659-01,TCGA-93-A4JO-01,0.0016748172097295808,0.27218831490822115,162.51822188534186,162.51822188534186
TT,TCGA-LUAD,Lung,TCGA-MP-A4SW-01,TCGA-MP-A4T8-01,0.0015488291909817433,0.21248274110675325,137.1892667984057,137.1892667984057
TT,TCGA-LUAD,Lung,TCGA-05-4398-01,TCGA-78-7155-01,0.003446054166131879,0.3343435812835587,97.02214914945812,97.02214914945812
TT,TCGA-LUAD,Lung,TCGA-05-4384-01,TCGA-N6-A4VD-01,0.001623747120427917,0.34819568633215003,214.43960204861682,214.43960204861682
TT,TCGA-LUAD,Lung,TCGA-38-7271-01,TCGA-MT-A51W-01,0.0023702235490171983,0.28379509128413716,119.73347045759098,119.73347045759098
TT,TCGA-LUAD,Lung,TCGA-55-7727-01,TCGA-67-3772-01,0.004731328038440056,0.31837993739320347,67.29187551708527,67.29187551708527
TT,TCGA-LUAD,Lung,TCGA-38-4626-01,TCGA-78-7536-01,0.0018601077067402641,0.1819323251054158,97.80741429443466,97.80741429443466
TT,TCGA-LUAD,Lung,TCGA-38-4626-01,TCGA-MP-A4TF-01,0.0015908253151827047,0.27986370457344306,175.92359255441002,175.92359255441002
TT,TCGA-LUAD,Lung,TCGA-05-4250-01,TCGA-55-8507-01,0.0019758901575576333,0.2934768978227806,148.52895374788585,148.52895374788585
TT,TCGA-LUAD,Lung,TCGA-44-7670-01,TCGA-55-7570-01,0.002052116736882618,0.25932960223213064,126.37175925287744,126.37175925287744
TT,TCGA-LUAD,Lung,TCGA-50-5930-01,TCGA-78-7535-01,0.004180268425286297,0.31237005835490783,74.72488045633442,74.72488045633442
TT,TCGA-LUAD,Lung,TCGA-55-A492-01,TCGA-91-6829-01,0.00653439742654042,0.34380353552662435,52.61442074677238,52.61442074677238
TT,TCGA-LUAD,Lung,TCGA-44-2657-01,TCGA-78-7163-01,0.0021114802102542582,0.1993317789443994,94.40381111618207,94.40381111618207
TT,TCGA-LUAD,Lung,TCGA-50-5045-01,TCGA-N6-A4V9-01,0.0033771413539880543,0.18844964901500885,55.80152835251309,55.80152835251309
TT,TCGA-LUAD,Lung,TCGA-75-6212-01,TCGA-78-7539-01,0.001682679117262826,0.3363947471877794,199.9161597339989,199.9161597339989
TT,TCGA-LUAD,Lung,TCGA-78-7537-01,TCGA-MP-A4T8-01,0.0019073031214147376,0.3446293604399892,180.6893495693339,180.6893495693339
TT,TCGA-LUAD,Lung,TCGA-44-6777-01,TCGA-MP-A4TI-01,0.0017283144005441663,0.24665992635565595,142.71704631865254,142.71704631865254
TT,TCGA-LUAD,Lung,TCGA-73-4670-01,TCGA-NJ-A4YG-01,0.0026203666136988286,0.2889465182365132,110.26950073548876,110.26950073548876
TT,TCGA-LUAD,Lung,TCGA-86-8073-01,TCGA-N6-A4V9-01,0.002437158770266559,0.17695740138779062,72.60807278814924,72.60807278814924
TT,TCGA-LUAD,Lung,TCGA-50-5049-01,TCGA-75-6214-01,0.002109874672462163,0.39284016840663866,186.1912337893537,186.1912337893537
TT,TCGA-LUAD,Lung,TCGA-67-6217-01,TCGA-86-8669-01,0.0017425689233552363,0.2731237484702759,156.73626724869433,156.73626724869433
TT,TCGA-LUAD,Lung,TCGA-55-7815-01,TCGA-55-8513-01,0.006899393518798617,0.0854514280953905,12.385353562246156,12.385353562246156
TT,TCGA-LUAD,Lung,TCGA-55-6978-01,TCGA-TQ-A7RF-01,0.0027089054190631524,0.24364875632388486,89.94361878021874,89.94361878021874
TT,TCGA-LUAD,Lung,TCGA-44-2657-01,TCGA-78-7150-01,0.0026149583031662036,0.3272276072787603,125.13683559793348,125.13683559793348
TT,TCGA-LUAD,Lung,TCGA-49-AARQ-01,TCGA-50-5072-01,0.005953966376075873,0.2887593279565649,48.49864942416416,48.49864942416416
TT,TCGA-LUAD,Lung,TCGA-44-3917-01,TCGA-97-8179-01,0.010852793392323028,0.12979195034392954,11.95931274576192,11.95931274576192
TT,TCGA-LUAD,Lung,TCGA-75-7025-01,TCGA-78-7537-01,0.0017153617228542403,0.12816751255762598,74.71748427752271,74.71748427752271
TT,TCGA-LUAD,Lung,TCGA-05-4390-01,TCGA-KN-8426-01,0.004397106921729354,0.2006008320389323,45.6210948720886,45.6210948720886
TT,TCGA-LUAD,Lung,TCGA-55-6985-01,TCGA-97-A4M0-01,0.0013998078101370047,0.2682908548718762,191.6626360626017,191.6626360626017
TT,TCGA-LUAD,Lung,TCGA-05-4417-01,TCGA-50-6592-01,0.0015285658568002475,0.30943760000264925,202.43655098406825,202.43655098406825
TT,TCGA-LUAD,Lung,TCGA-35-5375-01,TCGA-97-7552-01,0.00964697837631459,0.14170400522575996,14.688952301756354,14.688952301756354
TT,TCGA-LUAD,Lung,TCGA-86-8076-01,TCGA-TQ-A8XE-01,0.0025033403141651797,0.18295813513951853,73.08560250647818,73.08560250647818
TT,TCGA-LUAD,Lung,TCGA-75-5122-01,TCGA-KN-8429-01,0.0036882082563679274,0.3999414620198145,108.43787395391516,108.43787395391516
TT,TCGA-LUAD,Lung,TCGA-55-6984-01,TCGA-75-6212-01,0.0017712355503845304,0.35378595035475735,199.73963952900075,199.73963952900075
TT,TCGA-LUAD,Lung,TCGA-55-A4DF-01,TCGA-75-5146-01,0.003860165149819405,0.2925895802606108,75.79716641768537,75.79716641768537
TT,TCGA-LUAD,Lung,TCGA-KN-8428-01,TCGA-N6-A4VG-01,0.004630678167468755,0.3862952781399229,83.4208865676972,83.4208865676972
TT,TCGA-LUAD,Lung,TCGA-50-5933-01,TCGA-75-6212-01,0.002181948494828689,0.36579660655295543,167.64676499922388,167.64676499922388
TT,TCGA-LUAD,Lung,TCGA-64-1680-01,TCGA-N6-A4VD-01,0.002558062007222003,0.40883156434451373,159.82081872538166,159.82081872538166
TT,TCGA-LUAD,Lung,TCGA-55-8087-01,TCGA-78-7537-01,0.0017517021589679126,0.2880224688218056,164.42433854823008,164.42433854823008
TT,TCGA-LUAD,Lung,TCGA-50-5939-01,TCGA-78-7536-01,0.0017639656945990624,0.3442986920798879,195.1844602953827,195.1844602953827
TT,TCGA-LUAD,Lung,TCGA-55-6983-01,TCGA-TQ-A7RS-01,0.002869194946319413,0.10792920680297013,37.61654708803287,37.61654708803287
TT,TCGA-LUAD,Lung,TCGA-55-A491-01,TCGA-J2-8192-01,0.003230237415732401,0.2213397721566903,68.52120871323177,68.52120871323177
TT,TCGA-LUAD,Lung,TCGA-75-6214-01,TCGA-93-A4JO-01,0.0023280844317444026,0.25437699005637304,109.2645037215303,109.2645037215303
TT,TCGA-LUAD,Lung,TCGA-49-4501-01,TCGA-NJ-A4YQ-01,0.002572708007954825,0.30409656136404667,118.20096195284451,118.20096195284451
TT,TCGA-LUAD,Lung,TCGA-38-4632-01,TCGA-50-5930-01,0.003416593181165854,0.31063385350058875,90.91918090013581,90.91918090013581
TT,TCGA-LUAD,Lung,TCGA-05-4250-01,TCGA-55-6543-01,0.001806458904946615,0.31002110586018145,171.6181336930791,171.6181336930791
TT,TCGA-LUAD,Lung,TCGA-49-6761-01,TCGA-49-AAQV-01,0.0019989850560172217,0.20441967381910395,102.26173187426912,102.26173187426912
TT,TCGA-LUAD,Lung,TCGA-78-7540-01,TCGA-86-8358-01,0.003728805572655098,0.3971972222137923,106.52130138578606,106.52130138578606
TT,TCGA-LUAD,Lung,TCGA-49-AAR0-01,TCGA-55-A4DF-01,0.0036506954918184213,0.2906036856629811,79.60228025433878,79.60228025433878
TT,TCGA-LUAD,Lung,TCGA-05-4405-01,TCGA-97-7546-01,0.0012245804471709004,0.2648204498935799,216.25402439291273,216.25402439291273
TT,TCGA-LUAD,Lung,TCGA-50-5049-01,TCGA-64-5774-01,0.0019793458308285375,0.34748878299171215,175.55738748607476,175.55738748607476
TT,TCGA-LUAD,Lung,TCGA-86-8054-01,TCGA-NJ-A55A-01,0.0018027240237048414,0.22674151710387105,125.77716506927477,125.77716506927477
TT,TCGA-LUAD,Lung,TCGA-64-5781-01,TCGA-73-4668-01,0.002927823344064011,0.2873076455347207,98.13011639422166,98.13011639422166
TT,TCGA-LUAD,Lung,TCGA-55-7816-01,TCGA-KN-8428-01,0.0032667960916739937,0.28859218492078437,88.34104634088196,88.34104634088196
TT,TCGA-LUAD,Lung,TCGA-50-6594-01,TCGA-86-8076-01,0.00247529243013847,0.29879316679630596,120.71024948740752,120.71024948740752
TT,TCGA-LUAD,Lung,TCGA-35-4122-01,TCGA-49-4514-01,0.006681534665294166,0.33901318870855557,50.73882059902924,50.73882059902924
TT,TCGA-LUAD,Lung,TCGA-05-4398-01,TCGA-50-6593-01,0.0014004550968839432,0.24794482104047577,177.04589143354957,177.04589143354957
TT,TCGA-LUAD,Lung,TCGA-73-4675-01,TCGA-73-7499-01,0.0032437525177519905,0.36094311223486863,111.27332010057664,111.27332010057664
TT,TCGA-LUAD,Lung,TCGA-05-5420-01,TCGA-50-5066-01,0.0021148809632826246,0.2737100159243838,129.4210032036712,129.4210032036712
TT,TCGA-LUAD,Lung,TCGA-49-4487-01,TCGA-78-7167-01,0.002493233355846855,0.3553005170131773,142.5059215496078,142.5059215496078
TT,TCGA-LUAD,Lung,TCGA-44-2668-01,TCGA-TQ-A7RQ-01,0.004905674464700213,0.48620821701923317,99.11139039450012,99.11139039450012
TT,TCGA-LUAD,Lung,TCGA-NJ-A4YG-01,TCGA-TQ-A7RJ-01,0.003170266182509318,0.34895495437081586,110.07118465195003,110.07118465195003
TT,TCGA-LUAD,Lung,TCGA-86-7955-01,TCGA-NJ-A4YQ-01,0.0017128727344841196,0.3022585045498886,176.46290846057653,176.46290846057653
TT,TCGA-LUAD,Lung,TCGA-55-7728-01,TCGA-55-A57B-01,0.002491624830319383,0.32648762936688464,131.03402462281394,131.03402462281394
TT,TCGA-LUAD,Lung,TCGA-44-7671-01,TCGA-KN-8429-01,0.0039002234062844527,0.2827322390247204,72.4912933369797,72.4912933369797
TT,TCGA-LUAD,Lung,TCGA-44-5643-01,TCGA-55-A491-01,0.0034734950352037644,0.35934144731439444,103.45241426070284,103.45241426070284
TT,TCGA-LUAD,Lung,TCGA-05-4424-01,TCGA-86-7713-01,0.0021229875073015348,0.3461757964598473,163.06068465747163,163.06068465747163
TT,TCGA-LUAD,Lung,TCGA-05-4422-01,TCGA-55-A493-01,0.0028016136243048224,0.37468820453006646,133.74014220930968,133.74014220930968
TT,TCGA-LUAD,Lung,TCGA-55-6987-01,TCGA-75-6206-01,0.0017792781705834933,0.32088947904698684,180.3481233863252,180.3481233863252
TT,TCGA-LUAD,Lung,TCGA-50-5942-01,TCGA-50-8460-01,0.0022409519622924325,0.26276091430212856,117.25414855985191,117.25414855985191
TT,TCGA-LUAD,Lung,TCGA-44-6147-01,TCGA-50-5049-01,0.002443044241769808,0.23921510747878197,97.91681353485765,97.91681353485765
TT,TCGA-LUAD,Lung,TCGA-50-5941-01,TCGA-55-8615-01,0.00191882757661764,0.31351751126972105,163.39014254858967,163.39014254858967
TT,TCGA-LUAD,Lung,TCGA-05-4433-01,TCGA-50-6597-01,0.0072116718040202525,0.3103816495859366,43.038792948524055,43.038792948524055
TT,TCGA-LUAD,Lung,TCGA-50-8460-01,TCGA-55-6968-01,0.003104719530146455,0.38231585431697956,123.14022268508906,123.14022268508906
TT,TCGA-LUAD,Lung,TCGA-97-7553-01,TCGA-KN-8432-01,0.0028551776435115097,0.12476744604837195,43.69866313989615,43.69866313989615
TT,TCGA-LUAD,Lung,TCGA-05-4432-01,TCGA-86-7953-01,0.0015747673089314968,0.2915747690273552,185.15419222487736,185.15419222487736
TT,TCGA-LUAD,Lung,TCGA-55-7995-01,TCGA-TQ-A7RN-01,0.002713960367038586,0.32444199675046226,119.5455912661268,119.5455912661268
TT,TCGA-LUAD,Lung,TCGA-55-6975-01,TCGA-L3-A524-01,0.0023342415005671103,0.3659805755861729,156.78779402099437,156.78779402099437
TT,TCGA-LUAD,Lung,TCGA-44-6777-01,TCGA-55-1596-01,0.0024493819360388667,0.3580666336705758,146.18652501767042,146.18652501767042
TT,TCGA-LUAD,Lung,TCGA-97-7553-01,TCGA-NJ-A4YF-01,0.003314411520108653,0.10402423250821692,31.385430528797706,31.385430528797706
TT,TCGA-LUAD,Lung,TCGA-49-AAR3-01,TCGA-67-3773-01,0.0041590619372170266,0.370538100519938,89.09174859941567,89.09174859941567
TT,TCGA-LUAD,Lung,TCGA-38-4630-01,TCGA-64-5778-01,0.0049212962103086805,0.3865423458396312,78.54482423348908,78.54482423348908
TT,TCGA-LUAD,Lung,TCGA-55-7995-01,TCGA-67-3771-01,0.0023777392484566296,0.28712021494424655,120.75344894551152,120.75344894551152
TT,TCGA-LUAD,Lung,TCGA-MP-A4T9-01,TCGA-N6-A4VF-01,0.0017460725450078114,0.2469432251030787,141.4278151323741,141.4278151323741
TT,TCGA-LUAD,Lung,TCGA-86-8358-01,TCGA-MP-A4T8-01,0.0022088271877278042,0.36888381767383643,167.00438120435447,167.00438120435447
TT,TCGA-LUAD,Lung,TCGA-38-4625-01,TCGA-97-8176-01,0.0074055957425424816,0.2947281565355608,39.79803472696378,39.79803472696378
TT,TCGA-LUAD,Lung,TCGA-73-4675-01,TCGA-97-7937-01,0.0024617117393602845,0.33508239943017604,136.11764288748634,136.11764288748634
TT,TCGA-LUAD,Lung,TCGA-64-5781-01,TCGA-TQ-A7RQ-01,0.00690215214808774,0.46261405888611135,67.02461043462796,67.02461043462796
TT,TCGA-LUAD,Lung,TCGA-38-4630-01,TCGA-55-A48X-01,0.0021626502792026514,0.17930988867908615,82.91210576367253,82.91210576367253
TT,TCGA-LUAD,Lung,TCGA-55-6543-01,TCGA-MP-A4T4-01,0.0014169309292652887,0.2781691809565153,196.3180951246173,196.3180951246173
TT,TCGA-LUAD,Lung,TCGA-05-4398-01,TCGA-55-8511-01,0.0016592030463374974,0.25561468901133066,154.05871486046937,154.05871486046937
TT,TCGA-LUAD,Lung,TCGA-05-4397-01,TCGA-50-5935-01,0.0022000709804502246,0.3139497725996405,142.69983804585866,142.69983804585866
TT,TCGA-LUAD,Lung,TCGA-05-4432-01,TCGA-50-5930-01,0.0016202436297077733,0.23671585400800288,146.09892590702356,146.09892590702356
TT,TCGA-LUAD,Lung,TCGA-MP-A4SW-01,TCGA-TQ-A7RG-01,0.0033658890681976293,0.2900141295984158,86.16271175975297,86.16271175975297
TT,TCGA-LUAD,Lung,TCGA-44-8119-01,TCGA-78-7143-01,0.0018090380184668672,0.35143553140780426,194.2665260875173,194.2665260875173
TT,TCGA-LUAD,Lung,TCGA-44-A47B-01,TCGA-78-8662-01,0.004011180002871843,0.2412632740176308,60.14770562400492,60.14770562400492
TT,TCGA-LUAD,Lung,TCGA-50-5072-01,TCGA-55-7576-01,0.0016120347484277501,0.2536677895848582,157.35876030728585,157.35876030728585
TT,TCGA-LUAD,Lung,TCGA-50-5941-01,TCGA-86-8076-01,0.00096698594368807,0.23719682485251922,245.2950080617036,245.2950080617036
TT,TCGA-LUAD,Lung,TCGA-NJ-A55A-01,TCGA-TQ-A7RQ-01,0.0021496938601309225,0.10897390448213418,50.69275514211933,50.69275514211933
TT,TCGA-LUAD,Lung,TCGA-97-8179-01,TCGA-TQ-A7RJ-01,0.0026563398343727087,0.31610608107413457,119.00061768594553,119.00061768594553
TT,TCGA-LUAD,Lung,TCGA-05-4396-01,TCGA-KN-8418-01,0.004592803871767397,0.15349826952832296,33.42147276784409,33.42147276784409
TT,TCGA-LUAD,Lung,TCGA-49-AARO-01,TCGA-MP-A4T8-01,0.0014351525646427751,0.20338022666572353,141.7133144421806,141.7133144421806
TT,TCGA-LUAD,Lung,TCGA-86-8076-01,TCGA-91-6835-01,0.0015655620119499334,0.25658844043814444,163.89541805409502,163.89541805409502
TT,TCGA-LUAD,Lung,TCGA-55-6983-01,TCGA-55-8620-01,0.0018847083438917902,0.2854634913969372,151.46295304634518,151.46295304634518
TT,TCGA-LUAD,Lung,TCGA-05-5428-01,TCGA-50-5068-01,0.001985866314019465,0.22699057785865187,114.30305064151813,114.30305064151813
TT,TCGA-LUAD,Lung,TCGA-55-7727-01,TCGA-55-A48X-01,0.003459176847509317,0.13714901292885384,39.64787548448242,39.64787548448242
TT,TCGA-LUAD,Lung,TCGA-75-5146-01,TCGA-MP-A4TE-01,0.0030986145306372563,0.3381164628702804,109.1185946258194,109.1185946258194
TT,TCGA-LUAD,Lung,TCGA-55-8092-01,TCGA-78-7160-01,0.0017777768220840365,0.22108608272566888,124.36098838688652,124.36098838688652
TT,TCGA-LUAD,Lung,TCGA-J2-A4AD-01,TCGA-KN-8418-01,0.004726084986269915,0.2526994665362538,53.46909064699195,53.46909064699195
TT,TCGA-LUAD,Lung,TCGA-05-4418-01,TCGA-44-3919-01,0.0025604448490925773,0.22365615631732072,87.35050723571904,87.35050723571904
TT,TCGA-LUAD,Lung,TCGA-44-2656-01,TCGA-86-A456-01,0.0023754461518096298,0.28707428025788917,120.85067895106533,120.85067895106533
TT,TCGA-LUAD,Lung,TCGA-50-5941-01,TCGA-55-8087-01,0.0016502112996466876,0.33915605734477117,205.52280633236782,205.52280633236782
TT,TCGA-LUAD,Lung,TCGA-44-2666-01,TCGA-75-6205-01,0.0018372839826950019,0.27142213657711695,147.73009460354848,147.73009460354848
TT,TCGA-LUAD,Lung,TCGA-44-3918-01,TCGA-44-6146-01,0.0033484542496238037,0.34427827718470094,102.81707663271204,102.81707663271204
TT,TCGA-LUAD,Lung,TCGA-NJ-A4YP-01,TCGA-S2-AA1A-01,0.0016059735841200142,0.3402742469084924,211.88035112977533,211.88035112977533
TT,TCGA-LUAD,Lung,TCGA-50-6590-01,TCGA-78-7158-01,0.002117402332928526,0.39158816605991376,184.9380063345439,184.9380063345439
TT,TCGA-LUAD,Lung,TCGA-49-4494-01,TCGA-93-A4JP-01,0.004716183122815394,0.16784668728928231,35.58951866760505,35.58951866760505
TT,TCGA-LUAD,Lung,TCGA-44-6148-01,TCGA-KN-8436-01,0.003289982048322917,0.023400298170388315,7.1125914447821135,7.1125914447821135
TT,TCGA-LUAD,Lung,TCGA-86-8672-01,TCGA-93-8067-01,0.00237448633500396,0.29806054316906594,125.5263249045267,125.5263249045267
TT,TCGA-LUAD,Lung,TCGA-91-6828-01,TCGA-MP-A4SW-01,0.0025841735096586967,0.27399347732192814,106.02750794319367,106.02750794319367
TT,TCGA-LUAD,Lung,TCGA-64-1676-01,TCGA-91-8497-01,0.009160998792050614,0.2123643417925346,23.181352449998368,23.181352449998368
TT,TCGA-LUAD,Lung,TCGA-44-A47A-01,TCGA-55-6543-01,0.0016865564826972104,0.3269083686182286,193.83185322997502,193.83185322997502
TT,TCGA-LUAD,Lung,TCGA-35-3615-01,TCGA-86-A456-01,0.0026045396432090783,0.21539332657404267,82.69919297855435,82.69919297855435
TT,TCGA-LUAD,Lung,TCGA-50-6590-01,TCGA-MT-A51W-01,0.0019680355562250625,0.34303516854650085,174.30333891146006,174.30333891146006
TT,TCGA-LUAD,Lung,TCGA-KN-8427-01,TCGA-KN-8433-01,0.00909437521589555,0.42183611655121495,46.3842877093867,46.3842877093867
TT,TCGA-LUAD,Lung,TCGA-05-4418-01,TCGA-73-4659-01,0.0019158558857935051,0.23234924344691435,121.27699435528285,121.27699435528285
TT,TCGA-LUAD,Lung,TCGA-50-5935-01,TCGA-78-7161-01,0.001515683366589524,0.2895803416345453,191.0559606431105,191.0559606431105
TT,TCGA-LUAD,Lung,TCGA-44-2661-01,TCGA-S2-AA1A-01,0.0028554408321307206,0.2495582232831802,87.39744157015527,87.39744157015527
TT,TCGA-LUAD,Lung,TCGA-55-8090-01,TCGA-78-8655-01,0.0010964358126414426,0.22334325640215608,203.69934457366543,203.69934457366543
TT,TCGA-LUAD,Lung,TCGA-50-5072-01,TCGA-55-8615-01,0.0021261017142855075,0.2824003757947102,132.8254306448424,132.8254306448424
TT,TCGA-LUAD,Lung,TCGA-44-7670-01,TCGA-50-5944-01,0.0020302052322707202,0.31672519433056456,156.00649101683058,156.00649101683058
TT,TCGA-LUAD,Lung,TCGA-44-5645-01,TCGA-64-5815-01,0.002681249534320792,0.3407126750692111,127.07234843605097,127.07234843605097
TT,TCGA-LUAD,Lung,TCGA-55-8616-01,TCGA-O1-A52J-01,0.002553448340703985,0.33421877977239844,130.889187944274,130.889187944274
TT,TCGA-LUAD,Lung,TCGA-44-6779-01,TCGA-73-4677-01,0.002170870847582258,0.33604396224100275,154.79684690374907,154.79684690374907
TT,TCGA-LUAD,Lung,TCGA-67-6217-01,TCGA-91-6831-01,0.0018509776705650817,0.3111868195675246,168.1202450554268,168.1202450554268
TT,TCGA-LUAD,Lung,TCGA-64-5815-01,TCGA-97-A4M6-01,0.002033597412724302,0.2572675608282832,126.50859959722096,126.50859959722096
TT,TCGA-LUAD,Lung,TCGA-55-8510-01,TCGA-J2-A4AE-01,0.0014913766889625077,0.27241441040867753,182.6596945123137,182.6596945123137
TT,TCGA-LUAD,Lung,TCGA-75-6206-01,TCGA-MP-A4TA-01,0.002082211054037706,0.38098763291562887,182.97263006881033,182.97263006881033
TT,TCGA-LUAD,Lung,TCGA-64-1681-01,TCGA-86-7954-01,0.001763626370721118,0.2537295181761438,143.86806774294146,143.86806774294146
TT,TCGA-LUAD,Lung,TCGA-05-4426-01,TCGA-75-6203-01,0.0012082240114973273,0.32751484482266235,271.0712928282065,271.0712928282065
TT,TCGA-LUAD,Lung,TCGA-55-A57B-01,TCGA-MP-A4TI-01,0.001184741998640976,0.2794149052177921,235.84451765727096,235.84451765727096
TT,TCGA-LUAD,Lung,TCGA-49-4505-01,TCGA-97-8171-01,0.003529322082802335,0.2761610932922896,78.24763136183182,78.24763136183182
