pair,ct_i,ct_j,organ_i,organ_j,same_organ,same_ct,omega,js_raw,spearman_dist,cosine_dist,marker_jaccard_dist
Live|plasma cell vs Bone|cd24 neutrophil,plasma cell,cd24 neutrophil,Liver,Bone_Marrow,False,False,3.675769335779543,0.24750752635694792,0.43463580690503445,0.45989900827407837,0.9445910290237467
"Live|plasma cell vs Bone|cd4-positive, ..",plasma cell,"cd4-positive, alpha-beta t cell",Liver,Bone_Marrow,False,False,6.750214235109749,0.15249646774694298,0.36358872972982736,0.23515397310256958,0.6710963455149501
Live|plasma cell vs Bone|monocyte,plasma cell,monocyte,Liver,Bone_Marrow,False,False,6.901930232811996,0.1680709148560343,0.36344138558736716,0.2877296209335327,0.7301587301587302
"Live|plasma cell vs Bone|cd8-positive, ..",plasma cell,"cd8-positive, alpha-beta t cell",Liver,Bone_Marrow,False,False,6.890655700004375,0.15783676913317535,0.357059274526881,0.25694090127944946,0.6842105263157895
Live|plasma cell vs Bone|granulocyte,plasma cell,granulocyte,Liver,Bone_Marrow,False,False,7.647043211534641,0.17506369492747176,0.3770719205003654,0.29195863008499146,0.7301587301587302
Live|plasma cell vs Bone|plasma cell,plasma cell,plasma cell,Liver,Bone_Marrow,False,True,4.157735404703062,0.14997054260116857,0.3817146780277908,0.2090955376625061,0.6622073578595318
Live|plasma cell vs Bone|erythroid prog..,plasma cell,erythroid progenitor,Liver,Bone_Marrow,False,False,7.444679001536408,0.19950869009520683,0.3949005667143465,0.345675528049469,0.7577639751552795
Live|plasma cell vs Bone|nk cell,plasma cell,nk cell,Liver,Bone_Marrow,False,False,6.541677536448374,0.17601296558450225,0.37179116714390137,0.3023880124092102,0.75
Live|plasma cell vs Bone|hematopoietic ..,plasma cell,hematopoietic stem cell,Liver,Bone_Marrow,False,False,5.660584113478597,0.17288349835694733,0.3670241829007538,0.2651721239089966,0.717948717948718
Live|plasma cell vs Bone|nampt neutrophil,plasma cell,nampt neutrophil,Liver,Bone_Marrow,False,False,2.5139563617269682,0.2839448266821991,0.4091835688974137,0.5230389833450317,0.9637305699481865
Live|plasma cell vs Bone|memory b cell,plasma cell,memory b cell,Liver,Bone_Marrow,False,False,4.496974765153218,0.13189115883381639,0.31030165707490365,0.19142615795135498,0.6577181208053691
Live|plasma cell vs Bone|myeloid progen..,plasma cell,myeloid progenitor,Liver,Bone_Marrow,False,False,7.185827153956154,0.1963480186712488,0.3997985791489045,0.3257226347923279,0.7460815047021944
Live|plasma cell vs Bone|macrophage,plasma cell,macrophage,Liver,Bone_Marrow,False,False,4.856195616556005,0.18349458092158918,0.312799853456854,0.317518413066864,0.7261146496815287
Live|plasma cell vs Bone|naive b cell,plasma cell,naive b cell,Liver,Bone_Marrow,False,False,3.7404230414640134,0.15776823610340646,0.31253273009074534,0.24481159448623657,0.6885245901639344
Live|plasma cell vs Bone|neutrophil,plasma cell,neutrophil,Liver,Bone_Marrow,False,False,2.553908892619622,0.28094511797036653,0.4102894463970165,0.5076262354850769,0.9528795811518325
Live|plasma cell vs Bone|erythrocyte,plasma cell,erythrocyte,Liver,Bone_Marrow,False,False,2.1514670128136864,0.32440637895972846,0.46335269460191764,0.5885337591171265,0.9445910290237467
Live|plasma cell vs Sple|memory b cell,plasma cell,memory b cell,Liver,Spleen,False,False,3.3117148955452396,0.12087090430194455,0.35230652604691215,0.17719310522079468,0.6622073578595318
Live|plasma cell vs Sple|neutrophil,plasma cell,neutrophil,Liver,Spleen,False,False,2.3559559722746504,0.2824772331740942,0.4032518656512706,0.5282862186431885,0.9528795811518325
Live|plasma cell vs Sple|classical mono..,plasma cell,classical monocyte,Liver,Spleen,False,False,7.5015064234143365,0.16758893104102224,0.3753632788252299,0.2865583896636963,0.717948717948718
"Live|plasma cell vs Sple|cd8-positive, ..",plasma cell,"cd8-positive, alpha-beta memory t cell",Liver,Spleen,False,False,6.955404297971051,0.14599925112399217,0.362204334698669,0.2300407886505127,0.6710963455149501
Live|plasma cell vs Sple|plasma cell,plasma cell,plasma cell,Liver,Spleen,False,True,6.298459583436755,0.1396337057553005,0.3684482641270044,0.2030763030052185,0.5714285714285714
Live|plasma cell vs Sple|nk cell,plasma cell,nk cell,Liver,Spleen,False,False,7.507207480838411,0.15643376296282802,0.3582924382299175,0.26420342922210693,0.7138263665594855
"Live|plasma cell vs Sple|cd4-positive, ..",plasma cell,"cd4-positive, alpha-beta memory t cell",Liver,Spleen,False,False,5.745295913770239,0.14436478799954489,0.3457082060283909,0.2257288694381714,0.6710963455149501
Live|plasma cell vs Sple|macrophage,plasma cell,macrophage,Liver,Spleen,False,False,8.738250616639323,0.17270858490139068,0.3632603330456845,0.2992410659790039,0.7654320987654322
Live|plasma cell vs Sple|naive thymus-d..,plasma cell,"naive thymus-derived cd4-positive, alpha-beta t cell",Liver,Spleen,False,False,5.5642704460670736,0.14544208420684315,0.33975024710866075,0.23022615909576416,0.6798679867986799
Live|plasma cell vs Sple|naive b cell,plasma cell,naive b cell,Liver,Spleen,False,False,3.3908296889773344,0.12592415724761002,0.309385057422057,0.19812029600143433,0.6754966887417219
Live|plasma cell vs Sple|type i nk t cell,plasma cell,type i nk t cell,Liver,Spleen,False,False,7.966223687916968,0.1465861568978722,0.3388298948596,0.23223567008972168,0.6928104575163399
Live|plasma cell vs Sple|naive thymus-d..,plasma cell,"naive thymus-derived cd8-positive, alpha-beta t cell",Liver,Spleen,False,False,7.150426270596962,0.15147893403661894,0.3220530520842826,0.24930107593536377,0.6798679867986799
Live|plasma cell vs Sple|EC,plasma cell,endothelial cell,Liver,Spleen,False,False,9.764178168633197,0.20952031272754773,0.40026268124050723,0.37799274921417236,0.9189189189189189
Live|plasma cell vs Sple|mature nk t cell,plasma cell,mature nk t cell,Liver,Spleen,False,False,7.424738038528598,0.14053661518768643,0.3298370780849197,0.22301846742630005,0.6842105263157895
Live|plasma cell vs Sple|regulatory t c..,plasma cell,regulatory t cell,Liver,Spleen,False,False,6.426414639533402,0.149855284838718,0.31483159093362856,0.23830902576446533,0.6885245901639344
Live|plasma cell vs Sple|intermediate m..,plasma cell,intermediate monocyte,Liver,Spleen,False,False,4.821030734536934,0.21497895966626157,0.35462594250956425,0.3930189609527588,0.8700564971751412
Live|plasma cell vs Sple|innate lymphoi..,plasma cell,innate lymphoid cell,Liver,Spleen,False,False,6.372444321367045,0.15944648279992935,0.31484088678565436,0.2450602650642395,0.6754966887417219
Live|plasma cell vs Sple|erythrocyte,plasma cell,erythrocyte,Liver,Spleen,False,False,3.6342984219824443,0.256491301574741,0.34963959252214494,0.5115308165550232,0.9276139410187667
Live|plasma cell vs Sple|hematopoietic ..,plasma cell,hematopoietic stem cell,Liver,Spleen,False,False,6.195829379912306,0.19970700504348804,0.3647451432794746,0.326677143573761,0.7341772151898734
Live|plasma cell vs Sple|cd1c-positive ..,plasma cell,cd1c-positive myeloid dendritic cell,Liver,Spleen,False,False,5.87523092974263,0.15929998127197287,0.2942947966442996,0.25950342416763306,0.717948717948718
Live|plasma cell vs Sple|cd141-positive..,plasma cell,cd141-positive myeloid dendritic cell,Liver,Spleen,False,False,6.118829904188838,0.16953439534281,0.3021331910951244,0.27592724561691284,0.7220447284345048
"Live|plasma cell vs Sple|cd8-positive, ..",plasma cell,"cd8-positive, alpha-beta t cell",Liver,Spleen,False,False,8.013162516653562,0.17013205967407424,0.30491355166214573,0.2934752106666565,0.7577639751552795
Live|plasma cell vs Sple|plasmacytoid d..,plasma cell,plasmacytoid dendritic cell,Liver,Spleen,False,False,3.5548801928149656,0.16038841886062893,0.303041344158546,0.23532485961914062,0.6348122866894198
Live|plasma cell vs Sple|platelet,plasma cell,platelet,Liver,Spleen,False,False,5.012403278640967,0.23529261002326377,0.38600967696995336,0.3848381042480469,0.8235294117647058
Live|plasma cell vs Lung|macrophage,plasma cell,macrophage,Liver,Lung,False,False,7.046579290199534,0.17701392423193024,0.38968893093410273,0.3078063726425171,0.78419452887538
Live|plasma cell vs Lung|type ii pneumo..,plasma cell,type ii pneumocyte,Liver,Lung,False,False,9.991582203907544,0.18963866544193878,0.41124894290896175,0.3269762396812439,0.7654320987654322
Live|plasma cell vs Lung|basal cell,plasma cell,basal cell,Liver,Lung,False,False,9.470138714932341,0.18502352447984854,0.4122212167819377,0.2850951552391052,0.7012987012987013
Live|plasma cell vs Lung|classical mono..,plasma cell,classical monocyte,Liver,Lung,False,False,7.415711168721992,0.16779415513847795,0.34408074751080386,0.2906903624534607,0.7012987012987013
Live|plasma cell vs Lung|club cell,plasma cell,club cell,Liver,Lung,False,False,10.36430429873992,0.18315383681388586,0.38310431127733313,0.29762333631515503,0.7096774193548387
Live|plasma cell vs Lung|non-classical ..,plasma cell,non-classical monocyte,Liver,Lung,False,False,8.747448488272173,0.16369074452756704,0.3510790847753391,0.2739429473876953,0.7096774193548387
Live|plasma cell vs Lung|capillary EC,plasma cell,capillary endothelial cell,Liver,Lung,False,False,9.436920656240229,0.2029032358784727,0.3895794460956319,0.3837890625,0.8919667590027701
Live|plasma cell vs Lung|respiratory go..,plasma cell,respiratory goblet cell,Liver,Lung,False,False,10.73528233956658,0.18687974227467824,0.3899231038372799,0.293830931186676,0.6842105263157895
Live|plasma cell vs Lung|basophil,plasma cell,basophil,Liver,Lung,False,False,6.96463709623834,0.16972191760856153,0.33293624863446913,0.2913374900817871,0.7096774193548387
Live|plasma cell vs Lung|lung ciliated ..,plasma cell,lung ciliated cell,Liver,Lung,False,False,9.939642046113105,0.23394765728033284,0.40703378274868707,0.4377129077911377,0.9743589743589743
Live|plasma cell vs Lung|capillary aero..,plasma cell,capillary aerocyte,Liver,Lung,False,False,8.378186790598972,0.20673317625286514,0.3673474090750686,0.395760178565979,0.9130434782608696
"Live|plasma cell vs Lung|cd8-positive, ..",plasma cell,"cd8-positive, alpha-beta t cell",Liver,Lung,False,False,7.7648758820977095,0.14910278623679907,0.3326806419305166,0.23587191104888916,0.6798679867986799
"Live|plasma cell vs Lung|cd4-positive, ..",plasma cell,"cd4-positive, alpha-beta t cell",Liver,Lung,False,False,5.895527145466036,0.1463752730223929,0.32547554865523287,0.2305600643157959,0.6798679867986799
Live|plasma cell vs Lung|vein EC,plasma cell,vein endothelial cell,Liver,Lung,False,False,10.380256512171565,0.1932488174562041,0.3729936033406879,0.33575737476348877,0.7460815047021944
Live|plasma cell vs Lung|lung microvasc..,plasma cell,lung microvascular endothelial cell,Liver,Lung,False,False,9.605742094480751,0.19213749472551878,0.3622795830566018,0.32971006631851196,0.7341772151898734
Live|plasma cell vs Lung|adventitial cell,plasma cell,adventitial cell,Liver,Lung,False,False,7.494654680773722,0.23699246108728417,0.44658667160004306,0.40472978353500366,0.8732394366197183
Live|plasma cell vs Lung|alveolar fibro..,plasma cell,alveolar fibroblast,Liver,Lung,False,False,9.699069974213423,0.21668849792367642,0.3952686306828863,0.3711927533149719,0.7915407854984894
Live|plasma cell vs Lung|dendritic cell,plasma cell,dendritic cell,Liver,Lung,False,False,6.754258289287656,0.1603871298286509,0.3421702276014782,0.2666754722595215,0.7261146496815287
Live|plasma cell vs Lung|intermediate m..,plasma cell,intermediate monocyte,Liver,Lung,False,False,7.337428793105936,0.16892050768030437,0.3203027907360039,0.28742915391921997,0.7055016181229774
Live|plasma cell vs Lung|pericyte cell,plasma cell,pericyte cell,Liver,Lung,False,False,10.06658891062904,0.20198543753369888,0.3581703919730881,0.36594414710998535,0.8372093023255813
Live|plasma cell vs Lung|type i pneumoc..,plasma cell,type i pneumocyte,Liver,Lung,False,False,8.580794745452618,0.21007061282543324,0.35614608137741044,0.3837302327156067,0.9130434782608696
Live|plasma cell vs Lung|EC of artery,plasma cell,endothelial cell of artery,Liver,Lung,False,False,9.488463026597369,0.2029233124272985,0.35800355466570666,0.35703402757644653,0.7878787878787878
Live|plasma cell vs Lung|neutrophil,plasma cell,neutrophil,Liver,Lung,False,False,2.6127702970305036,0.2739803753713389,0.40516627428191265,0.49533921480178833,0.921832884097035
Live|plasma cell vs Lung|cd4-positive a..,plasma cell,cd4-positive alpha-beta t cell,Liver,Lung,False,False,6.220296694188212,0.15320020937232132,0.3111113263268398,0.23787611722946167,0.6754966887417219
Live|plasma cell vs Lung|nk cell,plasma cell,nk cell,Liver,Lung,False,False,8.05626597210463,0.16465705252287474,0.31692403450008455,0.27140992879867554,0.7012987012987013
Live|plasma cell vs Lung|plasma cell,plasma cell,plasma cell,Liver,Lung,False,True,3.206643794579915,0.13725240451534348,0.3061551449649318,0.18476152420043945,0.5347985347985348
Live|plasma cell vs Lung|b cell,plasma cell,b cell,Liver,Lung,False,False,2.046947887349877,0.1432312377525306,0.28090683025566265,0.22090357542037964,0.6710963455149501
Live|plasma cell vs Lung|vascular assoc..,plasma cell,vascular associated smooth muscle cell,Liver,Lung,False,False,7.609010136451073,0.22870412404839008,0.3644159842944721,0.39843010902404785,0.8130563798219584
Live|plasma cell vs Lung|cd8-positive a..,plasma cell,cd8-positive alpha-beta t cell,Liver,Lung,False,False,5.821999862468727,0.15560745793128292,0.3062533942439982,0.2369261384010315,0.6666666666666667
Live|plasma cell vs Lung|bronchial smoo..,plasma cell,bronchial smooth muscle cell,Liver,Lung,False,False,8.833577294277987,0.21182069055750152,0.35966262957406925,0.35594141483306885,0.7421383647798743
Live|plasma cell vs Lung|bronchial vess..,plasma cell,bronchial vessel endothelial cell,Liver,Lung,False,False,9.174032756921557,0.19803961923817376,0.3456251876941555,0.33196449279785156,0.7421383647798743
Live|plasma cell vs Lung|EC of lymphati..,plasma cell,endothelial cell of lymphatic vessel,Liver,Lung,False,False,6.928719338133691,0.22717090467201922,0.39310110143995514,0.35695409774780273,0.7341772151898734
Live|plasma cell vs Lung|smooth muscle ..,plasma cell,smooth muscle cell,Liver,Lung,False,False,7.177863887515211,0.21604406840919022,0.3679468375805187,0.33955639600753784,0.7096774193548387
Kidn|kidney epi vs Kidn|b cell,kidney epithelial cell,b cell,Kidney,Kidney,True,False,12.105459372448248,0.18972234294843257,0.3529650731109436,0.3774762749671936,0.8023952095808383
Kidn|kidney epi vs Kidn|macrophage,kidney epithelial cell,macrophage,Kidney,Kidney,True,False,15.21265791505032,0.15921930198059128,0.29976891239557424,0.3233530521392822,0.7987987987987988
"Kidn|kidney epi vs Kidn|cd8-positive, ..",kidney epithelial cell,"cd8-positive, alpha-beta t cell",Kidney,Kidney,True,False,10.085017279542633,0.1864321504562147,0.3197431498808986,0.3743394613265991,0.8023952095808383
Kidn|kidney epi vs Kidn|cd4-positive h..,kidney epithelial cell,cd4-positive helper t cell,Kidney,Kidney,True,False,10.985919138993534,0.18692500305130896,0.3440346191826599,0.3647163510322571,0.7915407854984894
Kidn|kidney epi vs Kidn|nk cell,kidney epithelial cell,nk cell,Kidney,Kidney,True,False,11.518285778628037,0.20235414270007884,0.3552648112560318,0.4078143239021301,0.8405797101449275
Kidn|kidney epi vs Kidn|EC,kidney epithelial cell,endothelial cell,Kidney,Kidney,True,False,3.39601517844655,0.18091556989525365,0.2780486586109985,0.3930257558822632,0.904109589041096
Kidn|kidney epi vs Hear|cardio,kidney epithelial cell,cardiac muscle cell,Kidney,Heart,False,False,28.74146085756012,0.12471363691667717,0.22616033401381697,0.2537112236022949,0.75
Kidn|kidney epi vs Hear|cardiac EC,kidney epithelial cell,cardiac endothelial cell,Kidney,Heart,False,False,18.566946720832508,0.15699230031366057,0.25802099360770037,0.35017645359039307,0.8439306358381503
Kidn|kidney epi vs Hear|hepatocyte,kidney epithelial cell,hepatocyte,Kidney,Heart,False,False,18.870089194559714,0.11189765570502554,0.21967901803674406,0.2203916311264038,0.7730061349693251
Kidn|kidney epi vs Hear|fibroblast of ..,kidney epithelial cell,fibroblast of cardiac tissue,Kidney,Heart,False,False,17.239503395324885,0.15693242448974887,0.2796647995679161,0.3404656648635864,0.8130563798219584
Kidn|kidney epi vs Hear|smooth muscle ..,kidney epithelial cell,smooth muscle cell,Kidney,Heart,False,False,15.827301646799484,0.16375716737822513,0.29349633886817894,0.348197877407074,0.8165680473372781
Kidn|kidney epi vs Hear|macrophage,kidney epithelial cell,macrophage,Kidney,Heart,False,False,9.367251232452539,0.16718621647729592,0.3749205713710376,0.2847852110862732,0.7538940809968847
Kidn|kidney epi vs Bone|cd24 neutrophil,kidney epithelial cell,cd24 neutrophil,Kidney,Bone_Marrow,False,False,5.135786753279085,0.2821854802433036,0.4124335972468961,0.5607630014419556,0.9556135770234987
"Kidn|kidney epi vs Bone|cd4-positive, ..",kidney epithelial cell,"cd4-positive, alpha-beta t cell",Kidney,Bone_Marrow,False,False,11.748222538703455,0.17670623289078208,0.3215595936156297,0.3510909080505371,0.7987987987987988
Kidn|kidney epi vs Bone|monocyte,kidney epithelial cell,monocyte,Kidney,Bone_Marrow,False,False,18.329075160328642,0.16367815886389764,0.3447460713608822,0.31734806299209595,0.7951807228915663
"Kidn|kidney epi vs Bone|cd8-positive, ..",kidney epithelial cell,"cd8-positive, alpha-beta t cell",Kidney,Bone_Marrow,False,False,12.835433284764848,0.18360042710877894,0.3616057861950812,0.3594932556152344,0.7951807228915663
Kidn|kidney epi vs Bone|granulocyte,kidney epithelial cell,granulocyte,Kidney,Bone_Marrow,False,False,13.822393747931534,0.16578164660469724,0.2966131492018269,0.32887011766433716,0.8095238095238095
Kidn|kidney epi vs Bone|plasma cell,kidney epithelial cell,plasma cell,Kidney,Bone_Marrow,False,False,8.091254539578653,0.20104833802192967,0.3788944313697138,0.40217965841293335,0.8795518207282913
Kidn|kidney epi vs Bone|erythroid prog..,kidney epithelial cell,erythroid progenitor,Kidney,Bone_Marrow,False,False,14.766218275143517,0.16013823291041288,0.28699164964574886,0.32585710287094116,0.8235294117647058
Kidn|kidney epi vs Bone|nk cell,kidney epithelial cell,nk cell,Kidney,Bone_Marrow,False,False,11.697467758718457,0.20256941916254567,0.38258020243279833,0.40248602628707886,0.8372093023255813
Kidn|kidney epi vs Bone|hematopoietic ..,kidney epithelial cell,hematopoietic stem cell,Kidney,Bone_Marrow,False,False,12.299700679983586,0.15232226138187344,0.2967453855850708,0.28099149465560913,0.7767584097859327
Kidn|kidney epi vs Bone|nampt neutrophil,kidney epithelial cell,nampt neutrophil,Kidney,Bone_Marrow,False,False,3.7112489136022826,0.32547988231533515,0.43706093703930804,0.6269726753234863,0.9769820971867008
Kidn|kidney epi vs Bone|memory b cell,kidney epithelial cell,memory b cell,Kidney,Bone_Marrow,False,False,11.967553489472504,0.18725617378129725,0.341620392306366,0.37177884578704834,0.8095238095238095
Kidn|kidney epi vs Bone|myeloid progen..,kidney epithelial cell,myeloid progenitor,Kidney,Bone_Marrow,False,False,14.861444262378967,0.16620144393236747,0.30296509904070834,0.3289865255355835,0.8200589970501475
Kidn|kidney epi vs Bone|macrophage,kidney epithelial cell,macrophage,Kidney,Bone_Marrow,False,False,12.398557788692262,0.18331562063672757,0.3565959603313149,0.34891319274902344,0.7951807228915663
Kidn|kidney epi vs Bone|naive b cell,kidney epithelial cell,naive b cell,Kidney,Bone_Marrow,False,False,10.181694354481362,0.22128467698238868,0.40260454681069213,0.4190872311592102,0.8095238095238095
Kidn|kidney epi vs Bone|neutrophil,kidney epithelial cell,neutrophil,Kidney,Bone_Marrow,False,False,3.7557477782741544,0.32469025264945717,0.4888709337247136,0.610989511013031,0.9743589743589743
Kidn|kidney epi vs Bone|erythrocyte,kidney epithelial cell,erythrocyte,Kidney,Bone_Marrow,False,False,2.7289527191741385,0.331580889528519,0.5165386067641295,0.6244261264801025,0.9528795811518325
Kidn|kidney epi vs Sple|memory b cell,kidney epithelial cell,memory b cell,Kidney,Spleen,False,False,13.56284038805674,0.16937667312036048,0.3045449210917258,0.3401486873626709,0.7987987987987988
Kidn|kidney epi vs Sple|neutrophil,kidney epithelial cell,neutrophil,Kidney,Spleen,False,False,3.8962843447512117,0.3262444728186421,0.3771034096097706,0.6385583877563477,0.9690721649484536
Kidn|kidney epi vs Sple|classical mono..,kidney epithelial cell,classical monocyte,Kidney,Spleen,False,False,15.924770086567776,0.17334672221044845,0.29595328779931573,0.3474935293197632,0.8059701492537313
"Kidn|kidney epi vs Sple|cd8-positive, ..",kidney epithelial cell,"cd8-positive, alpha-beta memory t cell",Kidney,Spleen,False,False,12.079578454898503,0.17632700133822649,0.30649141092490617,0.3565005660057068,0.7987987987987988
Kidn|kidney epi vs Sple|plasma cell,kidney epithelial cell,plasma cell,Kidney,Spleen,False,False,13.614232410701948,0.16785773735821208,0.3117066496008719,0.32403695583343506,0.8023952095808383
Kidn|kidney epi vs Sple|nk cell,kidney epithelial cell,nk cell,Kidney,Spleen,False,False,13.031909689362752,0.18532413460351613,0.3144007117686476,0.38558268547058105,0.8269794721407624
"Kidn|kidney epi vs Sple|cd4-positive, ..",kidney epithelial cell,"cd4-positive, alpha-beta memory t cell",Kidney,Spleen,False,False,11.915127572263533,0.1733458985971888,0.31385695891313314,0.3479006886482239,0.7878787878787878
Kidn|kidney epi vs Sple|macrophage,kidney epithelial cell,macrophage,Kidney,Spleen,False,False,18.385887436264653,0.1622739008827231,0.2983222166723377,0.3261744976043701,0.8165680473372781
Kidn|kidney epi vs Sple|naive thymus-d..,kidney epithelial cell,"naive thymus-derived cd4-positive, alpha-beta t cell",Kidney,Spleen,False,False,12.312582830167562,0.17159292507041524,0.31576007669947015,0.34305787086486816,0.8023952095808383
Kidn|kidney epi vs Sple|naive b cell,kidney epithelial cell,naive b cell,Kidney,Spleen,False,False,11.917841591023382,0.1832667247123479,0.3294133840001684,0.3751695156097412,0.8023952095808383
Kidn|kidney epi vs Sple|type i nk t cell,kidney epithelial cell,type i nk t cell,Kidney,Spleen,False,False,12.8511302841037,0.1777572086655818,0.31757992198433393,0.3596317172050476,0.8095238095238095
Kidn|kidney epi vs Sple|naive thymus-d..,kidney epithelial cell,"naive thymus-derived cd8-positive, alpha-beta t cell",Kidney,Spleen,False,False,11.812592752570483,0.18424570792333483,0.3358548200197745,0.3711913228034973,0.8023952095808383
Kidn|kidney epi vs Sple|EC,kidney epithelial cell,endothelial cell,Kidney,Spleen,False,False,11.49969353078146,0.1756519350153189,0.2808969454107627,0.3978345990180969,0.9501312335958005
Kidn|kidney epi vs Sple|mature nk t cell,kidney epithelial cell,mature nk t cell,Kidney,Spleen,False,False,12.557195683479014,0.17695653029646746,0.31998968485577195,0.3559081554412842,0.7987987987987988
Kidn|kidney epi vs Sple|regulatory t c..,kidney epithelial cell,regulatory t cell,Kidney,Spleen,False,False,13.501777144762142,0.17722739408653448,0.34379647225771914,0.3428119421005249,0.7987987987987988
Kidn|kidney epi vs Sple|intermediate m..,kidney epithelial cell,intermediate monocyte,Kidney,Spleen,False,False,7.723444936948921,0.2372363806765395,0.39818504172228397,0.47420448064804077,0.9100817438692098
Kidn|kidney epi vs Sple|innate lymphoi..,kidney epithelial cell,innate lymphoid cell,Kidney,Spleen,False,False,10.928400879465796,0.17893368484740588,0.34961906120605923,0.3474297523498535,0.8023952095808383
Kidn|kidney epi vs Sple|erythrocyte,kidney epithelial cell,erythrocyte,Kidney,Spleen,False,False,6.078049598802441,0.23764182020341626,0.3574412062648785,0.5181995630264282,0.9333333333333333
Kidn|kidney epi vs Sple|hematopoietic ..,kidney epithelial cell,hematopoietic stem cell,Kidney,Spleen,False,False,14.371920767990604,0.15808471140514016,0.3153189155182067,0.29844945669174194,0.7987987987987988
Kidn|kidney epi vs Sple|cd1c-positive ..,kidney epithelial cell,cd1c-positive myeloid dendritic cell,Kidney,Spleen,False,False,16.830546612838077,0.17185427840054923,0.3543204461006032,0.31642788648605347,0.7987987987987988
Kidn|kidney epi vs Sple|cd141-positive..,kidney epithelial cell,cd141-positive myeloid dendritic cell,Kidney,Spleen,False,False,16.754206835760826,0.18037388339691335,0.37318597700416456,0.3295583128929138,0.8023952095808383
"Kidn|kidney epi vs Sple|cd8-positive, ..",kidney epithelial cell,"cd8-positive, alpha-beta t cell",Kidney,Spleen,False,False,15.857632280023356,0.18129809524797613,0.3569998685143234,0.3417888283729553,0.8338192419825072
Kidn|kidney epi vs Sple|plasmacytoid d..,kidney epithelial cell,plasmacytoid dendritic cell,Kidney,Spleen,False,False,7.681713076209412,0.21824138560188097,0.4296027854990423,0.3967171907424927,0.8200589970501475
Kidn|kidney epi vs Sple|platelet,kidney epithelial cell,platelet,Kidney,Spleen,False,False,8.371566635137532,0.2271437503618213,0.4671951969203426,0.3864396810531616,0.8603988603988604
Kidn|kidney epi vs Lung|macrophage,kidney epithelial cell,macrophage,Kidney,Lung,False,False,19.416267139878357,0.15172262518767765,0.27335705914516817,0.3083078861236572,0.8372093023255813
Kidn|kidney epi vs Lung|type ii pneumo..,kidney epithelial cell,type ii pneumocyte,Kidney,Lung,False,False,25.02110654592271,0.11739000972143392,0.22996643796542215,0.26302677392959595,0.8059701492537313
Kidn|kidney epi vs Lung|basal cell,kidney epithelial cell,basal cell,Kidney,Lung,False,False,20.63104218505894,0.11724633124591329,0.22637942630324404,0.23709654808044434,0.7460815047021944
Kidn|kidney epi vs Lung|classical mono..,kidney epithelial cell,classical monocyte,Kidney,Lung,False,False,16.973511376540223,0.1640512110720394,0.29799285990325286,0.3321160674095154,0.8059701492537313
Kidn|kidney epi vs Lung|club cell,kidney epithelial cell,club cell,Kidney,Lung,False,False,19.229108607539953,0.12213203937802103,0.23279963765095735,0.26951080560684204,0.7915407854984894
Kidn|kidney epi vs Lung|non-classical ..,kidney epithelial cell,non-classical monocyte,Kidney,Lung,False,False,18.63041115056691,0.15706796339215373,0.30487075188828205,0.3164505362510681,0.8059701492537313
Kidn|kidney epi vs Lung|capillary EC,kidney epithelial cell,capillary endothelial cell,Kidney,Lung,False,False,15.383106232021056,0.16923797326790221,0.27770344473000685,0.3957531452178955,0.9247311827956989
Kidn|kidney epi vs Lung|respiratory go..,kidney epithelial cell,respiratory goblet cell,Kidney,Lung,False,False,22.908514907626685,0.11839882472323446,0.22605874370375945,0.24531316757202148,0.7616099071207431
Kidn|kidney epi vs Lung|basophil,kidney epithelial cell,basophil,Kidney,Lung,False,False,16.241793701529676,0.1560097501558334,0.2991332539692809,0.3217310309410095,0.7878787878787878
Kidn|kidney epi vs Lung|lung ciliated ..,kidney epithelial cell,lung ciliated cell,Kidney,Lung,False,False,20.09660433185584,0.15967442781725294,0.24409761586663203,0.37554556131362915,0.9690721649484536
Kidn|kidney epi vs Lung|capillary aero..,kidney epithelial cell,capillary aerocyte,Kidney,Lung,False,False,15.814836057183259,0.16714105322446698,0.27179671965350516,0.3921225666999817,0.9304812834224598
"Kidn|kidney epi vs Lung|cd8-positive, ..",kidney epithelial cell,"cd8-positive, alpha-beta t cell",Kidney,Lung,False,False,14.464492945674854,0.16495610934410382,0.3093735917023557,0.32739806175231934,0.7804878048780488
"Kidn|kidney epi vs Lung|cd4-positive, ..",kidney epithelial cell,"cd4-positive, alpha-beta t cell",Kidney,Lung,False,False,12.399790222377012,0.1670414086838189,0.3148119304337984,0.334125816822052,0.7804878048780488
Kidn|kidney epi vs Lung|vein EC,kidney epithelial cell,vein endothelial cell,Kidney,Lung,False,False,19.688842762051785,0.1502871371726905,0.26773258525742805,0.3287926912307739,0.8130563798219584
Kidn|kidney epi vs Lung|lung microvasc..,kidney epithelial cell,lung microvascular endothelial cell,Kidney,Lung,False,False,20.16048870503734,0.1428827069512585,0.2630028148200888,0.310404896736145,0.8095238095238095
Kidn|kidney epi vs Lung|adventitial cell,kidney epithelial cell,adventitial cell,Kidney,Lung,False,False,13.029225403402748,0.18756957848081787,0.3242917636238126,0.38019901514053345,0.9159891598915989
Kidn|kidney epi vs Lung|alveolar fibro..,kidney epithelial cell,alveolar fibroblast,Kidney,Lung,False,False,11.603291808210209,0.17988192867432745,0.32115370583330805,0.3892906904220581,0.8538681948424068
