pair,ct_i,ct_j,organ_i,organ_j,same_organ,same_ct,omega,js_raw,spearman_dist,cosine_dist,marker_jaccard_dist
Live|hepatocyte vs Kidn|cd4-positive h..,hepatocyte,cd4-positive helper t cell,Liver,Kidney,False,False,14.199901073721854,0.2173131460077284,0.3490854078027593,0.515968918800354,0.9769820971867008
Live|hepatocyte vs Kidn|nk cell,hepatocyte,nk cell,Liver,Kidney,False,False,15.42051167758625,0.22417425352621811,0.3571931751976758,0.5291937589645386,0.9769820971867008
Live|hepatocyte vs Kidn|EC,hepatocyte,endothelial cell,Liver,Kidney,False,False,9.304551690748394,0.18168472789113,0.28950157570773527,0.44562095403671265,0.9769820971867008
Live|hepatocyte vs Hear|cardio,hepatocyte,cardiac muscle cell,Liver,Heart,False,False,16.37561673667927,0.18779623544754626,0.26941425857879153,0.47886407375335693,0.9821882951653944
Live|hepatocyte vs Hear|cardiac EC,hepatocyte,cardiac endothelial cell,Liver,Heart,False,False,20.73178167674872,0.1948049863541862,0.28961284596375547,0.5026352405548096,0.9795918367346939
Live|hepatocyte vs Hear|hepatocyte,hepatocyte,hepatocyte,Liver,Heart,False,True,8.774615256278363,0.1618482879402437,0.25810365519987655,0.4213842749595642,0.9821882951653944
Live|hepatocyte vs Hear|fibroblast of ..,hepatocyte,fibroblast of cardiac tissue,Liver,Heart,False,False,20.409754185952124,0.1796264367312703,0.3111100504687154,0.4534783363342285,0.961038961038961
Live|hepatocyte vs Hear|smooth muscle ..,hepatocyte,smooth muscle cell,Liver,Heart,False,False,16.96116815989317,0.1984029432275645,0.32712749047902867,0.49496638774871826,0.9743589743589743
Live|hepatocyte vs Hear|macrophage,hepatocyte,macrophage,Liver,Heart,False,False,9.39503784329832,0.20988306730150294,0.397297650155507,0.47607749700546265,0.9769820971867008
Live|hepatocyte vs Bone|cd24 neutrophil,hepatocyte,cd24 neutrophil,Liver,Bone_Marrow,False,False,6.402206149590104,0.27947928597887217,0.35127222676402137,0.6086870431900024,0.9743589743589743
"Live|hepatocyte vs Bone|cd4-positive, ..",hepatocyte,"cd4-positive, alpha-beta t cell",Liver,Bone_Marrow,False,False,14.877767055265375,0.1996038890987729,0.28575284607103146,0.4961619973182678,0.9795918367346939
Live|hepatocyte vs Bone|monocyte,hepatocyte,monocyte,Liver,Bone_Marrow,False,False,15.417878647710149,0.2124866064222083,0.3457875924590176,0.5150012969970703,0.9795918367346939
"Live|hepatocyte vs Bone|cd8-positive, ..",hepatocyte,"cd8-positive, alpha-beta t cell",Liver,Bone_Marrow,False,False,12.3066511293837,0.22631812754717962,0.366611277199102,0.5400385856628418,0.9795918367346939
Live|hepatocyte vs Bone|granulocyte,hepatocyte,granulocyte,Liver,Bone_Marrow,False,False,21.19564486789298,0.1879536308346581,0.2738749990493171,0.46719425916671753,0.9795918367346939
Live|hepatocyte vs Bone|plasma cell,hepatocyte,plasma cell,Liver,Bone_Marrow,False,False,11.399299216968483,0.230259666565432,0.4133674511987514,0.5333671569824219,0.9795918367346939
Live|hepatocyte vs Bone|erythroid prog..,hepatocyte,erythroid progenitor,Liver,Bone_Marrow,False,False,17.63039566355435,0.19525408627304253,0.28782697756495723,0.4830273985862732,0.9769820971867008
Live|hepatocyte vs Bone|nk cell,hepatocyte,nk cell,Liver,Bone_Marrow,False,False,11.613852498844835,0.24127980536974186,0.3996239847357127,0.5639246702194214,0.9769820971867008
Live|hepatocyte vs Bone|hematopoietic ..,hepatocyte,hematopoietic stem cell,Liver,Bone_Marrow,False,False,12.446519804177056,0.20726137779936143,0.34232596387840586,0.4933762550354004,0.9795918367346939
Live|hepatocyte vs Bone|nampt neutrophil,hepatocyte,nampt neutrophil,Liver,Bone_Marrow,False,False,4.50716929242634,0.3216696229510381,0.38894444129782635,0.6620063781738281,0.9717223650385605
Live|hepatocyte vs Bone|memory b cell,hepatocyte,memory b cell,Liver,Bone_Marrow,False,False,16.15782623794734,0.2077417222542594,0.3136727017689164,0.503167450428009,0.9795918367346939
Live|hepatocyte vs Bone|myeloid progen..,hepatocyte,myeloid progenitor,Liver,Bone_Marrow,False,False,20.0563595542287,0.18898461869738253,0.27884909548706405,0.4659351110458374,0.9769820971867008
Live|hepatocyte vs Bone|macrophage,hepatocyte,macrophage,Liver,Bone_Marrow,False,False,10.399171213895558,0.24139174700217716,0.36161086263860454,0.558545708656311,0.9795918367346939
Live|hepatocyte vs Bone|naive b cell,hepatocyte,naive b cell,Liver,Bone_Marrow,False,False,10.405936122941032,0.2588293821954368,0.41860804026141174,0.5754351615905762,0.9795918367346939
Live|hepatocyte vs Bone|neutrophil,hepatocyte,neutrophil,Liver,Bone_Marrow,False,False,4.576083051966256,0.3227019583698544,0.4507541487128852,0.6493270993232727,0.9717223650385605
Live|hepatocyte vs Bone|erythrocyte,hepatocyte,erythrocyte,Liver,Bone_Marrow,False,False,3.5387710908345427,0.3456392980787049,0.4954517606009917,0.6851551532745361,0.9743589743589743
Live|hepatocyte vs Sple|memory b cell,hepatocyte,memory b cell,Liver,Spleen,False,False,16.327946887385124,0.1998261977184131,0.27736907676009026,0.4990682601928711,0.9795918367346939
Live|hepatocyte vs Sple|neutrophil,hepatocyte,neutrophil,Liver,Spleen,False,False,4.392924376432507,0.33041114816272504,0.3380725613137123,0.6874684691429138,0.9769820971867008
Live|hepatocyte vs Sple|classical mono..,hepatocyte,classical monocyte,Liver,Spleen,False,False,19.174922962536456,0.2002783671681229,0.2680331661825264,0.4946482181549072,0.9769820971867008
