cell_type,region_a,region_b,omega,kn,kf
Astrocyte,Human A5-A7,Human CM,172.98693735474225,0.0013010474409017717,0.2250642121548225
Astrocyte,Human A5-A7,Human CM-Pf,225.59993687635594,0.0009728868586154145,0.21948321389147374
Astrocyte,Human A5-A7,Human CMN,168.83268831978424,0.000509778022370692,0.08606719396318704
Astrocyte,Human A5-A7,Human CaB,135.9725488731108,0.0006348099712298666,0.0863167298381911
Astrocyte,Human A5-A7,Human CbDN,155.69051736967404,0.001635722471360977,0.25466647783939234
Astrocyte,Human A5-A7,Human Cla,140.07486475453692,0.0005024518573634436,0.07038087596585024
Astrocyte,Human A5-A7,Human CoA,104.92878701151315,0.0007023868606170431,0.07370060129737109
Astrocyte,Human A5-A7,Human DGR-CA4Rpy,121.21928925093889,0.0007299222196539586,0.08848065267492056
Astrocyte,Human A5-A7,Human DGU-CA4Upy,162.20518137189703,0.0005589642034754198,0.09066689000512843
Astrocyte,Human A5-A7,Human DTg,174.88757678621687,0.0013172918594995023,0.23037798122807762
Astrocyte,Human A5-A7,Human ETH,132.42938886923142,0.0017409819704911785,0.23055717838449705
Astrocyte,Human A5-A7,Human FI,86.25953497877019,0.0004102283782635187,0.03538610914410616
Astrocyte,Human A5-A7,Human GPe,118.320207336936,0.0013204254033815344,0.1562330075010605
Astrocyte,Human A5-A7,Human GPi,123.88251646939999,0.001812046479543349,0.2244808778453472
Astrocyte,Human A5-A7,Human Gpe,100.56018513127671,0.001721465799978832,0.1731109195430327
Astrocyte,Human A5-A7,Human HTHma,100.07644975480964,0.0026311893250529983,0.2633200862840579
Astrocyte,Human A5-A7,Human HTHma-HTHtub,73.46711788008172,0.002949271259619702,0.21667445929081772
Astrocyte,Human A5-A7,Human HTHpo,116.62777840977274,0.0010690605329728518,0.12468215494619131
Astrocyte,Human A5-A7,Human HTHpo-HTHso,113.78194554659949,0.0019437019608211537,0.22115819066497117
Astrocyte,Human A5-A7,Human HTHso,85.02853742801368,0.001680194796966445,0.1428645061802152
Astrocyte,Human A5-A7,Human HTHso-HTHtub,146.24338250478513,0.0013431983584030107,0.19643387130773096
Astrocyte,Human A5-A7,Human HTHtub,103.03958511694876,0.0018037273302431028,0.18585531577235093
Astrocyte,Human A5-A7,Human IC,250.1593974844621,0.0008082694391781067,0.20219619590989923
Astrocyte,Human A5-A7,Human IO,129.8783018154225,0.0024270443213626415,0.31522039488934445
Astrocyte,Human A5-A7,Human ITG,33.11352338297862,0.00027644433687940007,0.009154046013348034
Astrocyte,Human A5-A7,Human Idg,47.32061216697061,0.00034241725450882886,0.01620339409989116
Astrocyte,Human A5-A7,Human Ig,17.05480687689101,0.00031432322270962324,0.005360721860234627
Astrocyte,Human A5-A7,Human LEC,82.87018096400624,0.0004663879717989759,0.03864965562241697
Astrocyte,Human A5-A7,Human LG,200.84092042398862,0.0010149013794393737,0.20383372718617954
Astrocyte,Human A5-A7,Human LP,159.14397657172174,0.0012027904542819138,0.1914168558769314
Astrocyte,Human A5-A7,Human LP-VPL,149.17602992886452,0.0014404216315018867,0.21487638041110932
Astrocyte,Human A5-A7,Human La,81.26472528397653,0.0011702330151983388,0.09509866449833254
Astrocyte,Human A5-A7,Human M1C,31.24942105221246,0.0008711648652748529,0.027223397680867817
Astrocyte,Human A5-A7,Human MD,203.12581252092517,0.0009678690008958065,0.19659917722077674
Astrocyte,Human A5-A7,Human MD-Re,218.60319054793277,0.0009999403575829857,0.21859015252528147
Astrocyte,Human A5-A7,Human MEC,53.06483515194667,0.0006508880070944279,0.03453926479884491
Astrocyte,Human A5-A7,Human MG,100.66322871482178,0.0018783170718975257,0.189077461007375
Astrocyte,Human A5-A7,Human MN,94.37346693666117,0.003319968612453696,0.31331694807815175
Astrocyte,Human A5-A7,Human MTG,28.289274696446046,0.00032749843774781756,0.009264693268104945
Astrocyte,Human A5-A7,Human MoAN,173.91861998541853,0.001622366105688341,0.28215967421243393
Astrocyte,Human A5-A7,Human MoRF-MoEN,206.39276105122994,0.0011823487985452234,0.2440282330573531
Astrocyte,Human A5-A7,Human MoSR,106.65284604091407,0.0028745140478732816,0.3065751041902738
