cell_type,region_a,region_b,omega,kn,kf,expected_omega,observed_residual,null_le_count,p_value,q_value
Astrocyte,Human A5-A7,Human A35-A36,8.763132106494444,0.0028114761335837,0.0246373367728505,9.65774599525174,0.9073682524683154,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A35r,9.315241354438326,0.0044558382528371,0.0415072087615168,15.734610361560657,0.5920223723617127,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A38,5.719467976199611,0.0027439827900003,0.0156941216946496,8.971830875167168,0.6374917289212769,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A40,3.571427640692725,0.0020225472403884,0.0072233811189299,5.63027892748108,0.6343251705098986,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A43,2.7947095199118075,0.0021543010990143,0.0060206457901719,7.021667554098354,0.39801222407355535,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A44-A45,4.274299234369297,0.0021319925857047,0.0091127742767587,6.73198320952918,0.6349242268339276,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human A46,5.026016219506278,0.0016246377900956,0.0081654558838435,7.23461664209228,0.6947176979999226,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human ANC,28.93156421625545,0.0046160951157227,0.1335508522688769,24.194486041998957,1.1957916430228543,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human AON,8.17386243401674,0.0024225572146319,0.0198016494109366,9.434123479987049,0.86641461195163,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human BL,10.751740459267747,0.0047575191120549,0.0511516107228203,12.575761186895198,0.8549574295726763,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human BM,10.5361933112089,0.0038329721776137,0.0403849358198242,12.807965357964797,0.8226281861901534,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human BNST,22.252366002571584,0.0044281935770894,0.0985377842076313,19.33112702818012,1.151115812861454,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CA1-3,8.125633792788035,0.0068618050742517,0.0557565151908643,10.330247125293335,0.7865865834799477,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CA1C-CA3C,17.44377077607689,0.0033556689582234,0.0585355201076469,19.628432843674677,0.8886991088388494,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CA1R-CA2R,13.370246073000198,0.0033613160333012,0.0449416224943582,14.630297260800567,0.9138738492227041,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CA1R-CA2R-CA3R,4.89652678777131,0.0098545963423994,0.0482532949732322,10.810668589140205,0.4529346864531661,0,9.999000099990002e-05,0.0002751999299680118
