series,rep,delta,eta,eps,dropout,depth,n_b,module_size,module_seed,omega,k_f,k_n,k_total,cosine,kf_over_kt
baseline,32,0.0,0.0,0.0,0.0,1.0,200,200,42,8.406887675292797,0.019400237036138718,0.0023076598362500476,0.0020481791226563536,0.010563257741518117,9.471943552953457
baseline,33,0.0,0.0,0.0,0.0,1.0,200,200,42,8.019510653635825,0.020207832733082985,0.0025198336414605687,0.0025940755664578606,0.012034942003281701,7.789993859229101
baseline,34,0.0,0.0,0.0,0.0,1.0,200,200,42,10.081718374687698,0.025524044437735822,0.002531715674762288,0.0026038467061909702,0.012183075673541044,9.802437438828186
baseline,35,0.0,0.0,0.0,0.0,1.0,200,200,42,8.027060867620488,0.020783091065521772,0.002589128375661942,0.002212176770530131,0.011387458355131885,9.39486000503534
baseline,36,0.0,0.0,0.0,0.0,1.0,200,200,42,7.721669760524478,0.019412503659663384,0.0025140292529610628,0.0024022595346499887,0.011735708294518199,8.080935211062364
baseline,37,0.0,0.0,0.0,0.0,1.0,200,200,42,11.79486100107036,0.031101967673028898,0.002636908367992336,0.002790775820096467,0.013113316217538862,11.144559677299274
baseline,38,0.0,0.0,0.0,0.0,1.0,200,200,42,13.007269942464108,0.03109550056411358,0.0023906246815557997,0.0025767810865040108,0.012184548721915767,12.067575599253445
baseline,39,0.0,0.0,0.0,0.0,1.0,200,200,42,13.66909803477409,0.03305383283681944,0.0024181429347225926,0.0027120346120015886,0.012250950332511779,12.187835911291856
baseline,40,0.0,0.0,0.0,0.0,1.0,200,200,42,20.381312882096,0.0550426994930141,0.0027006454300285265,0.003984856127270389,0.014591832838716234,13.812970339463206
baseline,41,0.0,0.0,0.0,0.0,1.0,200,200,42,11.740812679939548,0.035365605630488864,0.003012194010293243,0.003202417029142806,0.01480204773342142,11.043410433011346
baseline,42,0.0,0.0,0.0,0.0,1.0,200,200,42,9.624194686938969,0.02474478479176194,0.0025711018528483407,0.0030147243945656183,0.012510711006322395,8.20797577263355
baseline,43,0.0,0.0,0.0,0.0,1.0,200,200,42,9.001829745165365,0.01910067091359312,0.002121865382296479,0.002280967179804004,0.010801536705939752,8.373935005603359
baseline,44,0.0,0.0,0.0,0.0,1.0,200,200,42,9.234949584014485,0.02167279765556303,0.0023468236029223393,0.002249032371735406,0.011240827726154978,9.63649875739218
baseline,45,0.0,0.0,0.0,0.0,1.0,200,200,42,8.121386907562176,0.019720330463548787,0.0024281973864816527,0.002364967939327887,0.011187224767759796,8.338519155212401
baseline,46,0.0,0.0,0.0,0.0,1.0,200,200,42,7.351118965038241,0.018231561898067204,0.0024801070401358092,0.0029127033178477247,0.012561084356200403,6.259326786340532
baseline,47,0.0,0.0,0.0,0.0,1.0,200,200,42,9.862675062350934,0.02726351600965683,0.002764312505207701,0.0027496500594412143,0.013357747490070793,9.915267550517806
baseline,48,0.0,0.0,0.0,0.0,1.0,200,200,42,8.425713389981278,0.021506220027764165,0.0025524509358859112,0.002420217066858993,0.011467384731840724,8.886070725745016
baseline,49,0.0,0.0,0.0,0.0,1.0,200,200,42,10.672221334378511,0.02618270109976617,0.0024533506455140346,0.0022863868263766963,0.011576884033606794,11.45156226309205
baseline,50,0.0,0.0,0.0,0.0,1.0,200,200,42,11.836793064377504,0.028493973376629986,0.0024072376041093255,0.0025648776411379692,0.012174421032971394,11.10929149976447
baseline,51,0.0,0.0,0.0,0.0,1.0,200,200,42,7.818275157151273,0.020679936439086503,0.0026450765703955608,0.002489149088432078,0.01218817278062967,8.308034474589407
baseline,52,0.0,0.0,0.0,0.0,1.0,200,200,42,7.527294661916807,0.01842917994494926,0.0024483138727368907,0.002228916543995785,0.011242154827199702,8.268223408630284
baseline,53,0.0,0.0,0.0,0.0,1.0,200,200,42,10.770895068027931,0.026721341866325868,0.002480884058154541,0.0024264898932437867,0.012398204345664188,11.01234418520663
baseline,54,0.0,0.0,0.0,0.0,1.0,200,200,42,24.989412997906737,0.0628346367867305,0.0025144502910890267,0.003614160209988617,0.014432134823852638,17.3856810810632
baseline,55,0.0,0.0,0.0,0.0,1.0,200,200,42,7.727898299468417,0.020373574823261756,0.0026363668404724224,0.0025273217431097035,0.011877591581868074,8.06133009333169
baseline,56,0.0,0.0,0.0,0.0,1.0,200,200,42,7.795917670672231,0.019129564654829852,0.002453792544114994,0.0022190328605991216,0.011286776412198551,8.620676599473619
baseline,57,0.0,0.0,0.0,0.0,1.0,200,200,42,8.13120163825848,0.01911589808067164,0.0023509315020216167,0.0026376079784287826,0.011493649066988132,7.2474371616281426
baseline,58,0.0,0.0,0.0,0.0,1.0,200,200,42,12.093996261523172,0.028339022535177585,0.002343230634636267,0.00261147542963651,0.01217126127250756,10.851728572120658
baseline,59,0.0,0.0,0.0,0.0,1.0,200,200,42,10.942466782680619,0.027876811466703226,0.0025475801773349443,0.0027646553314446907,0.01320683071626294,10.083286386421268
baseline,60,0.0,0.0,0.0,0.0,1.0,200,200,42,7.42549636584064,0.017284728583112738,0.002327753961691682,0.002332601554005925,0.011047601379008065,7.410064763709247
baseline,61,0.0,0.0,0.0,0.0,1.0,200,200,42,8.545874875938603,0.02117728269032798,0.0024780707648732166,0.0024491255966634304,0.012217647951512478,8.64687491698216
baseline,62,0.0,0.0,0.0,0.0,1.0,200,200,42,10.33275998755568,0.022517498104695395,0.002179233634751458,0.0021915337883961416,0.01034857100085973,10.274766569387308
baseline,63,0.0,0.0,0.0,0.0,1.0,200,200,42,11.336709337336787,0.028245911160246766,0.0024915440909489064,0.0026374013917054373,0.012777733210966424,10.70975060871639
baseline,64,0.0,0.0,0.0,0.0,1.0,200,200,42,16.766988978554124,0.04422261919973549,0.0026374812589367467,0.003568265035882261,0.013802240848592606,12.39331124651209
baseline,65,0.0,0.0,0.0,0.0,1.0,200,200,42,10.80351436546734,0.028096265555469246,0.0026006598043019176,0.002486315221100508,0.012681243023376587,11.300363412099093
baseline,66,0.0,0.0,0.0,0.0,1.0,200,200,42,14.901688557974328,0.03451461961736063,0.002316154943319551,0.0027969012636160674,0.011885033503145626,12.340306776770964
baseline,67,0.0,0.0,0.0,0.0,1.0,200,200,42,9.945633666631778,0.022445567182370157,0.002256826255090858,0.002357128132481355,0.01153484327961496,9.522421319854873
baseline,68,0.0,0.0,0.0,0.0,1.0,200,200,42,9.265568020450193,0.024723740366467788,0.002668345892221567,0.0033298658201355454,0.013786214639525673,7.424845835217884
baseline,69,0.0,0.0,0.0,0.0,1.0,200,200,42,11.210712704766836,0.028129509389733486,0.0025091633449649204,0.0026102807134335323,0.011922992428372803,10.776430766609872
baseline,70,0.0,0.0,0.0,0.0,1.0,200,200,42,12.23406435943498,0.02763887870232689,0.0022591738845162794,0.0025302239066366423,0.012287613144067011,10.923491249067556
baseline,71,0.0,0.0,0.0,0.0,1.0,200,200,42,13.94127225720146,0.02977579376798617,0.002135801756012998,0.002447281081032348,0.011225821061774388,12.166887571175808
baseline,72,0.0,0.0,0.0,0.0,1.0,200,200,42,17.554620121253784,0.048376256691181216,0.0027557563967226476,0.0035998798877606214,0.015071881827705691,13.438297443105707
baseline,73,0.0,0.0,0.0,0.0,1.0,200,200,42,10.845172761889117,0.030366788534803044,0.0028000281048094124,0.003441120554518028,0.014305347883646458,8.824680232412344
baseline,74,0.0,0.0,0.0,0.0,1.0,200,200,42,21.985424855952008,0.05931307101767255,0.0026978360166469567,0.003667486462242294,0.014887533047120982,16.172676198894177
baseline,75,0.0,0.0,0.0,0.0,1.0,200,200,42,8.136288933132475,0.017599991949990856,0.002163147362960579,0.002057479873108993,0.00992895730493315,8.55415023982522
baseline,76,0.0,0.0,0.0,0.0,1.0,200,200,42,7.675479546408476,0.01786273500064743,0.0023272467723538907,0.002151990160145673,0.010675178085364445,8.30056537035386
baseline,77,0.0,0.0,0.0,0.0,1.0,200,200,42,10.362850808088403,0.024193802996573845,0.0023346667287432255,0.0022683170872417197,0.011449261877810368,10.665970438019132
baseline,78,0.0,0.0,0.0,0.0,1.0,200,200,42,17.80308339951014,0.04493387150400739,0.0025239375952844085,0.003163421262126225,0.01312798854518582,14.204201015518896
baseline,79,0.0,0.0,0.0,0.0,1.0,200,200,42,16.73994774450306,0.03833726220243623,0.0022901661813744395,0.002775048736587015,0.011580069582122432,13.814986993556941
baseline,80,0.0,0.0,0.0,0.0,1.0,200,200,42,11.050871747149793,0.02224856862031427,0.0020132862935498775,0.0020225781152085663,0.010131990343187458,11.00010350800222
baseline,81,0.0,0.0,0.0,0.0,1.0,200,200,42,8.283898427995899,0.017138942470030123,0.0020689464771934075,0.002364490834044694,0.010266031275276477,7.248470674217957
baseline,82,0.0,0.0,0.0,0.0,1.0,200,200,42,11.970707016218734,0.027736957805021376,0.0023170693065531923,0.0024994988377141972,0.011967771884764278,11.097007682702884
baseline,83,0.0,0.0,0.0,0.0,1.0,200,200,42,7.223830837035394,0.018556079195835195,0.0025687311364907973,0.0022459986806419503,0.011365290839370878,8.261838867390388
baseline,84,0.0,0.0,0.0,0.0,1.0,200,200,42,15.540226272910278,0.03554893066987933,0.002287542668014315,0.0025926859162252185,0.012564450077765632,13.711236848015997
baseline,85,0.0,0.0,0.0,0.0,1.0,200,200,42,10.281485456432092,0.024496258339564463,0.002382560228613621,0.0025551365922132684,0.011989651464981876,9.58706411790914
baseline,86,0.0,0.0,0.0,0.0,1.0,200,200,42,15.741011583462823,0.040056097274029645,0.0025446965121423163,0.0030624759775760213,0.013974737208402477,13.079644564505099
baseline,87,0.0,0.0,0.0,0.0,1.0,200,200,42,8.217932001521081,0.0203061098746299,0.002470951313648176,0.003034080470821536,0.012609105503635698,6.692673470566068
baseline,88,0.0,0.0,0.0,0.0,1.0,200,200,42,12.216806912533011,0.029112065640938253,0.0023829520961874814,0.0025579304631262872,0.012220951457488693,11.381101269405761
baseline,89,0.0,0.0,0.0,0.0,1.0,200,200,42,9.949124151237832,0.02362735867380125,0.002374817955293243,0.002483940925925317,0.011805621253116017,9.512045325715462
baseline,90,0.0,0.0,0.0,0.0,1.0,200,200,42,9.590257093815778,0.022132674262289743,0.0023078290858919593,0.0028236432724798076,0.012103024225580183,7.838339381607567
baseline,91,0.0,0.0,0.0,0.0,1.0,200,200,42,11.53510783892656,0.028841224340407118,0.002500299498118176,0.002508743597297353,0.012553815640549248,11.496282191403502
baseline,92,0.0,0.0,0.0,0.0,1.0,200,200,42,10.184321158005877,0.02442162974318756,0.0023979634346065135,0.0028483624787231433,0.012335096939482204,8.573919199404434
baseline,93,0.0,0.0,0.0,0.0,1.0,200,200,42,19.817648017677453,0.049995237851129505,0.0025227634382512737,0.0033183836786531565,0.013985711191848105,15.066141438901134
baseline,94,0.0,0.0,0.0,0.0,1.0,200,200,42,7.765017270669123,0.02372403038614869,0.0030552450251156178,0.002643423682116379,0.012572341691537203,8.974736265945362
baseline,95,0.0,0.0,0.0,0.0,1.0,200,200,42,26.652661363548674,0.059149464046400806,0.002219270460071059,0.003393259460177218,0.013406173069010818,17.431459262272753
baseline,96,0.0,0.0,0.0,0.0,1.0,200,200,42,13.33720574326863,0.03286717606964473,0.002464322490206241,0.002554470704314247,0.012501636191968646,12.866530829316359
baseline,97,0.0,0.0,0.0,0.0,1.0,200,200,42,11.129834276767133,0.023791629773199884,0.0021376445669872637,0.0023860517499256747,0.011714454357820814,9.971128989109726
baseline,98,0.0,0.0,0.0,0.0,1.0,200,200,42,7.713926124491997,0.020851461827836947,0.0027030932745949945,0.002580548438502552,0.011865926541877792,8.080244306491952
baseline,99,0.0,0.0,0.0,0.0,1.0,200,200,42,9.516907631694702,0.019514530360487455,0.0020505116909506505,0.0020651789595364004,0.010608731086878431,9.449316859623707
baseline,100,0.0,0.0,0.0,0.0,1.0,200,200,42,9.448084967322549,0.02556149525466767,0.0027054683931268062,0.0030904017932438872,0.013957769238374551,8.271253048891309
baseline,101,0.0,0.0,0.0,0.0,1.0,200,200,42,6.987706751353642,0.021159776320929802,0.003028143148226817,0.0034056108974849053,0.01375297553443977,6.213210186917306
baseline,102,0.0,0.0,0.0,0.0,1.0,200,200,42,12.384832396044102,0.03432828331611762,0.002771800394091936,0.0035261010920787,0.014906714017835943,9.735479051702537
baseline,103,0.0,0.0,0.0,0.0,1.0,200,200,42,7.10291684343397,0.017391712712238782,0.0024485310887900806,0.002140929984248038,0.010415500109653864,8.12343833763779
baseline,104,0.0,0.0,0.0,0.0,1.0,200,200,42,9.81805350056351,0.021566422619313783,0.002196608789927247,0.0023879320675934393,0.011509015032638459,9.031422171506097
baseline,105,0.0,0.0,0.0,0.0,1.0,200,200,42,8.425705740489166,0.022231487395964276,0.0026385311902280602,0.002855910677594856,0.013195855216172614,7.784377701436666
baseline,106,0.0,0.0,0.0,0.0,1.0,200,200,42,12.438761698733828,0.02766616026641941,0.002224189267106517,0.002387526327793001,0.011980394287205098,11.58779274781596
baseline,107,0.0,0.0,0.0,0.0,1.0,200,200,42,25.322564343335188,0.06858598887329805,0.002708493023983554,0.003916502731592472,0.015573994640261657,17.51204928827168
baseline,108,0.0,0.0,0.0,0.0,1.0,200,200,42,19.806049899028828,0.04491856349314949,0.002267921353432116,0.003309877759442528,0.012382995360332494,13.57106417752267
baseline,109,0.0,0.0,0.0,0.0,1.0,200,200,42,7.399830236204375,0.01909503426999968,0.0025804692351691265,0.0030489320159218236,0.012815353998743673,6.26285996876399
baseline,110,0.0,0.0,0.0,0.0,1.0,200,200,42,8.762299579902772,0.020111781374067092,0.002295262926206668,0.00232152427166386,0.011112375123293439,8.663179454786736
baseline,111,0.0,0.0,0.0,0.0,1.0,200,200,42,7.470629951831418,0.02021447932216061,0.002705860075053651,0.003159678810502147,0.012941569014348508,6.39763739750119
baseline,112,0.0,0.0,0.0,0.0,1.0,200,200,42,6.837704381181542,0.019334893245818482,0.0028276877981199666,0.002540695698782089,0.011733085178786573,7.610078316378809
baseline,113,0.0,0.0,0.0,0.0,1.0,200,200,42,11.507365063853063,0.028015453867388962,0.0024345672281998864,0.0033239323100256206,0.012863291909431362,8.428406855003923
baseline,114,0.0,0.0,0.0,0.0,1.0,200,200,42,7.9169223978959895,0.02044083425977302,0.002581916713646884,0.002262645009790316,0.01203312707334181,9.034043860758924
baseline,115,0.0,0.0,0.0,0.0,1.0,200,200,42,17.23664124996111,0.041175972065001815,0.002388862857205125,0.0031898842955188234,0.013449359666152017,12.90829643032701
baseline,116,0.0,0.0,0.0,0.0,1.0,200,200,42,8.202787114632162,0.023405435469546668,0.0028533515672735143,0.002612838265730341,0.012490884791450774,8.957858500669339
baseline,117,0.0,0.0,0.0,0.0,1.0,200,200,42,8.793122996581099,0.02137701233689132,0.0024311058022505804,0.002111834208109235,0.011091326910361743,10.122486062024047
baseline,118,0.0,0.0,0.0,0.0,1.0,200,200,42,9.73054548951216,0.02293587749337587,0.0023571008961518927,0.0022117878185823766,0.011317906625571306,10.369836247708603
baseline,119,0.0,0.0,0.0,0.0,1.0,200,200,42,8.864766757865219,0.025348634139612553,0.002859481228552585,0.002837272682960277,0.013589203898692115,8.934155074994406
baseline,120,0.0,0.0,0.0,0.0,1.0,200,200,42,8.398716965541574,0.02046998684770777,0.002437275470966869,0.002296947893409878,0.011772269575473837,8.91182029267523
baseline,121,0.0,0.0,0.0,0.0,1.0,200,200,42,24.02250831918982,0.048743183102752906,0.002029063012700283,0.0029577007123882766,0.012882737129401911,16.480093100222398
baseline,122,0.0,0.0,0.0,0.0,1.0,200,200,42,11.58446629311984,0.029414069410775005,0.0025390957741613343,0.002656186625969723,0.013013386474002964,11.073796217175248
baseline,123,0.0,0.0,0.0,0.0,1.0,200,200,42,9.40376513474198,0.020473815491845154,0.002177193411201344,0.0022150731380141658,0.011065659124894989,9.242952361473773
baseline,124,0.0,0.0,0.0,0.0,1.0,200,200,42,14.103014853814681,0.029185728276812928,0.0020694673145663298,0.00243386144592488,0.010916793969558025,11.991532355171596
baseline,125,0.0,0.0,0.0,0.0,1.0,200,200,42,8.827691866862056,0.02133058707960626,0.0024163266458901173,0.0023589060251020273,0.011697416173875652,9.042576029998342
baseline,126,0.0,0.0,0.0,0.0,1.0,200,200,42,8.843754886525433,0.024558345493759962,0.0027769138571646385,0.0024336015819025943,0.011728281331921941,10.091358288220787
baseline,127,0.0,0.0,0.0,0.0,1.0,200,200,42,10.409866556862106,0.025429767820941564,0.0024428524306277922,0.002684764460762659,0.012138767355604596,9.471880380045612
baseline,128,0.0,0.0,0.0,0.0,1.0,200,200,42,13.387090387067179,0.02956710197613408,0.002208627948362691,0.0028667711814629017,0.012679151177955927,10.31372931586612
baseline,129,0.0,0.0,0.0,0.0,1.0,200,200,42,8.132658780019437,0.01803008981622615,0.0022169981925865404,0.0026953270148373843,0.01050439441650064,6.689388603673365
baseline,130,0.0,0.0,0.0,0.0,1.0,200,200,42,7.834228281391913,0.018897596836610284,0.0024121835818208676,0.0023501453696016176,0.011306101727420192,8.041033155244218
baseline,131,0.0,0.0,0.0,0.0,1.0,200,200,42,6.882091255005105,0.019098228087010935,0.002775061733324367,0.0025694467643054813,0.01211269563650752,7.432817193304709
baseline,132,0.0,0.0,0.0,0.0,1.0,200,200,42,13.049431376343058,0.029352563743210734,0.002249336610668198,0.0025896133551265264,0.012055216051994555,11.334728284862662
baseline,133,0.0,0.0,0.0,0.0,1.0,200,200,42,15.810424418323036,0.03543375626989668,0.0022411641416046836,0.002699612208019242,0.012551521511354413,13.125498604814473
baseline,134,0.0,0.0,0.0,0.0,1.0,200,200,42,11.149751093333862,0.03038475968751814,0.002725151389763703,0.0029830294855987486,0.01369606435449,10.185873064348662
baseline,135,0.0,0.0,0.0,0.0,1.0,200,200,42,8.172223019393762,0.022760290590711538,0.002785079474299511,0.003317258966724477,0.012796927881176923,6.861173884529573
baseline,136,0.0,0.0,0.0,0.0,1.0,200,200,42,12.426813845064247,0.03029477921165493,0.002437855719846289,0.002714891014932023,0.011625461906694667,11.158745984657314
baseline,137,0.0,0.0,0.0,0.0,1.0,200,200,42,7.719983150645395,0.01987453795288045,0.0025744276334617295,0.002305075232730093,0.011452930785453064,8.622077783266699
baseline,138,0.0,0.0,0.0,0.0,1.0,200,200,42,21.79416512395249,0.05204607000204247,0.002388073583274918,0.003217715016232161,0.013511184364858542,16.174853813805647
baseline,139,0.0,0.0,0.0,0.0,1.0,200,200,42,7.313288059772845,0.019741313963774695,0.002699375958177131,0.00257511924501367,0.012355221807031525,7.666174683755237
baseline,140,0.0,0.0,0.0,0.0,1.0,200,200,42,12.352509610339107,0.031378378083460695,0.002540243162992308,0.0026690865697599664,0.013101927171422001,11.756223435751124
baseline,141,0.0,0.0,0.0,0.0,1.0,200,200,42,7.491195270971607,0.01786833114420533,0.0023852443432418775,0.0022697234085799073,0.010814124405601588,7.872470749810422
baseline,142,0.0,0.0,0.0,0.0,1.0,200,200,42,8.848755931429512,0.02159760047842987,0.0024407499365778967,0.0025153144265455643,0.012172816699622668,8.586441619583592
baseline,143,0.0,0.0,0.0,0.0,1.0,200,200,42,8.016917133470908,0.019819378837914844,0.0024721945490952186,0.00222891289871261,0.011617857457454916,8.891948559031738
baseline,144,0.0,0.0,0.0,0.0,1.0,200,200,42,20.15576796505334,0.05558941661695242,0.0027579905024375643,0.0035228974885396953,0.014654508225630303,15.779459038416482
baseline,145,0.0,0.0,0.0,0.0,1.0,200,200,42,8.044868568095943,0.019265843005108516,0.0023947989755248853,0.0024678837589226345,0.011888199455197257,7.806624982012566
baseline,146,0.0,0.0,0.0,0.0,1.0,200,200,42,21.150224103215596,0.052745198555231514,0.0024938363914173535,0.003592956709288309,0.014647430713714216,14.680165340950978
baseline,147,0.0,0.0,0.0,0.0,1.0,200,200,42,7.41925518667682,0.01925497115119828,0.002595270100127507,0.0025651067177142467,0.012058671402543686,7.50649905449403
baseline,148,0.0,0.0,0.0,0.0,1.0,200,200,42,15.91111822690092,0.046422923530541144,0.002917640537171921,0.00385770698426814,0.014220245517945651,12.033812759718508
baseline,149,0.0,0.0,0.0,0.0,1.0,200,200,42,7.9001574058565325,0.020396884995730096,0.0025818327341945754,0.002341452326023964,0.01191479910306259,8.711210887802352
baseline,150,0.0,0.0,0.0,0.0,1.0,200,200,42,15.78372001071723,0.03734308211956855,0.0023659240086755465,0.0028516378024881937,0.012779967735293774,13.09531038162872
baseline,151,0.0,0.0,0.0,0.0,1.0,200,200,42,15.938344250490816,0.03816690716131247,0.002394659480399737,0.002917958396039926,0.012418802391024442,13.080003886659334
baseline,152,0.0,0.0,0.0,0.0,1.0,200,200,42,9.05061718101815,0.023399624039072118,0.0025854174992781843,0.0024576554653851818,0.012147034578447014,9.521116514761257
baseline,153,0.0,0.0,0.0,0.0,1.0,200,200,42,12.377148725065826,0.02927313799413754,0.0023650954387301228,0.0027450497164085877,0.012223887464979044,10.663973704795506
baseline,154,0.0,0.0,0.0,0.0,1.0,200,200,42,13.284257237496735,0.0293350123100136,0.002208253859102584,0.002658550296087819,0.0119282251406726,11.034213779284688
baseline,155,0.0,0.0,0.0,0.0,1.0,200,200,42,21.195564240148904,0.05254302366100459,0.002478963195585845,0.0031143883336194533,0.01344352976321772,16.87105718121561
baseline,156,0.0,0.0,0.0,0.0,1.0,200,200,42,9.027206814517678,0.02337826665870972,0.002589756404064264,0.002727554375817556,0.011969280600113374,8.571145956238665
baseline,157,0.0,0.0,0.0,0.0,1.0,200,200,42,9.339675857427293,0.02373183757319863,0.0025409701509422405,0.002599763509813437,0.012438300962224313,9.128460140169313
baseline,158,0.0,0.0,0.0,0.0,1.0,200,200,42,7.651713356288134,0.023905358207069446,0.0031241837081395843,0.00266113448816984,0.01294607620231869,8.983145464215166
baseline,159,0.0,0.0,0.0,0.0,1.0,200,200,42,17.72679016578542,0.03975742692561435,0.002242787698945655,0.0028492338231615438,0.012123598047693585,13.953725595430084
baseline,160,0.0,0.0,0.0,0.0,1.0,200,200,42,12.156403924518116,0.02904386666989932,0.0023891824301199033,0.0029584081289054792,0.012573394163346685,9.817396858169351
baseline,161,0.0,0.0,0.0,0.0,1.0,200,200,42,8.423157846276041,0.023388844374779755,0.002776731102708729,0.0026187553704205366,0.012220515936607779,8.931282638677251
baseline,162,0.0,0.0,0.0,0.0,1.0,200,200,42,14.535981510800838,0.03501469140804818,0.002408828834986534,0.0026960884946644085,0.013172728821553958,12.987218882964218
