group,n_pairs,omega_mean,omega_median,kf_mean,kf_median,kn_mean,kn_median,logkf_mean,logkn_mean,logomega_mean
same_organ,1140,24.713607452937126,22.327223533983343,0.2473179376016961,0.2533217422960363,0.012947444967835259,0.01034752817574985,-1.4752202981076978,-4.561337471631637,3.086117173523932
diff_organ,4011,20.562588025115655,19.15557072496662,0.2496180748479094,0.2524001076563315,0.014782459020205082,0.0120465520444118,-1.4699312874530528,-4.385326687270291,2.915395399817235
