pair_type,cancer,sample_a,sample_b,kn,kf,omega_floor,omega_raw
TT,TCGA-LIHC,TCGA-HU-A4H3-01,TCGA-KR-A7K0-01,0.004050315985842129,0.3306645363850087,81.63919495191138,81.63919495191138
TT,TCGA-LIHC,TCGA-FV-A3R3-01,TCGA-FY-A4B4-01,0.0026697727952384198,0.20067108236561815,75.16410487196441,75.16410487196441
TT,TCGA-LIHC,TCGA-DD-AADJ-01,TCGA-DD-AAE3-01,0.004298056000753271,0.3208457718628678,74.64904408100703,74.64904408100703
TT,TCGA-LIHC,TCGA-FY-A2QD-01,TCGA-ZP-A9CZ-01,0.003588607759865639,0.15152444587008024,42.22374135304034,42.22374135304034
TT,TCGA-LIHC,TCGA-DD-A1EH-01,TCGA-K7-A5RG-01,0.002839289802612701,0.30447581888056163,107.23661198669626,107.23661198669626
TT,TCGA-LIHC,TCGA-BC-4072-01,TCGA-DD-AACG-01,0.009684553358225621,0.2002906335786494,20.68145284248257,20.68145284248257
TT,TCGA-LIHC,TCGA-DD-A11C-01,TCGA-ED-A66Y-01,0.003426439174652877,0.38973189559838745,113.74254020950775,113.74254020950775
TT,TCGA-LIHC,TCGA-DD-A39X-01,TCGA-F5-6861-01,0.010665487095997633,0.38311999198864477,35.921471615901694,35.921471615901694
TT,TCGA-LIHC,TCGA-DD-AADQ-01,TCGA-F5-6810-01,0.0075608947449540545,0.514154344367197,68.00178572917316,68.00178572917316
TT,TCGA-LIHC,TCGA-FV-A4ZP-01,TCGA-FV-A4ZQ-01,0.026294888574213825,0.25283949542437023,9.615537814916554,9.615537814916554
TT,TCGA-LIHC,TCGA-DD-A39W-01,TCGA-FV-A4ZQ-01,0.002237719161554983,0.2537055574321079,113.37685344563471,113.37685344563471
TT,TCGA-LIHC,TCGA-DD-A4NP-01,TCGA-DD-AADD-01,0.004920112137713076,0.34807381059869114,70.74509703359725,70.74509703359725
TT,TCGA-LIHC,TCGA-G3-A5SJ-01,TCGA-HU-A4H4-01,0.003953504520374459,0.17469767575977352,44.18805514435757,44.18805514435757
TT,TCGA-LIHC,TCGA-HU-A4H6-01,TCGA-LG-A9QC-01,0.006022856618769621,0.4198082367833866,69.70251217256225,69.70251217256225
TT,TCGA-LIHC,TCGA-F5-6464-01,TCGA-G3-A6UC-01,0.0036995901876039116,0.4885178850223679,132.04648629981446,132.04648629981446
TT,TCGA-LIHC,TCGA-DD-A4ND-01,TCGA-KR-A7K8-01,0.004877567510351928,0.2605586635073792,53.41979643631407,53.41979643631407
TT,TCGA-LIHC,TCGA-DD-A1EJ-01,TCGA-DD-A3A5-01,0.004415486340425956,0.3631763093993141,82.25057930182136,82.25057930182136
TT,TCGA-LIHC,TCGA-DD-AAD8-01,TCGA-G3-AAV4-01,0.0033788590430280582,0.3524015726833582,104.2960266159975,104.2960266159975
TT,TCGA-LIHC,TCGA-ED-A4XI-01,TCGA-HU-A4H5-01,0.004734215909642539,0.10329514624446487,21.818849882633312,21.818849882633312
TT,TCGA-LIHC,TCGA-EP-A3RK-01,TCGA-RC-A7SH-01,0.004145117351349507,0.2881353632487542,69.51199177870014,69.51199177870014
TT,TCGA-LIHC,TCGA-DD-A118-01,TCGA-HU-A4H3-01,0.005213952238232934,0.3981026141443562,76.35332967286206,76.35332967286206
TT,TCGA-LIHC,TCGA-FV-A4ZQ-01,TCGA-HU-A4GY-01,0.004664303425530151,0.4267333706716039,91.48919607928397,91.48919607928397
TT,TCGA-LIHC,TCGA-DD-A4NJ-01,TCGA-G3-A5SK-01,0.005439851036599462,0.2136621762018469,39.277210858224265,39.277210858224265
TT,TCGA-LIHC,TCGA-HP-A5N0-01,TCGA-HU-8238-01,0.005052353292066075,0.2638709157270892,52.22732862752431,52.22732862752431
