pair,omega,kn,kf,same_organ,same_ct
Live|t cell vs Sple|type i nk t cell,87.69486361610089,0.002688188928167022,0.23574036142991944,False,False
Lung|capillary EC vs Lung|pericyte cell,84.46973090719122,0.0036506476854582678,0.3083692276276203,True,False
Lung|capillary aero.. vs Lung|pericyte cell,77.57925372626842,0.004116522784886386,0.319356765598666,True,False
Hear|cardiac EC vs Hear|fibroblast of ..,74.27004529648053,0.003812893892498098,0.28318380210650773,True,False
Hear|fibroblast of .. vs Hear|smooth muscle ..,73.22033654933593,0.00329191210200687,0.2410349119997749,True,False
Lung|pericyte cell vs Lung|EC of artery,72.49318686900776,0.0038531646694014397,0.27932818641597706,True,False
Live|t cell vs Sple|nk cell,71.98866900505975,0.0041218299451959125,0.29672505161985213,False,False
Lung|basal cell vs Lung|club cell,70.92831062139675,0.0014612401171379711,0.10364329292080818,True,False
Lung|type ii pneumo.. vs Lung|respiratory go..,70.49423299731647,0.0030802909585048647,0.21714274852836923,True,False
Lung|vein EC vs Lung|pericyte cell,69.61201353997957,0.004004559524849705,0.27876545186549184,True,False
Hear|fibroblast of .. vs Lung|club cell,69.25688902800736,0.00424912158508681,0.294280942084868,False,False
"Live|t cell vs Sple|cd8-positive, ..",68.50785304402748,0.003041283650398791,0.20835181338672382,False,False
Hear|fibroblast of .. vs Lung|vein EC,67.20604589685462,0.004026511331799838,0.2706059053691451,False,False
Live|t cell vs Kidn|cd4-positive h..,65.60191309098082,0.0033250560274365576,0.218130036534535,False,False
Live|t cell vs Kidn|b cell,65.4772799617411,0.004442188576920463,0.2908624250938695,False,False
Lung|club cell vs Lung|vein EC,65.37663453007166,0.004102949363859108,0.26823702105640684,True,False
"Live|t cell vs Bone|cd4-positive, ..",64.35940664098561,0.0034364134981008107,0.2211655337108419,False,False
Lung|respiratory go.. vs Lung|vein EC,64.17140530766471,0.004029800467840947,0.2585979591308383,True,False
Hear|fibroblast of .. vs Lung|respiratory go..,63.24323005791815,0.004427902339993952,0.28003484636223164,False,False
Hear|fibroblast of .. vs Lung|pericyte cell,61.664681371657366,0.004414220413385251,0.2722014952956672,False,False
Live|t cell vs Bone|memory b cell,61.53348824253045,0.005066215246017375,0.31174189627493865,False,False
Lung|non-classical .. vs Lung|vein EC,60.107270968244514,0.0042262394828446485,0.25402772177203686,True,False
Live|t cell vs Sple|mature nk t cell,59.939563590691826,0.003949841494223877,0.2367517754161853,False,False
Lung|type ii pneumo.. vs Lung|club cell,59.37276382559643,0.0024377427761912915,0.14473552611835933,True,False
Lung|club cell vs Lung|lung microvasc..,59.13837561437865,0.004652445872511984,0.27513809153417934,True,False
Hear|fibroblast of .. vs Lung|capillary EC,58.7634548981412,0.0053260988131519395,0.31297996738969736,False,False
Hear|fibroblast of .. vs Lung|EC of artery,58.75335462423238,0.004789964580837473,0.28142648765545664,False,False
Lung|basal cell vs Lung|lung microvasc..,58.28692845935923,0.0033177189466568257,0.19337964689204706,True,False
"Live|t cell vs Sple|cd4-positive, ..",57.97893167447142,0.0035534546667180607,0.20602550532997804,False,False
Lung|club cell vs Lung|non-classical ..,57.87628317090538,0.004731219788486215,0.27382541622221923,True,False
Lung|club cell vs Lung|respiratory go..,57.73583000244991,0.0020715245179241046,0.1196011874127731,True,False
Lung|basophil vs Lung|dendritic cell,57.66093268427988,0.004998610134341379,0.28822452247121744,True,False
Live|t cell vs Sple|memory b cell,57.52786225759817,0.005262617516968706,0.3027471356305991,False,False
Lung|respiratory go.. vs Lung|lung microvasc..,57.38121091284749,0.004662108840638312,0.2675174506833179,True,False
Live|fibroblast vs Lung|respiratory go..,57.358416003795504,0.004719104081883084,0.27068033509385936,False,False
Lung|capillary aero.. vs Lung|vein EC,57.179723145886314,0.0028347756264195997,0.16209168549937916,True,False
Lung|type ii pneumo.. vs Lung|vein EC,57.16383882243366,0.00566455420218589,0.3238076634146935,True,False
Live|EC vs Sple|macrophage,56.78796695471043,0.003015969929745913,0.17127080070681122,False,False
"Live|t cell vs Kidn|cd8-positive, ..",56.086381952836895,0.0035870475247331626,0.2011845175551623,False,False
Hear|cardiac EC vs Lung|respiratory go..,55.963714230850655,0.004949927605039012,0.27701633395180225,False,False
Lung|basophil vs Lung|lung microvasc..,55.611801712566795,0.00623399365525412,0.3466836190333916,True,False
Hear|cardiac EC vs Lung|pericyte cell,55.605516819742824,0.005153511605184513,0.2865636762428273,False,False
"Bone|cd4-positive, .. vs Bone|memory b cell",55.308342444273386,0.00261699013435104,0.14474138652397234,True,False
Live|erythrocyte vs Sple|erythrocyte,55.05450137549353,0.005068225949517584,0.27902865250902786,False,True
Lung|club cell vs Lung|pericyte cell,54.97395706776415,0.005577756020815469,0.30663132002277255,True,False
Hear|fibroblast of .. vs Lung|type ii pneumo..,54.897490939224134,0.0060469264883958145,0.33196109210686364,False,False
Lung|capillary EC vs Lung|alveolar fibro..,54.6428633740831,0.005487489264367158,0.2998521261395624,True,False
