series,rep,omega,k_f,k_n,k_total,cosine,eta
N0_hk_drift,27,3.6093372232649426,0.014000186112874981,0.003878880039978825,0.003677813592452555,0.01504097633152679,0.5
N0_hk_drift,28,7.074442321288966,0.024256239352313358,0.003428713989132342,0.0032728265758938642,0.014057740506864036,0.5
N0_hk_drift,29,11.674314851988672,0.04173302369657422,0.0035747728432615616,0.004422635706709293,0.017483559230480172,0.5
N0_hk_drift,0,4.832654184438109,0.027206596254532645,0.005629742004330059,0.007950734510677198,0.02519194275597758,1.0
N0_hk_drift,1,3.2364830368522153,0.015954428513185324,0.004929557279157721,0.0068836768575509565,0.023269680222036127,1.0
N0_hk_drift,2,6.662049950093671,0.040273321439312754,0.00604518455145274,0.008551822898140686,0.026288849075190024,1.0
N0_hk_drift,3,2.237674362951038,0.011833869120646495,0.005288467936433801,0.007067308500034761,0.024041062704703853,1.0
N0_hk_drift,4,1.035038884779326,0.006427513268736288,0.006209924441734049,0.007837911554060828,0.025086804751316638,1.0
N0_hk_drift,5,2.735095613718059,0.01934603427287638,0.007073257028326551,0.009029038571592513,0.0279473819468683,1.0
N0_hk_drift,6,6.266058973572399,0.033146772281697656,0.00528989152855037,0.0077943952934916095,0.023962395203917075,1.0
N0_hk_drift,7,3.4674240217393133,0.020184177027012508,0.005821087037658525,0.007688681000435672,0.024582362989369444,1.0
N0_hk_drift,8,1.6681617539785496,0.009696407783002845,0.005812630435793775,0.007846806558726284,0.024909846244403955,1.0
N0_hk_drift,9,2.4571190639629674,0.01501453893508339,0.006110627342114702,0.007492568088667544,0.024869157275712817,1.0
N0_hk_drift,10,2.1703288163152417,0.015519130150903863,0.007150589364266036,0.01060233065737292,0.03071328658522432,1.0
N0_hk_drift,11,1.389767076136211,0.008149772576336787,0.005864128396964577,0.006961773854316935,0.023343434758416826,1.0
N0_hk_drift,12,0.8003650660959303,0.0052247332338233345,0.006527937631397205,0.008118789007728645,0.02586934164487842,1.0
N0_hk_drift,13,1.9492551567920815,0.010475322186658116,0.0053740128121028095,0.006956152825556478,0.024086327497862547,1.0
N0_hk_drift,14,3.844332909139555,0.02428759360384322,0.006317765442764246,0.00867537796485447,0.027214844783788772,1.0
N0_hk_drift,15,1.2485394112744832,0.007922770877731116,0.006345631388314539,0.007783802480225885,0.025011862519911165,1.0
N0_hk_drift,16,1.7630837081072288,0.010472811185908548,0.00594005329284774,0.007822047862710131,0.02483007804100723,1.0
N0_hk_drift,17,7.484911123268658,0.046738674553661874,0.006244386043324335,0.008483381983342154,0.027220845170668584,1.0
N0_hk_drift,18,2.416175839777236,0.013766566481880429,0.005697667469081912,0.008151404001239792,0.026569947206346756,1.0
N0_hk_drift,19,1.8023633310292875,0.010624565985990124,0.005894797016272342,0.007677621820327879,0.025677354387320217,1.0
N0_hk_drift,20,3.504576857995611,0.01916954103745664,0.005469858934245307,0.007331252643880555,0.025322297560347762,1.0
N0_hk_drift,21,3.5595433721647973,0.020704775412634532,0.005816694235149204,0.007513992277773791,0.025417912650577024,1.0
N0_hk_drift,22,2.111555656883984,0.013152611258220941,0.00622887263963016,0.007787899589431664,0.02681098132487314,1.0
N0_hk_drift,23,2.853724733023364,0.01610764758592771,0.005644429331087776,0.007104447950086612,0.02473866070754982,1.0
N0_hk_drift,24,2.1011735604470765,0.015575046295336022,0.007412546297233079,0.008989090878292808,0.027168984226720316,1.0
N0_hk_drift,25,2.6724709191726825,0.015150886204752722,0.005669242683262943,0.007172093204592983,0.024410950636070572,1.0
N0_hk_drift,26,2.505962675272662,0.013686827481613099,0.0054617044446298064,0.007277453184965986,0.023797152055645365,1.0
N0_hk_drift,27,1.7660501014229693,0.011266041320828667,0.006379230867658407,0.009215630136581207,0.027619237289279286,1.0
N0_hk_drift,28,3.5844771020273556,0.023011477363112414,0.006419758505389051,0.00818624065486929,0.026701528486372417,1.0
N0_hk_drift,29,1.2574717616304254,0.007013666853947921,0.005577593921356986,0.007203835392760436,0.024395031088080166,1.0
N1_lowvar_drift_s1042,0,11.248914061103145,0.02523762882651446,0.0022435613508491404,0.0028188320518727893,0.013339983528844024,0.25
N1_lowvar_drift_s1042,1,12.235868468728071,0.036938637493063295,0.003018881543837247,0.0034519725359270386,0.015551420305236818,0.25
N1_lowvar_drift_s1042,2,19.310804124926182,0.046328145205032485,0.002399079028782266,0.0034073104498354447,0.01296660065753108,0.25
N1_lowvar_drift_s1042,3,9.295191381972893,0.024044249232116253,0.002586740632231382,0.002491425561655935,0.01216826617080402,0.25
N1_lowvar_drift_s1042,4,8.171049186791116,0.019041915111119315,0.0023304124936490973,0.002523147537218642,0.012390353225069428,0.25
N1_lowvar_drift_s1042,5,9.716987677824092,0.021765287759353442,0.0022399213090519535,0.0026292569030656986,0.012578740023618362,0.25
N1_lowvar_drift_s1042,6,8.586627949663411,0.020957506776336968,0.0024407144340239505,0.0028609406142527066,0.012237936042030495,0.25
N1_lowvar_drift_s1042,7,9.208141267523251,0.028215572442425133,0.0030641984764004804,0.003881793369842631,0.01446598451934955,0.25
N1_lowvar_drift_s1042,8,13.618543492175371,0.02758195989785999,0.0020253237736992504,0.0025526097144547527,0.012397786059183069,0.25
N1_lowvar_drift_s1042,9,10.663111836964516,0.02482281147006305,0.002327914388369521,0.0027966633499692884,0.012864625430788035,0.25
N1_lowvar_drift_s1042,10,11.965031746008917,0.02978591305206295,0.0024894136249992323,0.0027581978630310732,0.01309367183853516,0.25
N1_lowvar_drift_s1042,11,8.400185534527617,0.02288969085018183,0.002724903010308215,0.0029075274106678296,0.01295357746108583,0.25
N1_lowvar_drift_s1042,12,8.749339803292106,0.021367183155973496,0.002442148051894577,0.0028385902281865025,0.012360931495192462,0.25
N1_lowvar_drift_s1042,13,14.12115979948158,0.029233827945522452,0.00207021437053603,0.0027625345858610442,0.011370021704755207,0.25
N1_lowvar_drift_s1042,14,21.229554873148302,0.04813089509156128,0.0022671645910220424,0.0033442924804748717,0.013405668801624193,0.25
N1_lowvar_drift_s1042,15,10.100209312639114,0.022844394205174715,0.0022617743353682673,0.0025472623499574907,0.011294959806875005,0.25
N1_lowvar_drift_s1042,16,11.968625676165042,0.025745645170162826,0.002151094525533878,0.002590130660057031,0.012144651789580574,0.25
N1_lowvar_drift_s1042,17,11.035152534775445,0.02597121996687321,0.002353498955726188,0.0028976516610465714,0.013731756060718747,0.25
N1_lowvar_drift_s1042,18,18.91979581709611,0.04683921871130439,0.002475672526496297,0.0033354433564391404,0.01338791768236236,0.25
N1_lowvar_drift_s1042,19,11.77320301704065,0.029377211826887933,0.00249526078709142,0.0030354333027516416,0.013699556252516287,0.25
N1_lowvar_drift_s1042,20,8.908599556992218,0.019093166811486026,0.0021432287633245456,0.0025675565830523407,0.011273426350176141,0.25
N1_lowvar_drift_s1042,21,13.710018640220552,0.03180930069414952,0.002320150069003685,0.0029536402394859853,0.012997700209568919,0.25
N1_lowvar_drift_s1042,22,13.031912778461676,0.03704684299068803,0.0028427786174195944,0.00341595208890454,0.01553371554281946,0.25
N1_lowvar_drift_s1042,23,8.586111074458728,0.021949925959270644,0.002556445609533927,0.002934141223749267,0.013131656778613165,0.25
N1_lowvar_drift_s1042,24,10.841232282601744,0.027695228093212582,0.0025546199335345406,0.0031780720821993616,0.013654144030132764,0.25
N1_lowvar_drift_s1042,25,8.44375720085056,0.01812014325702041,0.0021459810870917894,0.0021493308755383238,0.0107856862710205,0.25
N1_lowvar_drift_s1042,26,9.333084895223857,0.021396287616972556,0.002292520410686713,0.002322472135587889,0.01164448588829814,0.25
N1_lowvar_drift_s1042,27,22.420556519210773,0.04921815318442406,0.0021952244201544286,0.0033486403701378695,0.013737485484298317,0.25
N1_lowvar_drift_s1042,28,17.239769276868696,0.03810863008613513,0.0022105069664283177,0.0029603402645771797,0.012393579654828013,0.25
N1_lowvar_drift_s1042,29,9.59961699257092,0.025965839722031293,0.0027048828866949675,0.002832639786250216,0.013631734788433936,0.25
N1_lowvar_drift_s1042,0,7.518850025940548,0.01621986841956711,0.0021572272839074395,0.0030236938697881612,0.01328814417379065,0.5
N1_lowvar_drift_s1042,1,7.715686796834654,0.017656699175150614,0.0022884157483419676,0.0031574271458935993,0.014030242517664271,0.5
N1_lowvar_drift_s1042,2,20.399447072804247,0.044579217664117,0.0021853149992260472,0.0041103770363921065,0.015916091333602944,0.5
N1_lowvar_drift_s1042,3,16.788854332749555,0.03664508298425394,0.0021827030158199294,0.0038727505651449004,0.015015227254315366,0.5
N1_lowvar_drift_s1042,4,7.662572578918629,0.02038277026391593,0.002660042701584749,0.0037443825367738416,0.0161154416444933,0.5
N1_lowvar_drift_s1042,5,17.553085051618055,0.04167069628418643,0.0023739813349987274,0.005940949114743716,0.017483464260047654,0.5
N1_lowvar_drift_s1042,6,9.841614737950616,0.02238651361518665,0.0022746789232524194,0.0035432382638233622,0.015333019060035036,0.5
N1_lowvar_drift_s1042,7,9.030598624313537,0.022752099423953096,0.0025194453181316763,0.0036863164637230103,0.015239246297479858,0.5
N1_lowvar_drift_s1042,8,8.839802355507878,0.020872289838355804,0.0023611715510076714,0.0033895331673986467,0.015054150821376289,0.5
N1_lowvar_drift_s1042,9,12.410940823934451,0.033710612090849044,0.0027162011783859494,0.004488056583480154,0.01781473118328336,0.5
N1_lowvar_drift_s1042,10,8.384885278921532,0.021480215478834185,0.0025617781000334666,0.003583503487736349,0.015656550219316223,0.5
N1_lowvar_drift_s1042,11,11.490070588549035,0.02538637271993771,0.0022094183429332177,0.003561664280234654,0.014878155583243458,0.5
N1_lowvar_drift_s1042,12,16.54092233454512,0.04021346339794355,0.002431150003888186,0.004432306875876483,0.016020478522892567,0.5
N1_lowvar_drift_s1042,13,16.48292857511039,0.03400926134483535,0.0020633021122344808,0.003970803242192969,0.01599689695038875,0.5
N1_lowvar_drift_s1042,14,17.831256283787255,0.03440860457211542,0.0019296792118568122,0.004396112871335749,0.01624564257006844,0.5
N1_lowvar_drift_s1042,15,14.603235271862646,0.035209658988922685,0.002411086196547437,0.004007198931158062,0.015598260997316316,0.5
N1_lowvar_drift_s1042,16,9.358453707385099,0.020627429498607533,0.002204149333167046,0.003643964593254756,0.014394526639483263,0.5
N1_lowvar_drift_s1042,17,13.457285082135721,0.031644358760212696,0.0023514667755846204,0.004020378965217018,0.0160025642520778,0.5
N1_lowvar_drift_s1042,18,20.294571475610848,0.04664679368295481,0.0022984862596883574,0.004116257706482995,0.015811626464048656,0.5
N1_lowvar_drift_s1042,19,8.445445193043444,0.020903428546566783,0.0024751126872251854,0.003345396946770174,0.014947297975543727,0.5
N1_lowvar_drift_s1042,20,14.131990830907588,0.041493926355263014,0.0029361699177240536,0.004556830362409821,0.017702769680558728,0.5
N1_lowvar_drift_s1042,21,7.265037289411369,0.02390734652580306,0.0032907396856238424,0.0038269751858182707,0.016657798888304765,0.5
N1_lowvar_drift_s1042,22,13.194699710403482,0.028764817567212286,0.00218002820818517,0.003828154737271032,0.014616602930233147,0.5
N1_lowvar_drift_s1042,23,15.316131462901156,0.029465103360259478,0.0019237954069296194,0.0036755551417525724,0.015165397674332337,0.5
N1_lowvar_drift_s1042,24,14.154349133782988,0.02960232425752764,0.002091394240578261,0.0038933925140700962,0.014948550070140842,0.5
N1_lowvar_drift_s1042,25,17.74603841804545,0.04029473226723414,0.0022706325388239636,0.0040384840863645155,0.015862984789238532,0.5
N1_lowvar_drift_s1042,26,11.623432612734096,0.03301666815349561,0.0028405264824544235,0.00391905912706865,0.017619902595303216,0.5
N1_lowvar_drift_s1042,27,8.846201733077994,0.02259848928781205,0.0025545980037184855,0.003908802713887657,0.015678723782991844,0.5
N1_lowvar_drift_s1042,28,7.978152628048342,0.019627836720991238,0.002460198198262936,0.0037436899041291285,0.015743216466933663,0.5
N1_lowvar_drift_s1042,29,21.643869778261713,0.048533513380077456,0.0022423676485441935,0.004644925592917425,0.01666736407122338,0.5
N1_lowvar_drift_s1042,0,5.579992293631936,0.013822835642766693,0.0024772141098728306,0.00736102876830882,0.024939192455330828,1.0
N1_lowvar_drift_s1042,1,11.343654583760973,0.027650077319448615,0.0024374928833809104,0.009065557514205487,0.028534132575422033,1.0
N1_lowvar_drift_s1042,2,3.4141597418887892,0.007450021199366004,0.0021820950871046492,0.007667064069334938,0.024388023745655185,1.0
N1_lowvar_drift_s1042,3,2.765293404225168,0.006621644834340909,0.0023945541634835263,0.008681290939474189,0.025902497889290443,1.0
N1_lowvar_drift_s1042,4,6.397631084301259,0.014340791727540228,0.0022415784121610554,0.008089781364919254,0.025251239961883165,1.0
N1_lowvar_drift_s1042,5,3.1205107759243815,0.008239701850711413,0.0026404978038477005,0.007905224694736632,0.026907993428398003,1.0
N1_lowvar_drift_s1042,6,7.78080218132222,0.01680422968967313,0.002159704012269019,0.007654492455863325,0.02552465798346093,1.0
N1_lowvar_drift_s1042,7,6.318804835344453,0.01873566462937002,0.0029650646154746594,0.008228356686985929,0.027447959284645607,1.0
N1_lowvar_drift_s1042,8,8.418424446630022,0.02204165875728275,0.002618264129709716,0.00839339883438004,0.027245912445465592,1.0
N1_lowvar_drift_s1042,9,4.601919541453487,0.009079886076094891,0.0019730649339486424,0.008204645138575065,0.02484271450025277,1.0
N1_lowvar_drift_s1042,10,2.4062470880531976,0.006090674037590222,0.002531192273574013,0.007443621607237013,0.025033756984359723,1.0
N1_lowvar_drift_s1042,11,7.908782010701872,0.018721259653535622,0.0023671482698856415,0.008848159313272468,0.02704106226040126,1.0
N1_lowvar_drift_s1042,12,16.83418642486759,0.043006106214563196,0.002554688722647995,0.009231596281590506,0.027776094489916137,1.0
N1_lowvar_drift_s1042,13,1.931784789949323,0.004388428157075233,0.0022716961950975684,0.007237080000777857,0.023883468109502037,1.0
N1_lowvar_drift_s1042,14,10.07615637216513,0.02696661232877131,0.0026762796579125354,0.009015730786245381,0.028648007944378717,1.0
N1_lowvar_drift_s1042,15,2.377593226141214,0.006045170649010709,0.002542558829048272,0.007569862187039781,0.02538638812682592,1.0
N1_lowvar_drift_s1042,16,11.171854827944244,0.02437520170765649,0.0021818401763229697,0.00847653515633193,0.025934816682016026,1.0
N1_lowvar_drift_s1042,17,5.453923080272265,0.01734917829154318,0.0031810456502949233,0.007769052664069337,0.027200078725420074,1.0
N1_lowvar_drift_s1042,18,4.588425726852248,0.01178683423612966,0.0025688187927181867,0.007549905934095963,0.025123772884250717,1.0
N1_lowvar_drift_s1042,19,5.674350511751862,0.013267322710239405,0.0023381218137233715,0.007792750216384115,0.02519566385985339,1.0
N1_lowvar_drift_s1042,20,7.336134642415482,0.018795066438383086,0.0025619849354611432,0.008856762495116329,0.026525637707080718,1.0
N1_lowvar_drift_s1042,21,3.8999341831333396,0.009563471398491305,0.002452213537308388,0.008049855274086193,0.026533232057678657,1.0
N1_lowvar_drift_s1042,22,3.0888015488910328,0.0074703048259693525,0.002418512393148535,0.007458619407015114,0.02561307582550587,1.0
N1_lowvar_drift_s1042,23,4.174701551717224,0.011652219888117004,0.002791150395726845,0.007577761311345078,0.02528067847464699,1.0
N1_lowvar_drift_s1042,24,3.3466228488228444,0.006737284002808734,0.002013159028415328,0.007526018209371715,0.02376057572007073,1.0
N1_lowvar_drift_s1042,25,8.806014924327414,0.02140329126650079,0.0024305308871748854,0.008791690275788189,0.027757786333761802,1.0
N1_lowvar_drift_s1042,26,9.512214949027502,0.023531493961725856,0.002473818567791263,0.009003510627086053,0.028258069857733714,1.0
N1_lowvar_drift_s1042,27,4.335362863797998,0.01097125041782256,0.0025306417853593888,0.007829617055227892,0.026539406721692083,1.0
N1_lowvar_drift_s1042,28,12.464719539863866,0.027590204893843194,0.0022134637530837314,0.00835717507857644,0.02692798509969585,1.0
N1_lowvar_drift_s1042,29,3.4034511631401703,0.00990915466725628,0.0029115019409044988,0.008285078275159369,0.027032215859142505,1.0
N1_lowvar_drift_s2042,0,7.989711444909288,0.02094651963359548,0.0026216866251085615,0.0032645644335760173,0.013359958828480178,0.25
N1_lowvar_drift_s2042,1,10.820828874381933,0.02441419044555527,0.0022562218411341217,0.003024954179677745,0.012642014705511961,0.25
N1_lowvar_drift_s2042,2,18.54707930135875,0.04620293891028708,0.0024911166960343064,0.003355224266563926,0.014096686411907866,0.25
N1_lowvar_drift_s2042,3,10.339438934149618,0.025344397555419014,0.002451235286250424,0.0027797276583071615,0.011938628572705223,0.25
N1_lowvar_drift_s2042,4,19.241314116796097,0.04566572984460753,0.002373316581570958,0.0032868258993373435,0.013633765267628606,0.25
N1_lowvar_drift_s2042,5,21.996357424706503,0.04992263887832612,0.002269586637206239,0.0035127788499206983,0.014137464338439099,0.25
N1_lowvar_drift_s2042,6,11.25450014976527,0.025451684711993203,0.0022614673573507424,0.0026251479862225485,0.012791758752781712,0.25
N1_lowvar_drift_s2042,7,12.261720180277777,0.030155935187868,0.002459356007517768,0.002918871787405801,0.013791611993781872,0.25
N1_lowvar_drift_s2042,8,10.428139963079403,0.024120287316506197,0.0023129999599068997,0.0029155420404070273,0.012981695510103752,0.25
N1_lowvar_drift_s2042,9,9.899215804285701,0.022892439024175884,0.002312550759249534,0.0025625765717842896,0.012507541593334781,0.25
N1_lowvar_drift_s2042,10,21.342557487901637,0.039360248092537374,0.0018442142238506022,0.002867495765068062,0.011407290886308097,0.25
N1_lowvar_drift_s2042,11,8.219745123215201,0.019616574552977876,0.0023865185913823977,0.002433892677839968,0.011770720159523407,0.25
N1_lowvar_drift_s2042,12,8.670326245705073,0.017675423204183572,0.0020386110860521837,0.0025227994503037717,0.011207487806251804,0.25
N1_lowvar_drift_s2042,13,10.651479283847143,0.022703367629874703,0.0021314755467162316,0.0026813739050123536,0.011905758949625422,0.25
N1_lowvar_drift_s2042,14,11.234743317271226,0.03024151802377974,0.0026917853990744323,0.003138832730564099,0.013648672479554813,0.25
N1_lowvar_drift_s2042,15,9.255908318189478,0.019762985950636622,0.0021351752060679878,0.002579782907992484,0.011314241857332541,0.25
N1_lowvar_drift_s2042,16,10.970891757266124,0.02712328082577871,0.0024722949989744187,0.0027643440696907854,0.013172829380903583,0.25
N1_lowvar_drift_s2042,17,7.981586876718041,0.017388572801335413,0.002178585921561182,0.0026277555487626515,0.011464920917304333,0.25
N1_lowvar_drift_s2042,18,8.102073036403896,0.02145219683025812,0.0026477417241081397,0.0027553779491802056,0.012226554836893166,0.25
N1_lowvar_drift_s2042,19,12.276354626387374,0.028803704308328522,0.0023462750291048523,0.0031234612597107183,0.013378944183581876,0.25
N1_lowvar_drift_s2042,20,12.828847614977558,0.02873421615509057,0.0022398127265572665,0.0027142056843688705,0.012024102594716868,0.25
N1_lowvar_drift_s2042,21,10.087977678006933,0.02430397466379277,0.002409201867761713,0.003090610135840929,0.013517609044252588,0.25
N1_lowvar_drift_s2042,22,8.22592714006156,0.021189294117231132,0.0025759156088358643,0.0025877955730334275,0.012638985488326315,0.25
N1_lowvar_drift_s2042,23,11.874387604136727,0.02960136023409228,0.0024928746829672244,0.002949559594754157,0.012830701399163758,0.25
N1_lowvar_drift_s2042,24,16.07000547252767,0.036154674307785434,0.002249823397359343,0.0029367234422873903,0.012749803231416723,0.25
N1_lowvar_drift_s2042,25,10.157895031864124,0.02252191121308051,0.002217182904768352,0.0026837445687156276,0.012385305777580013,0.25
N1_lowvar_drift_s2042,26,14.487302553393853,0.0345375252719446,0.0023839859176443927,0.0030101204590045364,0.013288622154071894,0.25
N1_lowvar_drift_s2042,27,10.972879665067314,0.028634023417538568,0.002609526787092758,0.002850497374214912,0.01385779935041953,0.25
N1_lowvar_drift_s2042,28,17.38034866554022,0.051351403832241994,0.002954566954922816,0.0037256788856733936,0.014447993418500449,0.25
N1_lowvar_drift_s2042,29,13.284949850157016,0.029591338236392088,0.002227433190953472,0.002736192544853251,0.012793833100444574,0.25
N1_lowvar_drift_s2042,0,10.062801916752926,0.02246911888356931,0.00223288891796249,0.0035125553976114565,0.014775498010121457,0.5
N1_lowvar_drift_s2042,1,13.349610238928213,0.030978753331133455,0.002320573618007039,0.0038925962288598077,0.01560914105534128,0.5
N1_lowvar_drift_s2042,2,10.46498111786477,0.027422167222768697,0.002620374266701381,0.003616483064497124,0.016226675867704543,0.5
N1_lowvar_drift_s2042,3,14.01194446493464,0.04152398421148641,0.002963470510135233,0.004630198310974146,0.01692455139977045,0.5
N1_lowvar_drift_s2042,4,10.723676350959032,0.0236000475234017,0.0022007422409098644,0.0035902163420945266,0.015212630598612553,0.5
N1_lowvar_drift_s2042,5,10.595198586475917,0.025143095117454516,0.0023730650173511654,0.0036305480416185345,0.014843000808904994,0.5
N1_lowvar_drift_s2042,6,7.756215473670362,0.02144339908415399,0.0027646729460968212,0.003334221669233446,0.014844143435230106,0.5
N1_lowvar_drift_s2042,7,7.573687554733161,0.021366507763944134,0.0028211498836641573,0.0036613498632159427,0.016436585324195008,0.5
N1_lowvar_drift_s2042,8,7.107602947130941,0.017850562369299876,0.0025114743327784572,0.004290296839747441,0.016104462076690806,0.5
N1_lowvar_drift_s2042,9,8.427146278796624,0.02195774820712222,0.00260559713581449,0.003659433225189112,0.01485011972351169,0.5
N1_lowvar_drift_s2042,10,9.374898816010134,0.024168225025985878,0.0025779718267158473,0.003836714701361897,0.01613490755273428,0.5
N1_lowvar_drift_s2042,11,19.92161333701846,0.047994299997024745,0.0024091572898787997,0.004615018574109828,0.01825936058647515,0.5
N1_lowvar_drift_s2042,12,8.235560373779839,0.022797718624163556,0.0027682049052480187,0.003953287664895929,0.01537703632845977,0.5
N1_lowvar_drift_s2042,13,14.093917369112516,0.03746334029401785,0.0026581211818454764,0.004461920349557641,0.017992330076278873,0.5
N1_lowvar_drift_s2042,14,11.90195653186081,0.03017360790352514,0.0025351804825326186,0.004005519045593597,0.01741499402978708,0.5
N1_lowvar_drift_s2042,15,12.098724682006615,0.03130564687114786,0.0025875162625781573,0.0039268867021709855,0.016833913322801153,0.5
N1_lowvar_drift_s2042,16,17.414108798932247,0.04430753592023313,0.002544347025266654,0.004272897270155666,0.016868205495903066,0.5
N1_lowvar_drift_s2042,17,7.721846467389833,0.02013322775143541,0.002607307440838165,0.0035191307586833935,0.01533207559360561,0.5
N1_lowvar_drift_s2042,18,14.978732489515075,0.03068103749196418,0.0020483066583531365,0.003994878101437677,0.014689531057506922,0.5
N1_lowvar_drift_s2042,19,8.934899459112854,0.019535476939876683,0.0021864238125200303,0.0035873664447428374,0.014325851312846805,0.5
N1_lowvar_drift_s2042,20,7.6716270629122585,0.018513334874043743,0.0024132214355862885,0.0037169202525395833,0.014860674429308052,0.5
N1_lowvar_drift_s2042,21,9.84610280326723,0.021279900624584763,0.0021612511112034556,0.0036115467878013634,0.014182925939223545,0.5
N1_lowvar_drift_s2042,22,8.929285842176473,0.023817761143506984,0.002667375819800334,0.004201834010649922,0.01660059001155645,0.5
N1_lowvar_drift_s2042,23,5.43757865114165,0.011193030215251667,0.002058458540714924,0.0037810634102931014,0.013310068556766086,0.5
N1_lowvar_drift_s2042,24,16.377218046840998,0.044949861570890884,0.0027446579414359858,0.004746072590206596,0.017568976659296576,0.5
N1_lowvar_drift_s2042,25,8.087257004701952,0.01939437714588159,0.0023981403255276352,0.003475879985568151,0.014802098086634241,0.5
N1_lowvar_drift_s2042,26,10.573309902563466,0.024808078561740554,0.002346292579178627,0.003492726604821335,0.015568647610905706,0.5
N1_lowvar_drift_s2042,27,9.527055587266446,0.024317924508876845,0.002552512083731242,0.003826563801272226,0.01571560266260008,0.5
N1_lowvar_drift_s2042,28,13.812570915303088,0.03231163703526038,0.0023392920285000667,0.004623277518189005,0.016989964124544232,0.5
N1_lowvar_drift_s2042,29,10.28268769770329,0.02590217890419081,0.002519008615809293,0.0038057245080520647,0.015814655403352362,0.5
N1_lowvar_drift_s2042,0,5.541450672294974,0.016308956060352948,0.002943084225560497,0.008157556528559881,0.027259234645290342,1.0
N1_lowvar_drift_s2042,1,5.335341855075795,0.01338016877021812,0.0025078371983772423,0.00790946186356919,0.026114586928798644,1.0
N1_lowvar_drift_s2042,2,3.0321638398573607,0.007591466414549554,0.0025036465097171903,0.007574486111505336,0.025772496577299076,1.0
N1_lowvar_drift_s2042,3,5.675636018387348,0.011658985074510497,0.0020542164854720955,0.007822441529397126,0.025047036384398313,1.0
N1_lowvar_drift_s2042,4,3.8348286402717724,0.009617016523934053,0.002507808673102144,0.007018524187858803,0.024189288723344915,1.0
N1_lowvar_drift_s2042,5,4.4268831034059,0.010965130590272584,0.0024769415261578446,0.008750915235007714,0.025974698605795266,1.0
N1_lowvar_drift_s2042,6,5.9505234684738495,0.013606505802594728,0.002286606527086672,0.008102249310615345,0.025941358332552067,1.0
N1_lowvar_drift_s2042,7,5.943049121179101,0.012606951927230041,0.0021212935767774407,0.007387878936798804,0.025041203825577285,1.0
N1_lowvar_drift_s2042,8,5.505093068817378,0.012715958614428646,0.002309853522087744,0.007062302194478627,0.02393352980296981,1.0
N1_lowvar_drift_s2042,9,4.247424038705332,0.009500315424089299,0.002236724032617453,0.00782986716310629,0.024994426670922998,1.0
N1_lowvar_drift_s2042,10,6.891338521441177,0.019818491553516317,0.0028758551755735983,0.008517353896253691,0.02694551493013675,1.0
N1_lowvar_drift_s2042,11,3.508798176284529,0.009100324698195418,0.002593573138433332,0.00815464755807302,0.026668875341563925,1.0
N1_lowvar_drift_s2042,12,7.061407811941158,0.019424819180616767,0.0027508422821535,0.008744723954453242,0.02806901875268142,1.0
N1_lowvar_drift_s2042,13,2.09534594739438,0.005893988079174097,0.002812894971593322,0.008077773416928202,0.026457852233601753,1.0
N1_lowvar_drift_s2042,14,5.323443259439488,0.012692570119179167,0.002384278276409315,0.007862687866079299,0.02646905703539426,1.0
N1_lowvar_drift_s2042,15,7.562479186480142,0.01969010430448182,0.0026036573217527526,0.009405018946704773,0.028138209151079563,1.0
N1_lowvar_drift_s2042,16,4.635609349695645,0.0104591860714339,0.0022562699490889164,0.007401762929011834,0.024510263801349685,1.0
N1_lowvar_drift_s2042,17,2.863750456791349,0.0056305858114358495,0.0019661579793319576,0.007276694615051912,0.023215334782662134,1.0
N1_lowvar_drift_s2042,18,8.024241813170084,0.023565695412682122,0.0029368127184307997,0.008304002263270716,0.02869478218673771,1.0
N1_lowvar_drift_s2042,19,4.263796644123438,0.009877860823233468,0.002316681973294292,0.008322994318292665,0.025785838877799283,1.0
N1_lowvar_drift_s2042,20,3.2249224890156762,0.008336525764792428,0.0025850313591062263,0.007901444358684973,0.025668273495120686,1.0
N1_lowvar_drift_s2042,21,8.018509731815493,0.018071126445151936,0.0022536764373372407,0.007282617013464023,0.025422132152290722,1.0
N1_lowvar_drift_s2042,22,2.618547977633138,0.007515996982977175,0.002870291874419181,0.007358236408308639,0.026552942059796525,1.0
N1_lowvar_drift_s2042,23,3.2791773646308453,0.007813680953021679,0.0023828174216191894,0.007823748107887742,0.025558822544534454,1.0
N1_lowvar_drift_s2042,24,6.975617795759495,0.019710040306076274,0.002825561962133029,0.00791079668495017,0.02719694589706878,1.0
N1_lowvar_drift_s2042,25,9.081567800614875,0.024382866197396824,0.002684874102437022,0.007703939231688171,0.025606545374758483,1.0
N1_lowvar_drift_s2042,26,1.218214418273919,0.0031917419691148766,0.0026200165760944098,0.007670266354955687,0.02577795469475197,1.0
N1_lowvar_drift_s2042,27,2.0794989408436364,0.004390952359463674,0.0021115434459814146,0.00797903263811554,0.023998200872370035,1.0
N1_lowvar_drift_s2042,28,6.945187593054076,0.014738100681845872,0.0021220594093938564,0.008172605389129445,0.02666274146916292,1.0
N1_lowvar_drift_s2042,29,7.743506691212956,0.017068589773018745,0.0022042454993146123,0.008218258760177823,0.02613881994103795,1.0
N1_lowvar_drift_s3042,0,11.528320174619616,0.025332919267390463,0.002197451049560769,0.0025609617471953243,0.011443666843375722,0.25
