series,rep,omega,k_f,k_n,k_total,cosine,eta
baseline,66,14.901688557974328,0.03451461961736063,0.002316154943319551,0.0027969012636160674,0.011885033503145626,
baseline,67,9.945633666631778,0.022445567182370157,0.002256826255090858,0.002357128132481355,0.01153484327961496,
baseline,68,9.265568020450193,0.024723740366467788,0.002668345892221567,0.0033298658201355454,0.013786214639525673,
baseline,69,11.210712704766836,0.028129509389733486,0.0025091633449649204,0.0026102807134335323,0.011922992428372803,
baseline,70,12.23406435943498,0.02763887870232689,0.0022591738845162794,0.0025302239066366423,0.012287613144067011,
baseline,71,13.94127225720146,0.02977579376798617,0.002135801756012998,0.002447281081032348,0.011225821061774388,
baseline,72,17.554620121253784,0.048376256691181216,0.0027557563967226476,0.0035998798877606214,0.015071881827705691,
baseline,73,10.845172761889117,0.030366788534803044,0.0028000281048094124,0.003441120554518028,0.014305347883646458,
baseline,74,21.985424855952008,0.05931307101767255,0.0026978360166469567,0.003667486462242294,0.014887533047120982,
baseline,75,8.136288933132475,0.017599991949990856,0.002163147362960579,0.002057479873108993,0.00992895730493315,
baseline,76,7.675479546408476,0.01786273500064743,0.0023272467723538907,0.002151990160145673,0.010675178085364445,
baseline,77,10.362850808088403,0.024193802996573845,0.0023346667287432255,0.0022683170872417197,0.011449261877810368,
baseline,78,17.80308339951014,0.04493387150400739,0.0025239375952844085,0.003163421262126225,0.01312798854518582,
baseline,79,16.73994774450306,0.03833726220243623,0.0022901661813744395,0.002775048736587015,0.011580069582122432,
baseline,80,11.050871747149793,0.02224856862031427,0.0020132862935498775,0.0020225781152085663,0.010131990343187458,
baseline,81,8.283898427995899,0.017138942470030123,0.0020689464771934075,0.002364490834044694,0.010266031275276477,
baseline,82,11.970707016218734,0.027736957805021376,0.0023170693065531923,0.0024994988377141972,0.011967771884764278,
baseline,83,7.223830837035394,0.018556079195835195,0.0025687311364907973,0.0022459986806419503,0.011365290839370878,
baseline,84,15.540226272910278,0.03554893066987933,0.002287542668014315,0.0025926859162252185,0.012564450077765632,
baseline,85,10.281485456432092,0.024496258339564463,0.002382560228613621,0.0025551365922132684,0.011989651464981876,
baseline,86,15.741011583462823,0.040056097274029645,0.0025446965121423163,0.0030624759775760213,0.013974737208402477,
baseline,87,8.217932001521081,0.0203061098746299,0.002470951313648176,0.003034080470821536,0.012609105503635698,
baseline,88,12.216806912533011,0.029112065640938253,0.0023829520961874814,0.0025579304631262872,0.012220951457488693,
baseline,89,9.949124151237832,0.02362735867380125,0.002374817955293243,0.002483940925925317,0.011805621253116017,
baseline,90,9.590257093815778,0.022132674262289743,0.0023078290858919593,0.0028236432724798076,0.012103024225580183,
baseline,91,11.53510783892656,0.028841224340407118,0.002500299498118176,0.002508743597297353,0.012553815640549248,
baseline,92,10.184321158005877,0.02442162974318756,0.0023979634346065135,0.0028483624787231433,0.012335096939482204,
baseline,93,19.817648017677453,0.049995237851129505,0.0025227634382512737,0.0033183836786531565,0.013985711191848105,
baseline,94,7.765017270669123,0.02372403038614869,0.0030552450251156178,0.002643423682116379,0.012572341691537203,
baseline,95,26.652661363548674,0.059149464046400806,0.002219270460071059,0.003393259460177218,0.013406173069010818,
baseline,96,13.33720574326863,0.03286717606964473,0.002464322490206241,0.002554470704314247,0.012501636191968646,
baseline,97,11.129834276767133,0.023791629773199884,0.0021376445669872637,0.0023860517499256747,0.011714454357820814,
baseline,98,7.713926124491997,0.020851461827836947,0.0027030932745949945,0.002580548438502552,0.011865926541877792,
baseline,99,9.516907631694702,0.019514530360487455,0.0020505116909506505,0.0020651789595364004,0.010608731086878431,
baseline,100,9.448084967322549,0.02556149525466767,0.0027054683931268062,0.0030904017932438872,0.013957769238374551,
baseline,101,6.987706751353642,0.021159776320929802,0.003028143148226817,0.0034056108974849053,0.01375297553443977,
baseline,102,12.384832396044102,0.03432828331611762,0.002771800394091936,0.0035261010920787,0.014906714017835943,
baseline,103,7.10291684343397,0.017391712712238782,0.0024485310887900806,0.002140929984248038,0.010415500109653864,
baseline,104,9.81805350056351,0.021566422619313783,0.002196608789927247,0.0023879320675934393,0.011509015032638459,
