cancer,pair_type,sample_a,sample_b,kn,kf,omega,d_immune,d_stromal,d_epithelial,d_overall
TCGA-LUAD,TT,TCGA-55-1594-01,TCGA-TQ-A7RS-01,0.008088399888260614,0.5406250513807944,66.83955527043733,3.3029063,4.4253616,5.907668,4.545312
TCGA-LUAD,TT,TCGA-49-4501-01,TCGA-75-5146-01,0.0031171484688946754,0.42655573007982484,136.84164688859985,0.03930819,0.85435784,0.08842206,0.3273627
TCGA-LUAD,TT,TCGA-50-5935-01,TCGA-55-7913-01,0.0035581305482184603,0.4982479865536407,140.03083355193675,0.68690205,0.88288593,0.19555227,0.58844674
TCGA-LUAD,TT,TCGA-50-5072-01,TCGA-TQ-A7RN-01,0.0077291773423916466,0.3343670538843845,43.26036770440061,2.511516,3.5470612,6.0497236,4.0361004
TCGA-LUAD,TT,TCGA-50-6592-01,TCGA-91-6847-01,0.004710522798625377,0.4688875520411459,99.54044849925714,2.2284157,1.6496642,0.1728479,1.3503093
TCGA-LUAD,TT,TCGA-49-AARN-01,TCGA-55-8619-01,0.0019169915193485514,0.42215725237038154,220.21863326439893,0.4147532,0.38797486,0.29500294,0.36591032
TCGA-LUAD,TT,TCGA-64-1680-01,TCGA-97-8174-01,0.005873710346961507,0.46212129756758685,78.67621490845968,1.6363838,0.8397803,0.15904891,0.8784043
TCGA-LUAD,TT,TCGA-44-A47B-01,TCGA-50-5068-01,0.0178120397575241,0.44477852534448165,24.970667671938013,0.56329167,0.34534532,0.77901554,0.56255084
TCGA-LUAD,TT,TCGA-44-3917-01,TCGA-55-7910-01,0.01733590760039461,0.2025621314106523,11.68454147771539,0.7145237,0.7405839,2.2162902,1.2237992
TCGA-LUAD,TT,TCGA-55-6986-01,TCGA-73-A9RS-01,0.00419276824275387,0.5689174120789156,135.69016438295728,0.022489347,0.26037952,0.2080124,0.16362709
TCGA-LUAD,TT,TCGA-44-A47A-01,TCGA-86-8359-01,0.0035233039573708607,0.5625600747144012,159.66833447267817,0.48945934,0.051582485,0.30111438,0.28071874
TCGA-LUAD,TT,TCGA-05-4402-01,TCGA-97-A4M1-01,0.0038776595485468003,0.511045668241209,131.79229941234257,0.4277917,0.7778441,0.35491693,0.5201842
TCGA-LUAD,TT,TCGA-49-AARE-01,TCGA-50-5045-01,0.00620222310802342,0.5286952771985252,85.24286662867478,0.48479372,0.31043756,0.11833459,0.30452195
TCGA-LUAD,TT,TCGA-44-2661-01,TCGA-44-3918-01,0.005306782594910086,0.44695551524520827,84.22344560975579,0.2923364,0.053945214,0.17590567,0.17406243
TCGA-LUAD,TT,TCGA-50-5072-01,TCGA-93-7347-01,0.0032592637736139542,0.48015555052592584,147.32024895104368,1.4667203,0.22045249,0.3610645,0.68274575
TCGA-LUAD,TT,TCGA-78-7146-01,TCGA-J2-A4AE-01,0.005707899354038265,0.5437883711783476,95.2694393242278,1.1063344,0.5265581,0.3681451,0.6670125
TCGA-LUAD,TT,TCGA-78-7156-01,TCGA-TQ-A7RJ-01,0.00632692774093981,0.689947856056317,109.0494287759688,1.965668,2.4609485,5.5523515,3.3263226
TCGA-LUAD,TT,TCGA-44-2661-01,TCGA-50-5936-01,0.005317727468603291,0.4979091556437922,93.63194307785177,0.915128,0.28168973,0.5455878,0.58080184
TCGA-LUAD,TT,TCGA-55-6970-01,TCGA-78-7536-01,0.003225313290385531,0.5608635374928002,173.89428157714207,0.5750461,0.30426133,0.2564267,0.37857804
TCGA-LUAD,TT,TCGA-78-7537-01,TCGA-KN-8433-01,0.012703774031585569,0.3390889858025238,26.691988141432788,1.9263139,2.7334008,0.9958586,1.8851911
TCGA-LUAD,TT,TCGA-55-6712-01,TCGA-55-8615-01,0.005001713250857357,0.6025972473154632,120.47816759830651,2.2025099,0.4260214,0.21345252,0.9473279
TCGA-LUAD,TT,TCGA-49-AAR0-01,TCGA-49-AARN-01,0.0025509336447224907,0.43812855055885397,171.75223333044275,0.24104106,0.48120737,0.35559735,0.35928193
TCGA-LUAD,TT,TCGA-50-5944-01,TCGA-97-A4M3-01,0.004240143267763244,0.5371568924694644,126.68366575095112,0.5702052,0.5284326,0.0765892,0.39174235
TCGA-LUAD,TT,TCGA-91-6847-01,TCGA-91-A4BD-01,0.008140586838418819,0.645077452706387,79.24213149622062,0.78221536,0.39548665,0.3343589,0.5040203
TCGA-LUAD,TT,TCGA-93-A4JN-01,TCGA-MP-A4TF-01,0.0034873397257530955,0.4358856473745955,124.99087604103883,0.44971773,0.89515877,0.24676684,0.5305478
TCGA-LUAD,TT,TCGA-49-4490-01,TCGA-73-4659-01,0.004889689464290716,0.5264021583367178,107.65553971903942,0.2960822,0.028889656,0.26071244,0.1952281
TCGA-LUAD,TT,TCGA-05-4418-01,TCGA-44-2668-01,0.006840091520499454,0.5081024006195897,74.28298277834867,0.3191279,0.5670283,0.30019677,0.39545098
TCGA-LUAD,TT,TCGA-49-4514-01,TCGA-50-5946-01,0.010773796751026615,0.5874619746374281,54.526921958264154,1.3633655,0.49820197,0.16187906,0.67448217
TCGA-LUAD,TT,TCGA-44-6777-01,TCGA-97-7554-01,0.001684688783465763,0.4588649505309066,272.37371972461517,0.14722067,0.2241242,0.28324655,0.21819715
TCGA-LUAD,TT,TCGA-55-8513-01,TCGA-93-A4JO-01,0.0027886295646141136,0.40906171368601485,146.689154729169,0.7091255,0.33886734,0.109545425,0.3858461
TCGA-LUAD,TT,TCGA-50-6591-01,TCGA-97-A4M3-01,0.005430246541710792,0.5572422579624032,102.61822436276434,1.9273752,0.23560035,0.57466495,0.9125468
TCGA-LUAD,TT,TCGA-49-6761-01,TCGA-55-8091-01,0.004165191676087466,0.4848057679553928,116.39458773018355,0.9163386,0.54057443,0.029379569,0.49543086
TCGA-LUAD,TT,TCGA-38-6178-01,TCGA-86-A456-01,0.0033927128051807393,0.47223914149395163,139.19219474540643,0.0057335794,0.6260526,0.17092372,0.26757
TCGA-LUAD,TT,TCGA-55-8207-01,TCGA-73-4668-01,0.00270203257696278,0.4495449146884724,166.37287000950352,0.34676483,0.18124479,0.4587306,0.32891342
TCGA-LUAD,TT,TCGA-50-6592-01,TCGA-55-6975-01,0.0030306971175568962,0.4669532766432998,154.07454408367929,0.7326028,0.4332211,0.13753217,0.43445206
TCGA-LUAD,TT,TCGA-55-1592-01,TCGA-67-6216-01,0.0029536039169587467,0.4243747714878068,143.6803252633735,0.84145385,0.089644715,0.0042936504,0.3117974
TCGA-LUAD,TT,TCGA-64-5775-01,TCGA-MP-A5C7-01,0.006257745652964948,0.5615509481225965,89.73694030797355,0.46068406,1.0258482,1.0902176,0.8589166
TCGA-LUAD,TT,TCGA-50-6595-01,TCGA-MP-A4TA-01,0.0035370784750253853,0.5175286312500532,146.31528107284612,0.1449087,0.77293515,0.031383485,0.3164091
TCGA-LUAD,TT,TCGA-38-4626-01,TCGA-49-AAR3-01,0.003964629407044604,0.4448552543124845,112.20601187138391,1.5311961,0.037050724,0.21860108,0.595616
TCGA-LUAD,TT,TCGA-35-3615-01,TCGA-78-7155-01,0.010788035301362138,0.6833257714357901,63.34107669721018,0.019372523,0.13200149,0.3147405,0.1553715
TCGA-LUAD,TT,TCGA-73-4659-01,TCGA-91-6829-01,0.0031681186023560315,0.5188011654525404,163.75686347939248,0.3550672,0.7559587,0.15938623,0.4234707
TCGA-LUAD,TT,TCGA-55-6982-01,TCGA-KN-8435-01,0.007960674972377638,0.41414210433731535,52.02349119569975,3.0577917,3.012615,0.991788,2.354065
TCGA-LUAD,TT,TCGA-64-1677-01,TCGA-97-7941-01,0.008681310503890271,0.3432714528681561,39.54143245012711,0.33457655,0.52267456,0.26977828,0.37567648
TCGA-LUAD,TT,TCGA-75-6203-01,TCGA-97-7547-01,0.0027027514220744754,0.5351752376461038,198.01126854475365,0.19746079,0.2856813,0.121086225,0.20140944
TCGA-LUAD,TT,TCGA-49-4510-01,TCGA-91-6830-01,0.007233294019081371,0.3861014732343491,53.37837397675479,1.1724992,0.8278532,0.29205853,0.76413697
TCGA-LUAD,TT,TCGA-05-4384-01,TCGA-97-7552-01,0.0017289689792886593,0.5421451156907982,313.5655539140153,1.8370907,0.04642375,0.055835545,0.64645004
TCGA-LUAD,TT,TCGA-75-5146-01,TCGA-MP-A4SW-01,0.005857128337101745,0.44204853894435336,75.4718888681702,0.05692196,0.6209928,0.00513193,0.22768223
TCGA-LUAD,TT,TCGA-78-7150-01,TCGA-MP-A5C7-01,0.005339266068787766,0.6241192467599181,116.89232915519773,0.80808866,1.4387543,0.3042399,0.85036093
TCGA-LUAD,TT,TCGA-44-A47A-01,TCGA-64-1679-01,0.004517194549875227,0.5600482765252286,123.98143811200208,0.8750781,0.98036647,0.35354155,0.73632866
TCGA-LUAD,TT,TCGA-05-4433-01,TCGA-55-8508-01,0.005110485751505297,0.5976173109554146,116.93943394312097,0.19080037,0.5122255,0.2990731,0.334033
TCGA-LUAD,TT,TCGA-49-AARE-01,TCGA-50-5942-01,0.007956517311049177,0.5978134824145664,75.13506965973488,0.79762983,0.2862836,0.37433797,0.48608384
TCGA-LUAD,TT,TCGA-55-A494-01,TCGA-MP-A4TK-01,0.0038004868667897043,0.5022756940530755,132.1608813971119,2.5623403,1.2256556,0.1982354,1.3287438
TCGA-LUAD,TT,TCGA-44-A47A-01,TCGA-86-8358-01,0.00541488683952702,0.5981246474869528,110.45930694632908,0.30847958,0.1589454,0.030291386,0.16590546
