design,cell_type,n_per_condition,rep,donor,omega,perm_P,detected
C1_donor_paired,CD14+ Monocytes,100,5,1488,27.434420966944202,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,6,101,25.630847683376796,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,6,1015,24.239020620593607,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,6,1016,25.83364848192554,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,6,1039,28.255918640898773,0.019801980198019802,True
C1_donor_paired,CD14+ Monocytes,100,6,107,22.070136746021213,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,6,1244,25.888557472984825,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,6,1256,27.75048471765603,0.7128712871287128,False
C1_donor_paired,CD14+ Monocytes,100,6,1488,29.34854120486055,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,7,101,25.908130199713597,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,7,1015,24.996646935036022,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,7,1016,28.081935526545248,0.594059405940594,False
C1_donor_paired,CD14+ Monocytes,100,7,1039,30.42821061203681,0.039603960396039604,True
C1_donor_paired,CD14+ Monocytes,100,7,107,23.035730172952523,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,7,1244,27.253416322134324,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,7,1256,24.539431658765476,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,7,1488,24.36198426944855,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,8,101,27.901630631146993,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,8,1015,25.10630580447042,0.42574257425742573,False
C1_donor_paired,CD14+ Monocytes,100,8,1016,23.235604787815756,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,8,1039,31.118486814067793,0.04950495049504951,True
C1_donor_paired,CD14+ Monocytes,100,8,107,22.025297775275146,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,8,1244,25.835069568997028,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,8,1256,28.77141313658731,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,8,1488,26.919265421388097,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,9,101,26.144386122855625,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,9,1015,24.094386192459005,0.019801980198019802,True
C1_donor_paired,CD14+ Monocytes,100,9,1016,26.094314008806023,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,9,1039,28.63534358211027,0.0594059405940594,False
C1_donor_paired,CD14+ Monocytes,100,9,107,24.125482294502465,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,9,1244,24.82591631240932,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,9,1256,30.517933779508944,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,9,1488,26.48199410302724,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,10,101,27.522582172915715,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,10,1015,22.931581503367283,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,10,1016,25.838191635349336,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,10,1039,29.346046511497473,0.0297029702970297,True
C1_donor_paired,CD14+ Monocytes,100,10,107,26.106396039259824,0.8910891089108911,False
C1_donor_paired,CD14+ Monocytes,100,10,1244,23.83241611957368,0.1485148514851485,False
C1_donor_paired,CD14+ Monocytes,100,10,1256,25.059490311625552,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,10,1488,24.044569381418153,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,11,101,23.5487119435318,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,11,1015,25.020420942538056,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,11,1016,27.24346293539431,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,11,1039,31.0847424518539,0.0297029702970297,True
C1_donor_paired,CD14+ Monocytes,100,11,107,22.96131492999612,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,11,1244,25.294903024270695,0.04950495049504951,True
C1_donor_paired,CD14+ Monocytes,100,11,1256,30.359366996316727,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,11,1488,27.30680017996234,0.26732673267326734,False
C1_donor_paired,CD14+ Monocytes,100,12,101,26.783663463903615,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,12,1015,25.259668143145774,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,12,1016,27.35537690485809,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,12,1039,30.224469151655505,0.019801980198019802,True
C1_donor_paired,CD14+ Monocytes,100,12,107,29.475010964038443,0.6534653465346535,False
C1_donor_paired,CD14+ Monocytes,100,12,1244,26.498669258182428,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,12,1256,24.62372411951624,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,12,1488,25.670938544927044,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,13,101,25.936931867836766,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,13,1015,23.949813461775815,0.0297029702970297,True
C1_donor_paired,CD14+ Monocytes,100,13,1016,26.731579718894245,0.4158415841584158,False
C1_donor_paired,CD14+ Monocytes,100,13,1039,28.128206719539993,0.0594059405940594,False
C1_donor_paired,CD14+ Monocytes,100,13,107,23.211323588622953,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,13,1244,27.14696038667071,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,13,1256,27.98580549239076,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,13,1488,25.86401845271381,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,14,101,26.146567478811924,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,14,1015,24.72873145590806,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,14,1016,26.54495184970844,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,14,1039,26.4880214748122,0.0891089108910891,False
C1_donor_paired,CD14+ Monocytes,100,14,107,24.806783918193858,0.8514851485148515,False
C1_donor_paired,CD14+ Monocytes,100,14,1244,27.68251415784616,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,14,1256,24.51786606403882,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,14,1488,25.318301732276126,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,15,101,26.329434728935034,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,15,1015,25.950123266527633,0.9405940594059405,False
C1_donor_paired,CD14+ Monocytes,100,15,1016,24.517399875127285,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,15,1039,28.734864837887397,0.0594059405940594,False
C1_donor_paired,CD14+ Monocytes,100,15,107,25.845115211380172,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,15,1244,24.00389245920889,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,15,1256,26.90257459339568,0.7128712871287128,False
C1_donor_paired,CD14+ Monocytes,100,15,1488,26.586079679941783,0.40594059405940597,False
C1_donor_paired,CD14+ Monocytes,100,16,101,26.77962293749341,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,16,1015,25.78678835990184,0.9405940594059405,False
C1_donor_paired,CD14+ Monocytes,100,16,1016,26.441788605591068,0.7623762376237624,False
C1_donor_paired,CD14+ Monocytes,100,16,1039,31.679562027293855,0.0297029702970297,True
C1_donor_paired,CD14+ Monocytes,100,16,107,22.69140884440977,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,16,1244,26.324941892349322,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,16,1256,22.921536562681425,0.5445544554455446,False
C1_donor_paired,CD14+ Monocytes,100,16,1488,30.51881308992622,0.4158415841584158,False
C1_donor_paired,CD14+ Monocytes,100,17,101,24.699330442489398,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,17,1015,25.507609637286894,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,17,1016,24.55198660325779,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,17,1039,27.072976818372645,0.04950495049504951,True
C1_donor_paired,CD14+ Monocytes,100,17,107,22.467119316692592,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,17,1244,26.08757309928573,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,17,1256,30.20087739094482,0.6633663366336634,False
C1_donor_paired,CD14+ Monocytes,100,17,1488,27.273976234669014,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,18,101,26.292994357705133,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,18,1015,26.71327657473727,0.48514851485148514,False
C1_donor_paired,CD14+ Monocytes,100,18,1016,25.3543260564799,0.5643564356435643,False
C1_donor_paired,CD14+ Monocytes,100,18,1039,29.902730117720868,0.04950495049504951,True
C1_donor_paired,CD14+ Monocytes,100,18,107,23.91642133297751,0.801980198019802,False
C1_donor_paired,CD14+ Monocytes,100,18,1244,25.283886930042478,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,18,1256,32.507659087929696,0.7128712871287128,False
C1_donor_paired,CD14+ Monocytes,100,18,1488,26.37427404327523,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,19,101,26.945379555509593,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,19,1015,22.382253776502978,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,19,1016,25.721740970088856,0.7623762376237624,False
C1_donor_paired,CD14+ Monocytes,100,19,1039,30.007242925221718,0.0594059405940594,False
C1_donor_paired,CD14+ Monocytes,100,19,107,23.064189794671858,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,19,1244,25.837498780844914,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,100,19,1256,30.018813337230412,0.693069306930693,False
C1_donor_paired,CD14+ Monocytes,100,19,1488,25.030018309516382,0.06930693069306931,False
C1_donor_paired,CD14+ Monocytes,200,0,101,27.52766871552248,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,0,1015,26.697587375492272,0.3069306930693069,False
C1_donor_paired,CD14+ Monocytes,200,0,1016,29.14705987930659,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,0,1244,27.297732200850657,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,0,1256,26.787891468838264,0.5247524752475248,False
C1_donor_paired,CD14+ Monocytes,200,0,1488,28.46885824363711,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,1,101,28.816936058760522,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,1,1015,27.144000384507137,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,1,1016,27.480467355756947,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,1,1244,27.70390868301815,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,1,1256,31.91131153119686,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,1,1488,28.934325635866728,0.5148514851485149,False
C1_donor_paired,CD14+ Monocytes,200,2,101,27.968086264603244,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,2,1015,28.066889667993333,0.2079207920792079,False
C1_donor_paired,CD14+ Monocytes,200,2,1016,28.13063103405426,0.33663366336633666,False
C1_donor_paired,CD14+ Monocytes,200,2,1244,26.486484023161122,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,2,1256,33.0183885564649,0.504950495049505,False
C1_donor_paired,CD14+ Monocytes,200,2,1488,30.053071859694914,0.49504950495049505,False
C1_donor_paired,CD14+ Monocytes,200,3,101,28.272803302382005,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,3,1015,27.888106139246396,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,3,1016,29.345023334175075,0.3069306930693069,False
C1_donor_paired,CD14+ Monocytes,200,3,1244,25.985916439799592,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,3,1256,25.603825074184925,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,3,1488,31.03588659182279,0.4752475247524752,False
C1_donor_paired,CD14+ Monocytes,200,4,101,28.352417369318992,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,4,1015,26.409110169099506,0.5148514851485149,False
C1_donor_paired,CD14+ Monocytes,200,4,1016,29.008667664041067,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,4,1244,27.95701071429448,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,4,1256,27.160723860351446,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,4,1488,29.63439087541907,0.3465346534653465,False
C1_donor_paired,CD14+ Monocytes,200,5,101,27.96862888802877,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,5,1015,26.96020244689756,0.22772277227722773,False
C1_donor_paired,CD14+ Monocytes,200,5,1016,29.833853177111322,0.27722772277227725,False
C1_donor_paired,CD14+ Monocytes,200,5,1244,26.276502119887212,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,5,1256,25.596084810517663,0.6534653465346535,False
C1_donor_paired,CD14+ Monocytes,200,5,1488,29.790898889051647,0.45544554455445546,False
C1_donor_paired,CD14+ Monocytes,200,6,101,27.83877899137078,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,6,1015,29.58747715698495,0.24752475247524752,False
C1_donor_paired,CD14+ Monocytes,200,6,1016,28.070414837459847,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,6,1244,27.721833217394547,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,6,1256,25.568128773701694,0.5643564356435643,False
C1_donor_paired,CD14+ Monocytes,200,6,1488,30.740903279732546,0.33663366336633666,False
C1_donor_paired,CD14+ Monocytes,200,7,101,28.335099272408645,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,7,1015,27.471838431544402,0.32673267326732675,False
C1_donor_paired,CD14+ Monocytes,200,7,1016,28.57558111571447,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,7,1244,29.13836334723508,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,7,1256,27.30686874140592,0.48514851485148514,False
C1_donor_paired,CD14+ Monocytes,200,7,1488,30.220931827287902,0.26732673267326734,False
C1_donor_paired,CD14+ Monocytes,200,8,101,28.486728427052576,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,8,1015,26.074893055332115,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,8,1016,30.74120196024474,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,8,1244,26.84703018718018,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,8,1256,26.80368683247566,0.7227722772277227,False
C1_donor_paired,CD14+ Monocytes,200,8,1488,28.45201424975113,0.16831683168316833,False
C1_donor_paired,CD14+ Monocytes,200,9,101,28.611183186824885,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,9,1015,24.85404758907122,0.504950495049505,False
C1_donor_paired,CD14+ Monocytes,200,9,1016,29.61026327429523,0.19801980198019803,False
C1_donor_paired,CD14+ Monocytes,200,9,1244,27.070832013804267,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,9,1256,27.23286317125566,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,9,1488,29.65459363032786,0.42574257425742573,False
C1_donor_paired,CD14+ Monocytes,200,10,101,27.687948650757125,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,10,1015,27.376233587666693,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,10,1016,32.117860243767275,0.0594059405940594,False
C1_donor_paired,CD14+ Monocytes,200,10,1244,27.47008539462362,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,10,1256,27.122136024401133,0.6534653465346535,False
C1_donor_paired,CD14+ Monocytes,200,10,1488,27.66757358129833,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,11,101,28.384613553677486,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,11,1015,27.53355307647228,0.32673267326732675,False
C1_donor_paired,CD14+ Monocytes,200,11,1016,28.736603892262124,0.27722772277227725,False
C1_donor_paired,CD14+ Monocytes,200,11,1244,26.44157697999358,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,11,1256,28.21915860301974,0.6435643564356436,False
C1_donor_paired,CD14+ Monocytes,200,11,1488,28.044482108516064,0.504950495049505,False
C1_donor_paired,CD14+ Monocytes,200,12,101,28.409492767313733,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,12,1015,27.833897073250263,0.8217821782178217,False
C1_donor_paired,CD14+ Monocytes,200,12,1016,28.900006998143443,0.45544554455445546,False
C1_donor_paired,CD14+ Monocytes,200,12,1244,28.065594549479663,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,12,1256,32.13271099539069,0.693069306930693,False
C1_donor_paired,CD14+ Monocytes,200,12,1488,28.023451363450036,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,13,101,27.776649631562986,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,13,1015,26.315651247666615,0.4158415841584158,False
C1_donor_paired,CD14+ Monocytes,200,13,1016,28.0304949060632,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,13,1244,26.932655402254994,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,13,1256,26.245549404321896,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,13,1488,28.454106422203918,0.44554455445544555,False
C1_donor_paired,CD14+ Monocytes,200,14,101,28.284579979764,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,14,1015,26.36035505082147,0.33663366336633666,False
C1_donor_paired,CD14+ Monocytes,200,14,1016,30.066931661911866,0.25742574257425743,False
C1_donor_paired,CD14+ Monocytes,200,14,1244,28.57482481663712,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,14,1256,32.34439461361923,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,14,1488,29.333232926889945,0.32673267326732675,False
C1_donor_paired,CD14+ Monocytes,200,15,101,28.28417296956929,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,15,1015,26.687607509105188,0.9306930693069307,False
C1_donor_paired,CD14+ Monocytes,200,15,1016,30.756151572528125,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,15,1244,27.797547879693496,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,15,1256,32.1006368027935,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,15,1488,28.701998544542985,0.4752475247524752,False
C1_donor_paired,CD14+ Monocytes,200,16,101,28.518870761865617,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,16,1015,28.062566871812493,0.1485148514851485,False
C1_donor_paired,CD14+ Monocytes,200,16,1016,29.197925680905936,0.43564356435643564,False
C1_donor_paired,CD14+ Monocytes,200,16,1244,25.980659082703568,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,16,1256,31.582637101585323,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,16,1488,29.19134371770569,0.37623762376237624,False
C1_donor_paired,CD14+ Monocytes,200,17,101,27.759287416184506,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,17,1015,26.85081109727783,0.49504950495049505,False
C1_donor_paired,CD14+ Monocytes,200,17,1016,29.089004891130774,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,17,1244,26.41852572159925,0.019801980198019802,True
C1_donor_paired,CD14+ Monocytes,200,17,1256,26.689965577923907,0.5148514851485149,False
C1_donor_paired,CD14+ Monocytes,200,17,1488,28.91715772042344,0.1485148514851485,False
C1_donor_paired,CD14+ Monocytes,200,18,101,28.06816968156563,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,18,1015,26.722520610732612,0.8910891089108911,False
C1_donor_paired,CD14+ Monocytes,200,18,1016,29.191763479438038,0.4158415841584158,False
C1_donor_paired,CD14+ Monocytes,200,18,1244,27.296609200612263,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,18,1256,27.087616006222042,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,18,1488,30.332200812249237,0.43564356435643564,False
C1_donor_paired,CD14+ Monocytes,200,19,101,27.514453037298104,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,19,1015,29.288568863844585,0.009900990099009901,True
C1_donor_paired,CD14+ Monocytes,200,19,1016,30.210576550525133,0.3465346534653465,False
C1_donor_paired,CD14+ Monocytes,200,19,1244,28.167715154925023,0.019801980198019802,True
C1_donor_paired,CD14+ Monocytes,200,19,1256,33.57803615815183,0.297029702970297,False
C1_donor_paired,CD14+ Monocytes,200,19,1488,29.084192598839728,0.15841584158415842,False
C2_pooled,CD14+ Monocytes,50,0,pooled,22.029181763643102,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,50,1,pooled,23.482601138714205,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,50,2,pooled,22.866815090571308,0.9207920792079208,False
C2_pooled,CD14+ Monocytes,50,3,pooled,27.89324267435203,0.8910891089108911,False
C2_pooled,CD14+ Monocytes,50,4,pooled,21.330035928664216,0.27722772277227725,False
C2_pooled,CD14+ Monocytes,50,5,pooled,21.41239756612994,0.43564356435643564,False
C2_pooled,CD14+ Monocytes,50,6,pooled,22.995666765735216,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,50,7,pooled,22.64238147105938,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,50,8,pooled,25.287005358617453,0.48514851485148514,False
C2_pooled,CD14+ Monocytes,50,9,pooled,23.021033312027296,0.7029702970297029,False
C2_pooled,CD14+ Monocytes,50,10,pooled,24.451532462277054,0.8811881188118812,False
C2_pooled,CD14+ Monocytes,50,11,pooled,30.0551015179988,0.6336633663366337,False
C2_pooled,CD14+ Monocytes,50,12,pooled,27.57372500676902,0.8811881188118812,False
C2_pooled,CD14+ Monocytes,50,13,pooled,24.884376940808302,0.039603960396039604,True
C2_pooled,CD14+ Monocytes,50,14,pooled,22.489632223020408,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,50,15,pooled,20.527941876642316,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,50,16,pooled,24.48503775916342,0.04950495049504951,True
C2_pooled,CD14+ Monocytes,50,17,pooled,24.694892883292002,0.49504950495049505,False
C2_pooled,CD14+ Monocytes,50,18,pooled,20.116151971027552,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,50,19,pooled,23.83103467893678,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,100,0,pooled,27.796121794700912,0.504950495049505,False
C2_pooled,CD14+ Monocytes,100,1,pooled,25.93277194420047,0.7722772277227723,False
C2_pooled,CD14+ Monocytes,100,2,pooled,22.519161840594496,0.504950495049505,False
C2_pooled,CD14+ Monocytes,100,3,pooled,25.43216620089528,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,100,4,pooled,25.348481599371734,0.9108910891089109,False
C2_pooled,CD14+ Monocytes,100,5,pooled,26.948516803303765,0.9108910891089109,False
C2_pooled,CD14+ Monocytes,100,6,pooled,24.839967950383475,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,100,7,pooled,29.290322301486434,0.24752475247524752,False
C2_pooled,CD14+ Monocytes,100,8,pooled,28.637473695184116,0.8712871287128713,False
C2_pooled,CD14+ Monocytes,100,9,pooled,27.618385273417136,0.46534653465346537,False
C2_pooled,CD14+ Monocytes,100,10,pooled,31.267679153709253,0.1188118811881188,False
C2_pooled,CD14+ Monocytes,100,11,pooled,26.16207932205668,0.9603960396039604,False
C2_pooled,CD14+ Monocytes,100,12,pooled,26.614288709998686,0.21782178217821782,False
C2_pooled,CD14+ Monocytes,100,13,pooled,27.138756921986914,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,100,14,pooled,25.018465212168167,0.5247524752475248,False
C2_pooled,CD14+ Monocytes,100,15,pooled,28.115332651787785,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,100,16,pooled,25.93341875995379,0.15841584158415842,False
C2_pooled,CD14+ Monocytes,100,17,pooled,26.548799271695554,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,100,18,pooled,28.508319021560965,0.5445544554455446,False
C2_pooled,CD14+ Monocytes,100,19,pooled,25.057273211305716,0.009900990099009901,True
C2_pooled,CD14+ Monocytes,200,0,pooled,28.623258027845992,0.7227722772277227,False
C2_pooled,CD14+ Monocytes,200,1,pooled,28.500750646962096,0.5148514851485149,False
C2_pooled,CD14+ Monocytes,200,2,pooled,30.780970754496263,0.1188118811881188,False
C2_pooled,CD14+ Monocytes,200,3,pooled,29.1046165712278,0.3465346534653465,False
C2_pooled,CD14+ Monocytes,200,4,pooled,28.241373800426157,0.2376237623762376,False
C2_pooled,CD14+ Monocytes,200,5,pooled,29.112530838669976,0.48514851485148514,False
C2_pooled,CD14+ Monocytes,200,6,pooled,29.03076857174759,0.31683168316831684,False
C2_pooled,CD14+ Monocytes,200,7,pooled,31.879077334320677,0.18811881188118812,False
C2_pooled,CD14+ Monocytes,200,8,pooled,30.30207789251098,0.46534653465346537,False
C2_pooled,CD14+ Monocytes,200,9,pooled,29.05517423733501,0.297029702970297,False
C2_pooled,CD14+ Monocytes,200,10,pooled,27.180193382135624,0.46534653465346537,False
C2_pooled,CD14+ Monocytes,200,11,pooled,29.61931430682076,0.33663366336633666,False
C2_pooled,CD14+ Monocytes,200,12,pooled,27.579754280068748,0.019801980198019802,True
C2_pooled,CD14+ Monocytes,200,13,pooled,27.15196902492792,0.49504950495049505,False
C2_pooled,CD14+ Monocytes,200,14,pooled,30.273317596616245,0.297029702970297,False
C2_pooled,CD14+ Monocytes,200,15,pooled,29.215599876845303,0.2376237623762376,False
C2_pooled,CD14+ Monocytes,200,16,pooled,29.730060594026234,0.44554455445544555,False
C2_pooled,CD14+ Monocytes,200,17,pooled,33.07713297974642,0.22772277227722773,False
C2_pooled,CD14+ Monocytes,200,18,pooled,28.292883841398385,0.5247524752475248,False
C2_pooled,CD14+ Monocytes,200,19,pooled,27.044936735751904,0.5346534653465347,False
C2_pooled,CD14+ Monocytes,500,0,pooled,29.916644887439965,0.25742574257425743,False
C2_pooled,CD14+ Monocytes,500,1,pooled,29.681750045093818,0.3069306930693069,False
C2_pooled,CD14+ Monocytes,500,2,pooled,30.403145785488952,0.33663366336633666,False
C2_pooled,CD14+ Monocytes,500,3,pooled,30.07607421028226,0.3069306930693069,False
C2_pooled,CD14+ Monocytes,500,4,pooled,29.80586658214467,0.2376237623762376,False
C2_pooled,CD14+ Monocytes,500,5,pooled,31.838580984300396,0.2376237623762376,False
C2_pooled,CD14+ Monocytes,500,6,pooled,28.135478139309754,0.4158415841584158,False
C2_pooled,CD14+ Monocytes,500,7,pooled,31.466956911363717,0.32673267326732675,False
C2_pooled,CD14+ Monocytes,500,8,pooled,32.37818406417893,0.297029702970297,False
C2_pooled,CD14+ Monocytes,500,9,pooled,31.125837385396984,0.2871287128712871,False
C2_pooled,CD14+ Monocytes,500,10,pooled,31.589325591103684,0.32673267326732675,False
C2_pooled,CD14+ Monocytes,500,11,pooled,29.47670493220974,0.36633663366336633,False
C2_pooled,CD14+ Monocytes,500,12,pooled,31.264751439824966,0.25742574257425743,False
