design,cell_type,n_per_condition,rep,donor,omega,perm_P,detected
C1_donor_paired,CD4 T cells,100,9,101,31.34799790427808,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,9,1015,19.92986562967117,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,9,1016,13.349704502715005,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,9,1039,18.264865300854137,0.10891089108910891,False
C1_donor_paired,CD4 T cells,100,9,107,29.852623974337252,0.9900990099009901,False
C1_donor_paired,CD4 T cells,100,9,1244,23.937761383575413,0.9900990099009901,False
C1_donor_paired,CD4 T cells,100,9,1256,23.238118789279785,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,9,1488,24.185946988658053,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,10,101,31.241974498250038,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,10,1015,19.158105157724943,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,10,1016,16.668630737119596,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,10,1039,16.095198310559503,0.12871287128712872,False
C1_donor_paired,CD4 T cells,100,10,107,12.969659624944454,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,10,1244,17.346610603633266,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,10,1256,23.485160463947892,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,10,1488,23.50875217365502,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,11,101,21.481789892730642,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,11,1015,31.79088224035865,1.0,False
C1_donor_paired,CD4 T cells,100,11,1016,21.124189926577102,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,11,1039,14.802204167283437,0.26732673267326734,False
C1_donor_paired,CD4 T cells,100,11,107,12.070780566221549,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,11,1244,11.198990285599008,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,11,1256,32.44937070575617,0.039603960396039604,True
C1_donor_paired,CD4 T cells,100,11,1488,24.766910084363737,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,12,101,19.35135148857232,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,12,1015,21.49117816335794,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,12,1016,18.02087936312048,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,12,1039,9.240424737047753,0.26732673267326734,False
C1_donor_paired,CD4 T cells,100,12,107,29.967096408223618,1.0,False
C1_donor_paired,CD4 T cells,100,12,1244,24.09517312223323,1.0,False
C1_donor_paired,CD4 T cells,100,12,1256,19.95436974436199,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,12,1488,30.767848916307802,1.0,False
C1_donor_paired,CD4 T cells,100,13,101,21.761521914395313,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,13,1015,19.554647589750697,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,13,1016,30.190893011248168,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,13,1039,17.71675657860704,0.19801980198019803,False
C1_donor_paired,CD4 T cells,100,13,107,31.32043907067846,0.9900990099009901,False
C1_donor_paired,CD4 T cells,100,13,1244,26.423129498523352,0.7326732673267327,False
C1_donor_paired,CD4 T cells,100,13,1256,19.6284944252005,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,13,1488,17.689149810977653,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,14,101,32.44260747155308,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,14,1015,23.306074001373286,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,14,1016,15.972602300132232,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,14,1039,15.87033987577354,0.27722772277227725,False
C1_donor_paired,CD4 T cells,100,14,107,25.61732743609628,1.0,False
C1_donor_paired,CD4 T cells,100,14,1244,17.58353245742452,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,14,1256,17.712979870620725,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,14,1488,23.51338681541139,1.0,False
C1_donor_paired,CD4 T cells,100,15,101,30.733259520149378,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,15,1015,21.714418957219543,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,15,1016,25.054657158502323,0.8910891089108911,False
C1_donor_paired,CD4 T cells,100,15,1039,13.667943387792995,0.24752475247524752,False
C1_donor_paired,CD4 T cells,100,15,107,36.72271403486667,1.0,False
C1_donor_paired,CD4 T cells,100,15,1244,19.96056850418529,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,15,1256,26.44306895613313,0.9702970297029703,False
C1_donor_paired,CD4 T cells,100,15,1488,35.45290226492081,0.24752475247524752,False
C1_donor_paired,CD4 T cells,100,16,101,17.68259665876567,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,16,1015,21.907318448162943,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,16,1016,24.70678851508512,0.9207920792079208,False
C1_donor_paired,CD4 T cells,100,16,1039,18.23990156143037,0.13861386138613863,False
C1_donor_paired,CD4 T cells,100,16,107,34.13259929534844,0.9900990099009901,False
C1_donor_paired,CD4 T cells,100,16,1244,28.962727320117665,0.6435643564356436,False
C1_donor_paired,CD4 T cells,100,16,1256,24.94475712214489,0.8613861386138614,False
C1_donor_paired,CD4 T cells,100,16,1488,21.26439718555494,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,17,101,23.62410503638292,0.43564356435643564,False
C1_donor_paired,CD4 T cells,100,17,1015,17.56878682227723,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,17,1016,17.227137905205517,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,17,1039,12.900698141715653,0.38613861386138615,False
C1_donor_paired,CD4 T cells,100,17,107,27.384276964796165,1.0,False
C1_donor_paired,CD4 T cells,100,17,1244,18.705568076635252,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,17,1256,39.59629872141125,0.504950495049505,False
C1_donor_paired,CD4 T cells,100,17,1488,21.85052910598767,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,18,101,21.76759725663658,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,18,1015,19.319621781819706,0.019801980198019802,True
C1_donor_paired,CD4 T cells,100,18,1016,19.36780064621052,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,18,1039,13.768914646550211,0.15841584158415842,False
C1_donor_paired,CD4 T cells,100,18,107,32.6204346531188,1.0,False
C1_donor_paired,CD4 T cells,100,18,1244,27.66044535496174,0.9306930693069307,False
C1_donor_paired,CD4 T cells,100,18,1256,19.064096907218723,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,18,1488,16.969818339248135,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,19,101,18.607056952884616,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,19,1015,21.51992353579836,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,19,1016,24.615483762451138,0.8316831683168316,False
C1_donor_paired,CD4 T cells,100,19,1039,17.685596823698905,0.3069306930693069,False
C1_donor_paired,CD4 T cells,100,19,107,30.032916160381028,1.0,False
C1_donor_paired,CD4 T cells,100,19,1244,30.357425900174608,0.9108910891089109,False
C1_donor_paired,CD4 T cells,100,19,1256,19.14736587126609,0.009900990099009901,True
C1_donor_paired,CD4 T cells,100,19,1488,42.036869217394226,0.46534653465346537,False
C1_donor_paired,CD4 T cells,200,0,101,29.40604570216774,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,0,1015,37.08596638458924,1.0,False
C1_donor_paired,CD4 T cells,200,0,1016,29.289210284858314,0.5247524752475248,False
C1_donor_paired,CD4 T cells,200,0,1244,26.68513144292618,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,0,1256,41.41780423423692,0.5346534653465347,False
C1_donor_paired,CD4 T cells,200,0,1488,17.939618369888,0.3564356435643564,False
C1_donor_paired,CD4 T cells,200,1,101,20.04032248876354,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,1,1015,34.8466905075325,0.45544554455445546,False
C1_donor_paired,CD4 T cells,200,1,1016,24.846037195032853,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,1,1244,30.32497580712126,0.5346534653465347,False
C1_donor_paired,CD4 T cells,200,1,1256,30.326041857938904,0.0594059405940594,False
C1_donor_paired,CD4 T cells,200,1,1488,25.872329531358073,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,2,101,38.666193577323334,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,2,1015,30.744622647294822,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,2,1016,16.942261197902358,0.5643564356435643,False
C1_donor_paired,CD4 T cells,200,2,1244,19.854199493909306,0.4158415841584158,False
C1_donor_paired,CD4 T cells,200,2,1256,39.48881062404289,0.6435643564356436,False
C1_donor_paired,CD4 T cells,200,2,1488,44.6745838108215,0.3564356435643564,False
C1_donor_paired,CD4 T cells,200,3,101,38.11684561856028,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,3,1015,27.218175509020305,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,3,1016,28.11293282509944,0.25742574257425743,False
C1_donor_paired,CD4 T cells,200,3,1244,19.630254806566832,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,3,1256,37.65119926897199,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,3,1488,28.247538692697656,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,4,101,19.370325189401015,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,4,1015,55.936601241957824,0.2376237623762376,False
C1_donor_paired,CD4 T cells,200,4,1016,30.477786568306396,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,4,1244,29.128069778954774,0.6831683168316832,False
C1_donor_paired,CD4 T cells,200,4,1256,26.539816929591407,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,4,1488,27.390621312066077,0.9603960396039604,False
C1_donor_paired,CD4 T cells,200,5,101,20.64008459127492,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,5,1015,32.43934642013148,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,5,1016,26.21950032033662,0.25742574257425743,False
C1_donor_paired,CD4 T cells,200,5,1244,39.90975301121921,0.46534653465346537,False
C1_donor_paired,CD4 T cells,200,5,1256,28.29919388315637,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,5,1488,31.969182456028665,0.9108910891089109,False
C1_donor_paired,CD4 T cells,200,6,101,27.411503711624928,0.07920792079207921,False
C1_donor_paired,CD4 T cells,200,6,1015,25.905635411446823,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,6,1016,19.713219523711402,1.0,False
C1_donor_paired,CD4 T cells,200,6,1244,24.623828227672718,1.0,False
C1_donor_paired,CD4 T cells,200,6,1256,28.470977755398813,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,6,1488,18.419613723461005,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,7,101,27.934177286244296,0.0297029702970297,True
C1_donor_paired,CD4 T cells,200,7,1015,26.9138041721259,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,7,1016,30.258105415758937,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,7,1244,23.360953709150888,0.9900990099009901,False
C1_donor_paired,CD4 T cells,200,7,1256,28.2518590542787,0.40594059405940597,False
C1_donor_paired,CD4 T cells,200,7,1488,28.267749650319182,0.3069306930693069,False
C1_donor_paired,CD4 T cells,200,8,101,25.907764092926474,0.0594059405940594,False
C1_donor_paired,CD4 T cells,200,8,1015,30.582299129143344,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,8,1016,24.369755450046355,0.16831683168316833,False
C1_donor_paired,CD4 T cells,200,8,1244,21.21880206252378,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,8,1256,26.38166114967783,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,8,1488,33.099559397981196,0.9504950495049505,False
C1_donor_paired,CD4 T cells,200,9,101,27.736159918860324,0.0891089108910891,False
C1_donor_paired,CD4 T cells,200,9,1015,28.797693995100566,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,9,1016,28.36862073673931,0.594059405940594,False
C1_donor_paired,CD4 T cells,200,9,1244,22.425234510021138,0.5841584158415841,False
C1_donor_paired,CD4 T cells,200,9,1256,29.37555594538762,0.5643564356435643,False
C1_donor_paired,CD4 T cells,200,9,1488,19.93800945983563,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,10,101,25.484657642055897,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,10,1015,34.08355623327101,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,10,1016,29.04017715593234,0.43564356435643564,False
C1_donor_paired,CD4 T cells,200,10,1244,28.146279695208648,0.5247524752475248,False
C1_donor_paired,CD4 T cells,200,10,1256,32.84505933420763,0.0297029702970297,True
C1_donor_paired,CD4 T cells,200,10,1488,34.13400223787608,0.27722772277227725,False
C1_donor_paired,CD4 T cells,200,11,101,19.802191935820286,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,11,1015,37.478697093656336,0.3465346534653465,False
C1_donor_paired,CD4 T cells,200,11,1016,25.990713714485196,0.594059405940594,False
C1_donor_paired,CD4 T cells,200,11,1244,26.329937890667136,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,11,1256,25.154888459427173,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,11,1488,22.625548978387123,0.44554455445544555,False
C1_donor_paired,CD4 T cells,200,12,101,20.589609465508495,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,12,1015,31.371305256436763,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,12,1016,22.233131281027482,0.5148514851485149,False
C1_donor_paired,CD4 T cells,200,12,1244,35.16387439677427,0.5643564356435643,False
C1_donor_paired,CD4 T cells,200,12,1256,40.77751478976751,0.45544554455445546,False
C1_donor_paired,CD4 T cells,200,12,1488,20.979978283808318,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,13,101,26.539435750146183,0.019801980198019802,True
C1_donor_paired,CD4 T cells,200,13,1015,24.384321863166544,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,13,1016,24.21866045582799,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,13,1244,46.129333653916966,0.32673267326732675,False
C1_donor_paired,CD4 T cells,200,13,1256,33.85391319410067,0.6831683168316832,False
C1_donor_paired,CD4 T cells,200,13,1488,23.06853477761963,0.009900990099009901,True
C1_donor_paired,CD4 T cells,200,14,101,26.48773036949806,0.1485148514851485,False
C1_donor_paired,CD4 T cells,200,14,1015,43.92649859370991,0.4158415841584158,False
C1_donor_paired,CD4 T cells,200,14,1016,25.840704127167808,0.5247524752475248,False
C1_donor_paired,CD4 T cells,200,14,1244,24.58334624096142,0.7920792079207921,False
